CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 1.351,48.84, None, None, None, None,26.53, None,15.53,215.6, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2017-01-29 00:00:00, None, None, 48.9,5
None, 1.684,48.57, None, None, None, None,26.66, None,16.07,216.1, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2017-01-29 01:00:00, None, None, 48.55,5
None, 1.156,50.37, None, None, None, None,24.89, None,15.88,216.5, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2017-01-29 02:00:00, None, None, 46.82,5
None, 1.205,51.04, None, None, None, None,28.47, None,13.27,217.1, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2017-01-29 03:00:00, None, None, 44.69,5
None, 1.014,52.59, None, None, None, None,28.64, None,13.24,216.7, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2017-01-29 04:00:00, None, None, 46.82,5
None, 0.967,55.8, None, None, None, None,36.64, None,8.5,222.4, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2017-01-29 05:00:00, None, None, 47.14,5
None, 1.207,53.93, None, None, None, None,55.67, None,3.732,228.4, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2017-01-29 06:00:00, None, None, 47.1,5
None, 0.488,50.64, None, None, None, None,45.57, None,5.058,222.0, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2017-01-29 07:00:00, None, None, 46.92,5
None, 0.105,54.53, None, None, None, None,32.76, None,9.12,222.8, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2017-01-29 08:00:00, None, None, 48.1,5
None, -1.899,80.9, None, None, None, None,31.82, None,9.48,222.0, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2017-01-29 09:00:00, None, None, 48.5,5
None, -2.471,91.3, None, None, None, None,29.13, None,11.33,217.1, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2017-01-29 10:00:00, None, None, 48.94,5
None, -2.711,94.1, None, None, None, None,28.3, None,12.48,215.5, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-01-29 11:00:00, None, None, 50.08,5
None, -3.286,93.9, None, None, None, None,27.95, None,14.14,218.7, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2017-01-29 12:00:00, None, None, 50.31,5
None, -3.238,94.7, None, None, None, None,27.16, None,13.83,223.7, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2017-01-29 13:00:00, None, None, 49.82,5
None, -3.19,92.7, None, None, None, None,21.92, None,16.43,219.6, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2017-01-29 14:00:00, None, None, 50.99,5
None, -3.094,96.2, None, None, None, None,23.68, None,11.63,224.4, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2017-01-29 15:00:00, None, None, 49.2,5
None, -3.094,96.6, None, None, None, None,22.51, None,10.0,226.3, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2017-01-29 16:00:00, None, None, None,5
None, -3.094,96.5, None, None, None, None,19.92, None,12.64,231.8, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2017-01-29 17:00:00, None, None, 61.64,5
None, -4.101,95.2, None, None, None, None,41.73, None,3.478,252.7, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2017-01-29 18:00:00, None, None, 61.81,5
None, -4.435,95.9, None, None, None, None,39.1, None,4.104,251.0, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2017-01-29 19:00:00, None, None, None,5
None, -5.05,95.2, None, None, None, None,44.98, None,3.151,255.6, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2017-01-29 20:00:00, None, None, 64.86,5
None, -5.477,94.9, None, None, None, None,42.3, None,4.141,249.0, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2017-01-29 21:00:00, None, None, None,5
None, -5.948,94.6, None, None, None, None,35.87, None,6.362,242.3, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2017-01-29 22:00:00, None, None, None,5
None, -6.715,93.6, None, None, None, None,41.0, None,6.53,242.4, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2017-01-29 23:00:00, None, None, 66.32,5
None, -7.39,93.4, None, None, None, None,35.01, None,7.31,238.4, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2017-01-30 00:00:00, None, None, 67.23,5
None, -8.06,92.2, None, None, None, None,40.2, None,6.32,241.6, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2017-01-30 01:00:00, None, None, 64.37,5
None, -8.87,92.6, None, None, None, None,42.07, None,5.729,247.4, None, None, None, None, None, -10.0, None, None, None, None, None, None, None,2017-01-30 02:00:00, None, None, 65.09,5
None, -9.59,92.0, None, None, None, None,45.28, None,3.987,246.0, None, None, None, None, None, -11.0, None, None, None, None, None, None, None,2017-01-30 03:00:00, None, None, 66.06,5
None, -9.77,91.7, None, None, None, None,43.67, None,3.991,248.7, None, None, None, None, None, -11.0, None, None, None, None, None, None, None,2017-01-30 04:00:00, None, None, 64.17,5
None, -10.44,91.4, None, None, None, None,38.05, None,4.363,248.0, None, None, None, None, None, -11.0, None, None, None, None, None, None, None,2017-01-30 05:00:00, None, None, None,5
None, -10.82,91.3, None, None, None, None,41.32, None,3.818,252.1, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2017-01-30 06:00:00, None, None, None,5
None, -11.01,90.7, None, None, None, None,41.27, None,2.802,254.7, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2017-01-30 07:00:00, None, None, None,5
None, -11.3,90.6, None, None, None, None,37.14, None,3.35,249.9, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2017-01-30 09:00:00, None, None, 63.51,5
None, -10.53,90.9, None, None, None, None,39.32, None,2.538,256.5, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2017-01-30 10:00:00, None, None, 62.98,5
None, -10.39,91.0, None, None, None, None,42.97, None,2.289,258.0, None, None, None, None, None, -11.0, None, None, None, None, None, None, None,2017-01-30 11:00:00, None, None, 62.47,5
None, -10.01,90.4, None, None, None, None,39.86, None,2.917,245.1, None, None, None, None, None, -11.0, None, None, None, None, None, None, None,2017-01-30 12:00:00, None, None, None,5
None, -10.45,89.7, None, None, None, None,41.88, None,2.414,252.3, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2017-01-30 13:00:00, None, None, None,5
None, -9.69,90.9, None, None, None, None,44.68, None,2.106,257.6, None, None, None, None, None, -11.0, None, None, None, None, None, None, None,2017-01-30 14:00:00, None, None, None,5
None, -10.55,88.7, None, None, None, None,39.28, None,2.438,254.9, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2017-01-30 15:00:00, None, None, None,5
None, -11.03,90.3, None, None, None, None,32.28, None,2.831,248.9, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2017-01-30 16:00:00, None, None, 62.83,5
None, -11.35,90.4, None, None, None, None,32.61, None,2.397,245.3, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2017-01-30 17:00:00, None, None, None,5
None, -11.92,89.5, None, None, None, None,48.75, None,1.789,255.5, None, None, None, None, None, -13.0, None, None, None, None, None, None, None,2017-01-30 18:00:00, None, None, 64.48,5
None, -12.11,89.3, None, None, None, None,57.18, None,1.398,216.3, None, None, None, None, None, -13.0, None, None, None, None, None, None, None,2017-01-30 19:00:00, None, None, 64.25,5
None, -12.21,90.0, None, None, None, None,23.21, None,4.512,207.3, None, None, None, None, None, -13.0, None, None, None, None, None, None, None,2017-01-30 20:00:00, None, None, 63.98,5
None, -12.59,90.0, None, None, None, None,22.47, None,3.48,218.7, None, None, None, None, None, -14.0, None, None, None, None, None, None, None,2017-01-30 21:00:00, None, None, 63.26,5
None, -12.73,89.9, None, None, None, None,44.65, None,1.254,214.8, None, None, None, None, None, -14.0, None, None, None, None, None, None, None,2017-01-30 22:00:00, None, None, 62.88,5
None, -12.25,89.5, None, None, None, None,60.15, None,0.733,81.9, None, None, None, None, None, -13.0, None, None, None, None, None, None, None,2017-01-30 23:00:00, None, None, 62.98,5
None, -12.16,90.4, None, None, None, None,49.12, None,0.961,242.4, None, None, None, None, None, -13.0, None, None, None, None, None, None, None,2017-01-31 00:00:00, None, None, 62.51,5
None, -12.88,86.8, None, None, None, None,49.9, None,0.864,186.0, None, None, None, None, None, -14.0, None, None, None, None, None, None, None,2017-01-31 01:00:00, None, None, 62.17,5
None, -13.06,89.3, None, None, None, None,58.26, None,0.723,137.5, None, None, None, None, None, -14.0, None, None, None, None, None, None, None,2017-01-31 02:00:00, None, None, 62.13,5
None, -12.92,89.2, None, None, None, None,25.48, None,1.791,35.33, None, None, None, None, None, -14.0, None, None, None, None, None, None, None,2017-01-31 03:00:00, None, None, 62.1,5
None, -12.92,88.9, None, None, None, None,26.74, None,2.252,24.74, None, None, None, None, None, -14.0, None, None, None, None, None, None, None,2017-01-31 04:00:00, None, None, 62.17,5
None, -13.5,87.9, None, None, None, None,25.79, None,1.856,43.8, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2017-01-31 05:00:00, None, None, None,5
None, -14.4,87.4, None, None, None, None,23.11, None,3.011,59.49, None, None, None, None, None, -16.0, None, None, None, None, None, None, None,2017-01-31 06:00:00, None, None, 61.92,5
None, -14.64,87.4, None, None, None, None,21.79, None,2.916,52.55, None, None, None, None, None, -16.0, None, None, None, None, None, None, None,2017-01-31 07:00:00, None, None, None,5
None, -15.02,87.5, None, None, None, None,18.08, None,3.431,54.15, None, None, None, None, None, -16.0, None, None, None, None, None, None, None,2017-01-31 08:00:00, None, None, 61.72,5
None, -14.92,87.3, None, None, None, None,17.31, None,3.698,51.97, None, None, None, None, None, -16.0, None, None, None, None, None, None, None,2017-01-31 09:00:00, None, None, 62.04,5
None, -14.59,87.5, None, None, None, None,19.15, None,2.855,50.94, None, None, None, None, None, -16.0, None, None, None, None, None, None, None,2017-01-31 10:00:00, None, None, 61.58,5
None, -13.87,88.0, None, None, None, None,21.54, None,4.076,42.63, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2017-01-31 11:00:00, None, None, None,5
None, -13.48,87.8, None, None, None, None,16.89, None,3.974,47.12, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2017-01-31 12:00:00, None, None, None,5
None, -13.35,87.0, None, None, None, None,17.69, None,3.04,48.0, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2017-01-31 13:00:00, None, None, None,5
None, -13.45,87.0, None, None, None, None,17.72, None,2.765,50.78, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2017-01-31 14:00:00, None, None, 61.35,5
None, -11.39,87.6, None, None, None, None,25.44, None,2.326,28.48, None, None, None, None, None, -13.0, None, None, None, None, None, None, None,2017-01-31 15:00:00, None, None, 60.99,5
None, -12.3,88.0, None, None, None, None,26.4, None,2.262,9.91, None, None, None, None, None, -14.0, None, None, None, None, None, None, None,2017-01-31 16:00:00, None, None, 61.33,5
None, -13.02,88.3, None, None, None, None,27.2, None,1.975,20.07, None, None, None, None, None, -14.0, None, None, None, None, None, None, None,2017-01-31 17:00:00, None, None, 61.21,5
None, -13.41,88.4, None, None, None, None,24.57, None,2.194,31.75, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2017-01-31 18:00:00, None, None, 61.07,5
None, -13.65,88.0, None, None, None, None,20.83, None,2.711,39.53, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2017-01-31 19:00:00, None, None, 60.68,5
None, -14.26,88.0, None, None, None, None,18.62, None,3.324,44.4, None, None, None, None, None, -16.0, None, None, None, None, None, None, None,2017-01-31 20:00:00, None, None, 60.48,5
None, -14.78,88.9, None, None, None, None,18.12, None,3.421,45.57, None, None, None, None, None, -16.0, None, None, None, None, None, None, None,2017-01-31 21:00:00, None, None, 60.48,5
None, -14.97,87.7, None, None, None, None,18.99, None,3.482,49.81, None, None, None, None, None, -16.0, None, None, None, None, None, None, None,2017-01-31 22:00:00, None, None, 60.09,5
None, -15.07,87.5, None, None, None, None,16.83, None,4.794,51.38, None, None, None, None, None, -17.0, None, None, None, None, None, None, None,2017-01-31 23:00:00, None, None, 59.95,5
None, -15.16,86.7, None, None, None, None,15.34, None,5.262,52.28, None, None, None, None, None, -17.0, None, None, None, None, None, None, None,2017-02-01 00:00:00, None, None, 60.0,5
None, -15.21,86.9, None, None, None, None,17.49, None,3.125,51.74, None, None, None, None, None, -17.0, None, None, None, None, None, None, None,2017-02-01 01:00:00, None, None, 59.34,5
None, -15.21,88.3, None, None, None, None,20.56, None,3.296,40.97, None, None, None, None, None, -17.0, None, None, None, None, None, None, None,2017-02-01 02:00:00, None, None, 59.59,5
