wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
299.0, 54.0, 8.2, 0.0, -7.6, 9.8, 0.6, -0.3, 314.0, 0.0, 0.0, 60.0,2022-04-09 00:00:00,15
325.0, 56.0, 8.5, 0.0, -7.6, 6.1, 0.1, -0.7, 308.0, 0.0, 0.0, 60.0,2022-04-09 01:00:00,15
314.0, 60.0, 9.8, 0.0, -7.1, 5.8, -0.3, -1.5, 299.0, 0.0, 0.0, 60.0,2022-04-09 02:00:00,15
338.0, 60.0, 6.1, 0.0, -7.5, 6.1, -0.7, -1.9, 325.0, 0.0, 0.0, 60.0,2022-04-09 03:00:00,15
8.0, 60.0, 5.8, 0.0, -8.3, 2.1, -1.5, -3.5, 314.0, 0.0, 0.0, 74.0,2022-04-09 04:00:00,15
71.0, 60.0, 6.1, 0.0, -8.6, 2.5, -1.9, -4.0, 338.0, 0.0, 0.0, 81.0,2022-04-09 05:00:00,15
1.0, 74.0, 2.1, 0.0, -7.5, 5.2, -3.5, -2.0, 8.0, 0.0, 0.0, 61.0,2022-04-09 06:00:00,15
288.0, 81.0, 2.5, 0.0, -6.8, 10.4, -4.0, 1.3, 71.0, 0.0, 0.0, 45.0,2022-04-09 07:00:00,15
269.0, 61.0, 5.2, 0.0, -8.5, 11.1, -2.0, 2.8, 1.0, 0.0, 0.0, 38.0,2022-04-09 08:00:00,15
260.0, 45.0, 10.4, 0.0, -9.3, 10.4, 1.3, 3.7, 288.0, 0.0, 0.0, 35.0,2022-04-09 09:00:00,15
209.0, 38.0, 11.1, 0.0, -10.1, 6.1, 2.8, 3.5, 269.0, 0.0, 0.0, 38.0,2022-04-09 10:00:00,15
166.0, 35.0, 10.4, 0.0, -10.3, 6.1, 3.7, 5.2, 260.0, 0.0, 0.0, 33.0,2022-04-09 11:00:00,15
295.0, 38.0, 6.1, 0.0, -9.5, 8.4, 3.5, 0.7, 209.0, 0.0, 0.0, 50.0,2022-04-09 12:00:00,15
261.0, 33.0, 6.1, 0.0, -9.8, 13.4, 5.2, 4.3, 166.0, 0.0, 0.0, 33.0,2022-04-09 13:00:00,15
290.0, 50.0, 8.4, 0.0, -8.5, 13.4, 0.7, 3.6, 295.0, 0.0, 0.0, 49.0,2022-04-09 14:00:00,15
