TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
14.3, 2.2, 63.1, 67.59,2017-07-16 00:00:00, 13.25,29
13.3, 1.376, 67.6, 68.85,2017-07-16 01:00:00, 12.58,29
12.6, 0.602998, 68.9, 66.6,2017-07-16 02:00:00, 12.15,29
12.2, 0.467999, 66.6, 66.26,2017-07-16 03:00:00, 11.79,29
11.8, 1.364, 66.3, 62.36,2017-07-16 04:00:00, 11.58,29
11.6, 3.326, 62.4, 58.72,2017-07-16 05:00:00, 12.02,29
12.0, 2.58, 58.7, 58.13,2017-07-16 06:00:00, 12.32,29
12.3, 2.998, 58.1, 54.43,2017-07-16 07:00:00, 13.4,29
13.4, 6.222, 54.4, 49.74,2017-07-16 08:00:00, 14.85,29
14.9, 6.695, 49.7, 47.69,2017-07-16 09:00:00, 15.73,29
15.7, 7.191, 47.7, 45.94,2017-07-16 10:00:00, 16.66,29
16.7, 6.618, 45.9, 44.94,2017-07-16 11:00:00, 16.87,29
16.9, 5.628, 44.9, 58.23,2017-07-16 12:00:00, 15.27,29
15.3, 3.313, 58.2, 63.55,2017-07-16 13:00:00, 14.95,29
15.0, 5.079, 63.6, 55.98,2017-07-16 14:00:00, 15.34,29
15.3, 6.267, 56.0, 55.77,2017-07-16 15:00:00, 14.95,29
15.0, 5.862, 55.8, 59.39,2017-07-16 16:00:00, 14.91,29
14.9, 2.04, 59.4, 71.21,2017-07-16 17:00:00, 13.82,29
13.8, 4.081, 71.2, 78.07,2017-07-16 18:00:00, 12.94,29
12.9, 2.183, 78.1, 88.0,2017-07-16 19:00:00, 11.57,29
11.6, 2.793, 88.0, 90.6,2017-07-16 20:00:00, 11.53,29
11.5, 1.966, 90.6, 91.0,2017-07-16 21:00:00, 11.47,29
11.5, 3.008, 91.0, 89.7,2017-07-16 22:00:00, 11.55,29
11.6, 2.952, 89.7, 91.9,2017-07-16 23:00:00, 11.29,29
11.3, 2.614, 91.9, 92.3,2017-07-17 00:00:00, 11.32,29
11.3, 2.447, 92.3, 92.4,2017-07-17 01:00:00, 11.38,29
11.4, 2.989, 92.4, 91.0,2017-07-17 02:00:00, 11.57,29
11.6, 3.672, 91.0, 90.3,2017-07-17 03:00:00, 11.69,29
11.7, 2.565, 90.3, 91.3,2017-07-17 04:00:00, 11.58,29
11.6, 1.777, 91.3, 91.4,2017-07-17 05:00:00, 11.48,29
11.5, 1.572, 91.4, 89.5,2017-07-17 06:00:00, 11.95,29
12.0, 1.767, 89.5, 87.0,2017-07-17 07:00:00, 12.58,29
12.6, 1.651, 87.0, 84.1,2017-07-17 08:00:00, 13.16,29
13.2, 1.163, 84.1, 76.01,2017-07-17 09:00:00, 14.46,29
14.5, 0.906, 76.0, 72.88,2017-07-17 10:00:00, 15.02,29
15.0, 2.117, 72.9, 73.99,2017-07-17 11:00:00, 14.91,29
14.9, 2.386, 74.0, 78.02,2017-07-17 12:00:00, 13.51,29
13.5, 2.584, 78.0, 71.67,2017-07-17 13:00:00, 14.26,29
14.3, 2.574, 71.7, 67.74,2017-07-17 14:00:00, 14.16,29
14.2, 2.286, 67.7, 78.02,2017-07-17 15:00:00, 12.56,29
12.6, 1.412, 78.0, 80.9,2017-07-17 16:00:00, 12.49,29
12.5, 1.189, 80.9, 82.2,2017-07-17 17:00:00, 12.5,29
12.5, 1.93, 82.2, 87.0,2017-07-17 18:00:00, 12.26,29
12.3, 1.341, 87.0, 89.1,2017-07-17 19:00:00, 12.18,29
12.2, 1.283, 89.1, 90.6,2017-07-17 20:00:00, 12.26,29
12.3, 0.8, 90.6, 92.6,2017-07-17 21:00:00, 12.16,29
12.2, 0.541, 92.6, 90.9,2017-07-17 22:00:00, 12.28,29
12.3, 0.990998, 90.9, 94.7,2017-07-17 23:00:00, 11.83,29
11.8, 0.512, 94.7, 93.8,2017-07-18 00:00:00, 11.92,29
11.9, 1.42, 93.8, 89.9,2017-07-18 01:00:00, 12.01,29
12.0, 2.223, 89.9, 92.0,2017-07-18 02:00:00, 10.91,29
10.9, 2.083, 92.0, 92.1,2017-07-18 03:00:00, 10.19,29
10.2, 1.576, 92.1, 90.4,2017-07-18 04:00:00, 10.03,29
10.0, 0.767, 90.4, 92.6,2017-07-18 05:00:00, 9.87,29
9.9, 0.717998, 92.6, 94.5,2017-07-18 06:00:00, 9.87,29
9.9, 1.666, 94.5, 90.2,2017-07-18 07:00:00, 10.24,29
10.2, 1.607, 90.2, 90.5,2017-07-18 08:00:00, 10.7,29
10.7, 2.275, 90.5, 86.4,2017-07-18 09:00:00, 11.42,29
11.4, 2.023, 86.4, 83.9,2017-07-18 10:00:00, 12.5,29
12.5, 2.234, 83.9, 79.97,2017-07-18 11:00:00, 13.67,29
13.7, 2.317, 80.0, 74.5,2017-07-18 12:00:00, 15.4,29
15.4, 1.96, 74.5, 70.04,2017-07-18 13:00:00, 16.82,29
16.8, 1.606, 70.0, 65.81,2017-07-18 14:00:00, 18.39,29
18.4, 2.0, 65.8, 63.28,2017-07-18 15:00:00, 19.46,29
19.5, 1.664, 63.3, 56.56,2017-07-18 16:00:00, 20.56,29
20.6, 1.183, 56.6, 52.45,2017-07-18 17:00:00, 21.38,29
21.4, 1.435, 52.5, 48.58,2017-07-18 18:00:00, 21.59,29
21.6, 1.155, 48.6, 48.17,2017-07-18 19:00:00, 21.48,29
21.5, 0.85, 48.2, 66.73,2017-07-18 20:00:00, 19.32,29
19.3, 1.334, 66.7, 73.94,2017-07-18 21:00:00, 16.94,29
16.9, 1.001, 73.9, 72.75,2017-07-18 22:00:00, 16.19,29
16.2, 1.195, 72.8, 72.85,2017-07-18 23:00:00, 15.56,29
15.6, 1.447, 72.9, 74.51,2017-07-19 00:00:00, 14.49,29
14.5, 1.378, 74.5, 81.2,2017-07-19 01:00:00, 12.69,29
12.7, 1.418, 81.2, 86.6,2017-07-19 02:00:00, 11.14,29
11.1, 1.321, 86.6, 89.3,2017-07-19 03:00:00, 10.52,29
10.5, 1.347, 89.3, 91.2,2017-07-19 04:00:00, 9.67,29
9.7, 0.890999, 91.2, 92.3,2017-07-19 05:00:00, 9.4,29
9.4, 0.174998, 92.3, 87.9,2017-07-19 06:00:00, 11.38,29
11.4, 0.248998, 87.9, 85.1,2017-07-19 07:00:00, 13.26,29
13.3, 0.578, 85.1, 78.13,2017-07-19 08:00:00, 15.72,29
15.7, 1.344, 78.1, 66.54,2017-07-19 09:00:00, 18.11,29
18.1, 2.045, 66.5, 56.48,2017-07-19 10:00:00, 20.44,29
20.4, 1.877, 56.5, 53.04,2017-07-19 11:00:00, 22.1,29
22.1, 2.332, 53.0, 47.97,2017-07-19 12:00:00, 23.32,29
23.3, 3.505, 48.0, 42.15,2017-07-19 13:00:00, 24.27,29
24.3, 3.304, 42.2, 35.24,2017-07-19 14:00:00, 25.21,29
25.2, 2.762, 35.2, 33.17,2017-07-19 15:00:00, 25.79,29
25.8, 3.365, 33.2, 31.44,2017-07-19 16:00:00, 26.22,29
26.2, 3.437, 31.4, 29.81,2017-07-19 17:00:00, 26.46,29
26.5, 2.8, 29.8, 32.17,2017-07-19 18:00:00, 26.18,29
26.2, 2.063, 32.2, 36.19,2017-07-19 19:00:00, 25.23,29
25.2, 0.999, 36.2, 42.45,2017-07-19 20:00:00, 23.27,29
23.3, 1.944, 42.5, 57.99,2017-07-19 21:00:00, 19.62,29
19.6, 2.606, 58.0, 69.76,2017-07-19 22:00:00, 18.12,29
18.1, 1.506, 69.8, 70.71,2017-07-19 23:00:00, 17.61,29
17.6, 1.537, 70.7, 75.69,2017-07-20 00:00:00, 16.41,29
16.4, 3.288, 75.7, 77.63,2017-07-20 01:00:00, 15.59,29
15.6, 1.532, 77.6, 77.03,2017-07-20 02:00:00, 14.7,29
14.7, 1.107, 77.0, 83.0,2017-07-20 03:00:00, 13.54,29
13.5, 1.152, 83.0, 89.3,2017-07-20 04:00:00, 12.52,29
12.5, 0.574998, 89.3, 92.3,2017-07-20 05:00:00, 11.99,29
12.0, 0.307999, 92.3, 89.2,2017-07-20 06:00:00, 13.04,29
13.0, 1.418, 89.2, 86.2,2017-07-20 07:00:00, 14.5,29
14.5, 1.946, 86.2, 81.4,2017-07-20 08:00:00, 15.52,29
15.5, 3.054, 81.4, 78.57,2017-07-20 09:00:00, 16.13,29
16.1, 2.246, 78.6, 74.67,2017-07-20 10:00:00, 17.27,29
17.3, 1.064, 74.7, 67.82,2017-07-20 11:00:00, 18.97,29
19.0, 1.66, 67.8, 64.35,2017-07-20 12:00:00, 20.05,29
20.1, 0.939998, 64.4, 58.95,2017-07-20 13:00:00, 21.19,29
21.2, 1.616, 59.0, 57.14,2017-07-20 14:00:00, 22.14,29
22.1, 1.617, 57.1, 54.26,2017-07-20 15:00:00, 22.49,29
22.5, 1.467, 54.3, 52.25,2017-07-20 16:00:00, 22.61,29
22.6, 1.374, 52.3, 50.09,2017-07-20 17:00:00, 22.78,29
22.8, 0.998, 50.1, 50.27,2017-07-20 18:00:00, 22.91,29
22.9, 0.794, 50.3, 54.54,2017-07-20 19:00:00, 22.21,29
22.2, 1.069, 54.5, 72.24,2017-07-20 20:00:00, 19.98,29
20.0, 1.118, 72.2, 72.69,2017-07-20 21:00:00, 18.7,29
18.7, 1.072, 72.7, 69.33,2017-07-20 22:00:00, 17.44,29
17.4, 1.557, 69.3, 80.6,2017-07-20 23:00:00, 15.36,29
15.4, 1.86, 80.6, 84.9,2017-07-21 00:00:00, 14.12,29
14.1, 1.292, 84.9, 88.3,2017-07-21 01:00:00, 12.9,29
12.9, 1.201, 88.3, 89.9,2017-07-21 02:00:00, 12.0,29
12.0, 1.631, 89.9, 89.3,2017-07-21 03:00:00, 12.4,29
12.4, 1.061, 89.3, 93.0,2017-07-21 04:00:00, 11.8,29
11.8, 0.941999, 93.0, 93.9,2017-07-21 05:00:00, 11.67,29
11.7, 0.31, 93.9, 90.1,2017-07-21 06:00:00, 12.76,29
12.8, 0.902, 90.1, 81.7,2017-07-21 07:00:00, 14.77,29
14.8, 1.332, 81.7, 75.18,2017-07-21 08:00:00, 16.22,29
16.2, 1.253, 75.2, 68.98,2017-07-21 09:00:00, 18.07,29
18.1, 1.592, 69.0, 59.89,2017-07-21 10:00:00, 20.18,29
20.2, 2.491, 59.9, 51.47,2017-07-21 11:00:00, 22.01,29
22.0, 4.019, 51.5, 42.56,2017-07-21 12:00:00, 23.77,29
23.8, 5.148, 42.6, 37.32,2017-07-21 13:00:00, 24.75,29
24.8, 4.988, 37.3, 34.25,2017-07-21 14:00:00, 25.42,29
25.4, 5.885, 34.3, 31.36,2017-07-21 15:00:00, 25.55,29
25.6, 5.473, 31.4, 31.27,2017-07-21 16:00:00, 25.0,29
25.0, 4.518, 31.3, 35.27,2017-07-21 17:00:00, 24.12,29
24.1, 4.568, 35.3, 36.99,2017-07-21 18:00:00, 23.18,29
23.2, 2.685, 37.0, 41.12,2017-07-21 19:00:00, 21.73,29
21.7, 1.874, 41.1, 43.5,2017-07-21 20:00:00, 20.53,29
20.5, 0.535, 43.5, 48.61,2017-07-21 21:00:00, 18.85,29
18.9, 0.451, 48.6, 53.29,2017-07-21 22:00:00, 17.49,29
17.5, 0.556999, 53.3, 57.12,2017-07-21 23:00:00, 16.21,29
16.2, 1.216, 57.1, 59.93,2017-07-22 00:00:00, 15.33,29
15.3, 1.125, 59.9, 59.74,2017-07-22 01:00:00, 15.32,29
15.3, 1.395, 59.7, 62.2,2017-07-22 02:00:00, 14.75,29
14.8, 1.871, 62.2, 68.89,2017-07-22 03:00:00, 13.55,29
13.6, 1.679, 68.9, 70.8,2017-07-22 04:00:00, 13.3,29
13.3, 1.688, 70.8, 75.46,2017-07-22 05:00:00, 12.35,29
12.4, 0.698, 75.5, 72.62,2017-07-22 06:00:00, 14.13,29
14.1, 0.677999, 72.6, 63.04,2017-07-22 07:00:00, 17.04,29
17.0, 2.035, 63.0, 57.58,2017-07-22 08:00:00, 18.12,29
18.1, 4.898, 57.6, 47.6,2017-07-22 09:00:00, 20.41,29
20.4, 5.75, 47.6, 43.93,2017-07-22 10:00:00, 21.42,29
21.4, 6.813, 43.9, 40.78,2017-07-22 11:00:00, 21.85,29
21.9, 5.843, 40.8, 41.73,2017-07-22 12:00:00, 21.8,29
21.8, 5.479, 41.7, 43.17,2017-07-22 13:00:00, 21.57,29
21.6, 4.977, 43.2, 45.79,2017-07-22 14:00:00, 21.05,29
21.1, 5.721, 45.8, 44.32,2017-07-22 15:00:00, 21.56,29
21.6, 4.457, 44.3, 45.33,2017-07-22 16:00:00, 21.81,29
21.8, 3.979, 45.3, 45.17,2017-07-22 17:00:00, 22.2,29
22.2, 3.269, 45.2, 45.4,2017-07-22 18:00:00, 22.25,29
22.3, 3.415, 45.4, 45.58,2017-07-22 19:00:00, 21.6,29
21.6, 3.646, 45.6, 48.01,2017-07-22 20:00:00, 20.26,29
20.3, 3.68, 48.0, 52.75,2017-07-22 21:00:00, 18.67,29
18.7, 1.656, 52.8, 60.94,2017-07-22 22:00:00, 17.21,29
17.2, 1.254, 60.9, 67.29,2017-07-22 23:00:00, 15.68,29
