station_observations
TempC, SolarRadiationWm, RH, WindSpeedms, Pressurembar, Rainmm, GustSpeedms, time, WindDirection, DewPtC
-0.227, 0.6, 100.0, 0.0, 864.85, 0.0, 0.0, 2020-01-01 00:00:00, 71.6, -0.2
-0.255, 0.6, 100.0, 0.0, 864.95, 0.0, 0.0, 2020-01-01 01:00:00, 71.6, -0.3
-0.395, 0.6, 100.0, 0.0, 865.35, 0.0, 0.0, 2020-01-01 02:00:00, 71.6, -0.4
-0.451, 0.6, 100.0, 0.0, 865.85, 0.0, 0.0, 2020-01-01 03:00:00, 71.6, -0.5
-0.395, 0.6, 100.0, 0.0, 866.35, 0.0, 0.0, 2020-01-01 04:00:00, 71.6, -0.4
-0.479, 0.6, 100.0, 0.0, 866.65, 0.0, 0.0, 2020-01-01 05:00:00, 71.6, -0.5
-0.171, 0.6, 100.0, 0.0, 867.05, 0.0, 0.0, 2020-01-01 06:00:00, 71.6, -0.2
0.412, 0.6, 99.6, 0.0, 867.75, 0.0, 0.0, 2020-01-01 07:00:00, 21.1, 0.4
0.55, 0.6, 97.1, 0.0, 868.45, 0.0, 0.0, 2020-01-01 08:00:00, 346.8, 0.1
0.412, 4.4, 96.8, 0.0, 869.05, 0.0, 0.25, 2020-01-01 09:00:00, 355.2, 0.0
0.989, 104.4, 97.8, 0.0, 869.45, 0.0, 0.76, 2020-01-01 10:00:00, 300.4, 0.7
1.886, 240.6, 95.5, 1.51, 869.55, 0.0, 5.04, 2020-01-01 11:00:00, 242.9, 1.2
2.074, 241.9, 91.0, 1.76, 869.35, 0.4, 6.55, 2020-01-01 12:00:00, 235.9, 0.8
2.316, 58.1, 87.5, 2.27, 869.45, 1.8, 7.81, 2020-01-01 13:00:00, 247.1, 0.5
0.605, 73.1, 87.8, 2.52, 870.05, 0.8, 10.83, 2020-01-01 14:00:00, 241.5, -1.2
-0.339, 24.4, 79.2, 1.51, 871.45, 0.2, 9.07, 2020-01-01 15:00:00, 254.1, -3.5
-1.871, 0.6, 78.3, 3.02, 872.95, 0.0, 8.56, 2020-01-01 16:00:00, 245.7, -5.1
-3.065, 0.6, 87.7, 2.01, 873.85, 0.0, 10.32, 2020-01-01 17:00:00, 252.7, -4.8
-3.836, 0.6, 84.9, 0.76, 874.55, 0.0, 6.55, 2020-01-01 18:00:00, 262.5, -6.0
-4.137, 0.6, 84.1, 0.76, 875.15, 0.0, 5.04, 2020-01-01 19:00:00, 258.3, -6.4
-5.418, 0.6, 85.2, 1.26, 875.95, 0.0, 6.55, 2020-01-01 20:00:00, 248.5, -7.5
-5.418, 0.6, 87.6, 1.51, 876.95, 0.0, 7.05, 2020-01-01 21:00:00, 249.9, -7.2
-6.674, 0.6, 86.5, 1.26, 877.55, 0.0, 5.29, 2020-01-01 22:00:00, 242.9, -8.6
-7.219, 0.6, 85.7, 0.25, 878.25, 0.0, 3.53, 2020-01-01 23:00:00, 251.3, -9.2
-7.413, 0.6, 82.2, 1.01, 879.15, 0.0, 5.54, 2020-01-02 00:00:00, 258.3, -9.9
-7.804, 0.6, 84.0, 0.76, 879.95, 0.0, 3.78, 2020-01-02 01:00:00, 242.9, -10.0
-7.771, 0.6, 83.9, 2.01, 880.45, 0.0, 6.04, 2020-01-02 02:00:00, 247.1, -10.0
-8.898, 0.6, 85.0, 1.26, 880.85, 0.0, 5.54, 2020-01-02 03:00:00, 247.1, -11.0
-10.757, 0.6, 86.0, 0.5, 881.65, 0.0, 3.02, 2020-01-02 04:00:00, 244.3, -12.7
-8.898, 0.6, 86.4, 1.26, 881.85, 0.0, 5.29, 2020-01-02 05:00:00, 248.5, -10.8
-9.508, 0.6, 84.3, 1.51, 881.85, 0.0, 5.04, 2020-01-02 06:00:00, 248.5, -11.7
-8.932, 0.6, 85.0, 1.26, 882.15, 0.0, 4.53, 2020-01-02 07:00:00, 247.1, -11.0
-12.343, 1.9, 87.8, 0.25, 882.85, 0.0, 3.78, 2020-01-02 08:00:00, 220.4, -14.0
-11.397, 34.4, 91.6, 0.0, 883.45, 0.0, 1.51, 2020-01-02 09:00:00, 220.4, -12.5
-7.251, 148.1, 88.8, 0.0, 883.55, 0.0, 1.01, 2020-01-02 10:00:00, 213.4, -8.8
-7.219, 89.4, 84.5, 0.0, 883.45, 0.0, 2.52, 2020-01-02 11:00:00, 219.0, -9.4
