wind_speed,time,avg_wnd_dir_10m_pst10mts,wind_direction,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,precipitation,week_of_year
10.8,2017-08-06 00:00:00, None,90.0, None,0.0, None, None, None,0.0,32
5.8,2017-08-06 01:00:00, None,75.0, None,0.0, None, None, None,0.0,32
5.4,2017-08-06 02:00:00, None,76.0, None,0.0, None, None, None,0.0,32
6.1,2017-08-06 03:00:00, None,41.0, None,0.0, None, None, None,0.0,32
6.7,2017-08-06 04:00:00, None,67.0, None,0.0, None, None, None,0.0,32
10.1,2017-08-06 05:00:00, None,98.0, None,0.0, None, None, None,0.0,32
9.0,2017-08-06 06:00:00, None,99.0, None,0.0, None, None, None,0.0,32
7.9,2017-08-06 07:00:00, None,104.0, None,0.0, None, None, None,0.0,32
8.0,2017-08-06 08:00:00, None,164.0, None,0.0, None, None, None,0.0,32
8.2,2017-08-06 09:00:00, None,191.0, None,0.0, None, None, None,0.0,32
8.5,2017-08-06 10:00:00, None,228.0, None,0.0, None, None, None,0.0,32
6.4,2017-08-06 11:00:00, None,102.0, None,0.0, None, None, None,0.0,32
7.7,2017-08-06 12:00:00, None,295.0, None,0.0, None, None, None,0.0,32
16.1,2017-08-06 13:00:00, None,184.0, None,0.0, None, None, None,0.0,32
18.3,2017-08-06 14:00:00, None,180.0, None,0.0, None, None, None,0.0,32
14.5,2017-08-06 15:00:00, None,201.0, None,0.0, None, None, None,0.0,32
12.5,2017-08-06 16:00:00, None,200.0, None,0.0, None, None, None,0.0,32
14.2,2017-08-06 17:00:00, None,175.0, None,0.0, None, None, None,0.0,32
12.1,2017-08-06 18:00:00, None,179.0, None,0.0, None, None, None,0.0,32
11.5,2017-08-06 19:00:00, None,175.0, None,0.0, None, None, None,0.0,32
7.7,2017-08-06 20:00:00, None,179.0, None,0.0, None, None, None,0.0,32
2.9,2017-08-06 21:00:00, None,180.0, None,0.0, None, None, None,0.0,32
3.3,2017-08-06 22:00:00, None,180.0, None,0.0, None, None, None,0.0,32
5.2,2017-08-06 23:00:00, None,264.0, None,0.0, None, None, None,0.0,32
5.6,2017-08-07 00:00:00, None,254.0, None,0.0, None, None, None,0.0,32
7.1,2017-08-07 01:00:00, None,290.0, None,0.0, None, None, None,0.0,32
4.5,2017-08-07 02:00:00, None,245.0, None,0.0, None, None, None,0.0,32
7.7,2017-08-07 03:00:00, None,210.0, None,0.0, None, None, None,0.0,32
9.5,2017-08-07 04:00:00, None,274.0, None,0.0, None, None, None,0.0,32
7.2,2017-08-07 05:00:00, None,256.0, None,0.0, None, None, None,0.0,32
5.4,2017-08-07 06:00:00, None,200.0, None,0.0, None, None, None,0.0,32
5.2,2017-08-07 07:00:00, None,281.0, None,0.0, None, None, None,0.0,32
2.5,2017-08-07 08:00:00, None,308.0, None,0.0, None, None, None,0.0,32
6.9,2017-08-07 09:00:00, None,237.0, None,0.0, None, None, None,0.0,32
5.0,2017-08-07 10:00:00, None,295.0, None,0.0, None, None, None,0.0,32
6.6,2017-08-07 11:00:00, None,324.0, None,0.0, None, None, None,0.0,32
9.8,2017-08-07 12:00:00, None,324.0, None,0.0, None, None, None,0.0,32
9.2,2017-08-07 13:00:00, None,304.0, None,0.0, None, None, None,0.0,32
13.7,2017-08-07 14:00:00, None,284.0, None,0.0, None, None, None,0.0,32
12.7,2017-08-07 15:00:00, None,257.0, None,0.0, None, None, None,0.0,32
13.7,2017-08-07 16:00:00, None,199.0, None,0.0, None, None, None,0.0,32
11.2,2017-08-07 17:00:00, None,300.0, None,0.0, None, None, None,0.0,32
10.7,2017-08-07 18:00:00, None,289.0, None,0.0, None, None, None,0.0,32
9.9,2017-08-07 19:00:00, None,289.0, None,0.0, None, None, None,0.0,32
10.6,2017-08-07 20:00:00, None,346.0, None,0.0, None, None, None,0.0,32
10.3,2017-08-07 21:00:00, None,31.0, None,0.0, None, None, None,0.0,32
3.9,2017-08-07 22:00:00, None,12.0, None,0.0, None, None, None,0.0,32
9.0,2017-08-07 23:00:00, None,341.0, None,0.0, None, None, None,0.0,32
6.3,2017-08-08 00:00:00, None,1.0, None,0.0, None, None, None,0.0,32
7.5,2017-08-08 01:00:00, None,7.0, None,0.0, None, None, None,0.0,32
11.2,2017-08-08 02:00:00, None,1.0, None,0.0, None, None, None,0.0,32
6.8,2017-08-08 03:00:00, None,10.0, None,0.0, None, None, None,0.0,32
10.2,2017-08-08 04:00:00, None,42.0, None,0.0, None, None, None,0.0,32
2.7,2017-08-08 05:00:00, None,154.0, None,0.0, None, None, None,0.0,32
1.6,2017-08-08 06:00:00, None,312.0, None,0.0, None, None, None,0.0,32
1.8,2017-08-08 07:00:00, None,345.0, None,0.0, None, None, None,0.0,32
3.8,2017-08-08 08:00:00, None,313.0, None,0.0, None, None, None,0.0,32
6.9,2017-08-08 09:00:00, None,339.0, None,0.0, None, None, None,0.0,32
9.6,2017-08-08 10:00:00, None,333.0, None,0.0, None, None, None,0.0,32
9.1,2017-08-08 11:00:00, None,327.0, None,0.0, None, None, None,0.0,32
11.3,2017-08-08 12:00:00, None,305.0, None,0.0, None, None, None,0.0,32
11.7,2017-08-08 13:00:00, None,307.0, None,0.0, None, None, None,0.0,32
17.6,2017-08-08 14:00:00, None,301.0, None,0.0, None, None, None,0.0,32
14.2,2017-08-08 15:00:00, None,296.0, None,0.0, None, None, None,0.0,32
11.0,2017-08-08 16:00:00, None,298.0, None,0.0, None, None, None,0.0,32
10.9,2017-08-08 17:00:00, None,314.0, None,0.0, None, None, None,0.0,32
8.4,2017-08-08 18:00:00, None,285.0, None,0.0, None, None, None,0.0,32
10.0,2017-08-08 19:00:00, None,266.0, None,0.0, None, None, None,0.0,32
9.2,2017-08-08 20:00:00, None,297.0, None,0.0, None, None, None,0.0,32
