station_observations
wind_direction, rel_hum, avg_wnd_spd_10m_pst10mts, precipitation, dwpt_temp, wind_speed, air_temp, temperature, avg_wnd_dir_10m_pst10mts, rnfl_amt_pst1hr, rnfl_amt_pst24hrs, relative_humidity, time, snw_dpth
62.0, 82.0, 8.0, 0.0, -18.5, 6.5, -16.1, -15.7, 49.0, 0.0, 0.0, 83.0, 2022-01-01 00:00:00, 43.0
65.0, 83.0, 6.5, 0.0, -17.9, 5.8, -15.7, -14.9, 62.0, 0.0, 0.0, 83.0, 2022-01-01 01:00:00, 43.0
54.0, 83.0, 5.8, 0.0, -17.1, 6.3, -14.9, -15.1, 65.0, 0.0, 0.0, 83.0, 2022-01-01 02:00:00, 42.0
49.0, 83.0, 6.3, 0.0, -17.3, 8.4, -15.1, -15.3, 54.0, 0.0, 0.0, 83.0, 2022-01-01 03:00:00, 42.0
53.0, 83.0, 8.4, 0.0, -17.5, 10.8, -15.3, -14.6, 49.0, 0.0, 0.0, 84.0, 2022-01-01 04:00:00, 42.0
58.0, 84.0, 10.8, 0.0, -16.7, 12.0, -14.6, -15.0, 53.0, 0.0, 0.0, 83.0, 2022-01-01 05:00:00, 42.0
59.0, 83.0, 12.0, 0.0, -17.2, 10.3, -15.0, -15.5, 58.0, 0.0, 0.0, 83.0, 2022-01-01 06:00:00, 43.0
51.0, 83.0, 10.3, 0.0, -17.7, 12.2, -15.5, -16.5, 59.0, 0.0, 0.0, 82.0, 2022-01-01 07:00:00, 43.0
45.0, 82.0, 12.2, 0.0, -18.9, 12.0, -16.5, -16.6, 51.0, 0.0, 0.0, 81.0, 2022-01-01 08:00:00, 43.0
46.0, 81.0, 12.0, 0.0, -19.1, 10.3, -16.6, -15.9, 45.0, 0.0, 0.0, 81.0, 2022-01-01 09:00:00, 42.0
31.0, 81.0, 10.3, 0.0, -18.4, 13.4, -15.9, -16.3, 46.0, 0.0, 0.0, 81.0, 2022-01-01 10:00:00, 42.0
31.0, 81.0, 13.4, 0.0, -18.8, 8.9, -16.3, -16.1, 31.0, 0.0, 0.0, 80.0, 2022-01-01 11:00:00, 42.0
34.0, 80.0, 8.9, 0.0, -18.8, 13.9, -16.1, -16.0, 31.0, 0.0, 0.0, 80.0, 2022-01-01 12:00:00, 42.0
27.0, 80.0, 13.9, 0.0, -18.7, 17.8, -16.0, -16.0, 34.0, 0.0, 0.0, 79.0, 2022-01-01 13:00:00, 42.0
