station_observations
wind_direction, rel_hum, avg_wnd_spd_10m_pst10mts, precipitation, dwpt_temp, wind_speed, air_temp, temperature, avg_wnd_dir_10m_pst10mts, rnfl_amt_pst1hr, rnfl_amt_pst24hrs, relative_humidity, time, snw_dpth
142.0, 78.0, 4.4, 0.0, -18.3, 8.1, -15.3, -13.3, 192.0, 0.0, 0.0, 80.0, 2022-01-01 00:00:00, 124.0
135.0, 80.0, 8.1, 0.0, -16.0, 10.2, -13.3, -13.4, 142.0, 0.0, 0.0, 81.0, 2022-01-01 01:00:00, 42.0
149.0, 81.0, 10.2, 0.0, -16.0, 14.5, -13.4, -12.9, 135.0, 0.0, 0.0, 81.0, 2022-01-01 02:00:00, 30.0
141.0, 81.0, 14.5, 0.0, -15.5, 14.5, -12.9, -13.0, 149.0, 0.0, 0.0, 77.0, 2022-01-01 03:00:00, 31.0
150.0, 77.0, 14.5, 0.0, -16.2, 15.8, -13.0, -12.7, 141.0, 0.0, 0.0, 74.0, 2022-01-01 04:00:00, 31.0
131.0, 74.0, 15.8, 0.0, -16.4, 14.2, -12.7, -12.6, 150.0, 0.0, 0.0, 76.0, 2022-01-01 05:00:00, 31.0
145.0, 76.0, 14.2, 0.0, -15.9, 12.5, -12.6, -12.2, 131.0, 0.0, 0.0, 75.0, 2022-01-01 06:00:00, 31.0
149.0, 75.0, 12.5, 0.0, -15.7, 14.4, -12.2, -12.3, 145.0, 0.0, 0.0, 74.0, 2022-01-01 07:00:00, 31.0
122.0, 74.0, 14.4, 0.0, -16.0, 11.7, -12.3, -12.6, 149.0, 0.0, 0.0, 72.0, 2022-01-01 08:00:00, 30.0
116.0, 72.0, 11.7, 0.0, -16.6, 7.8, -12.6, -11.5, 122.0, 0.0, 0.0, 71.0, 2022-01-01 09:00:00, 30.0
157.0, 71.0, 7.8, 0.0, -15.7, 12.6, -11.5, -11.2, 116.0, 0.0, 0.0, 68.0, 2022-01-01 10:00:00, 30.0
179.0, 68.0, 12.6, 0.0, -15.9, 10.2, -11.2, -9.3, 157.0, 0.0, 0.0, 67.0, 2022-01-01 11:00:00, 30.0
164.0, 67.0, 10.2, 0.0, -14.3, 14.8, -9.3, -7.9, 179.0, 0.0, 0.0, 63.0, 2022-01-01 12:00:00, 30.0
181.0, None, None, 0.0, None, 7.3, None, -8.0, None, None, None, 67.0, 2022-01-01 13:00:00, None
164.0, 67.0, 7.3, 0.0, -13.0, 9.4, -8.0, -8.1, 181.0, 0.0, 0.0, 67.0, 2022-01-01 14:00:00, 29.0
153.0, 67.0, 9.4, 0.0, -13.1, 9.4, -8.1, -9.1, 164.0, 0.0, 0.0, 73.0, 2022-01-01 15:00:00, 111.0
181.0, 73.0, 9.4, 0.0, -13.0, 11.0, -9.1, -8.5, 153.0, 0.0, 0.0, 70.0, 2022-01-01 16:00:00, 178.0
156.0, 70.0, 11.0, 0.0, -13.0, 17.1, -8.5, -7.8, 181.0, 0.0, 0.0, 70.0, 2022-01-01 17:00:00, 178.0
158.0, 70.0, 17.1, 0.0, -12.3, 13.3, -7.8, -7.8, 156.0, 0.0, 0.0, 71.0, 2022-01-01 18:00:00, 178.0
152.0, 71.0, 13.3, 0.0, -12.1, 10.9, -7.8, -7.9, 158.0, 0.0, 0.0, 75.0, 2022-01-01 19:00:00, 178.0
78.0, 75.0, 10.9, 0.0, -11.6, 4.2, -7.9, -7.2, 152.0, 0.0, 0.0, 75.0, 2022-01-01 20:00:00, 178.0
140.0, 75.0, 4.2, 0.0, -10.9, 7.3, -7.2, -5.8, 78.0, 0.0, 0.0, 71.0, 2022-01-01 21:00:00, 178.0
152.0, 71.0, 7.3, 0.0, -10.2, 8.7, -5.8, -5.5, 140.0, 0.0, 0.0, 74.0, 2022-01-01 22:00:00, 178.0
162.0, 74.0, 8.7, 0.0, -9.4, 10.5, -5.5, -4.8, 152.0, 0.0, 0.0, 73.0, 2022-01-01 23:00:00, 178.0
154.0, 73.0, 10.5, 0.0, -8.9, 13.7, -4.8, -3.8, 162.0, 0.0, 0.0, 72.0, 2022-01-02 00:00:00, 178.0
120.0, 72.0, 13.7, 0.0, -8.1, 11.2, -3.8, -5.6, 154.0, 0.0, 0.0, 76.0, 2022-01-02 01:00:00, 178.0
157.0, 76.0, 11.2, 0.0, -9.2, 8.1, -5.6, -6.7, 120.0, 0.0, 0.0, 80.0, 2022-01-02 02:00:00, 178.0
209.0, 80.0, 8.1, 0.0, -9.6, 5.3, -6.7, -10.4, 157.0, 0.0, 0.0, 90.0, 2022-01-02 03:00:00, 166.0
174.0, 90.0, 5.3, 0.0, -11.7, 6.4, -10.4, -10.5, 209.0, 0.0, 0.0, 90.0, 2022-01-02 04:00:00, 31.0
182.0, 90.0, 6.4, 0.0, -11.8, 5.8, -10.5, -9.5, 174.0, 0.0, 0.0, 89.0, 2022-01-02 05:00:00, 29.0
260.0, 89.0, 5.8, 0.0, -11.0, 2.1, -9.5, -11.7, 182.0, 0.0, 0.0, 86.0, 2022-01-02 06:00:00, 29.0
218.0, 86.0, 2.1, 0.0, -13.6, 4.9, -11.7, -14.0, 260.0, 0.0, 0.0, 85.0, 2022-01-02 07:00:00, 29.0
349.0, 85.0, 4.9, 0.0, -16.0, 2.0, -14.0, -14.6, 218.0, 0.0, 0.0, 81.0, 2022-01-02 08:00:00, 29.0
128.0, 81.0, 2.0, 0.0, -17.1, 2.5, -14.6, -12.8, 349.0, 0.0, 0.0, 84.0, 2022-01-02 09:00:00, 29.0
168.0, 84.0, 2.5, 0.0, -14.9, 5.4, -12.8, -10.4, 128.0, 0.0, 0.0, 82.0, 2022-01-02 10:00:00, 29.0
193.0, 82.0, 5.4, 0.0, -12.9, 4.5, -10.4, -8.9, 168.0, 0.0, 0.0, 85.0, 2022-01-02 11:00:00, 28.0
175.0, 85.0, 4.5, 0.0, -11.0, 8.7, -8.9, -5.1, 193.0, 0.0, 0.0, 72.0, 2022-01-02 12:00:00, 28.0
8.0, 72.0, 8.7, 0.0, -9.4, 2.9, -5.1, -4.1, 175.0, 0.0, 0.0, 70.0, 2022-01-02 13:00:00, 29.0
260.0, 70.0, 2.9, 0.0, -8.8, 2.1, -4.1, -4.6, 8.0, 0.0, 0.0, 75.0, 2022-01-02 14:00:00, 28.0
220.0, 75.0, 2.1, 0.0, -8.4, 2.6, -4.6, -7.1, 260.0, 0.0, 0.0, 85.0, 2022-01-02 15:00:00, 113.0
270.0, 85.0, 2.6, 0.0, -9.2, 0.1, -7.1, -7.7, 220.0, 0.0, 0.0, 87.0, 2022-01-02 16:00:00, 178.0
142.0, 87.0, 0.1, 0.0, -9.5, 5.8, -7.7, -6.8, 270.0, 0.0, 0.0, 90.0, 2022-01-02 17:00:00, 63.0
127.0, 90.0, 5.8, 0.0, -8.2, 8.3, -6.8, -3.8, 142.0, 0.0, 0.0, 77.0, 2022-01-02 18:00:00, 28.0
130.0, 77.0, 8.3, 0.0, -7.2, 8.3, -3.8, -3.7, 127.0, 0.0, 0.0, 74.0, 2022-01-02 19:00:00, 28.0
132.0, 74.0, 8.3, 0.0, -7.7, 5.7, -3.7, -3.9, 130.0, 0.0, 0.0, 72.0, 2022-01-02 20:00:00, 38.0
229.0, 72.0, 5.7, 0.0, -8.2, 0.0, -3.9, -4.9, 132.0, 0.0, 0.0, 81.0, 2022-01-02 21:00:00, 178.0
325.0, 81.0, 0.0, 0.0, -7.7, 2.9, -4.9, -5.8, 229.0, 0.0, 0.0, 86.0, 2022-01-02 22:00:00, 173.0
