station_observations
wind_speed, temperature, wind_direction, relative_humidity, time
14.8, -19.3, 110.0, 77.0, 2022-01-01 00:00:00
14.4, -18.9, 131.0, 77.0, 2022-01-01 01:00:00
18.0, -18.4, 136.0, 78.0, 2022-01-01 02:00:00
12.6, -17.9, 129.0, 78.0, 2022-01-01 03:00:00
18.0, -17.6, 126.0, 78.0, 2022-01-01 04:00:00
16.2, -17.4, 139.0, 78.0, 2022-01-01 05:00:00
20.5, -17.0, 127.0, 79.0, 2022-01-01 06:00:00
25.2, -16.4, 121.0, 79.0, 2022-01-01 07:00:00
25.2, -15.9, 119.0, 79.0, 2022-01-01 08:00:00
25.9, -15.6, 129.0, 78.0, 2022-01-01 09:00:00
27.0, -14.7, 131.0, 76.0, 2022-01-01 10:00:00
33.1, -13.4, 122.0, 71.0, 2022-01-01 11:00:00
29.9, -12.5, 125.0, 70.0, 2022-01-01 12:00:00
32.8, -12.3, 111.0, 72.0, 2022-01-01 13:00:00
34.6, -11.2, 114.0, 71.0, 2022-01-01 14:00:00
42.1, -10.8, 119.0, 72.0, 2022-01-01 15:00:00
38.5, -10.5, 116.0, 73.0, 2022-01-01 16:00:00
40.3, -10.1, 115.0, 73.0, 2022-01-01 17:00:00
30.2, -10.0, 111.0, 73.0, 2022-01-01 18:00:00
40.3, -9.3, 115.0, 72.0, 2022-01-01 19:00:00
41.0, -8.8, 118.0, 71.0, 2022-01-01 20:00:00
33.8, -8.6, 124.0, 73.0, 2022-01-01 21:00:00
35.6, -8.7, 130.0, 74.0, 2022-01-01 22:00:00
27.4, -8.7, 129.0, 74.0, 2022-01-01 23:00:00
28.1, -8.6, 120.0, 74.0, 2022-01-02 00:00:00
21.6, -8.4, 127.0, 73.0, 2022-01-02 01:00:00
9.7, -8.9, 89.0, 74.0, 2022-01-02 02:00:00
15.8, -8.8, 130.0, 77.0, 2022-01-02 03:00:00
19.4, -9.4, 126.0, 80.0, 2022-01-02 04:00:00
13.7, -9.8, 125.0, 82.0, 2022-01-02 05:00:00
16.9, -9.7, 116.0, 84.0, 2022-01-02 06:00:00
16.2, -9.6, 114.0, 80.0, 2022-01-02 07:00:00
19.1, -8.5, 112.0, 80.0, 2022-01-02 08:00:00
20.5, -7.0, 119.0, 78.0, 2022-01-02 09:00:00
23.4, -6.0, 116.0, 76.0, 2022-01-02 10:00:00
26.6, -5.2, 112.0, 75.0, 2022-01-02 11:00:00
27.7, -4.6, 111.0, 74.0, 2022-01-02 12:00:00
25.6, -3.9, 123.0, 74.0, 2022-01-02 13:00:00
30.2, -3.5, 117.0, 74.0, 2022-01-02 14:00:00
32.4, -3.7, 113.0, 74.0, 2022-01-02 15:00:00
36.0, -4.3, 118.0, 72.0, 2022-01-02 16:00:00
41.0, -4.3, 111.0, 70.0, 2022-01-02 17:00:00
54.0, -4.3, 116.0, 71.0, 2022-01-02 18:00:00
49.3, -4.8, 115.0, 73.0, 2022-01-02 19:00:00
52.2, -4.9, 116.0, 72.0, 2022-01-02 20:00:00
35.6, -5.0, 118.0, 71.0, 2022-01-02 21:00:00
35.3, -5.2, 126.0, 71.0, 2022-01-02 22:00:00
33.5, -5.1, 120.0, 71.0, 2022-01-02 23:00:00
39.2, -4.9, 113.0, 71.0, 2022-01-03 00:00:00
42.1, -4.6, 110.0, 73.0, 2022-01-03 01:00:00
43.6, -4.6, 108.0, 72.0, 2022-01-03 02:00:00
41.8, -4.3, 108.0, 71.0, 2022-01-03 03:00:00
16.6, -4.2, 114.0, 70.0, 2022-01-03 04:00:00
30.6, -4.1, 101.0, 74.0, 2022-01-03 05:00:00
24.1, -3.9, 113.0, 70.0, 2022-01-03 06:00:00
11.9, -4.0, 127.0, 70.0, 2022-01-03 07:00:00
26.6, -14.0, 321.0, 81.0, 2022-01-03 08:00:00
20.9, -16.0, 309.0, 78.0, 2022-01-03 09:00:00
32.8, -17.5, 304.0, 76.0, 2022-01-03 10:00:00
27.0, -18.2, 303.0, 75.0, 2022-01-03 11:00:00
