station_observations
wind_speed, temperature, wind_direction, relative_humidity, time
7.2, -13.3, 338.0, 88.0, 2022-01-01 00:00:00
5.0, -9.6, 152.0, 95.0, 2022-01-01 01:00:00
6.5, -10.0, 281.0, 94.0, 2022-01-01 02:00:00
5.0, -7.7, 307.0, 95.0, 2022-01-01 03:00:00
38.2, -2.2, 167.0, 94.0, 2022-01-01 04:00:00
45.4, -1.2, 159.0, 95.0, 2022-01-01 05:00:00
35.3, -0.4, 150.0, 97.0, 2022-01-01 06:00:00
28.8, -0.2, 151.0, 97.0, 2022-01-01 07:00:00
32.4, 0.2, 157.0, 98.0, 2022-01-01 08:00:00
45.7, 0.3, 163.0, 98.0, 2022-01-01 09:00:00
43.2, 0.3, 163.0, 98.0, 2022-01-01 10:00:00
19.1, 0.1, 192.0, 99.0, 2022-01-01 11:00:00
24.5, 0.1, 198.0, 99.0, 2022-01-01 12:00:00
16.6, 0.1, 187.0, 99.0, 2022-01-01 13:00:00
15.5, 0.2, 188.0, 99.0, 2022-01-01 14:00:00
22.7, 0.0, 169.0, 100.0, 2022-01-01 15:00:00
16.9, 0.0, 180.0, 100.0, 2022-01-01 16:00:00
12.6, 0.1, 146.0, 100.0, 2022-01-01 17:00:00
2.5, -0.1, 239.0, 99.0, 2022-01-01 18:00:00
6.5, 0.0, 128.0, 100.0, 2022-01-01 19:00:00
14.8, 0.2, 141.0, 100.0, 2022-01-01 20:00:00
4.7, -0.1, 214.0, 99.0, 2022-01-01 21:00:00
6.8, -0.4, 119.0, 99.0, 2022-01-01 22:00:00
7.2, 0.0, 95.0, 100.0, 2022-01-01 23:00:00
11.5, -0.8, 97.0, 99.0, 2022-01-02 00:00:00
12.2, -1.6, 65.0, 99.0, 2022-01-02 01:00:00
10.8, -1.8, 72.0, 99.0, 2022-01-02 02:00:00
9.0, -2.8, 23.0, 98.0, 2022-01-02 03:00:00
13.0, -3.9, 26.0, 96.0, 2022-01-02 04:00:00
23.8, -4.3, 19.0, 94.0, 2022-01-02 05:00:00
20.9, -3.9, 27.0, 93.0, 2022-01-02 06:00:00
17.3, -2.9, 14.0, 89.0, 2022-01-02 07:00:00
21.6, -2.9, 20.0, 90.0, 2022-01-02 08:00:00
20.9, -2.7, 33.0, 91.0, 2022-01-02 09:00:00
13.3, -2.8, 20.0, 87.0, 2022-01-02 10:00:00
22.7, -2.6, 17.0, 84.0, 2022-01-02 11:00:00
1.8, -2.5, 88.0, 93.0, 2022-01-02 12:00:00
27.7, -1.8, 10.0, 82.0, 2022-01-02 13:00:00
36.7, -2.4, 7.0, 81.0, 2022-01-02 14:00:00
32.4, -2.0, 12.0, 81.0, 2022-01-02 15:00:00
38.9, -2.0, 13.0, 83.0, 2022-01-02 16:00:00
31.0, -1.7, 28.0, 82.0, 2022-01-02 17:00:00
21.6, -1.2, 28.0, 79.0, 2022-01-02 18:00:00
23.4, -1.5, 2.0, 79.0, 2022-01-02 19:00:00
21.6, -1.3, 15.0, 75.0, 2022-01-02 20:00:00
23.4, -0.7, 32.0, 67.0, 2022-01-02 21:00:00
17.3, -1.6, 41.0, 69.0, 2022-01-02 22:00:00
19.1, -2.4, 40.0, 65.0, 2022-01-02 23:00:00
