station_observations
wind_speed, temperature, wind_direction, relative_humidity, time, precipitation
1.2, -20.7, 144.0, 83.0, 2022-01-01 00:00:00, 0.0
1.5, -19.5, 166.0, 81.0, 2022-01-01 01:00:00, 0.0
0.3, -18.7, 157.0, 83.0, 2022-01-01 02:00:00, 0.0
0.4, -18.4, 171.0, 82.0, 2022-01-01 03:00:00, 0.0
1.3, -18.3, 128.0, 81.0, 2022-01-01 04:00:00, 0.0
2.3, -17.6, 213.0, 79.0, 2022-01-01 05:00:00, 0.0
1.4, -17.6, 177.0, 80.0, 2022-01-01 06:00:00, 0.0
0.6, -17.1, 78.0, 76.0, 2022-01-01 07:00:00, 0.0
2.5, -16.7, 195.0, 77.0, 2022-01-01 08:00:00, 0.0
0.9, -16.2, 188.0, 71.0, 2022-01-01 09:00:00, 0.0
2.9, -16.1, 199.0, 74.0, 2022-01-01 10:00:00, 0.0
0.8, -15.7, 183.0, 75.0, 2022-01-01 11:00:00, 0.0
2.2, -15.3, 194.0, 72.0, 2022-01-01 12:00:00, 0.0
0.8, -13.3, 132.0, 63.0, 2022-01-01 13:00:00, 0.0
2.6, -14.1, 214.0, 69.0, 2022-01-01 14:00:00, 0.0
1.8, -14.1, 201.0, 68.0, 2022-01-01 15:00:00, 0.0
3.3, -15.8, 124.0, 71.0, 2022-01-01 16:00:00, 0.0
3.8, -16.5, 123.0, 74.0, 2022-01-01 17:00:00, 0.0
1.1, -16.7, 150.0, 75.0, 2022-01-01 18:00:00, 0.0
3.0, -16.9, 134.0, 85.0, 2022-01-01 19:00:00, 0.0
3.9, -16.9, 185.0, 83.0, 2022-01-01 20:00:00, 0.0
3.3, -16.8, 140.0, 82.0, 2022-01-01 21:00:00, 0.0
4.5, -16.8, 172.0, 85.0, 2022-01-01 22:00:00, 0.0
3.5, -15.9, 187.0, 84.0, 2022-01-01 23:00:00, 0.0
2.9, -14.7, 173.0, 82.0, 2022-01-02 00:00:00, 0.0
6.8, -13.8, 200.0, 84.0, 2022-01-02 01:00:00, 0.0
5.7, -12.2, 165.0, 81.0, 2022-01-02 02:00:00, 0.0
6.2, -11.0, 194.0, 79.0, 2022-01-02 03:00:00, 0.0
5.3, -10.3, 132.0, 83.0, 2022-01-02 04:00:00, 0.0
0.7, -10.3, 108.0, 81.0, 2022-01-02 05:00:00, 0.0
1.4, -10.5, 187.0, 84.0, 2022-01-02 06:00:00, 0.0
3.5, -9.7, 182.0, 83.0, 2022-01-02 07:00:00, 0.0
3.2, -9.4, 183.0, 80.0, 2022-01-02 08:00:00, 0.0
2.5, -8.1, 218.0, 77.0, 2022-01-02 09:00:00, 0.0
7.5, -6.7, 218.0, 72.0, 2022-01-02 10:00:00, 0.0
6.6, -5.8, 232.0, 68.0, 2022-01-02 11:00:00, 0.0
8.4, -5.2, 236.0, 67.0, 2022-01-02 12:00:00, 0.0
6.5, -4.8, 212.0, 68.0, 2022-01-02 13:00:00, 0.0
5.5, -4.8, 215.0, 69.0, 2022-01-02 14:00:00, 0.0
5.9, -5.2, 197.0, 77.0, 2022-01-02 15:00:00, 0.0
6.5, -5.7, 218.0, 89.0, 2022-01-02 16:00:00, 0.0
2.9, -5.5, 180.0, 87.0, 2022-01-02 17:00:00, 0.0
1.1, -5.6, 198.0, 90.0, 2022-01-02 18:00:00, 0.0
0.5, -5.6, 81.0, 92.0, 2022-01-02 19:00:00, 0.0
5.4, -5.1, 223.0, 90.0, 2022-01-02 20:00:00, 0.0
2.4, -5.3, 165.0, 92.0, 2022-01-02 21:00:00, 0.0
8.6, -4.1, 153.0, 84.0, 2022-01-02 22:00:00, 0.0
3.3, -4.8, 197.0, 92.0, 2022-01-02 23:00:00, 0.0
3.7, -4.7, 209.0, 93.0, 2022-01-03 00:00:00, 0.0
4.8, -4.4, 188.0, 93.0, 2022-01-03 01:00:00, 0.0
3.3, -4.5, 192.0, 93.0, 2022-01-03 02:00:00, 0.0
4.8, -4.3, 166.0, 93.0, 2022-01-03 03:00:00, 0.0
6.8, -3.9, 111.0, 91.0, 2022-01-03 04:00:00, 0.0
3.8, -3.7, 146.0, 90.0, 2022-01-03 05:00:00, 0.0
1.2, -3.7, 203.0, 94.0, 2022-01-03 06:00:00, 0.0
2.2, -3.8, 39.0, 95.0, 2022-01-03 07:00:00, 0.0
1.8, -3.7, 99.0, 93.0, 2022-01-03 08:00:00, 0.0
1.2, -2.9, 269.0, 91.0, 2022-01-03 09:00:00, 0.0
0.1, -2.1, 301.0, 88.0, 2022-01-03 10:00:00, 0.0
2.2, -1.8, 159.0, 86.0, 2022-01-03 11:00:00, 1.8
0.4, -1.2, 66.0, 84.0, 2022-01-03 12:00:00, 1.0
