wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
292.5, 0.9, None, 0.07, 2.0, 100.8, -2.9, None, None, 76.0,2022-05-07 00:00:00, None, None,19
315.0, -0.3, None, 0.05, 2.0, 100.8, -3.0, None, None, 82.0,2022-05-07 01:00:00, None, None,19
None, -0.4, None, 0.07, 0.0, 100.8, -2.6, None, None, 85.0,2022-05-07 02:00:00, None, None,19
292.5, -0.9, None, 0.05, 1.0, 100.8, -2.8, None, None, 87.0,2022-05-07 03:00:00, None, None,19
None, -1.2, None, 0.04, 0.0, 100.8, -2.7, None, None, 90.0,2022-05-07 04:00:00, None, None,19
None, -0.5, None, 0.03, 0.0, 100.8, -1.6, None, None, 92.0,2022-05-07 05:00:00, None, None,19
None, -0.5, None, 0.03, 0.0, 100.8, -1.6, None, None, 92.0,2022-05-07 06:00:00, None, None,19
None, -0.2, None, 0.03, 0.0, 100.9, -0.9, None, None, 95.0,2022-05-07 07:00:00, None, None,19
202.5, -0.1, None, 0.04, 3.0, 100.9, -1.0, None, None, 94.0,2022-05-07 08:00:00, None, None,19
225.0, -0.1, None, None, 6.0, 100.9, -0.7, None, None, 96.0,2022-05-07 09:00:00, None, None,19
225.0, 0.8, None, 0.01, 10.0, 100.9, -0.3, None, None, 92.0,2022-05-07 10:00:00, None, None,19
202.5, 1.8, None, -0.01, 9.0, 100.9, -0.2, None, None, 86.0,2022-05-07 11:00:00, None, None,19
180.0, 3.8, None, -0.03, 8.0, 100.9, -0.7, None, None, 72.0,2022-05-07 12:00:00, None, None,19
225.0, 4.8, None, -0.03, 9.0, 100.9, -1.1, None, None, 65.0,2022-05-07 13:00:00, None, None,19
225.0, 6.5, None, -0.06, 12.0, 100.8, -1.5, None, None, 56.0,2022-05-07 14:00:00, None, None,19
202.5, 8.8, None, -0.08, 8.0, 100.7, -2.7, None, None, 44.0,2022-05-07 15:00:00, None, None,19
225.0, 8.7, None, -0.07, 4.0, 100.7, -2.5, None, None, 45.0,2022-05-07 16:00:00, None, None,19
292.5, 8.9, None, -0.03, 3.0, 100.7, -2.7, None, None, 44.0,2022-05-07 17:00:00, None, None,19
202.5, 8.3, None, 0.0, 11.0, 100.7, -2.1, None, None, 48.0,2022-05-07 18:00:00, None, None,19
225.0, 6.9, None, 0.02, 16.0, 100.8, -0.2, None, None, 60.0,2022-05-07 19:00:00, None, None,19
337.5, 6.4, None, 0.08, 8.0, 100.9, -1.4, None, None, 57.0,2022-05-07 20:00:00, None, None,19
315.0, 3.7, None, 0.15, 7.0, 101.0, 1.4, None, None, 85.0,2022-05-07 21:00:00, None, None,19
315.0, 2.3, None, 0.14, 2.0, 101.0, 1.3, None, None, 93.0,2022-05-07 22:00:00, None, None,19
225.0, 0.7, 33.0, 0.1, 2.0, 101.0, 0.4, None, 10.0, 98.0,2022-05-07 23:00:00, -1.3, 1.7,19
