RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, 30.73, 52.62, -51.0, -2.5, None, None, None, None, None, None, None, None, None, None, -2.123, None, -2.1, None, None, 9.87, None, -2.1, 0.7, None,2021-11-12 00:00:00, None,46
None, None, None, None, 34.61, 53.15, -51.0, -2.5, None, None, None, None, None, None, None, None, None, None, -2.132, None, -2.1, None, None, 9.45, None, -2.1, 0.9, None,2021-11-12 01:00:00, None,46
None, None, None, None, 33.29, 53.75, -51.0, -2.5, None, None, None, None, None, None, None, None, None, None, -2.074, None, -2.1, None, None, 8.92, None, -2.1, 1.1, None,2021-11-12 02:00:00, None,46
None, None, None, None, 32.78, 54.87, -51.0, -2.5, None, None, None, None, None, None, None, None, None, None, -2.115, None, -2.1, None, None, 9.0, None, -2.1, 0.4, None,2021-11-12 03:00:00, None,46
None, None, None, None, 27.39, 58.44, -51.0, -2.5, None, None, None, None, None, None, None, None, None, None, -2.141, None, -2.1, None, None, 10.66, None, -2.1, 0.2, None,2021-11-12 04:00:00, None,46
None, None, None, None, 25.76, 57.53, -51.0, -2.5, None, None, None, None, None, None, None, None, None, None, -1.862, None, -1.9, None, None, 10.74, None, -1.9, 0.2, None,2021-11-12 05:00:00, None,46
None, None, None, None, 23.94, 59.43, -50.0, -2.5, None, None, None, None, None, None, None, None, None, None, -1.574, None, -1.6, None, None, 11.89, None, -1.6, 0.0, None,2021-11-12 06:00:00, None,46
None, None, None, None, 18.61, 65.82, -50.0, -1.6, None, None, None, None, None, None, None, None, None, None, -1.409, None, -1.4, None, None, 14.86, None, -1.4, 0.2, None,2021-11-12 07:00:00, None,46
None, None, None, None, 16.43, 63.03, -50.0, -1.6, None, None, None, None, None, None, None, None, None, None, -1.113, None, -1.1, None, None, 13.87, None, -1.1, 0.0, None,2021-11-12 08:00:00, None,46
None, None, None, None, 10.56, 67.61, -50.0, -1.6, None, None, None, None, None, None, None, None, None, None, -0.66, None, -0.7, None, None, 14.37, None, -0.7, 0.0, None,2021-11-12 09:00:00, None,46
None, None, None, None, 10.06, 69.16, -50.0, -1.6, None, None, None, None, None, None, None, None, None, None, -0.383, None, -0.4, None, None, 14.32, None, -0.4, 0.0, None,2021-11-12 10:00:00, None,46
None, None, None, None, 11.64, 72.1, -49.0, -1.6, None, None, None, None, None, None, None, None, None, None, -0.17, None, -0.2, None, None, 12.96, None, -0.2, 0.1, None,2021-11-12 11:00:00, None,46
None, None, None, None, 8.17, 66.95, -49.0, -1.6, None, None, None, None, None, None, None, None, None, None, -0.142, None, -0.1, None, None, 14.5, None, -0.1, 0.0, None,2021-11-12 12:00:00, None,46
None, None, None, None, 0.924, 39.86, -53.0, -1.6, None, None, None, None, None, None, None, None, None, None, 0.137, None, 0.1, None, None, 64.08, None, 0.1, 0.0, None,2021-11-12 13:00:00, None,46
None, None, None, None, 1.891, 57.18, -53.0, -1.6, None, None, None, None, None, None, None, None, None, None, 0.269, None, 0.3, None, None, 51.12, None, 0.3, 0.1, None,2021-11-12 14:00:00, None,46
None, None, None, None, 0.941, 45.38, -53.0, -1.6, None, None, None, None, None, None, None, None, 5.9, None, 0.473, None, 0.6, None, None, 67.22, None, 0.5, 0.0, None,2021-11-12 15:00:00, None,46
None, None, None, None, 0.263, 65.83, -53.0, -1.6, None, None, None, None, None, None, None, None, 5.9, None, 0.387, None, 0.6, None, None, 77.8, None, 0.4, 0.0, None,2021-11-12 16:00:00, None,46
None, None, None, None, 2.214, 197.3, -53.0, -1.6, None, None, None, None, None, None, None, None, 5.9, None, 0.874, None, 1.0, None, None, 50.22, None, 0.9, 0.0, None,2021-11-12 17:00:00, None,46
None, None, None, None, 2.804, 197.1, -53.0, -1.6, None, None, None, None, None, None, None, None, 5.9, None, 0.733, None, 1.0, None, None, 47.56, None, 0.7, 0.0, None,2021-11-12 18:00:00, None,46
None, None, None, None, 2.666, 200.5, -53.0, 0.7, None, None, None, None, None, None, None, None, 5.9, None, 1.018, None, 1.0, None, None, 55.5, None, 1.0, 0.1, None,2021-11-12 19:00:00, None,46
None, None, None, None, 2.037, 193.1, -53.0, 0.7, None, None, None, None, None, None, None, None, 5.9, None, 1.066, None, 1.1, None, None, 62.42, None, 1.1, 0.0, None,2021-11-12 20:00:00, None,46
None, None, None, None, 0.92, 132.6, -53.0, 0.7, None, None, None, None, None, None, None, None, 5.7, None, 0.979, None, 1.1, None, None, 73.5, None, 1.0, 0.0, None,2021-11-12 21:00:00, None,46
None, None, None, None, 2.168, 207.4, -53.0, 0.6, None, None, None, None, None, None, None, None, 4.5, None, 0.604, None, 1.1, None, None, 62.69, None, 0.6, 0.0, None,2021-11-12 22:00:00, None,46
None, None, None, None, 6.742, 203.2, -53.0, 0.3, None, None, None, None, None, None, None, None, 3.7, None, 0.32, None, 1.1, None, None, 32.86, None, 0.3, 0.0, None,2021-11-12 23:00:00, None,46
None, None, None, None, 4.447, 205.2, -53.0, 0.3, None, None, None, None, None, None, None, None, 3.0, None, 0.393, None, 1.1, None, None, 51.51, None, 0.4, 0.1, None,2021-11-13 00:00:00, None,46
None, None, None, None, 3.683, 200.1, -53.0, 0.2, None, None, None, None, None, None, None, None, 2.1, None, 0.185, None, 1.1, None, None, 53.61, None, 0.2, 0.0, None,2021-11-13 01:00:00, None,46
None, None, None, None, 2.067, 205.0, -53.0, 0.2, None, None, None, None, None, None, None, None, 1.0, None, 0.174, None, 1.1, None, None, 66.41, None, 0.2, 0.0, None,2021-11-13 02:00:00, None,46
None, None, None, None, 2.449, 203.8, -53.0, 0.0, None, None, None, None, None, None, None, None, 0.6, None, 0.059, None, 1.1, None, None, 60.21, None, 0.1, 0.0, None,2021-11-13 03:00:00, None,46
None, None, None, None, 0.606, 214.7, -53.0, 0.0, None, None, None, None, None, None, None, None, 0.4, None, 0.012, None, 1.1, None, None, 75.0, None, 0.0, 0.0, None,2021-11-13 04:00:00, None,46
None, None, None, None, 3.405, 204.4, -49.0, -0.1, None, None, None, None, None, None, None, None, 0.2, None, -0.085, None, 1.1, None, None, 50.92, None, -0.1, 0.0, None,2021-11-13 05:00:00, None,46
None, None, None, None, 1.615, 202.4, -49.0, -0.1, None, None, None, None, None, None, None, None, 0.2, None, -0.133, None, 1.1, None, None, 65.84, None, -0.1, 0.0, None,2021-11-13 06:00:00, None,46
None, None, None, None, 4.247, 204.2, -50.0, -0.5, None, None, None, None, None, None, None, None, 0.0, None, -0.478, None, -0.1, None, None, 45.33, None, -0.5, 0.0, None,2021-11-13 07:00:00, None,46
None, None, None, None, 1.001, 197.6, -50.0, -0.5, None, None, None, None, None, None, None, None, 0.0, None, -0.46, None, -0.1, None, None, 66.9, None, -0.5, 0.0, None,2021-11-13 08:00:00, None,46
None, None, None, None, 0.546, 88.2, -53.0, -0.5, None, None, None, None, None, None, None, None, 0.0, None, 0.069, None, 0.1, None, None, 73.4, None, 0.1, 0.0, None,2021-11-13 09:00:00, None,46
None, None, None, None, 2.086, 193.4, -53.0, -0.5, None, None, None, None, None, None, None, None, 0.0, None, 0.422, None, 0.4, None, None, 53.64, None, 0.4, 0.0, None,2021-11-13 10:00:00, None,46
