pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 1.5, 99.2, None, None, None, 2.551, 0.0, 5.625, 71.37, 1.0, 1.5, 0.0, 1.6, 1.0, 2.2, 99.0, None,2021-11-12 00:00:00, 47.0, 47.17,46
None, None, 1.856, 99.3, None, None, None, 1.311, -1.0, 5.923, 64.06, 1.0, 1.9, 0.0, 2.3, 1.0, 2.8, 99.0, None,2021-11-12 01:00:00, 46.0, 46.45,46
None, None, 2.999, 99.6, None, None, None, 0.625, -1.0, 6.028, 62.52, 3.0, 3.0, 0.0, 3.2, 3.0, 3.0, 100.0, None,2021-11-12 02:00:00, 45.0, 45.05,46
None, None, 3.252, 99.5, None, None, None, 2.109, -1.0, 7.788, 57.63, 3.0, 3.3, 0.0, 1.5, 3.0, 3.4, 100.0, None,2021-11-12 03:00:00, 44.0, 43.88,46
None, None, 4.326, 99.5, None, None, None, 0.98, -3.0, 9.29, 53.12, 4.0, 4.3, 0.0, 3.9, 4.0, 4.9, 100.0, None,2021-11-12 04:00:00, 41.0, 41.34,46
None, None, 5.002, 99.6, None, None, None, 0.958, 0.0, 9.34, 50.71, 6.0, 5.0, 0.0, 1.7, 6.0, 5.1, 100.0, None,2021-11-12 05:00:00, 41.0, 41.24,46
None, None, 3.899, 98.9, None, None, None, 0.451, -2.0, 11.03, 47.1, 4.0, 3.9, 0.0, 2.1, 4.0, 6.0, 99.0, None,2021-11-12 06:00:00, 40.0, 39.51,46
None, None, 3.878, 97.8, None, None, None, 0.287, -3.0, 10.2, 47.51, 4.0, 3.9, 3.6, 2.4, 4.0, 5.9, 98.0, None,2021-11-12 07:00:00, 37.0, 36.68,46
None, None, 4.18, 94.6, None, None, None, 0.922, -1.0, 12.39, 49.35, 4.0, 4.2, 3.4, 0.4, 4.0, 5.9, 95.0, None,2021-11-12 08:00:00, 36.0, 36.17,46
None, None, 3.3, 92.6, None, None, None, 1.629, -1.0, 12.71, 53.26, 2.0, 3.3, 3.1, 0.7, 2.0, 5.9, 93.0, None,2021-11-12 09:00:00, 35.0, 35.19,46
None, None, 2.28, 97.5, None, None, None, 0.477, -1.0, 11.84, 56.62, 2.0, 2.3, 2.3, 1.5, 2.0, 5.9, 98.0, None,2021-11-12 10:00:00, 34.0, 34.26,46
None, None, 1.718, 98.2, None, None, None, 0.305, -1.0, 10.64, 57.67, 2.0, 1.7, 1.7, 2.2, 2.0, 5.9, 98.0, None,2021-11-12 11:00:00, 33.0, 33.33,46
None, None, 1.639, 98.3, None, None, None, 0.344, -2.0, 10.76, 58.3, 1.0, 1.6, 1.3, 1.1, 1.0, 5.9, 98.0, None,2021-11-12 12:00:00, 32.0, 31.64,46
None, None, 1.159, 98.4, None, None, None, 0.44, 0.0, 11.68, 59.15, 1.0, 1.2, 1.0, 1.1, 1.0, 5.9, 98.0, None,2021-11-12 13:00:00, 32.0, 31.55,46
