air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
None,6999.0,-7999.0,12.4,0.0,2021-11-12 00:00:00,1031.0,46
None,6999.0,-7999.0,12.4,0.0,2021-11-12 01:00:00,1010.0,46
None,6999.0,-7999.0,12.4,0.0,2021-11-12 02:00:00,940.0,46
None,6999.0,-7999.0,12.4,0.0,2021-11-12 03:00:00,940.0,46
None,6999.0,-7999.0,12.4,0.0,2021-11-12 04:00:00,940.0,46
None,6999.0,-7999.0,12.4,0.0,2021-11-12 05:00:00,940.0,46
None,6999.0,-7999.0,12.4,0.0,2021-11-12 06:00:00,1031.0,46
11.7,-572.5,-7999.0,12.9,100.0,2021-11-12 07:00:00,12.0,46
12.4,-572.5,-7999.0,12.9,79.0,2021-11-12 08:00:00,9.0,46
12.4,-572.5,-7999.0,12.9,74.0,2021-11-12 09:00:00,8.0,46
12.5,-572.5,-7999.0,12.9,69.0,2021-11-12 10:00:00,7.0,46
11.6,-572.5,-7999.0,12.9,73.0,2021-11-12 11:00:00,7.0,46
11.0,-572.5,-7999.0,12.9,81.0,2021-11-12 12:00:00,8.0,46
10.9,-572.5,-7999.0,12.9,89.0,2021-11-12 13:00:00,10.0,46
10.9,-572.5,-7999.0,12.9,100.0,2021-11-12 14:00:00,11.0,46
None,6999.0,-7999.0,12.9,0.0,2021-11-12 15:00:00,940.0,46
10.7,-1742.0,-7999.0,12.9,100.0,2021-11-12 16:00:00,11.0,46
None,6999.0,-7999.0,12.9,0.0,2021-11-12 17:00:00,940.0,46
10.2,-1742.0,-7999.0,12.9,89.0,2021-11-12 18:00:00,9.0,46
10.2,9.8,-7999.0,10.9,82.0,2021-11-12 19:00:00,7.0,46
10.6,9.8,-7999.0,10.9,65.0,2021-11-12 20:00:00,4.0,46
9.8,9.8,-7999.0,10.9,67.0,2021-11-12 21:00:00,4.0,46
9.1,9.1,-7999.0,10.9,71.0,2021-11-12 22:00:00,4.0,46
9.7,9.1,-7999.0,10.9,66.0,2021-11-12 23:00:00,4.0,46
9.3,8.9,-7999.0,10.9,68.0,2021-11-13 00:00:00,4.0,46
9.0,8.9,-7999.0,10.9,70.0,2021-11-13 01:00:00,4.0,46
