snw_dpth_wtr_equiv,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
-556.0, None,2023-05-14 00:00:00,6.3, None, None, None,20
-556.0, None,2023-05-14 01:00:00,7.0, None, None, None,20
-556.0, None,2023-05-14 02:00:00,4.9, None, None, None,20
-556.0, None,2023-05-14 03:00:00,5.0, None, None, None,20
-556.0, None,2023-05-14 04:00:00,5.4, None, None, None,20
-556.0, None,2023-05-14 05:00:00,4.1, None, None, None,20
-556.0, None,2023-05-14 06:00:00,4.3, None, None, None,20
-556.0, None,2023-05-14 07:00:00,5.2, None, None, None,20
-556.0, None,2023-05-14 08:00:00,5.9, None, None, None,20
-556.0, None,2023-05-14 09:00:00,7.9, None, None, None,20
-556.0, None,2023-05-14 10:00:00,7.9, None, None, None,20
-556.0, None,2023-05-14 11:00:00,10.6, None, None, None,20
-556.0, None,2023-05-14 12:00:00,10.3, None, None, None,20
-556.0, None,2023-05-14 13:00:00,12.8, None, None, None,20
-556.0, None,2023-05-14 14:00:00,13.5, None, None, None,20
-556.0, None,2023-05-14 15:00:00,13.0, None, None, None,20
-556.0, None,2023-05-14 16:00:00,13.7, None, None, None,20
-556.0, None,2023-05-14 17:00:00,13.9, None, None, None,20
-557.0, None,2023-05-14 18:00:00,14.0, None, None, None,20
-557.0, None,2023-05-14 19:00:00,14.4, None, None, None,20
-557.0, None,2023-05-14 20:00:00,13.0, None, None, None,20
-557.0, None,2023-05-14 21:00:00,9.5, None, None, None,20
-557.0, None,2023-05-14 22:00:00,8.1, None, None, None,20
-557.0, None,2023-05-14 23:00:00,7.8, None, None, None,20
-557.0, None,2023-05-15 00:00:00,7.6, None, None, None,20
-557.0, None,2023-05-15 01:00:00,8.0, None, None, None,20
-557.0, None,2023-05-15 02:00:00,7.5, None, None, None,20
-557.0, None,2023-05-15 03:00:00,7.7, None, None, None,20
-557.0, None,2023-05-15 04:00:00,7.4, None, None, None,20
-557.0, None,2023-05-15 05:00:00,7.1, None, None, None,20
-556.0, None,2023-05-15 06:00:00,6.8, None, None, None,20
