WDIR_VECT,time,TEMP_MEAN,week_of_year
41.6,2022-08-20 00:00:00, None,34
83.3,2022-08-20 01:00:00, None,34
123.4,2022-08-20 02:00:00, None,34
34.4,2022-08-20 03:00:00, None,34
77.6,2022-08-20 04:00:00, None,34
156.4,2022-08-20 05:00:00, None,34
132.4,2022-08-20 06:00:00, None,34
143.9,2022-08-20 07:00:00, None,34
159.6,2022-08-20 08:00:00, None,34
186.9,2022-08-20 09:00:00, None,34
186.8,2022-08-20 10:00:00, None,34
181.1,2022-08-20 11:00:00, None,34
184.1,2022-08-20 12:00:00, None,34
179.6,2022-08-20 13:00:00, None,34
172.6,2022-08-20 14:00:00, None,34
184.4,2022-08-20 15:00:00, None,34
186.8,2022-08-20 16:00:00, None,34
180.3,2022-08-20 17:00:00, None,34
175.9,2022-08-20 18:00:00, None,34
170.4,2022-08-20 19:00:00, None,34
161.4,2022-08-20 20:00:00, None,34
88.5,2022-08-20 21:00:00, None,34
32.4,2022-08-20 22:00:00, None,34
15.2,2022-08-20 23:00:00, None,34
25.8,2022-08-21 00:00:00, None,34
106.1,2022-08-21 01:00:00, None,34
103.0,2022-08-21 02:00:00, None,34
117.8,2022-08-21 03:00:00, None,34
134.9,2022-08-21 04:00:00, None,34
130.6,2022-08-21 05:00:00, None,34
149.7,2022-08-21 06:00:00, None,34
156.9,2022-08-21 07:00:00, None,34
182.8,2022-08-21 08:00:00, None,34
170.0,2022-08-21 09:00:00, None,34
155.4,2022-08-21 10:00:00, None,34
148.2,2022-08-21 11:00:00, None,34
181.9,2022-08-21 12:00:00, None,34
186.6,2022-08-21 13:00:00, None,34
189.1,2022-08-21 14:00:00, None,34
178.2,2022-08-21 15:00:00, None,34
190.2,2022-08-21 16:00:00, None,34
189.4,2022-08-21 17:00:00, None,34
173.0,2022-08-21 18:00:00, None,34
176.4,2022-08-21 19:00:00, None,34
183.1,2022-08-21 20:00:00, None,34
176.0,2022-08-21 21:00:00, None,34
159.9,2022-08-21 22:00:00, None,34
149.7,2022-08-21 23:00:00, None,34
25.9,2022-08-22 00:00:00, None,34
221.4,2022-08-22 01:00:00, None,34
261.2,2022-08-22 02:00:00, None,34
5.9,2022-08-22 03:00:00, None,34
335.7,2022-08-22 04:00:00, None,34
349.2,2022-08-22 05:00:00, None,34
43.3,2022-08-22 06:00:00, None,34
21.1,2022-08-22 07:00:00, None,34
12.8,2022-08-22 08:00:00, None,34
4.9,2022-08-22 09:00:00, None,34
41.2,2022-08-22 10:00:00, None,34
170.3,2022-08-22 11:00:00, None,34
218.7,2022-08-22 12:00:00, None,34
272.6,2022-08-22 13:00:00, None,34
278.3,2022-08-22 14:00:00, None,34
270.4,2022-08-22 15:00:00, None,34
277.1,2022-08-22 16:00:00, None,34
259.3,2022-08-22 17:00:00, None,34
263.1,2022-08-22 18:00:00, None,34
278.1,2022-08-22 19:00:00, None,34
280.7,2022-08-22 20:00:00, None,34
252.2,2022-08-22 21:00:00, None,34
129.6,2022-08-22 22:00:00, None,34
20.4,2022-08-22 23:00:00, None,34
325.8,2022-08-23 00:00:00, None,34
254.5,2022-08-23 01:00:00, None,34
12.6,2022-08-23 02:00:00, None,34
7.3,2022-08-23 03:00:00, None,34
191.4,2022-08-23 04:00:00, None,34
175.9,2022-08-23 05:00:00, None,34
208.8,2022-08-23 06:00:00, None,34
174.6,2022-08-23 07:00:00, None,34
150.9,2022-08-23 08:00:00, None,34
119.9,2022-08-23 09:00:00, None,34
230.4,2022-08-23 10:00:00, None,34
272.5,2022-08-23 11:00:00, None,34
270.0,2022-08-23 12:00:00, None,34
282.3,2022-08-23 13:00:00, None,34
267.5,2022-08-23 14:00:00, None,34
286.9,2022-08-23 15:00:00, None,34
286.6,2022-08-23 16:00:00, None,34
271.8,2022-08-23 17:00:00, None,34
49.9,2022-08-23 18:00:00, None,34
181.6,2022-08-23 19:00:00, None,34
180.1,2022-08-23 20:00:00, None,34
184.9,2022-08-23 21:00:00, None,34
213.0,2022-08-23 22:00:00, None,34
307.2,2022-08-23 23:00:00, None,34
359.0,2022-08-24 00:00:00, None,34
327.7,2022-08-24 01:00:00, None,34
210.1,2022-08-24 02:00:00, None,34
233.4,2022-08-24 03:00:00, None,34
8.5,2022-08-24 04:00:00, None,34
354.7,2022-08-24 05:00:00, None,34
148.0,2022-08-24 06:00:00, None,34
105.8,2022-08-24 07:00:00, None,34
71.1,2022-08-24 08:00:00, None,34
133.8,2022-08-24 09:00:00, None,34
277.3,2022-08-24 10:00:00, None,34
18.1,2022-08-24 11:00:00, None,34
257.9,2022-08-24 12:00:00, None,34
252.0,2022-08-24 13:00:00, None,34
266.0,2022-08-24 14:00:00, None,34
237.6,2022-08-24 15:00:00, None,34
263.5,2022-08-24 16:00:00, None,34
260.5,2022-08-24 17:00:00, None,34
258.2,2022-08-24 18:00:00, None,34
344.0,2022-08-24 19:00:00, None,34
77.3,2022-08-24 20:00:00, None,34
170.6,2022-08-24 21:00:00, None,34
143.0,2022-08-24 22:00:00, None,34
130.2,2022-08-24 23:00:00, None,34
13.0,2022-08-25 00:00:00, None,34
357.1,2022-08-25 01:00:00, None,34
2.5,2022-08-25 02:00:00, None,34
358.1,2022-08-25 03:00:00, None,34
358.9,2022-08-25 04:00:00, None,34
352.5,2022-08-25 05:00:00, None,34
307.7,2022-08-25 06:00:00, None,34
33.0,2022-08-25 07:00:00, None,34
173.0,2022-08-25 08:00:00, None,34
158.9,2022-08-25 09:00:00, None,34
166.8,2022-08-25 10:00:00, None,34
181.5,2022-08-25 11:00:00, None,34
210.8,2022-08-25 12:00:00, None,34
208.1,2022-08-25 13:00:00, None,34
195.9,2022-08-25 14:00:00, None,34
192.7,2022-08-25 15:00:00, None,34
191.3,2022-08-25 16:00:00, None,34
213.2,2022-08-25 17:00:00, None,34
276.8,2022-08-25 18:00:00, None,34
257.0,2022-08-25 19:00:00, None,34
183.0,2022-08-25 20:00:00, None,34
20.3,2022-08-25 21:00:00, None,34
357.0,2022-08-25 22:00:00, None,34
18.6,2022-08-25 23:00:00, None,34
125.0,2022-08-26 00:00:00, None,34
190.5,2022-08-26 01:00:00, None,34
180.7,2022-08-26 02:00:00, None,34
183.9,2022-08-26 03:00:00, None,34
152.3,2022-08-26 04:00:00, None,34
143.3,2022-08-26 05:00:00, None,34
123.6,2022-08-26 06:00:00, None,34
122.3,2022-08-26 07:00:00, None,34
130.5,2022-08-26 08:00:00, None,34
130.4,2022-08-26 09:00:00, None,34
150.1,2022-08-26 10:00:00, None,34
156.0,2022-08-26 11:00:00, None,34
130.8,2022-08-26 12:00:00, None,34
34.3,2022-08-26 13:00:00, None,34
43.7,2022-08-26 14:00:00, None,34
146.2,2022-08-26 15:00:00, None,34
177.6,2022-08-26 16:00:00, None,34
167.8,2022-08-26 17:00:00, None,34
152.5,2022-08-26 18:00:00, None,34
132.2,2022-08-26 19:00:00, None,34
8.1,2022-08-26 20:00:00, None,34
1.4,2022-08-26 21:00:00, None,34
9.3,2022-08-26 22:00:00, None,34
178.1,2022-08-26 23:00:00, None,34
