WDIR_VECT,time,week_of_year
324.3,2022-08-20 00:00:00,34
345.9,2022-08-20 01:00:00,34
324.4,2022-08-20 02:00:00,34
315.9,2022-08-20 03:00:00,34
327.1,2022-08-20 04:00:00,34
331.0,2022-08-20 05:00:00,34
309.4,2022-08-20 06:00:00,34
352.4,2022-08-20 07:00:00,34
358.7,2022-08-20 08:00:00,34
7.8,2022-08-20 09:00:00,34
344.3,2022-08-20 10:00:00,34
13.5,2022-08-20 11:00:00,34
160.6,2022-08-20 12:00:00,34
17.2,2022-08-20 13:00:00,34
53.4,2022-08-20 14:00:00,34
47.7,2022-08-20 15:00:00,34
4.5,2022-08-20 16:00:00,34
40.4,2022-08-20 17:00:00,34
336.9,2022-08-20 18:00:00,34
291.2,2022-08-20 19:00:00,34
309.7,2022-08-20 20:00:00,34
330.7,2022-08-20 21:00:00,34
334.4,2022-08-20 22:00:00,34
331.9,2022-08-20 23:00:00,34
325.2,2022-08-21 00:00:00,34
311.6,2022-08-21 01:00:00,34
312.7,2022-08-21 02:00:00,34
288.8,2022-08-21 03:00:00,34
321.8,2022-08-21 04:00:00,34
318.8,2022-08-21 05:00:00,34
343.0,2022-08-21 06:00:00,34
344.4,2022-08-21 07:00:00,34
32.2,2022-08-21 08:00:00,34
105.5,2022-08-21 09:00:00,34
145.4,2022-08-21 10:00:00,34
166.6,2022-08-21 11:00:00,34
171.0,2022-08-21 12:00:00,34
48.6,2022-08-21 13:00:00,34
30.6,2022-08-21 14:00:00,34
229.7,2022-08-21 15:00:00,34
15.9,2022-08-21 16:00:00,34
228.7,2022-08-21 17:00:00,34
296.0,2022-08-21 18:00:00,34
305.2,2022-08-21 19:00:00,34
314.8,2022-08-21 20:00:00,34
310.9,2022-08-21 21:00:00,34
319.9,2022-08-21 22:00:00,34
322.7,2022-08-21 23:00:00,34
326.0,2022-08-22 00:00:00,34
335.5,2022-08-22 01:00:00,34
323.4,2022-08-22 02:00:00,34
326.1,2022-08-22 03:00:00,34
327.5,2022-08-22 04:00:00,34
324.0,2022-08-22 05:00:00,34
329.0,2022-08-22 06:00:00,34
356.2,2022-08-22 07:00:00,34
121.5,2022-08-22 08:00:00,34
131.8,2022-08-22 09:00:00,34
158.2,2022-08-22 10:00:00,34
163.7,2022-08-22 13:00:00,34
164.8,2022-08-22 14:00:00,34
169.2,2022-08-22 15:00:00,34
190.3,2022-08-22 16:00:00,34
206.4,2022-08-22 17:00:00,34
42.1,2022-08-22 18:00:00,34
90.1,2022-08-22 19:00:00,34
25.2,2022-08-22 20:00:00,34
11.7,2022-08-22 21:00:00,34
11.5,2022-08-22 22:00:00,34
333.5,2022-08-22 23:00:00,34
336.0,2022-08-23 00:00:00,34
325.9,2022-08-23 01:00:00,34
293.1,2022-08-23 02:00:00,34
333.2,2022-08-23 03:00:00,34
334.9,2022-08-23 04:00:00,34
330.7,2022-08-23 05:00:00,34
323.5,2022-08-23 06:00:00,34
5.0,2022-08-23 07:00:00,34
34.0,2022-08-23 08:00:00,34
50.1,2022-08-23 09:00:00,34
64.3,2022-08-23 10:00:00,34
114.3,2022-08-23 11:00:00,34
179.4,2022-08-23 12:00:00,34
110.6,2022-08-23 13:00:00,34
96.6,2022-08-23 14:00:00,34
317.0,2022-08-23 15:00:00,34
308.4,2022-08-23 16:00:00,34
338.0,2022-08-23 17:00:00,34
162.9,2022-08-23 18:00:00,34
317.4,2022-08-23 19:00:00,34
5.3,2022-08-23 20:00:00,34
331.1,2022-08-23 21:00:00,34
329.9,2022-08-23 22:00:00,34
311.1,2022-08-23 23:00:00,34
333.8,2022-08-24 00:00:00,34
323.7,2022-08-24 01:00:00,34
325.7,2022-08-24 02:00:00,34
331.9,2022-08-24 03:00:00,34
342.9,2022-08-24 04:00:00,34
319.3,2022-08-24 05:00:00,34
300.0,2022-08-24 06:00:00,34
337.9,2022-08-24 07:00:00,34
352.2,2022-08-24 08:00:00,34
275.2,2022-08-24 09:00:00,34
346.5,2022-08-24 10:00:00,34
66.4,2022-08-24 11:00:00,34
34.6,2022-08-24 12:00:00,34
137.3,2022-08-24 13:00:00,34
175.8,2022-08-24 14:00:00,34
95.2,2022-08-24 15:00:00,34
228.0,2022-08-24 16:00:00,34
255.2,2022-08-24 17:00:00,34
335.5,2022-08-24 18:00:00,34
322.5,2022-08-24 19:00:00,34
309.7,2022-08-24 20:00:00,34
319.2,2022-08-24 21:00:00,34
265.7,2022-08-24 22:00:00,34
176.0,2022-08-24 23:00:00,34
356.8,2022-08-25 00:00:00,34
349.5,2022-08-25 01:00:00,34
334.9,2022-08-25 02:00:00,34
337.5,2022-08-25 03:00:00,34
319.9,2022-08-25 04:00:00,34
305.8,2022-08-25 05:00:00,34
333.8,2022-08-25 06:00:00,34
204.3,2022-08-25 07:00:00,34
351.2,2022-08-25 08:00:00,34
51.4,2022-08-25 09:00:00,34
121.2,2022-08-25 10:00:00,34
131.3,2022-08-25 11:00:00,34
168.3,2022-08-25 12:00:00,34
174.4,2022-08-25 13:00:00,34
171.7,2022-08-25 14:00:00,34
