ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_speed,temperature,wind_direction,relative_humidity,precipitation
0.0,0.0,4.5,0.0,2018-08-27,0.0,14.0,35,,,,,
0.0,0.0,8.0,0.0,2018-08-28,0.0,17.5,35,,,,,
10.4,10.4,6.0,0.0,2018-08-29,0.0,11.0,35,,,,,
1.6,1.6,4.5,0.0,2018-08-30,0.0,14.0,35,,,,,
0.0,0.0,5.0,0.0,2018-08-31,0.0,15.5,35,,,,,
0.0,0.0,3.0,0.0,2018-09-01,0.0,13.0,35,,,,,
6.2,6.2,2.0,0.0,2018-09-02,0.0,17.0,35,,,,,
,,,,2018-08-27 00:00:00,,,35,17.3,3.2,341.0,100.0,0.0
,,,,2018-08-27 01:00:00,,,35,20.2,3.1,338.0,100.0,0.0
,,,,2018-08-27 02:00:00,,,35,20.4,2.8,337.0,100.0,0.0
,,,,2018-08-27 03:00:00,,,35,20.1,2.5,336.0,100.0,0.0
,,,,2018-08-27 04:00:00,,,35,17.2,2.4,339.0,100.0,0.0
,,,,2018-08-27 05:00:00,,,35,18.1,2.2,332.0,100.0,0.0
,,,,2018-08-27 06:00:00,,,35,17.7,2.2,337.0,100.0,0.0
,,,,2018-08-27 07:00:00,,,35,16.4,2.7,332.0,100.0,0.0
,,,,2018-08-27 08:00:00,,,35,15.0,3.5,338.0,100.0,0.0
,,,,2018-08-27 09:00:00,,,35,15.7,4.6,337.0,100.0,0.0
,,,,2018-08-27 10:00:00,,,35,10.4,7.7,330.0,86.0,0.0
,,,,2018-08-27 11:00:00,,,35,6.5,9.7,324.0,81.0,0.0
,,,,2018-08-27 12:00:00,,,35,9.0,10.9,315.0,74.0,0.0
,,,,2018-08-27 13:00:00,,,35,9.1,11.8,332.0,64.0,0.0
,,,,2018-08-27 14:00:00,,,35,8.8,11.9,325.0,61.0,0.0
,,,,2018-08-27 15:00:00,,,35,9.6,11.9,309.0,63.0,0.0
,,,,2018-08-27 16:00:00,,,35,5.6,10.0,311.0,62.0,0.0
,,,,2018-08-27 17:00:00,,,35,6.3,10.1,310.0,66.0,0.0
,,,,2018-08-27 18:00:00,,,35,5.5,7.7,294.0,73.0,0.0
