CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
7.28, None, None, None,13.18,13.96,193.6, None, None, None, None, None, None, None, None, None, None, None,2019-09-03 09:00:00, None, None, None, None,36
7.55, None, None, None,15.47,11.6,198.0, None, None, None, None, None, None, None, None, None, None, None,2019-09-03 10:00:00, None, None, None, None,36
7.77, None, None, None,17.34,12.63,196.5, None, None, None, None, None, None, None, None, None, None, None,2019-09-03 11:00:00, None, None, None, None,36
8.11, None, None, None,15.04,14.7,194.6, None, None, None, None, None, None, None, None, None, None, None,2019-09-03 12:00:00, None, None, None, None,36
8.34, None, None, None,14.59,12.34,189.5, None, None, None, None, None, None, None, None, None, None, None,2019-09-03 13:00:00, None, None, None, None,36
9.09, None, None, None,24.13,6.929,193.9, None, None, None, None, None, None, None, None, None, None, None,2019-09-03 14:00:00, None, None, None, None,36
8.47, None, None, None,13.97,10.22,184.9, None, None, None, None, None, None, None, None, None, None, None,2019-09-03 15:00:00, None, None, None, None,36
8.79, None, None, None,19.35,6.042,199.5, None, None, None, None, None, None, None, None, None, None, None,2019-09-03 16:00:00, None, None, None, None,36
9.05, None, None, None,26.32,3.717,229.7, None, None, None, None, None, None, None, None, None, None, None,2019-09-03 17:00:00, None, None, None, None,36
8.71, None, None, None,23.71,6.217,214.3, None, None, None, None, None, None, None, None, None, None, None,2019-09-03 18:00:00, None, None, None, None,36
8.37, None, None, None,14.41,12.84,227.7, None, None, None, None, None, None, None, None, None, None, None,2019-09-03 19:00:00, None, None, None, None,36
8.02, None, None, None,14.35,14.09,235.0, None, None, None, None, None, None, None, None, None, None, None,2019-09-03 20:00:00, None, None, None, None,36
7.6, None, None, None,10.13,23.72,238.0, None, None, None, None, None, None, None, None, None, None, None,2019-09-03 21:00:00, None, None, None, None,36
8.04, None, None, None,11.18,18.0,243.3, None, None, None, None, None, None, None, None, None, None, None,2019-09-03 22:00:00, None, None, None, None,36
7.45, None, None, None,11.62,17.14,247.4, None, None, None, None, None, None, None, None, None, None, None,2019-09-03 23:00:00, None, None, None, None,36
7.09, None, None, None,11.53,20.12,242.8, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 00:00:00, None, None, None, None,36
6.779, None, None, None,23.5,11.99,233.0, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 01:00:00, None, None, None, None,36
6.759, None, None, None,22.54,9.15,255.0, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 02:00:00, None, None, None, None,36
6.653, None, None, None,23.25,8.78,256.9, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 03:00:00, None, None, None, None,36
6.441, None, None, None,18.43,12.34,231.4, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 04:00:00, None, None, None, None,36
6.316, None, None, None,11.92,17.38,230.1, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 05:00:00, None, None, None, None,36
5.97, None, None, None,15.82,10.9,239.7, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 06:00:00, None, None, None, None,36
5.96, None, None, None,26.02,4.623,237.8, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 07:00:00, None, None, None, None,36
5.97, None, None, None,35.87,1.918,251.3, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 08:00:00, None, None, None, None,36
5.95, None, None, None,13.34,11.62,232.3, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 09:00:00, None, None, None, None,36
6.239, None, None, None,24.47,7.77,221.4, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 10:00:00, None, None, None, None,36
8.98, None, None, None,41.17,3.934,190.0, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 11:00:00, None, None, None, None,36
8.94, None, None, None,55.17,3.711,211.5, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 12:00:00, None, None, None, None,36
8.6, None, None, None,67.71,1.54,74.2, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 13:00:00, None, None, None, None,36
10.76, None, None, None,70.2,1.36,78.0, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 14:00:00, None, None, None, None,36
11.8, None, None, None,67.96,2.119,153.8, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 15:00:00, None, None, None, None,36
9.56, None, None, None,62.94,1.915,282.6, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 16:00:00, None, None, None, None,36
11.22, None, None, None,44.6,3.646,251.3, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 17:00:00, None, None, None, None,36
11.95, None, None, None,40.1,4.03,266.2, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 18:00:00, None, None, None, None,36
11.25, None, None, None,34.27,4.809,269.2, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 19:00:00, None, None, None, None,36
9.16, None, None, None,16.94,14.81,238.4, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 20:00:00, None, None, None, None,36
8.08, None, None, None,15.88,14.96,241.8, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 21:00:00, None, None, None, None,36
7.95, None, None, None,16.41,14.92,248.5, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 22:00:00, None, None, None, None,36
6.683, None, None, None,48.34,3.218,112.9, None, None, None, None, None, None, None, None, None, None, None,2019-09-04 23:00:00, None, None, None, None,36
5.798, None, None, None,34.69,3.278,180.1, None, None, None, None, None, None, None, None, None, None, None,2019-09-05 00:00:00, None, None, None, None,36
5.194, None, None, None,17.83,3.328,181.3, None, None, None, None, None, None, None, None, None, None, None,2019-09-05 01:00:00, None, None, None, None,36
5.261, None, None, None,14.11,4.106,207.4, None, None, None, None, None, None, None, None, None, None, None,2019-09-05 02:00:00, None, None, None, None,36
4.45, None, None, None,19.7,1.989,195.5, None, None, None, None, None, None, None, None, None, None, None,2019-09-05 03:00:00, None, None, None, None,36
4.49, None, None, None,22.17,1.158,195.6, None, None, None, None, None, None, None, None, None, None, None,2019-09-05 04:00:00, None, None, None, None,36
5.188, None, None, None,19.47,2.02,211.6, None, None, None, None, None, None, None, None, None, None, None,2019-09-05 05:00:00, None, None, None, None,36
4.767, None, None, None,44.7,0.466,315.1, None, None, None, None, None, None, None, None, None, None, None,2019-09-05 06:00:00, None, None, None, None,36
5.12, None, None, None,9.05,3.569,358.1, None, None, None, None, None, None, None, None, None, None, None,2019-09-05 07:00:00, None, None, None, None,36
