pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, -0.066, None, None,2017-01-29 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.1,5
None, None, 0.048, None, None,2017-01-29 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.1,5
None, None, 0.076, None, None,2017-01-29 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.4,5
None, None, -0.123, None, None,2017-01-29 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.7,5
None, None, -0.123, None, None,2017-01-29 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.7,5
None, None, -0.074, None, None,2017-01-29 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.2,5
None, None, -0.046, None, None,2017-01-29 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.1,5
None, None, 0.039, None, None,2017-01-29 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.7,5
None, None, 0.029, None, None,2017-01-29 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.6,5
None, None, -0.038, None, None,2017-01-29 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.4,5
None, None, 0.094, None, None,2017-01-29 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 80.6,5
None, None, 0.228, None, None,2017-01-29 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.0,5
None, None, 1.07, None, None,2017-01-29 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 80.8,5
None, None, 0.333, None, None,2017-01-29 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.7,5
None, None, -0.008, None, None,2017-01-29 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.4,5
None, None, -0.652, None, None,2017-01-29 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.7,5
None, None, -1.533, None, None,2017-01-29 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.9,5
None, None, -1.834, None, None,2017-01-29 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.0,5
None, None, -2.885, None, None,2017-01-29 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.8,5
None, None, -2.239, None, None,2017-01-29 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.1,5
None, None, -3.906, None, None,2017-01-29 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.1,5
None, None, -3.831, None, None,2017-01-29 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.2,5
None, None, -4.964, None, None,2017-01-29 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.3,5
None, None, -4.964, None, None,2017-01-29 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.4,5
None, None, -4.435, None, None,2017-01-30 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.6,5
None, None, -4.56, None, None,2017-01-30 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.5,5
None, None, -4.272, None, None,2017-01-30 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.3,5
None, None, -3.049, None, None,2017-01-30 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.1,5
None, None, -2.487, None, None,2017-01-30 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.2,5
None, None, -3.009, None, None,2017-01-30 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.7,5
None, None, -2.287, None, None,2017-01-30 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.5,5
None, None, -2.628, None, None,2017-01-30 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.5,5
None, None, -3.848, None, None,2017-01-30 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.6,5
None, None, -4.663, None, None,2017-01-30 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.0,5
None, None, -3.965, None, None,2017-01-30 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.2,5
None, None, -3.581, None, None,2017-01-30 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.2,5
None, None, -4.135, None, None,2017-01-30 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 83.4,5
None, None, -12.02, None, None,2017-01-31 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.6,5
None, None, -12.88, None, None,2017-01-31 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.6,5
None, None, -14.52, None, None,2017-01-31 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.5,5
None, None, -15.19, None, None,2017-01-31 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.5,5
None, None, -15.39, None, None,2017-01-31 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.5,5
None, None, -15.39, None, None,2017-02-01 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.0,5
None, None, -16.26, None, None,2017-02-01 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.3,5
None, None, -13.77, None, None,2017-02-01 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.2,5
None, None, -15.06, None, None,2017-02-01 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.2,5
None, None, -14.01, None, None,2017-02-01 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.1,5
None, None, -13.97, None, None,2017-02-01 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.3,5
None, None, -14.44, None, None,2017-02-01 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.3,5
None, None, -14.39, None, None,2017-02-01 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.3,5
None, None, -14.83, None, None,2017-02-01 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.3,5
None, None, -15.03, None, None,2017-02-01 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.3,5
None, None, -14.76, None, None,2017-02-01 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.3,5
None, None, -13.77, None, None,2017-02-01 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.3,5
None, None, -12.45, None, None,2017-02-01 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.4,5
None, None, -11.21, None, None,2017-02-01 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.9,5
None, None, -10.82, None, None,2017-02-01 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.1,5
None, None, -11.12, None, None,2017-02-01 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.9,5
None, None, -11.61, None, None,2017-02-01 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 82.0,5
None, None, -12.35, None, None,2017-02-01 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.9,5
None, None, -13.07, None, None,2017-02-01 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.8,5
None, None, -14.69, None, None,2017-02-01 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.8,5
None, None, -15.56, None, None,2017-02-01 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.7,5
None, None, -16.25, None, None,2017-02-01 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.6,5
None, None, -16.7, None, None,2017-02-01 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.7,5
None, None, -17.08, None, None,2017-02-01 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.6,5
None, None, -17.38, None, None,2017-02-02 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.7,5
None, None, -16.85, None, None,2017-02-02 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.8,5
None, None, -16.59, None, None,2017-02-02 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.8,5
None, None, -13.83, None, None,2017-02-02 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.5,5
None, None, -15.63, None, None,2017-02-02 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.6,5
None, None, -15.76, None, None,2017-02-02 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.7,5
None, None, -12.96, None, None,2017-02-02 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.7,5
None, None, -13.0, None, None,2017-02-02 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.7,5
None, None, -13.03, None, None,2017-02-02 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.7,5
None, None, -13.14, None, None,2017-02-02 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.7,5
None, None, -12.37, None, None,2017-02-02 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.6,5
None, None, -11.56, None, None,2017-02-02 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.6,5
None, None, -10.78, None, None,2017-02-02 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.5,5
None, None, -9.25, None, None,2017-02-02 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 81.4,5
