pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 0.032, 95.1, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2017-01-29 01:00:00, None, None, 49.21,5
None, None, 0.319, 95.1, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2017-01-29 02:00:00, None, None, 52.05,5
None, None, 0.319, 95.0, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2017-01-29 03:00:00, None, None, 51.91,5
None, None, -0.064, 95.1, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2017-01-29 04:00:00, None, None, 54.51,5
None, None, 0.032, 95.1, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2017-01-29 05:00:00, None, None, 57.08,5
None, None, 0.032, 95.0, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2017-01-29 06:00:00, None, None, 60.98,5
None, None, -0.351, 95.0, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2017-01-29 07:00:00, None, None, 63.08,5
None, None, -0.447, 95.1, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2017-01-29 08:00:00, None, None, 65.39,5
None, None, -0.639, 95.0, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2017-01-29 09:00:00, None, None, 67.91,5
None, None, -0.926, 95.2, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2017-01-29 10:00:00, None, None, 68.75,5
None, None, -0.591, 95.0, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2017-01-29 11:00:00, None, None, 69.7,5
None, None, -1.165, 94.7, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2017-01-29 12:00:00, None, None, 71.7,5
None, None, -1.357, 94.6, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2017-01-29 13:00:00, None, None, 72.1,5
None, None, -1.596, 94.6, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2017-01-29 14:00:00, None, None, 72.2,5
None, None, -1.117, 94.6, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2017-01-29 15:00:00, None, None, 71.5,5
None, None, -1.453, 94.2, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2017-01-29 16:00:00, None, None, 71.9,5
None, None, -1.883, 94.2, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None,2017-01-29 17:00:00, None, None, 70.6,5
