RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
21.82, None, None, None,9.03,252.3, None, None,-21.0, None, None, None, None, None, None, None, None,-4.555, None, None, None, None,20.73, None, None, None, None, None,2017-01-29 00:00:00, None,5
21.55, None, None, None,9.35,248.8, None, None,-21.0, None, None, None, None, None, None, None, None,-3.658, None, None, None, None,22.38, None, None, None, None, None,2017-01-29 01:00:00, None,5
21.15, None, None, None,11.05,239.2, None, None,-20.0, None, None, None, None, None, None, None, None,-2.334, None, None, None, None,21.31, None, None, None, None, None,2017-01-29 02:00:00, None,5
21.71, None, None, None,10.39,245.8, None, None,-21.0, None, None, None, None, None, None, None, None,-4.216, None, None, None, None,16.54, None, None, None, None, None,2017-01-29 03:00:00, None,5
21.68, None, None, None,9.5,254.3, None, None,-21.0, None, None, None, None, None, None, None, None,-4.111, None, None, None, None,15.41, None, None, None, None, None,2017-01-29 04:00:00, None,5
21.27, None, None, None,9.36,245.5, None, None,-20.0, None, None, None, None, None, None, None, None,-2.957, None, None, None, None,18.62, None, None, None, None, None,2017-01-29 05:00:00, None,5
21.85, None, None, None,6.967,214.7, None, None,-21.0, None, None, None, None, None, None, None, None,-4.652, None, None, None, None,42.99, None, None, None, None, None,2017-01-29 06:00:00, None,5
21.61, None, None, None,11.18,238.0, None, None,-21.0, None, None, None, None, None, None, None, None,-3.87, None, None, None, None,17.15, None, None, None, None, None,2017-01-29 07:00:00, None,5
21.62, None, None, None,11.98,242.6, None, None,-21.0, None, None, None, None, None, None, None, None,-3.899, None, None, None, None,14.27, None, None, None, None, None,2017-01-29 08:00:00, None,5
21.06, None, None, None,13.29,238.0, None, None,-19.0, None, None, None, None, None, None, None, None,-2.028, None, None, None, None,17.62, None, None, None, None, None,2017-01-29 09:00:00, None,5
21.77, None, None, None,11.2,249.7, None, None,-21.0, None, None, None, None, None, None, None, None,-4.4, None, None, None, None,17.46, None, None, None, None, None,2017-01-29 10:00:00, None,5
21.52, None, None, None,13.36,244.8, None, None,-21.0, None, None, None, None, None, None, None, None,-3.572, None, None, None, None,16.83, None, None, None, None, None,2017-01-29 11:00:00, None,5
21.65, None, None, None,12.06,251.3, None, None,-21.0, None, None, None, None, None, None, None, None,-4.013, None, None, None, None,13.31, None, None, None, None, None,2017-01-29 12:00:00, None,5
21.93, None, None, None,11.28,253.2, None, None,-22.0, None, None, None, None, None, None, None, None,-4.932, None, None, None, None,14.69, None, None, None, None, None,2017-01-29 13:00:00, None,5
22.01, None, None, None,13.64,252.9, None, None,-22.0, None, None, None, None, None, None, None, None,-5.204, None, None, None, None,16.64, None, None, None, None, None,2017-01-29 14:00:00, None,5
22.13, None, None, None,18.49,250.0, None, None,-22.0, None, None, None, None, None, None, None, None,-5.584, None, None, None, None,18.77, None, None, None, None, None,2017-01-29 15:00:00, None,5
22.44, None, None, None,19.72,253.4, None, None,-23.0, None, None, None, None, None, None, None, None,-6.624, None, None, None, None,19.38, None, None, None, None, None,2017-01-29 16:00:00, None,5
22.45, None, None, None,18.11,269.0, None, None,-23.0, None, None, None, None, None, None, None, None,-6.674, None, None, None, None,15.21, None, None, None, None, None,2017-01-29 17:00:00, None,5
22.48, None, None, None,19.43,266.4, None, None,-23.0, None, None, None, None, None, None, None, None,-6.773, None, None, None, None,17.61, None, None, None, None, None,2017-01-29 18:00:00, None,5
22.4, None, None, None,24.26,269.7, None, None,-23.0, None, None, None, None, None, None, None, None,-6.507, None, None, None, None,18.06, None, None, None, None, None,2017-01-29 19:00:00, None,5
22.39, None, None, None,26.14,271.0, None, None,-23.0, None, None, None, None, None, None, None, None,-6.457, None, None, None, None,16.58, None, None, None, None, None,2017-01-29 20:00:00, None,5
22.4, None, None, None,26.81,266.5, None, None,-23.0, None, None, None, None, None, None, None, None,-6.497, None, None, None, None,18.4, None, None, None, None, None,2017-01-29 21:00:00, None,5
22.46, None, None, None,23.0,273.0, None, None,-23.0, None, None, None, None, None, None, None, None,-6.694, None, None, None, None,19.41, None, None, None, None, None,2017-01-29 22:00:00, None,5
22.55, None, None, None,20.45,275.7, None, None,-23.0, None, None, None, None, None, None, None, None,-7.01, None, None, None, None,19.09, None, None, None, None, None,2017-01-29 23:00:00, None,5
22.64, None, None, None,15.7,282.0, None, None,-23.0, None, None, None, None, None, None, None, None,-7.3, None, None, None, None,20.57, None, None, None, None, None,2017-01-30 00:00:00, None,5
23.12, None, None, None,16.36,292.5, None, None,-25.0, None, None, None, None, None, None, None, None,-8.91, None, None, None, None,24.51, None, None, None, None, None,2017-01-30 01:00:00, None,5
23.16, None, None, None,14.56,282.9, None, None,-25.0, None, None, None, None, None, None, None, None,-9.05, None, None, None, None,18.58, None, None, None, None, None,2017-01-30 02:00:00, None,5
23.11, None, None, None,13.66,273.3, None, None,-24.0, None, None, None, None, None, None, None, None,-8.87, None, None, None, None,17.6, None, None, None, None, None,2017-01-30 03:00:00, None,5
23.23, None, None, None,12.08,283.5, None, None,-25.0, None, None, None, None, None, None, None, None,-9.07, None, None, None, None,15.82, None, None, None, None, None,2017-01-30 04:00:00, None,5
