pcpn_amt_pst24hrs,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
None, None, None, None, 0.1, 12.0, None, None, 645.0, 38.0, None,2017-10-22 00:00:00, None,43
None, None, None, None, 0.0, 13.0, None, None, 647.0, 39.0, None,2017-10-22 01:00:00, None,43
None, None, None, None, 0.1, 11.0, None, None, 649.0, 41.0, None,2017-10-22 02:00:00, None,43
None, None, None, None, 0.2, 13.0, None, None, 651.0, 43.0, None,2017-10-22 03:00:00, None,43
None, None, None, None, 0.1, 12.0, None, None, 652.0, 44.0, None,2017-10-22 04:00:00, None,43
None, None, None, None, 0.4, 13.0, None, None, 655.0, 45.0, None,2017-10-22 05:00:00, None,43
None, None, None, None, 1.7, 16.0, None, None, 656.0, 45.0, None,2017-10-22 06:00:00, None,43
None, None, None, None, 3.1, 13.0, None, None, 659.0, 45.0, None,2017-10-22 07:00:00, None,43
None, None, None, None, 4.4, 11.0, None, None, 662.0, 45.0, None,2017-10-22 08:00:00, None,43
None, None, None, None, 4.1, 12.0, None, None, 669.0, 47.0, None,2017-10-22 09:00:00, None,43
None, None, None, None, 3.5, 7.0, None, None, 671.0, 46.0, None,2017-10-22 10:00:00, None,43
None, None, None, None, 4.3, 11.0, None, None, 673.0, 45.0, None,2017-10-22 11:00:00, None,43
None, None, None, None, 3.8, 10.0, None, None, 678.0, 45.0, None,2017-10-22 12:00:00, None,43
None, None, None, None, 3.1, 6.0, None, None, 681.0, 44.0, None,2017-10-22 13:00:00, None,43
None, None, None, None, 2.5, 8.0, None, None, 681.0, 43.0, None,2017-10-22 14:00:00, None,43
None, None, None, None, 2.1, 11.0, None, None, 686.0, 43.0, None,2017-10-22 15:00:00, None,43
None, None, None, None, 2.3, 9.0, None, None, 690.0, 43.0, None,2017-10-22 16:00:00, None,43
None, None, None, None, 2.1, 9.0, None, None, 690.0, 42.0, None,2017-10-22 17:00:00, None,43
None, None, None, None, 2.4, 9.0, None, None, 691.0, 42.0, None,2017-10-22 18:00:00, None,43
None, None, None, None, 2.5, 9.0, None, None, 690.0, 41.0, None,2017-10-22 19:00:00, None,43
None, None, None, None, 2.3, 7.0, None, None, 690.0, 41.0, None,2017-10-22 20:00:00, None,43
None, None, None, None, 2.0, 8.0, None, None, 693.0, 41.0, None,2017-10-22 21:00:00, None,43
None, None, None, None, 2.4, 8.0, None, None, 694.0, 40.0, None,2017-10-22 22:00:00, None,43
None, None, None, None, 2.4, 8.0, None, None, 695.0, 40.0, None,2017-10-22 23:00:00, None,43
None, None, None, None, 2.2, 9.0, None, None, 697.0, 40.0, None,2017-10-23 00:00:00, None,43
None, None, None, None, 2.4, 8.0, None, None, 698.0, 40.0, None,2017-10-23 01:00:00, None,43
None, None, None, None, 2.6, 7.0, None, None, 699.0, 39.0, None,2017-10-23 02:00:00, None,43
None, None, None, None, 2.5, 7.0, None, None, 701.0, 39.0, None,2017-10-23 03:00:00, None,43
None, None, None, None, 2.2, 8.0, None, None, 706.0, 39.0, None,2017-10-23 04:00:00, None,43
None, None, None, None, 2.4, 7.0, None, None, 708.0, 39.0, None,2017-10-23 05:00:00, None,43
None, None, None, None, 2.3, 5.0, None, None, 708.0, 38.0, None,2017-10-23 06:00:00, None,43
None, None, None, None, 2.3, 6.0, None, None, 708.0, 37.0, None,2017-10-23 07:00:00, None,43
None, None, None, None, 2.4, 6.0, None, None, 708.0, 37.0, None,2017-10-23 08:00:00, None,43
None, None, None, None, 2.2, 7.0, None, None, 708.0, 37.0, None,2017-10-23 09:00:00, None,43
None, None, None, None, 2.4, 6.0, None, None, 708.0, 37.0, None,2017-10-23 10:00:00, None,43
None, None, None, None, 2.2, 4.0, None, None, 708.0, 37.0, None,2017-10-23 11:00:00, None,43
None, None, None, None, 2.3, 6.0, None, None, 708.0, 37.0, None,2017-10-23 12:00:00, None,43
None, None, None, None, 2.3, 7.0, None, None, 708.0, 36.0, None,2017-10-23 13:00:00, None,43
None, None, None, None, 2.0, 5.0, None, None, 708.0, 36.0, None,2017-10-23 14:00:00, None,43
None, None, None, None, 2.3, 5.0, None, None, 708.0, 35.0, None,2017-10-23 15:00:00, None,43
None, None, None, None, 2.1, 4.0, None, None, 708.0, 35.0, None,2017-10-23 16:00:00, None,43
None, None, None, None, 2.5, 5.0, None, None, 708.0, 35.0, None,2017-10-23 17:00:00, None,43
None, None, None, None, 3.3, 4.0, None, None, 708.0, 35.0, None,2017-10-23 18:00:00, None,43
None, None, None, None, 3.4, 3.0, None, None, 708.0, 35.0, None,2017-10-23 19:00:00, None,43
None, None, None, None, 3.7, 4.0, None, None, 708.0, 34.0, None,2017-10-23 20:00:00, None,43
None, None, None, None, 3.8, 4.0, None, None, 708.0, 34.0, None,2017-10-23 21:00:00, None,43
None, None, None, None, 4.4, 3.0, None, None, 708.0, 33.0, None,2017-10-23 22:00:00, None,43
None, None, None, None, 4.8, 4.0, None, None, 708.0, 33.0, None,2017-10-23 23:00:00, None,43
None, None, None, None, 4.1, 3.0, None, None, 708.0, 33.0, None,2017-10-24 00:00:00, None,43
None, None, None, None, 2.4, 4.0, None, None, 709.0, 32.0, None,2017-10-24 01:00:00, None,43
None, None, None, None, 2.7, 3.0, None, None, 709.0, 32.0, None,2017-10-24 02:00:00, None,43
None, None, None, None, 1.3, 3.0, None, None, 709.0, 31.0, None,2017-10-24 03:00:00, None,43
None, None, None, None, 1.2, 3.0, None, None, 709.0, 31.0, None,2017-10-24 04:00:00, None,43
None, None, None, None, 1.7, 3.0, None, None, 709.0, 31.0, None,2017-10-24 05:00:00, None,43
None, None, None, None, 1.9, 2.0, None, None, 709.0, 31.0, None,2017-10-24 06:00:00, None,43
None, None, None, None, 1.9, 3.0, None, None, 709.0, 31.0, None,2017-10-24 07:00:00, None,43
None, None, None, None, 1.2, 3.0, None, None, 709.0, 30.0, None,2017-10-24 08:00:00, None,43
None, None, None, None, 0.9, 3.0, None, None, 709.0, 30.0, None,2017-10-24 09:00:00, None,43
None, None, None, None, 0.7, 3.0, None, None, 709.0, 30.0, None,2017-10-24 10:00:00, None,43
None, None, None, None, 1.5, 3.0, None, None, 709.0, 30.0, None,2017-10-24 11:00:00, None,43
None, None, None, None, 1.1, 3.0, None, None, 709.0, 30.0, None,2017-10-24 12:00:00, None,43
None, None, None, None, 1.2, 3.0, None, None, 709.0, 30.0, None,2017-10-24 13:00:00, None,43
None, None, None, None, 1.3, 3.0, None, None, 709.0, 30.0, None,2017-10-24 14:00:00, None,43
None, None, None, None, 1.6, 2.0, None, None, 709.0, 29.0, None,2017-10-24 15:00:00, None,43
None, None, None, None, 2.2, 3.0, None, None, 709.0, 29.0, None,2017-10-24 16:00:00, None,43
None, None, None, None, 3.1, 2.0, None, None, 709.0, 29.0, None,2017-10-24 17:00:00, None,43
None, None, None, None, 6.2, 1.0, None, None, 709.0, 29.0, None,2017-10-24 18:00:00, None,43
None, None, None, None, 10.7, 0.0, None, None, 708.0, 30.0, None,2017-10-24 19:00:00, None,43
None, None, None, None, 11.0, None, None, None, 708.0, 30.0, None,2017-10-24 20:00:00, None,43
None, None, None, None, 11.8, None, None, None, 708.0, 30.0, None,2017-10-24 21:00:00, None,43
None, None, None, None, 11.5, 22.0, None, None, None, 30.0, None,2017-10-24 22:00:00, None,43
None, None, None, None, None, 6.0, None, None, 129.0, 26.0, None,2017-10-24 23:00:00, None,43
None, None, None, None, None, 6.0, None, None, 129.0, 25.0, None,2017-10-25 00:00:00, None,43
None, None, None, None, None, 7.0, None, None, 129.0, 23.0, None,2017-10-25 01:00:00, None,43
None, None, None, None, None, 7.0, None, None, 129.0, 22.0, None,2017-10-25 02:00:00, None,43
None, None, None, None, None, 7.0, None, None, 129.0, 22.0, None,2017-10-25 03:00:00, None,43
None, None, None, None, None, 8.0, None, None, 129.0, 22.0, None,2017-10-25 04:00:00, None,43
None, None, None, None, None, 7.0, None, None, 129.0, 22.0, None,2017-10-25 05:00:00, None,43
None, None, None, None, None, 6.0, None, None, 129.0, 21.0, None,2017-10-25 06:00:00, None,43
None, None, None, None, None, 8.0, None, None, 129.0, 21.0, None,2017-10-25 07:00:00, None,43
None, None, None, None, None, 7.0, None, None, 129.0, 21.0, None,2017-10-25 08:00:00, None,43
None, None, None, None, None, 7.0, None, None, 129.0, 21.0, None,2017-10-25 09:00:00, None,43
None, None, None, None, None, 5.0, None, None, 129.0, 21.0, None,2017-10-25 10:00:00, None,43
None, None, None, None, None, 8.0, None, None, 129.0, 21.0, None,2017-10-25 11:00:00, None,43
None, None, None, None, None, 8.0, None, None, 129.0, 21.0, None,2017-10-25 12:00:00, None,43
None, None, None, None, None, 2.0, None, None, 129.0, 20.0, None,2017-10-25 13:00:00, None,43
None, None, None, None, None, 6.0, None, None, 129.0, 20.0, None,2017-10-25 14:00:00, None,43
None, None, None, None, None, 6.0, None, None, 130.0, 19.0, None,2017-10-25 15:00:00, None,43
None, None, None, None, None, 7.0, None, None, 131.0, 17.0, None,2017-10-25 16:00:00, None,43
None, None, None, None, None, 6.0, None, None, 131.0, 15.0, None,2017-10-25 17:00:00, None,43
