max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
14.6, None, None, None, None,11.1, 10.8, 0.0, None,-2.0,2022-09-03 00:00:00,11.0, None,36
14.6, None, None, None, None,11.1, 10.3, 0.0, None,2.0,2022-09-03 01:00:00,13.0, None,36
14.6, None, None, None, None,10.1, 10.0, 0.0, None,-1.0,2022-09-03 02:00:00,11.0, None,36
14.6, None, None, None, None,9.8, 9.5, 0.0, None,1.0,2022-09-03 03:00:00,12.0, None,36
14.6, None, None, None, None,10.1, 9.5, 0.0, None,0.0,2022-09-03 04:00:00,12.0, None,36
14.6, None, None, None, None,9.8, 9.4, 0.0, None,2.0,2022-09-03 05:00:00,14.0, None,36
14.6, None, None, None, None,9.0, 8.8, 0.0, None,-3.0,2022-09-03 06:00:00,11.0, None,36
9.4, None, None, None, None,9.0, 8.7, 0.0, None,8.0,2022-09-03 07:00:00,19.0, None,36
9.4, None, None, None, None,9.1, 8.6, 0.0, None,-1.0,2022-09-03 08:00:00,18.0, None,36
9.5, None, None, None, None,8.2, 8.1, 0.0, None,-5.0,2022-09-03 09:00:00,13.0, None,36
9.5, None, None, None, None,8.6, 8.1, 0.0, None,-1.0,2022-09-03 10:00:00,12.0, None,36
9.5, None, None, None, None,8.2, 8.1, 0.0, None,4.0,2022-09-03 11:00:00,17.0, None,36
9.5, None, None, None, None,8.5, 8.0, 0.0, None,3.0,2022-09-03 12:00:00,20.0, None,36
9.5, None, None, None, None,8.5, 8.0, 0.0, None,1.0,2022-09-03 13:00:00,20.0, None,36
9.5, None, None, None, None,8.4, 8.0, 0.0, None,-8.0,2022-09-03 14:00:00,13.0, None,36
9.5, None, None, None, None,8.4, 8.0, 0.0, None,5.0,2022-09-03 15:00:00,17.0, None,36
9.5, None, None, None, None,8.4, 8.0, 0.0, None,1.0,2022-09-03 16:00:00,18.0, None,36
9.5, None, None, None, None,8.5, 8.0, 0.0, None,-7.0,2022-09-03 17:00:00,11.0, None,36
9.5, None, None, None, None,8.9, 8.0, 0.0, None,2.0,2022-09-03 18:00:00,13.0, None,36
