pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,week_of_year
0.0, 8.31, 74.47, 17.3, None, 53.06, 1.903, 160.2, 4.0, None, 8.3, 7.0, 4.0, 0.0, None, None, 74.0,2022-10-15 00:00:00, None,42
0.0, 6.629, 79.46, 17.3, None, 63.62, 1.686, 163.1, 3.0, None, 6.6, 6.3, 3.0, 0.0, None, None, 79.0,2022-10-15 01:00:00, None,42
0.0, 5.484, 85.3, 17.3, None, 56.44, 1.265, 150.0, 3.0, None, 5.5, 5.3, 3.0, 0.0, None, None, 85.0,2022-10-15 02:00:00, None,42
0.0, 4.385, 87.1, 17.3, None, 65.12, 1.847, 187.6, 3.0, None, 4.4, 4.3, 3.0, 0.0, None, None, 87.0,2022-10-15 03:00:00, None,42
0.0, 4.52, 89.5, 17.3, None, 59.3, 2.582, 180.0, 3.0, None, 4.5, 4.1, 3.0, 0.0, None, None, 90.0,2022-10-15 04:00:00, None,42
0.0, 3.307, 93.0, 17.3, None, 74.35, 0.777, 252.9, 3.0, None, 3.3, 3.1, 3.0, 0.0, None, None, 93.0,2022-10-15 05:00:00, None,42
0.0, 3.403, 95.0, 17.3, None, 65.28, 0.974, 139.9, 3.0, None, 3.4, 2.8, 3.0, 0.0, None, None, 95.0,2022-10-15 06:00:00, None,42
0.0, 2.456, 95.3, 3.4, None, 66.52, 1.291, 165.8, 2.0, None, 2.5, 2.4, 2.0, 0.0, None, None, 95.0,2022-10-15 07:00:00, None,42
0.0, 2.158, 95.9, 3.4, None, 71.36, 1.177, 193.1, 1.0, None, 2.2, 1.5, 1.0, 0.0, None, None, 96.0,2022-10-15 08:00:00, None,42
0.0, 5.419, 82.2, 5.5, None, 77.09, 0.958, 266.0, 2.0, None, 5.4, 1.5, 2.0, 0.0, None, None, 82.0,2022-10-15 09:00:00, None,42
0.0, 8.43, 72.07, 8.5, None, 66.74, 0.93, 351.5, 3.0, None, 8.4, 1.5, 3.0, 0.0, None, None, 72.0,2022-10-15 10:00:00, None,42
0.0, 11.54, 62.65, 11.5, None, 43.17, 1.724, 303.6, 4.0, None, 11.5, 1.5, 4.0, 0.0, None, None, 63.0,2022-10-15 11:00:00, None,42
0.0, 13.66, 54.99, 13.5, None, 48.07, 2.383, 307.4, 4.0, None, 13.7, 1.5, 4.0, 0.0, None, None, 55.0,2022-10-15 12:00:00, None,42
0.0, 14.73, 51.22, 15.0, None, 33.08, 5.04, 299.7, 5.0, None, 14.7, 1.5, 5.0, 0.0, None, None, 51.0,2022-10-15 13:00:00, None,42
0.0, 16.89, 43.48, 17.0, None, 44.58, 3.488, 289.0, 5.0, None, 16.9, 1.5, 5.0, 0.0, None, None, 43.0,2022-10-15 14:00:00, None,42
0.0, 18.05, 41.38, 18.0, None, 39.93, 3.405, 283.8, 5.0, None, 18.1, 1.5, 5.0, 0.0, None, None, 41.0,2022-10-15 15:00:00, None,42
0.0, 17.74, 42.69, 18.4, None, 39.02, 3.551, 278.5, 5.0, None, 17.7, 1.5, 5.0, 0.0, None, None, 43.0,2022-10-15 16:00:00, None,42
0.0, 17.26, 42.36, 18.4, None, 28.02, 2.978, 257.0, 5.0, None, 17.3, 1.5, 5.0, 0.0, None, None, 42.0,2022-10-15 17:00:00, None,42
0.0, 15.66, 47.04, 18.4, None, 32.59, 2.931, 231.0, 5.0, None, 15.7, 1.5, 5.0, 0.0, None, None, 47.0,2022-10-15 18:00:00, None,42
0.0, 14.24, 51.85, 16.1, None, 31.07, 1.799, 202.5, 5.0, None, 14.2, 14.0, 5.0, 0.0, None, None, 52.0,2022-10-15 19:00:00, None,42
0.0, 10.68, 64.48, 16.1, None, 40.08, 1.792, 196.8, 4.0, None, 10.7, 10.6, 4.0, 0.0, None, None, 64.0,2022-10-15 20:00:00, None,42
0.0, 8.54, 71.82, 16.1, None, 41.2, 1.51, 151.1, 4.0, None, 8.5, 8.3, 4.0, 0.0, None, None, 72.0,2022-10-15 21:00:00, None,42
0.0, 7.921, 73.17, 16.1, None, 40.52, 0.803, 174.1, 4.0, None, 7.9, 7.8, 4.0, 0.0, None, None, 73.0,2022-10-15 22:00:00, None,42
0.0, 6.697, 76.11, 16.1, None, 44.27, 0.891, 149.1, 3.0, None, 6.7, 6.8, 3.0, 0.0, None, None, 76.0,2022-10-15 23:00:00, None,42
0.0, 6.071, 78.5, 16.1, None, 43.72, 1.131, 158.7, 3.0, None, 6.1, 5.9, 3.0, 0.0, None, None, 79.0,2022-10-16 00:00:00, None,42
0.0, 5.462, 83.3, 16.1, None, 46.31, 0.757, 144.5, 3.0, None, 5.5, 5.0, 3.0, 0.0, None, None, 83.0,2022-10-16 01:00:00, None,42
0.0, 4.043, 87.7, 16.1, None, 51.02, 0.712, 138.4, 3.0, None, 4.0, 3.9, 3.0, 0.0, None, None, 88.0,2022-10-16 02:00:00, None,42
0.0, 4.059, 91.0, 16.1, None, 47.44, 0.949, 142.2, 3.0, None, 4.1, 3.7, 3.0, 0.0, None, None, 91.0,2022-10-16 03:00:00, None,42
0.0, 2.917, 92.9, 16.1, None, 70.47, 1.065, 204.6, 2.0, None, 2.9, 2.6, 2.0, 0.0, None, None, 93.0,2022-10-16 04:00:00, None,42
0.0, 2.651, 95.2, 16.1, None, 68.91, 0.656, 137.0, 2.0, None, 2.7, 2.1, 2.0, 0.0, None, None, 95.0,2022-10-16 05:00:00, None,42
0.0, 1.667, 95.3, 16.1, None, 70.38, 0.302, 209.6, 1.0, None, 1.7, 1.6, 1.0, 0.0, None, None, 95.0,2022-10-16 06:00:00, None,42
0.0, 1.007, 95.7, 1.8, None, 78.69, 0.629, 268.2, 0.0, None, 1.0, 0.9, 0.0, 0.0, None, None, 96.0,2022-10-16 07:00:00, None,42
0.0, 0.973, 96.1, 1.8, None, 76.86, 0.612, 4.464, 0.0, None, 1.0, 0.4, 0.0, 0.0, None, None, 96.0,2022-10-16 08:00:00, None,42
0.0, 3.622, 86.5, 3.6, None, 59.78, 0.405, 322.8, 1.0, None, 3.6, 0.4, 1.0, 0.0, None, None, 87.0,2022-10-16 09:00:00, None,42
0.0, 8.31, 71.02, 8.4, None, 67.63, 0.864, 280.5, 3.0, None, 8.3, 0.4, 3.0, 0.0, None, None, 71.0,2022-10-16 10:00:00, None,42
0.0, 11.33, 60.92, 11.4, None, 61.18, 1.324, 2.701, 4.0, None, 11.3, 0.4, 4.0, 0.0, None, None, 61.0,2022-10-16 11:00:00, None,42
0.0, 14.39, 47.68, 14.4, None, 70.5, 2.525, 296.6, 3.0, None, 14.4, 0.4, 3.0, 0.0, None, None, 48.0,2022-10-16 12:00:00, None,42
