CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, 7.041, 64.56, None, None, None, 21.55, 11.59, None, 76.06, 1.0, None, 7.0, 6.8, None, None, None, None, 9.9, None, None, 65.0, None,2022-10-15 00:00:00, None, None, None, None,42
None, 6.635, 65.91, None, None, None, 17.59, 13.95, None, 82.9, 1.0, None, 6.6, 6.6, None, None, None, None, 9.9, None, None, 66.0, None,2022-10-15 01:00:00, None, None, None, None,42
None, 5.835, 69.3, None, None, None, 21.56, 11.28, None, 91.0, 1.0, None, 5.8, 5.8, None, None, None, None, 9.9, None, None, 69.0, None,2022-10-15 02:00:00, None, None, None, None,42
None, 5.694, 67.13, None, None, None, 24.09, 9.85, None, 93.0, 0.0, None, 5.7, 5.7, None, None, None, None, 9.9, None, None, 67.0, None,2022-10-15 03:00:00, None, None, None, None,42
None, 5.64, 68.17, None, None, None, 20.26, 9.97, None, 82.3, 0.0, None, 5.6, 5.4, None, None, None, None, 9.9, None, None, 68.0, None,2022-10-15 04:00:00, None, None, None, None,42
None, 5.709, 61.72, None, None, None, 13.53, 18.12, None, 54.65, -1.0, None, 5.7, 5.4, None, None, None, None, 9.9, None, None, 62.0, None,2022-10-15 05:00:00, None, None, None, None,42
None, 5.467, 55.97, None, None, None, 11.21, 16.97, None, 74.44, -2.0, None, 5.5, 5.3, None, None, None, None, 9.9, None, None, 56.0, None,2022-10-15 06:00:00, None, None, None, None,42
None, 5.645, 57.51, None, None, None, 22.66, 11.33, None, 100.1, -2.0, None, 5.6, 5.0, None, None, None, None, 5.8, None, None, 58.0, None,2022-10-15 07:00:00, None, None, None, None,42
None, 6.769, 45.07, None, None, None, 7.377, 11.85, None, 145.1, -4.0, None, 6.8, 5.0, None, None, None, None, 6.7, None, None, 45.0, None,2022-10-15 08:00:00, None, None, None, None,42
None, 6.728, 44.4, None, None, None, 7.004, 15.14, None, 160.4, -4.0, None, 6.7, 5.0, None, None, None, None, 6.8, None, None, 44.0, None,2022-10-15 09:00:00, None, None, None, None,42
