air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,week_of_year
5.4,5.2, None,8.2,55.0,2022-10-15 00:00:00, None,-3.0,42
5.2,4.6, None,8.2,57.0,2022-10-15 01:00:00, None,-3.0,42
4.3,4.3, None,8.2,61.0,2022-10-15 02:00:00, None,-3.0,42
4.2,4.1, None,8.2,61.0,2022-10-15 03:00:00, None,-3.0,42
4.3,3.8, None,8.2,60.0,2022-10-15 04:00:00, None,-3.0,42
4.2,3.8, None,8.2,61.0,2022-10-15 05:00:00, None,-3.0,42
3.9,3.8, None,8.2,62.0,2022-10-15 06:00:00, None,-3.0,42
3.5,3.2, None,4.1,64.0,2022-10-15 07:00:00, None,-3.0,42
4.6,3.1, None,5.0,63.0,2022-10-15 08:00:00, None,-2.0,42
6.2,3.1, None,6.2,58.0,2022-10-15 09:00:00, None,-2.0,42
7.7,3.1, None,7.7,55.0,2022-10-15 10:00:00, None,-1.0,42
9.5,3.1, None,9.5,48.0,2022-10-15 11:00:00, None,-1.0,42
10.2,3.1, None,10.4,48.0,2022-10-15 12:00:00, None,0.0,42
10.8,3.1, None,10.8,44.0,2022-10-15 13:00:00, None,-1.0,42
10.7,3.1, None,11.4,45.0,2022-10-15 14:00:00, None,-1.0,42
11.3,3.1, None,11.6,41.0,2022-10-15 15:00:00, None,-1.0,42
10.1,3.1, None,11.6,45.0,2022-10-15 16:00:00, None,-1.0,42
7.8,3.1, None,11.6,51.0,2022-10-15 17:00:00, None,-2.0,42
6.9,3.1, None,11.6,54.0,2022-10-15 18:00:00, None,-2.0,42
6.6,6.4, None,6.9,55.0,2022-10-15 19:00:00, None,-2.0,42
6.3,6.2, None,6.9,56.0,2022-10-15 20:00:00, None,-2.0,42
6.6,6.2, None,6.9,56.0,2022-10-15 21:00:00, None,-2.0,42
6.1,6.0, None,6.9,57.0,2022-10-15 22:00:00, None,-2.0,42
6.4,6.0, None,6.9,55.0,2022-10-15 23:00:00, None,-2.0,42
6.1,6.0, None,6.9,56.0,2022-10-16 00:00:00, None,-2.0,42
6.1,6.0, None,6.9,56.0,2022-10-16 01:00:00, None,-2.0,42
5.7,5.6, None,6.9,58.0,2022-10-16 02:00:00, None,-2.0,42
5.9,5.6, None,6.9,55.0,2022-10-16 03:00:00, None,-2.0,42
6.2,5.6, None,6.9,55.0,2022-10-16 04:00:00, None,-2.0,42
5.6,5.6, None,6.9,54.0,2022-10-16 05:00:00, None,-3.0,42
5.8,5.6, None,6.9,54.0,2022-10-16 06:00:00, None,-3.0,42
6.2,5.8, None,6.5,51.0,2022-10-16 07:00:00, None,-3.0,42
7.3,5.8, None,7.3,45.0,2022-10-16 08:00:00, None,-4.0,42
8.7,5.8, None,8.8,45.0,2022-10-16 09:00:00, None,-3.0,42
10.6,5.8, None,11.0,42.0,2022-10-16 10:00:00, None,-2.0,42
12.6,5.8, None,12.7,39.0,2022-10-16 11:00:00, None,-1.0,42
13.2,5.8, None,14.0,36.0,2022-10-16 12:00:00, None,-1.0,42
13.6,5.8, None,14.0,37.0,2022-10-16 13:00:00, None,-1.0,42
14.2,5.8, None,14.3,34.0,2022-10-16 14:00:00, None,-1.0,42
14.3,5.8, None,14.5,33.0,2022-10-16 15:00:00, None,-2.0,42
13.5,5.8, None,15.0,29.0,2022-10-16 16:00:00, None,-4.0,42
13.9,5.8, None,15.0,31.0,2022-10-16 17:00:00, None,-3.0,42
9.7,5.8, None,15.0,37.0,2022-10-16 18:00:00, None,-4.0,42
9.8,9.6, None,10.4,34.0,2022-10-16 19:00:00, None,-5.0,42
10.0,9.5, None,10.4,32.0,2022-10-16 20:00:00, None,-6.0,42
10.0,9.3, None,10.4,30.0,2022-10-16 21:00:00, None,-7.0,42
8.6,8.6, None,10.4,35.0,2022-10-16 22:00:00, None,-6.0,42
9.3,8.5, None,10.4,30.0,2022-10-16 23:00:00, None,-7.0,42
8.8,8.3, None,10.4,33.0,2022-10-17 00:00:00, None,-7.0,42
8.3,7.8, None,10.4,30.0,2022-10-17 01:00:00, None,-8.0,42
8.8,7.8, None,10.4,26.0,2022-10-17 02:00:00, None,-10.0,42
8.7,7.8, None,10.4,26.0,2022-10-17 03:00:00, None,-10.0,42
8.5,7.8, None,10.4,25.0,2022-10-17 04:00:00, None,-10.0,42
8.4,7.8, None,10.4,24.0,2022-10-17 05:00:00, None,-11.0,42
8.8,7.8, None,10.4,23.0,2022-10-17 06:00:00, None,-11.0,42
8.0,7.8, None,8.9,24.0,2022-10-17 07:00:00, None,-11.0,42
9.4,7.8, None,9.4,21.0,2022-10-17 08:00:00, None,-12.0,42
10.7,7.8, None,10.7,24.0,2022-10-17 09:00:00, None,-9.0,42
13.4,7.8, None,13.5,23.0,2022-10-17 10:00:00, None,-7.0,42
15.3,7.8, 0.0,15.5,17.0,2022-10-17 11:00:00, -4.0,-11.0,42
15.1,7.8, 1.0,16.3,22.0,2022-10-17 12:00:00, -3.0,-6.0,42
15.3,7.8, 1.0,16.3,24.0,2022-10-17 13:00:00, 1.0,-5.0,42
15.8,7.8, 0.0,16.3,21.0,2022-10-17 14:00:00, 0.0,-3.0,42
15.8,7.8, 0.0,16.6,20.0,2022-10-17 15:00:00, 0.0,-7.0,42
15.9,7.8, -1.0,16.6,19.0,2022-10-17 16:00:00, -1.0,-7.0,42
13.3,7.8, 0.0,16.6,22.0,2022-10-17 17:00:00, -1.0,-8.0,42
10.0,7.8, 2.0,16.6,25.0,2022-10-17 18:00:00, 0.0,-9.0,42
10.0,9.2, 0.0,10.3,24.0,2022-10-17 19:00:00, 0.0,-9.0,42
10.0,9.2, 0.0,10.3,23.0,2022-10-17 20:00:00, 0.0,-10.0,42
8.9,8.9, 1.0,10.3,25.0,2022-10-17 21:00:00, 1.0,-10.0,42
9.4,8.8, -1.0,10.3,23.0,2022-10-17 22:00:00, 0.0,-10.0,42
9.4,8.8, 1.0,10.3,24.0,2022-10-17 23:00:00, 0.0,-10.0,42
9.0,8.8, 0.0,10.3,25.0,2022-10-18 00:00:00, 0.0,-10.0,42
8.1,8.1, 0.0,10.3,26.0,2022-10-18 01:00:00, 0.0,-10.0,42
8.1,7.8, 0.0,10.3,26.0,2022-10-18 02:00:00, 0.0,-10.0,42
8.5,7.8, 0.0,10.3,25.0,2022-10-18 03:00:00, 0.0,-10.0,42
8.2,7.7, 1.0,10.3,27.0,2022-10-18 04:00:00, 1.0,-10.0,42
8.2,7.7, -1.0,10.3,26.0,2022-10-18 05:00:00, 0.0,-10.0,42
8.6,7.7, 0.0,10.3,26.0,2022-10-18 06:00:00, 0.0,-10.0,42
8.4,8.2, 0.0,8.9,25.0,2022-10-18 07:00:00, 0.0,-10.0,42
9.3,8.2, 0.0,9.5,25.0,2022-10-18 08:00:00, 0.0,-10.0,42
10.5,8.2, 0.0,10.6,22.0,2022-10-18 09:00:00, 0.0,-10.0,42
12.0,8.2, 0.0,12.4,24.0,2022-10-18 10:00:00, 0.0,-8.0,42
13.5,8.2, 0.0,14.1,25.0,2022-10-18 11:00:00, 0.0,-7.0,42
14.5,8.2, 1.0,15.0,24.0,2022-10-18 12:00:00, 0.0,-6.0,42
15.2,8.2, 0.0,15.3,21.0,2022-10-18 13:00:00, 0.0,-7.0,42
13.3,8.2, 1.0,15.3,24.0,2022-10-18 14:00:00, 1.0,-7.0,42
14.8,8.2, 0.0,15.3,19.0,2022-10-18 15:00:00, 0.0,-8.0,42
12.7,8.2, 0.0,15.3,22.0,2022-10-18 16:00:00, 0.0,-9.0,42
11.9,8.2, 0.0,15.3,21.0,2022-10-18 17:00:00, 0.0,-10.0,42
10.3,8.2, 0.0,15.3,22.0,2022-10-18 18:00:00, 0.0,-11.0,42
10.0,10.0, 0.0,10.5,21.0,2022-10-18 19:00:00, 0.0,-11.0,42
9.8,9.6, 0.0,10.6,23.0,2022-10-18 20:00:00, 0.0,-11.0,42
9.9,9.5, 0.0,10.6,21.0,2022-10-18 21:00:00, 0.0,-12.0,42
9.6,9.4, 0.0,10.6,23.0,2022-10-18 22:00:00, -1.0,-10.0,42
9.1,9.0, 0.0,10.6,25.0,2022-10-18 23:00:00, 0.0,-10.0,42
9.6,8.4, 0.0,10.6,24.0,2022-10-19 00:00:00, 0.0,-10.0,42
8.6,8.4, 0.0,10.6,29.0,2022-10-19 01:00:00, 0.0,-9.0,42
7.9,7.9, 0.0,10.6,30.0,2022-10-19 02:00:00, 0.0,-8.0,42
7.9,7.8, 0.0,10.6,30.0,2022-10-19 03:00:00, -1.0,-8.0,42
7.7,7.5, 1.0,10.6,31.0,2022-10-19 04:00:00, 0.0,-8.0,42
8.0,7.4, 0.0,10.6,23.0,2022-10-19 05:00:00, 0.0,-12.0,42
8.1,7.4, 0.0,10.6,25.0,2022-10-19 06:00:00, 0.0,-11.0,42
