ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
4.4, None,-9.0, 5.4,2017-02-05,34.0,-4.5,6,,,,,,,,,,,,,,,,,,
0.8, None,-9.0, 1.8,2017-02-06,36.0,-4.0,6,,,,,,,,,,,,,,,,,,
, None,-14.0, None,2017-02-07,35.0,-8.0,6,,,,,,,,,,,,,,,,,,
, None,-0.5, None,2017-02-10,34.0,4.5,6,,,,,,,,,,,,,,,,,,
, None,-5.5, None,2017-02-11,32.0,5.5,6,,,,,,,,,,,,,,,,,,
,,,,2017-02-05 00:00:00,,,6,83.0, None, None,0.0, None,0.6, None,-7.3, None, None, None,92.0,,,,,,
,,,,2017-02-05 01:00:00,,,6,342.0, None, None,0.0, None,0.2, None,-8.0, None, None, None,91.0,,,,,,
,,,,2017-02-05 02:00:00,,,6,351.0, None, None,0.0, None,0.0, None,-7.7, None, None, None,92.0,,,,,,
,,,,2017-02-05 03:00:00,,,6,24.0, None, None,0.0, None,0.9, None,-7.5, None, None, None,92.0,,,,,,
,,,,2017-02-05 04:00:00,,,6,343.0, None, None,0.0, None,2.3, None,-7.3, None, None, None,91.0,,,,,,
,,,,2017-02-05 05:00:00,,,6,19.0, None, None,0.0, None,3.9, None,-7.3, None, None, None,91.0,,,,,,
,,,,2017-02-05 06:00:00,,,6,87.0, None, None,0.0, None,2.5, None,-7.3, None, None, None,93.0,,,,,,
,,,,2017-02-05 07:00:00,,,6,63.0, None, None,0.0, None,1.6, None,-7.5, None, None, None,93.0,,,,,,
,,,,2017-02-05 08:00:00,,,6,239.0, None, None,0.0, None,4.0, None,-7.6, None, None, None,93.0,,,,,,
,,,,2017-02-05 09:00:00,,,6,80.0, None, None,0.0, None,5.2, None,-7.0, None, None, None,91.0,,,,,,
,,,,2017-02-05 10:00:00,,,6,198.0, None, None,0.0, None,2.5, None,-6.4, None, None, None,89.0,,,,,,
,,,,2017-02-05 11:00:00,,,6,276.0, None, None,0.0, None,2.6, None,-6.3, None, None, None,87.0,,,,,,
,,,,2017-02-05 12:00:00,,,6,227.0, None, None,0.0, None,2.3, None,-5.4, None, None, None,83.0,,,,,,
,,,,2017-02-05 13:00:00,,,6,145.0, None, None,0.0, None,2.4, None,-5.3, None, None, None,77.0,,,,,,
,,,,2017-02-05 14:00:00,,,6,135.0, None, None,0.0, None,3.9, None,-6.2, None, None, None,76.0,,,,,,
,,,,2017-02-05 15:00:00,,,6,214.0, None, None,0.0, None,4.8, None,-6.9, None, None, None,83.0,,,,,,
,,,,2017-02-05 16:00:00,,,6,166.0, None, None,0.0, None,0.2, None,-7.4, None, None, None,89.0,,,,,,
,,,,2017-02-05 17:00:00,,,6,297.0, None, None,0.0, None,0.8, None,-8.0, None, None, None,90.0,,,,,,
,,,,2017-02-05 18:00:00,,,6,281.0, None, None,0.0, None,2.3, None,-8.1, None, None, None,91.0,,,,,,
,,,,2017-02-05 19:00:00,,,6,230.0, None, None,0.0, None,1.2, None,-8.2, None, None, None,92.0,,,,,,
,,,,2017-02-05 20:00:00,,,6,76.0, None, None,0.0, None,2.3, None,-8.3, None, None, None,91.0,,,,,,
,,,,2017-02-05 21:00:00,,,6,274.0, None, None,0.0, None,0.4, None,-8.6, None, None, None,91.0,,,,,,
,,,,2017-02-05 22:00:00,,,6,203.0, None, None,0.0, None,1.9, None,-8.7, None, None, None,92.0,,,,,,
,,,,2017-02-05 23:00:00,,,6,245.0, None, None,0.0, None,1.0, None,-8.9, None, None, None,91.0,,,,,,
,,,,2017-02-06 00:00:00,,,6,235.0, None, None,0.0, None,1.1, None,-8.9, None, None, None,91.0,,,,,,
,,,,2017-02-06 01:00:00,,,6,224.0, None, None,0.0, None,2.9, None,-9.0, None, None, None,91.0,,,,,,
