AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year
-4.0, 0.2, 240.0,2023-01-15 00:00:00, -5.0, 2.7,3
-4.0, None, 240.0,2023-01-15 00:15:00, None, None,3
-3.9, None, 248.0,2023-01-15 00:30:00, None, None,3
-3.8, None, 238.9,2023-01-15 00:45:00, None, None,3
-3.8, None, 247.0,2023-01-15 01:00:00, None, None,3
-3.8, None, 238.9,2023-01-15 01:15:00, None, None,3
-3.9, None, 238.9,2023-01-15 01:30:00, None, None,3
-4.0, None, 239.0,2023-01-15 01:45:00, None, None,3
-4.2, None, 247.0,2023-01-15 02:00:00, None, None,3
-4.4, None, 247.0,2023-01-15 02:15:00, None, None,3
-4.4, None, 238.9,2023-01-15 02:30:00, None, None,3
-4.5, None, 239.0,2023-01-15 02:45:00, None, None,3
-4.5, None, 247.0,2023-01-15 03:00:00, None, None,3
-4.4, None, 247.0,2023-01-15 03:15:00, None, None,3
-4.5, None, 239.0,2023-01-15 03:30:00, None, None,3
-4.4, None, 247.0,2023-01-15 03:45:00, None, None,3
-4.2, None, 238.9,2023-01-15 04:00:00, None, None,3
-4.0, None, 239.0,2023-01-15 04:15:00, None, None,3
-3.9, None, 247.0,2023-01-15 04:30:00, None, None,3
-3.7, None, 238.9,2023-01-15 04:45:00, None, None,3
-3.9, None, 247.0,2023-01-15 05:00:00, None, None,3
-4.0, None, 239.0,2023-01-15 05:15:00, None, None,3
-4.2, None, 247.0,2023-01-15 05:30:00, None, None,3
-4.5, None, 238.9,2023-01-15 05:45:00, None, None,3
-4.1, None, 247.0,2023-01-15 06:00:00, None, None,3
-3.9, None, 238.9,2023-01-15 06:15:00, None, None,3
-3.6, None, 247.0,2023-01-15 06:30:00, None, None,3
-3.7, None, 238.9,2023-01-15 06:45:00, None, None,3
-3.9, None, 247.0,2023-01-15 07:00:00, None, None,3
-3.9, None, 238.9,2023-01-15 07:15:00, None, None,3
-3.8, None, 239.0,2023-01-15 07:30:00, None, None,3
-3.6, None, 238.9,2023-01-15 07:45:00, None, None,3
-3.5, None, 247.0,2023-01-15 08:00:00, None, None,3
-3.6, None, 238.9,2023-01-15 08:15:00, None, None,3
-3.5, None, 247.0,2023-01-15 08:30:00, None, None,3
-3.6, None, 239.0,2023-01-15 08:45:00, None, None,3
-3.5, None, 247.0,2023-01-15 09:00:00, None, None,3
-3.3, None, 247.0,2023-01-15 09:15:00, None, None,3
-3.1, None, 238.9,2023-01-15 09:30:00, None, None,3
