ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
0.2, None,-10.5, 0.2,2017-02-27,12.0,-1.0,9,,,,,,,,,,,,,,,,,,
1.6, 1.6,2.0, None,2017-03-03,14.0,7.5,9,,,,,,,,,,,,,,,,,,
, None,-0.5, None,2017-03-04,10.0,6.5,9,,,,,,,,,,,,,,,,,,
,,,,2017-02-26 00:00:00,,,9,265.0, None, None,0.0, None,0.1, None,-2.9, None, None, None,89.0,,,,,,
,,,,2017-02-26 01:00:00,,,9,243.0, None, None,0.0, None,3.3, None,-2.8, None, None, None,86.0,,,,,,
,,,,2017-02-26 02:00:00,,,9,204.0, None, None,0.0, None,1.4, None,-3.0, None, None, None,91.0,,,,,,
,,,,2017-02-26 03:00:00,,,9,203.0, None, None,0.0, None,0.0, None,-3.4, None, None, None,95.0,,,,,,
,,,,2017-02-26 04:00:00,,,9,93.0, None, None,0.0, None,0.1, None,-3.5, None, None, None,95.0,,,,,,
,,,,2017-02-26 05:00:00,,,9,87.0, None, None,0.0, None,3.9, None,-3.4, None, None, None,98.0,,,,,,
,,,,2017-02-26 06:00:00,,,9,67.0, None, None,0.0, None,6.2, None,-3.8, None, None, None,96.0,,,,,,
,,,,2017-02-26 07:00:00,,,9,85.0, None, None,0.0, None,3.4, None,-3.8, None, None, None,96.0,,,,,,
,,,,2017-02-26 08:00:00,,,9,98.0, None, None,0.0, None,3.0, None,-3.4, None, None, None,94.0,,,,,,
,,,,2017-02-26 09:00:00,,,9,99.0, None, None,0.0, None,6.0, None,-2.7, None, None, None,90.0,,,,,,
,,,,2017-02-26 10:00:00,,,9,96.0, None, None,0.0, None,9.7, None,-2.3, None, None, None,85.0,,,,,,
,,,,2017-02-26 11:00:00,,,9,106.0, None, None,0.0, None,10.3, None,-2.3, None, None, None,84.0,,,,,,
,,,,2017-02-26 12:00:00,,,9,88.0, None, None,0.0, None,7.3, None,-1.8, None, None, None,82.0,,,,,,
,,,,2017-02-26 13:00:00,,,9,103.0, None, None,0.0, None,7.1, None,-2.2, None, None, None,90.0,,,,,,
,,,,2017-02-26 14:00:00,,,9,70.0, None, None,1.4, None,9.3, None,-1.5, None, None, None,79.0,,,,,,
,,,,2017-02-26 15:00:00,,,9,133.0, None, None,0.2, None,2.3, None,-1.6, None, None, None,85.0,,,,,,
,,,,2017-02-26 16:00:00,,,9,97.0, None, None,0.4, None,7.2, None,-1.0, None, None, None,80.0,,,,,,
,,,,2017-02-26 17:00:00,,,9,314.0, None, None,0.0, None,0.2, None,-2.0, None, None, None,79.0,,,,,,
,,,,2017-02-26 18:00:00,,,9,305.0, None, None,0.0, None,2.6, None,-3.5, None, None, None,86.0,,,,,,
,,,,2017-02-26 19:00:00,,,9,316.0, None, None,0.0, None,3.2, None,-3.8, None, None, None,85.0,,,,,,
,,,,2017-02-26 20:00:00,,,9,348.0, None, None,0.0, None,4.1, None,-4.0, None, None, None,65.0,,,,,,
,,,,2017-02-26 21:00:00,,,9,359.0, None, None,0.0, None,4.7, None,-3.9, None, None, None,59.0,,,,,,
,,,,2017-02-26 22:00:00,,,9,27.0, None, None,0.0, None,4.8, None,-4.1, None, None, None,61.0,,,,,,
,,,,2017-02-26 23:00:00,,,9,259.0, None, None,0.0, None,0.0, None,-5.1, None, None, None,73.0,,,,,,
,,,,2017-02-27 00:00:00,,,9,67.0, None, None,0.0, None,0.2, None,-5.5, None, None, None,74.0,,,,,,
,,,,2017-02-27 01:00:00,,,9,32.0, None, None,0.0, None,2.4, None,-6.5, None, None, None,73.0,,,,,,
,,,,2017-02-27 02:00:00,,,9,298.0, None, None,0.0, None,0.0, None,-6.8, None, None, None,73.0,,,,,,
,,,,2017-02-27 03:00:00,,,9,58.0, None, None,0.0, None,1.4, None,-7.4, None, None, None,77.0,,,,,,
,,,,2017-02-27 04:00:00,,,9,50.0, None, None,0.0, None,4.6, None,-8.0, None, None, None,74.0,,,,,,
,,,,2017-02-27 05:00:00,,,9,36.0, None, None,0.0, None,7.9, None,-8.3, None, None, None,74.0,,,,,,
,,,,2017-02-27 06:00:00,,,9,32.0, None, None,0.0, None,7.1, None,-8.7, None, None, None,74.0,,,,,,
,,,,2017-02-27 07:00:00,,,9,50.0, None, None,0.0, None,9.0, None,-8.6, None, None, None,70.0,,,,,,
,,,,2017-02-27 08:00:00,,,9,55.0, None, None,0.0, None,7.8, None,-8.1, None, None, None,72.0,,,,,,
