CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,rel_hum,time,stn_pres,week_of_year
3.922, 90.4, None, None,29.03, 0.006,123.5, None, None, None, None, None, None, 2.0, 896.0, None, None,2016-10-07 00:00:00, None,41
3.156, 91.0, None, None,16.8, 0.0,122.4, None, None, None, None, None, None, 2.0, 900.0, None, None,2016-10-07 01:00:00, None,41
2.896, 91.9, None, None,38.47, 0.0,124.6, None, None, None, None, None, None, 2.0, 899.0, None, None,2016-10-07 02:00:00, None,41
3.021, 92.5, None, None,36.28, 0.0,127.4, None, None, None, None, None, None, 2.0, 899.0, None, None,2016-10-07 03:00:00, None,41
3.139, 92.8, None, None,29.59, 0.0,134.6, None, None, None, None, None, None, 2.0, 903.0, None, None,2016-10-07 04:00:00, None,41
3.477, 93.4, None, None,29.5, 0.0,124.6, None, None, None, None, None, None, 3.0, 899.0, None, None,2016-10-07 05:00:00, None,41
3.472, 93.7, None, None,30.4, 0.0,120.5, None, None, None, None, None, None, 3.0, 899.0, None, None,2016-10-07 06:00:00, None,41
3.551, 94.2, None, None,38.53, 0.0,129.9, None, None, None, None, None, None, 3.0, 904.0, None, None,2016-10-07 07:00:00, None,41
3.999, 94.9, None, None,24.7, 0.0,132.7, None, None, None, None, None, None, 3.0, 919.0, None, None,2016-10-07 08:00:00, None,41
4.199, 94.9, None, None,27.18, 0.0,122.2, None, None, None, None, None, None, 3.0, 913.0, None, None,2016-10-07 09:00:00, None,41
5.097, 94.5, None, None,40.97, 0.0,90.8, None, None, None, None, None, None, 4.0, 896.0, None, None,2016-10-07 10:00:00, None,41
5.332, 93.1, None, None,68.29, 0.0,42.11, None, None, None, None, None, None, 4.0, 917.0, None, None,2016-10-07 11:00:00, None,41
5.691, 91.1, None, None,58.07, 0.0,313.8, None, None, None, None, None, None, 4.0, 914.0, None, None,2016-10-07 12:00:00, None,41
5.979, 89.6, None, None,44.26, 0.0,358.6, None, None, None, None, None, None, 4.0, 918.0, None, None,2016-10-07 13:00:00, None,41
6.794, 85.5, None, None,53.96, 0.0,58.7, None, None, None, None, None, None, 4.0, 913.0, None, None,2016-10-07 14:00:00, None,41
7.094, 84.3, None, None,21.35, 0.0,272.8, None, None, None, None, None, None, 5.0, 916.0, None, None,2016-10-07 15:00:00, None,41
6.973, 88.6, None, None,66.83, 0.0,305.3, None, None, None, None, None, None, 5.0, 913.0, None, None,2016-10-07 16:00:00, None,41
6.951, 90.8, None, None,31.03, 0.0,72.02, None, None, None, None, None, None, 6.0, 910.0, None, None,2016-10-07 17:00:00, None,41
6.406, 91.9, None, None,59.49, 0.0,107.3, None, None, None, None, None, None, 5.0, 912.0, None, None,2016-10-07 18:00:00, None,41
4.833, 93.5, None, None,31.31, 0.002,116.3, None, None, None, None, None, None, 4.0, 907.0, None, None,2016-10-07 20:00:00, None,41
4.626, 94.2, None, None,18.28, 0.0,125.6, None, None, None, None, None, None, 4.0, 905.0, None, None,2016-10-07 21:00:00, None,41
4.505, 94.7, None, None,20.2, 0.0,122.7, None, None, None, None, None, None, 4.0, 920.0, None, None,2016-10-07 22:00:00, None,41
4.411, 94.9, None, None,18.47, 0.0,125.0, None, None, None, None, None, None, 4.0, 909.0, None, None,2016-10-07 23:00:00, None,41
4.551, 95.0, None, None,15.28, 0.0,116.2, None, None, None, None, None, None, 4.0, 915.0, None, None,2016-10-08 00:00:00, None,41
4.448, 95.1, None, None,36.39, 0.0,129.8, None, None, None, None, None, None, 4.0, 919.0, None, None,2016-10-08 01:00:00, None,41
4.018, 95.3, None, None,13.94, 0.0,121.2, None, None, None, None, None, None, 3.0, 920.0, None, None,2016-10-08 02:00:00, None,41
4.118, 95.7, None, None,10.59, 0.0,125.9, None, None, None, None, None, None, 3.0, 923.0, None, None,2016-10-08 03:00:00, None,41
4.217, 95.6, None, None,19.08, 0.0,122.4, None, None, None, None, None, None, 4.0, 919.0, None, None,2016-10-08 04:00:00, None,41
4.343, 95.6, None, None,18.46, 0.0,116.1, None, None, None, None, None, None, 4.0, 921.0, None, None,2016-10-08 05:00:00, None,41
4.215, 95.5, None, None,11.75, 0.0,118.9, None, None, None, None, None, None, 4.0, 914.0, None, None,2016-10-08 06:00:00, None,41
4.089, 95.5, None, None,16.45, 0.0,116.3, None, None, None, None, None, None, 3.0, 917.0, None, None,2016-10-08 07:00:00, None,41
4.36, 95.4, None, None,28.95, 0.0,112.5, None, None, None, None, None, None, 4.0, 913.0, None, None,2016-10-08 08:00:00, None,41
4.846, 95.3, None, None,30.28, 0.0,82.7, None, None, None, None, None, None, 4.0, 910.0, None, None,2016-10-08 09:00:00, None,41
5.006, 95.1, None, None,22.98, 0.0,326.9, None, None, None, None, None, None, 4.0, 911.0, None, None,2016-10-08 10:00:00, None,41
5.451, 94.4, None, None,38.61, 0.0,282.8, None, None, None, None, None, None, 5.0, 906.0, None, None,2016-10-08 11:00:00, None,41
5.403, 94.2, None, None,29.13, 0.0,283.1, None, None, None, None, None, None, 5.0, 910.0, None, None,2016-10-08 12:00:00, None,41
4.792, 93.7, None, None,21.89, 0.0,265.2, None, None, None, None, None, None, 4.0, 901.0, None, None,2016-10-08 13:00:00, None,41
3.962, 93.9, None, None,75.5, 0.035,235.3, None, None, None, None, None, None, 3.0, 905.0, None, None,2016-10-08 14:00:00, None,41
3.152, 94.1, None, None,40.84, 0.058,112.2, None, None, None, None, None, None, 2.0, 912.0, None, None,2016-10-08 15:00:00, None,41
3.151, 94.5, None, None,31.84, 0.0,103.4, None, None, None, None, None, None, 2.0, 905.0, None, None,2016-10-08 16:00:00, None,41
3.17, 94.7, None, None,32.21, 0.008,106.0, None, None, None, None, None, None, 2.0, 912.0, None, None,2016-10-08 17:00:00, None,41
3.064, 95.0, None, None,44.22, 0.003,88.6, None, None, None, None, None, None, 2.0, 903.0, None, None,2016-10-08 18:00:00, None,41
