air_temp,temperature,dwpt_temp,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,snw_dpth,precipitation,time,week_of_year
9.9, 9.5, 9.9, 100.0, 100.0, 19.2, 0.0, 10.0, 0.0,2021-09-10 00:00:00,37
9.4, 8.9, 9.4, 100.0, 100.0, 17.2, 0.0, 10.0, 0.0,2021-09-10 01:00:00,37
9.5, 8.4, 9.5, 100.0, 100.0, 16.5, 0.0, 11.0, 0.0,2021-09-10 02:00:00,37
8.9, 8.2, 8.9, 100.0, 100.0, 15.3, 0.0, 10.0, 0.0,2021-09-10 03:00:00,37
None, 8.2, None, None, 100.0, None, None, None, 0.0,2021-09-10 04:00:00,37
None, 7.5, None, None, 100.0, None, None, None, 0.0,2021-09-10 05:00:00,37
None, 7.1, None, None, 100.0, None, None, None, 0.0,2021-09-10 06:00:00,37
7.5, 9.0, 7.5, 100.0, 100.0, 10.7, 0.0, 8.0, 0.0,2021-09-10 07:00:00,37
7.1, 10.2, 7.1, 100.0, 100.0, 10.7, 0.0, 7.0, 0.0,2021-09-10 08:00:00,37
9.0, 10.9, 9.0, 100.0, 99.0, 9.9, 0.0, 4.0, 0.0,2021-09-10 09:00:00,37
10.2, 11.9, 10.2, 100.0, 95.0, 9.0, 0.0, 5.0, 0.0,2021-09-10 10:00:00,37
10.9, 12.2, 10.7, 99.0, 97.0, 8.8, 0.0, 12.0, 0.0,2021-09-10 11:00:00,37
11.9, 13.5, 11.1, 95.0, 92.0, 7.1, 0.0, 7.0, 0.0,2021-09-10 12:00:00,37
None, 12.9, None, None, 96.0, None, None, None, 0.0,2021-09-10 13:00:00,37
None, 12.6, None, None, 97.0, None, None, None, 0.0,2021-09-10 14:00:00,37
None, 11.3, None, None, 99.0, None, None, None, 0.0,2021-09-10 15:00:00,37
None, 10.9, None, None, 100.0, None, None, None, 0.0,2021-09-10 16:00:00,37
None, 10.0, None, None, 100.0, None, None, None, 0.0,2021-09-10 17:00:00,37
None, 9.4, None, None, 100.0, None, None, None, 0.8,2021-09-10 18:00:00,37
None, 9.0, None, None, 100.0, None, None, None, 0.0,2021-09-10 19:00:00,37
9.4, 9.3, 9.4, 100.0, 100.0, 0.8, 0.8, 8.0, 0.0,2021-09-10 20:00:00,37
9.0, 9.2, 9.0, 100.0, 100.0, 0.8, 0.0, 12.0, 0.0,2021-09-10 21:00:00,37
9.3, 9.5, 9.3, 100.0, 100.0, 0.8, 0.0, 5.0, 0.0,2021-09-10 22:00:00,37
9.2, 9.5, 9.2, 100.0, 100.0, 0.8, 0.0, None, 0.0,2021-09-10 23:00:00,37
9.5, 9.2, 9.5, 100.0, 100.0, 0.8, 0.0, None, 0.0,2021-09-11 00:00:00,37
9.5, 9.8, 9.5, 100.0, 100.0, 0.8, 0.0, 3.0, 0.0,2021-09-11 01:00:00,37
9.2, 9.4, 9.2, 100.0, 100.0, 0.8, 0.0, 3.0, 0.4,2021-09-11 02:00:00,37
9.8, 9.4, 9.8, 100.0, 100.0, 0.8, 0.0, 4.0, 1.6,2021-09-11 03:00:00,37
9.4, 9.3, 9.4, 100.0, 100.0, 1.2, 0.4, 6.0, 1.3,2021-09-11 04:00:00,37
9.4, 9.2, 9.4, 100.0, 100.0, 2.8, 1.6, 6.0, 1.2,2021-09-11 05:00:00,37
9.3, 9.1, 9.3, 100.0, 100.0, 4.1, 1.3, 3.0, 1.0,2021-09-11 06:00:00,37
None, 9.8, None, None, 100.0, None, None, None, 0.4,2021-09-11 07:00:00,37
None, 9.8, None, None, 100.0, None, None, None, 0.2,2021-09-11 08:00:00,37
9.8, 10.2, 9.8, 100.0, 100.0, 6.7, 0.4, 14.0, 0.5,2021-09-11 09:00:00,37
9.8, 10.6, 9.8, 100.0, 100.0, 6.9, 0.2, 14.0, 0.2,2021-09-11 10:00:00,37
None, 10.8, None, None, 100.0, None, None, None, 0.1,2021-09-11 11:00:00,37
None, 10.8, None, None, 100.0, None, None, None, 0.0,2021-09-11 12:00:00,37
None, 10.6, None, None, 100.0, None, None, None, 0.0,2021-09-11 13:00:00,37
10.8, 11.0, 10.8, 100.0, 100.0, 7.7, 0.0, 13.0, 0.0,2021-09-11 14:00:00,37
None, 9.8, None, None, 100.0, None, None, None, 0.0,2021-09-11 15:00:00,37
None, 9.2, None, None, 100.0, None, None, None, 0.0,2021-09-11 16:00:00,37
None, 8.2, None, None, 100.0, None, None, None, 0.0,2021-09-11 17:00:00,37
None, 7.2, None, None, 100.0, None, None, None, 0.0,2021-09-11 18:00:00,37
8.2, 6.7, 8.2, 100.0, 100.0, 7.7, 0.0, 5.0, 0.0,2021-09-11 19:00:00,37
7.2, 6.4, 7.2, 100.0, 100.0, 6.9, 0.0, 5.0, 0.0,2021-09-11 20:00:00,37
6.7, 6.1, 6.7, 100.0, 99.0, 6.9, 0.0, 5.0, 0.0,2021-09-11 21:00:00,37
6.4, 5.7, 6.4, 100.0, 95.0, 6.9, 0.0, 6.0, 0.0,2021-09-11 22:00:00,37
6.1, 5.0, 6.0, 99.0, 94.0, 6.9, 0.0, 6.0, 0.0,2021-09-11 23:00:00,37
5.7, 4.4, 5.0, 95.0, 95.0, 6.9, 0.0, 6.0, 0.0,2021-09-12 00:00:00,37
5.0, 4.4, 4.1, 94.0, 94.0, 6.9, 0.0, 6.0, 0.0,2021-09-12 01:00:00,37
4.4, 4.6, 3.7, 95.0, 92.0, 6.9, 0.0, 11.0, 0.0,2021-09-12 02:00:00,37
4.4, 3.9, 3.5, 94.0, 94.0, 6.9, 0.0, 0.0, 0.0,2021-09-12 03:00:00,37
4.6, 4.0, 3.4, 92.0, 96.0, 6.5, 0.0, 0.0, 0.0,2021-09-12 04:00:00,37
3.9, 3.7, 3.0, 94.0, 99.0, 4.9, 0.0, 7.0, 0.0,2021-09-12 05:00:00,37
4.0, 4.3, 3.4, 96.0, 98.0, 3.6, 0.0, 5.0, 0.0,2021-09-12 06:00:00,37
3.7, 5.2, 3.6, 99.0, 97.0, 2.4, 0.0, 6.0, 0.0,2021-09-12 07:00:00,37
4.3, 7.1, 4.0, 98.0, 95.0, 1.4, 0.0, None, 0.0,2021-09-12 08:00:00,37
None, 8.7, None, None, 90.0, None, None, None, 0.0,2021-09-12 09:00:00,37
7.1, 8.6, 6.4, 95.0, 86.0, 0.8, 0.0, 6.0, 0.0,2021-09-12 10:00:00,37
8.7, 9.2, 7.2, 90.0, 86.0, 0.3, 0.0, 9.0, 0.0,2021-09-12 11:00:00,37
8.6, 9.5, 6.4, 86.0, 88.0, 0.1, 0.0, 8.0, 0.0,2021-09-12 12:00:00,37
9.2, 8.2, 7.0, 86.0, 87.0, 0.0, 0.0, 8.0, 0.0,2021-09-12 13:00:00,37
None, 7.7, None, None, 91.0, None, None, None, 0.0,2021-09-12 14:00:00,37
8.2, 7.7, 6.2, 87.0, 92.0, 0.0, 0.0, None, 0.0,2021-09-12 15:00:00,37
None, 7.6, None, None, 91.0, None, None, None, 0.0,2021-09-12 16:00:00,37
None, 6.1, None, None, 99.0, None, None, None, 0.0,2021-09-12 17:00:00,37
None, 5.6, None, None, 97.0, None, None, None, 0.0,2021-09-12 18:00:00,37
6.1, 3.7, 6.0, 99.0, 100.0, 0.0, 0.0, 4.0, 0.0,2021-09-12 19:00:00,37
5.6, 3.5, 5.2, 97.0, 99.0, 0.0, 0.0, 7.0, 0.0,2021-09-12 20:00:00,37
3.7, 4.1, 3.7, 100.0, 100.0, 0.0, 0.0, 0.0, 0.0,2021-09-12 21:00:00,37
3.5, 3.9, 3.4, 99.0, 100.0, 0.0, 0.0, 0.0, 0.0,2021-09-12 22:00:00,37
4.1, 3.0, 4.1, 100.0, 100.0, 0.0, 0.0, 0.0, 0.0,2021-09-12 23:00:00,37
3.9, 3.1, 3.9, 100.0, 100.0, 0.0, 0.0, 3.0, 0.0,2021-09-13 00:00:00,37
3.0, 3.5, 3.0, 100.0, 100.0, 0.0, 0.0, 10.0, 0.0,2021-09-13 01:00:00,37
3.1, 3.7, 3.1, 100.0, 97.0, 0.0, 0.0, 0.0, 0.0,2021-09-13 02:00:00,37
3.5, 3.5, 3.5, 100.0, 98.0, 0.0, 0.0, 2.0, 0.0,2021-09-13 03:00:00,37
3.7, 3.3, 3.3, 97.0, 99.0, 0.0, 0.0, 12.0, 0.0,2021-09-13 04:00:00,37
3.5, 4.0, 3.2, 98.0, 96.0, 0.0, 0.0, 6.0, 0.0,2021-09-13 05:00:00,37
3.3, 4.0, 3.2, 99.0, 96.0, 0.0, 0.0, 3.0, 0.0,2021-09-13 06:00:00,37
4.0, 7.1, 3.4, 96.0, 87.0, 0.0, 0.0, 2.0, 0.0,2021-09-13 07:00:00,37
4.0, 8.4, 3.4, 96.0, 77.0, 0.0, 0.0, 2.0, 0.0,2021-09-13 08:00:00,37
None, 10.5, None, None, 68.0, None, None, None, 0.0,2021-09-13 09:00:00,37
None, 12.2, None, None, 58.0, None, None, None, 0.0,2021-09-13 10:00:00,37
None, 12.1, None, None, 50.0, None, None, None, 0.0,2021-09-13 11:00:00,37
None, 11.8, None, None, 54.0, None, None, None, 0.0,2021-09-13 12:00:00,37
None, 12.7, None, None, 60.0, None, None, None, 0.1,2021-09-13 13:00:00,37
11.8, 10.7, 2.8, 54.0, 74.0, 0.0, 0.0, None, 0.0,2021-09-13 14:00:00,37
None, 10.3, None, None, 83.0, None, None, None, 0.0,2021-09-13 15:00:00,37
10.7, 10.6, 6.3, 74.0, 85.0, 0.1, 0.0, 6.0, 0.0,2021-09-13 16:00:00,37
None, 8.6, None, None, 94.0, None, None, None, 0.0,2021-09-13 17:00:00,37
None, 8.7, None, None, 99.0, None, None, None, 0.0,2021-09-13 18:00:00,37
8.6, 9.3, 7.7, 94.0, 97.0, 0.1, 0.0, 3.0, 0.0,2021-09-13 19:00:00,37
8.7, 9.2, 8.6, 99.0, 98.0, 0.1, 0.0, 5.0, 0.0,2021-09-13 20:00:00,37
9.3, 9.5, 8.8, 97.0, 98.0, 0.1, 0.0, 6.0, 0.0,2021-09-13 21:00:00,37
9.2, 9.6, 8.9, 98.0, 99.0, 0.1, 0.0, 6.0, 0.2,2021-09-13 22:00:00,37
9.5, 9.7, 9.2, 98.0, 99.0, 0.1, 0.0, 6.0, 0.1,2021-09-13 23:00:00,37
9.6, 9.5, 9.5, 99.0, 100.0, 0.3, 0.2, 9.0, 0.0,2021-09-14 00:00:00,37
9.7, 9.4, 9.6, 99.0, 100.0, 0.4, 0.1, 9.0, 0.1,2021-09-14 01:00:00,37
9.5, 9.5, 9.5, 100.0, 100.0, 0.4, 0.0, 10.0, 0.2,2021-09-14 02:00:00,37
None, 9.4, None, None, 100.0, None, None, None, 1.2,2021-09-14 03:00:00,37
9.5, 9.4, 9.5, 100.0, 100.0, 0.7, 0.2, 8.0, 2.0,2021-09-14 04:00:00,37
9.4, 9.3, 9.4, 100.0, 100.0, 1.9, 1.2, 5.0, 4.6,2021-09-14 05:00:00,37
9.4, 9.2, 9.4, 100.0, 100.0, 3.9, 2.0, 4.0, 2.9,2021-09-14 06:00:00,37
9.3, 9.3, 9.3, 100.0, 100.0, 8.5, 4.6, 7.0, 2.1,2021-09-14 07:00:00,37
None, 9.6, None, None, 100.0, None, None, None, 1.2,2021-09-14 08:00:00,37
None, 9.8, None, None, 100.0, None, None, None, 0.8,2021-09-14 09:00:00,37
9.6, 9.8, 9.6, 100.0, 100.0, 14.7, 1.2, 7.0, 1.4,2021-09-14 10:00:00,37
None, 10.6, None, None, 100.0, None, None, None, 0.4,2021-09-14 11:00:00,37
9.8, 10.5, 9.8, 100.0, 100.0, 16.9, 1.4, 5.0, 0.1,2021-09-14 12:00:00,37
None, 10.6, None, None, 100.0, None, None, None, 0.8,2021-09-14 13:00:00,37
None, 10.3, None, None, 100.0, None, None, None, 0.1,2021-09-14 14:00:00,37
10.6, 10.7, 10.6, 100.0, 100.0, 18.1, 0.8, 6.0, 0.4,2021-09-14 15:00:00,37
None, 9.3, None, None, 100.0, None, None, None, 0.2,2021-09-14 16:00:00,37
None, 7.4, None, None, 100.0, None, None, None, 0.0,2021-09-14 17:00:00,37
9.3, 5.6, 9.3, 100.0, 100.0, 18.8, 0.2, None, 0.0,2021-09-14 18:00:00,37
7.4, 4.0, 7.4, 100.0, 100.0, 18.8, 0.0, None, 0.0,2021-09-14 19:00:00,37
5.6, 3.2, 5.6, 100.0, 100.0, 18.8, 0.0, 7.0, 0.0,2021-09-14 20:00:00,37
4.0, 2.2, 4.0, 100.0, 100.0, 18.8, 0.0, 7.0, 0.0,2021-09-14 21:00:00,37
3.2, 1.5, 3.2, 100.0, 100.0, 18.8, 0.0, 8.0, 0.0,2021-09-14 22:00:00,37
2.2, None, 2.2, 100.0, None, 18.8, 0.0, 8.0, None,2021-09-14 23:00:00,37
1.5, 1.6, 1.5, 100.0, 100.0, 18.6, 0.0, 8.0, 0.0,2021-09-15 00:00:00,37
None, 2.1, None, None, 100.0, None, None, None, 0.0,2021-09-15 01:00:00,37
1.6, 2.1, 1.6, 100.0, 100.0, None, 0.0, 8.0, 0.0,2021-09-15 02:00:00,37
2.1, 1.4, 2.1, 100.0, 100.0, None, 0.0, 8.0, 0.0,2021-09-15 03:00:00,37
2.1, 1.5, 2.1, 100.0, 100.0, None, 0.0, 8.0, 0.1,2021-09-15 04:00:00,37
1.4, 1.0, 1.4, 100.0, 100.0, None, 0.0, 8.0, 0.0,2021-09-15 05:00:00,37
1.5, 1.5, 1.5, 100.0, 99.0, None, 0.1, 2.0, 0.0,2021-09-15 06:00:00,37
None, 2.0, None, None, 100.0, None, None, None, 0.0,2021-09-15 07:00:00,37
None, 2.8, None, None, 98.0, None, None, None, 0.0,2021-09-15 08:00:00,37
2.0, 3.3, 2.0, 100.0, 97.0, None, 0.0, 9.0, 0.0,2021-09-15 09:00:00,37
None, 4.0, None, None, 89.0, None, None, None, 0.0,2021-09-15 10:00:00,37
None, 5.9, None, None, 87.0, None, None, None, 0.0,2021-09-15 11:00:00,37
None, 7.8, None, None, 75.0, None, None, None, 0.0,2021-09-15 12:00:00,37
5.9, 7.4, 3.9, 87.0, 76.0, None, 0.0, 8.0, 0.0,2021-09-15 13:00:00,37
None, 5.8, None, None, 77.0, None, None, None, 0.0,2021-09-15 14:00:00,37
None, 6.8, None, None, 71.0, None, None, None, 0.0,2021-09-15 15:00:00,37
None, 6.5, None, None, 73.0, None, None, None, 0.0,2021-09-15 16:00:00,37
None, 3.8, None, None, 84.0, None, None, None, 0.0,2021-09-15 17:00:00,37
6.5, 2.1, 2.0, 73.0, 90.0, None, 0.0, None, 0.0,2021-09-15 18:00:00,37
3.8, 1.6, 1.3, 84.0, 91.0, None, 0.0, None, 0.0,2021-09-15 19:00:00,37
2.1, 1.1, 0.6, 90.0, 95.0, None, 0.0, 0.0, 0.0,2021-09-15 20:00:00,37
1.6, 1.2, 0.3, 91.0, 99.0, None, 0.0, 16.0, 0.0,2021-09-15 21:00:00,37
1.1, 1.5, 0.4, 95.0, 90.0, None, 0.0, 0.0, 0.0,2021-09-15 22:00:00,37
1.2, 2.7, 1.1, 99.0, 76.0, None, 0.0, 0.0, 0.0,2021-09-15 23:00:00,37
1.5, -0.2, 0.0, 90.0, 93.0, None, 0.0, 0.0, 0.0,2021-09-16 00:00:00,37
2.7, 1.3, -1.1, 76.0, 87.0, 0.1, 0.0, 0.0, 0.0,2021-09-16 01:00:00,37
-0.2, 0.5, -1.2, 93.0, 85.0, 0.1, 0.0, 15.0, 0.0,2021-09-16 02:00:00,37
1.3, 0.6, -0.6, 87.0, 83.0, 0.1, 0.0, 15.0, 0.0,2021-09-16 03:00:00,37
0.5, 1.2, -1.7, 85.0, 77.0, 0.1, 0.0, 15.0, 0.0,2021-09-16 04:00:00,37
0.6, 1.2, -2.0, 83.0, 75.0, 0.1, 0.0, 12.0, 0.0,2021-09-16 05:00:00,37
1.2, 1.3, -2.4, 77.0, 75.0, 0.0, 0.0, 9.0, 0.0,2021-09-16 06:00:00,37
1.2, 3.8, -2.7, 75.0, 63.0, 0.0, 0.0, 8.0, 0.0,2021-09-16 07:00:00,37
1.3, 7.5, -2.6, 75.0, 55.0, 0.0, 0.0, 8.0, 0.0,2021-09-16 08:00:00,37
3.8, 9.4, -2.6, 63.0, 55.0, 0.0, 0.0, 8.0, 0.0,2021-09-16 09:00:00,37
None, 8.3, None, None, 60.0, None, None, None, 0.0,2021-09-16 10:00:00,37
None, 10.0, None, None, 62.0, None, None, None, 0.0,2021-09-16 11:00:00,37
8.3, 9.9, 1.0, 60.0, 66.0, 0.0, 0.0, 11.0, 0.0,2021-09-16 12:00:00,37
None, 8.2, None, None, 69.0, None, None, None, 0.0,2021-09-16 13:00:00,37
None, 7.0, None, None, 70.0, None, None, None, 0.0,2021-09-16 14:00:00,37
None, 6.6, None, None, 72.0, None, None, None, 0.0,2021-09-16 15:00:00,37
None, 6.1, None, None, 65.0, None, None, None, 0.0,2021-09-16 16:00:00,37
None, 6.4, None, None, 54.0, None, None, None, 0.0,2021-09-16 17:00:00,37
6.1, 4.7, 0.0, 65.0, 73.0, 0.0, 0.0, 2.0, 0.0,2021-09-16 18:00:00,37
None, 2.7, None, None, 93.0, None, None, None, 0.5,2021-09-16 19:00:00,37
None, 2.5, None, None, 93.0, None, None, None, 1.1,2021-09-16 20:00:00,37
None, 2.4, None, None, 94.0, None, None, None, 0.5,2021-09-16 21:00:00,37
2.5, 3.3, 1.5, 93.0, 91.0, None, 1.1, 11.0, 0.2,2021-09-16 22:00:00,37
2.4, 3.9, 1.5, 94.0, 93.0, 2.1, 0.5, 6.0, 0.1,2021-09-16 23:00:00,37
