wind_speed,temperature,avg_wnd_dir_10m_pst10mts,wind_direction,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,precipitation,time,week_of_year
24.3, None, 224.0, 232.0, 0.0, 0.0, 0.0, 0.0, 33.7, 0.0,2021-09-10 00:00:00,37
18.0, None, 226.0, 241.0, 0.0, 0.0, 0.0, 0.0, 27.5, 0.0,2021-09-10 01:00:00,37
18.5, None, 232.0, 259.0, 0.0, 0.0, 0.0, 0.0, 24.3, 0.0,2021-09-10 02:00:00,37
11.1, None, 241.0, 224.0, 0.0, 0.0, 0.0, 0.0, 18.0, 0.0,2021-09-10 03:00:00,37
14.2, None, 259.0, 208.0, 0.0, 0.0, 0.0, 0.0, 18.5, 0.0,2021-09-10 04:00:00,37
8.9, None, 224.0, 179.0, 0.0, 0.0, 0.0, 0.0, 11.1, 0.0,2021-09-10 05:00:00,37
9.6, None, 208.0, 187.0, 0.0, 0.0, 0.0, 0.0, 14.2, 0.0,2021-09-10 06:00:00,37
7.7, None, 179.0, 177.0, 0.0, 0.0, 0.0, 0.0, 8.9, 0.0,2021-09-10 07:00:00,37
7.9, None, 187.0, 184.0, 0.0, 0.0, 0.0, 0.0, 9.6, 0.0,2021-09-10 08:00:00,37
7.8, None, 177.0, 184.0, 0.0, 0.0, 0.0, 0.0, 7.7, 0.0,2021-09-10 09:00:00,37
4.6, None, 184.0, 147.0, 0.0, 0.0, 0.0, 0.0, 7.9, 0.0,2021-09-10 10:00:00,37
8.1, None, 184.0, 140.0, 0.0, 0.0, 0.0, 0.0, 7.8, 0.0,2021-09-10 11:00:00,37
10.6, None, 147.0, 139.0, 0.0, 0.0, 0.0, 0.0, 4.6, 0.0,2021-09-10 12:00:00,37
11.6, None, 140.0, 122.0, 0.0, 0.0, 0.0, 0.0, 8.1, 0.0,2021-09-10 13:00:00,37
10.8, None, 139.0, 141.0, 0.0, 0.0, 0.0, 0.0, 10.6, 0.0,2021-09-10 14:00:00,37
11.1, None, 122.0, 168.0, 0.0, 0.0, 0.0, 0.0, 11.6, 0.0,2021-09-10 15:00:00,37
8.0, None, 141.0, 166.0, 0.0, 0.0, 0.0, 0.0, 10.8, 0.0,2021-09-10 16:00:00,37
8.7, None, 168.0, 185.0, 0.0, 0.0, 0.0, 0.0, 11.1, 0.0,2021-09-10 17:00:00,37
3.3, None, 166.0, 149.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.0,2021-09-10 18:00:00,37
None, None, 185.0, None, 0.0, None, 0.0, 0.0, 8.7, None,2021-09-10 19:00:00,37
17.6, None, 149.0, 217.0, 0.0, 0.0, 0.0, 0.0, 3.3, 0.0,2021-09-10 20:00:00,37
4.9, None, None, 57.0, None, 0.0, None, None, None, 0.0,2021-09-10 21:00:00,37
9.1, None, 217.0, 263.0, 0.0, 0.0, None, 0.0, 17.6, 0.0,2021-09-10 22:00:00,37
15.0, None, None, 212.0, None, 0.0, None, None, None, 0.0,2021-09-10 23:00:00,37
6.2, None, 263.0, 189.0, 0.0, 0.0, None, 0.0, 9.1, 0.0,2021-09-11 00:00:00,37
8.7, None, 212.0, 185.0, 0.0, 0.0, None, 0.0, 15.0, 0.0,2021-09-11 01:00:00,37
11.3, None, 189.0, 245.0, 0.0, 0.0, None, 0.0, 6.2, 0.0,2021-09-11 02:00:00,37
12.4, None, 185.0, 254.0, 0.0, 0.0, None, 0.0, 8.7, 0.0,2021-09-11 03:00:00,37
9.9, None, 245.0, 249.0, 0.0, 0.0, None, 0.0, 11.3, 0.0,2021-09-11 04:00:00,37
11.7, None, 254.0, 242.0, 0.0, 0.0, None, 0.0, 12.4, 0.0,2021-09-11 05:00:00,37
13.5, None, 249.0, 261.0, 0.0, 0.0, None, 0.0, 9.9, 0.0,2021-09-11 06:00:00,37
18.4, None, 242.0, 253.0, 0.0, 0.0, None, 0.0, 11.7, 0.0,2021-09-11 07:00:00,37
14.5, None, 261.0, 279.0, 0.0, 0.0, None, 0.0, 13.5, 0.0,2021-09-11 08:00:00,37
12.2, None, 253.0, 248.0, 0.0, 0.0, None, 0.0, 18.4, 0.0,2021-09-11 09:00:00,37
12.8, None, 279.0, 257.0, 0.0, 0.0, None, 0.0, 14.5, 0.0,2021-09-11 10:00:00,37
11.6, None, 248.0, 245.0, 0.0, 0.0, None, 0.0, 12.2, 0.0,2021-09-11 11:00:00,37
10.8, None, None, 236.0, None, 0.0, None, None, None, 0.0,2021-09-11 12:00:00,37
17.4, None, None, 222.0, None, 0.0, None, None, None, 0.0,2021-09-11 13:00:00,37
14.2, None, 236.0, 222.0, 0.0, 0.0, None, 0.0, 10.8, 0.0,2021-09-11 14:00:00,37
21.1, None, 222.0, 224.0, 0.0, 0.0, None, 0.0, 17.4, 0.0,2021-09-11 15:00:00,37
21.0, None, 222.0, 217.0, 0.0, 0.0, None, 0.0, 14.2, 0.0,2021-09-11 16:00:00,37
16.8, None, 224.0, 220.0, 0.0, 0.0, None, 0.0, 21.1, 0.0,2021-09-11 17:00:00,37
18.2, None, 217.0, 223.0, 0.0, 0.0, None, 0.0, 21.0, 0.0,2021-09-11 18:00:00,37
9.5, None, 220.0, 227.0, 0.0, 0.0, None, 0.0, 16.8, 0.0,2021-09-11 19:00:00,37
4.2, None, 223.0, 262.0, 0.0, 0.0, None, 0.0, 18.2, 0.0,2021-09-11 20:00:00,37
7.5, None, 227.0, 209.0, 0.0, 0.0, 0.0, 0.0, 9.5, 0.0,2021-09-11 21:00:00,37
7.8, None, 262.0, 221.0, 0.0, 0.0, 0.0, 0.0, 4.2, 0.0,2021-09-11 22:00:00,37
6.6, None, 209.0, 212.0, 0.0, 0.0, 0.0, 0.0, 7.5, 0.0,2021-09-11 23:00:00,37
8.4, None, 221.0, 206.0, 0.0, 0.0, 0.0, 0.0, 7.8, 0.0,2021-09-12 00:00:00,37
6.8, None, 212.0, 173.0, 0.0, 0.0, 0.0, 0.0, 6.6, 0.0,2021-09-12 01:00:00,37
16.3, None, 206.0, 214.0, 0.0, 0.0, 0.0, 0.0, 8.4, 0.0,2021-09-12 02:00:00,37
23.5, None, 173.0, 216.0, 0.0, 0.0, 0.0, 0.0, 6.8, 0.0,2021-09-12 03:00:00,37
25.3, None, 214.0, 223.0, 0.0, 0.0, 0.0, 0.0, 16.3, 0.0,2021-09-12 04:00:00,37
None, None, 216.0, None, 0.0, None, 0.0, 0.0, 23.5, None,2021-09-12 05:00:00,37
20.4, None, 223.0, 219.0, 0.0, 0.0, 0.0, 0.0, 25.3, 0.0,2021-09-12 06:00:00,37
22.2, None, None, 215.0, None, 0.0, None, None, None, 0.0,2021-09-12 07:00:00,37
26.7, None, 219.0, 219.0, 0.0, 0.0, None, 0.0, 20.4, 0.0,2021-09-12 08:00:00,37
