time,TEMP_MEAN,HUMIDITY,week_of_year
2018-02-19 00:00:00,-14.3,61.6,8
2018-02-19 01:00:00,-14.4,61.1,8
2018-02-19 02:00:00,-15.1,62.3,8
2018-02-19 03:00:00,-15.4,62.6,8
2018-02-19 04:00:00,-15.7,62.5,8
2018-02-19 05:00:00,-15.8,61.8,8
2018-02-19 06:00:00,-16.1,61.4,8
2018-02-19 07:00:00,-16.4,61.8,8
2018-02-19 08:00:00,-15.7,58.3,8
2018-02-19 09:00:00,-15.3,55.3,8
2018-02-19 10:00:00,-12.8,46.5,8
2018-02-19 11:00:00,-11.0,41.8,8
2018-02-19 12:00:00,-8.5,35.6,8
2018-02-19 13:00:00,-8.3,35.8,8
2018-02-19 14:00:00,-7.5,34.4,8
2018-02-19 15:00:00,-7.6,35.6,8
2018-02-19 16:00:00,-7.9,36.6,8
2018-02-19 17:00:00,-8.2,38.3,8
2018-02-19 18:00:00,-9.0,41.5,8
2018-02-19 19:00:00,-10.4,46.0,8
2018-02-19 20:00:00,-11.4,49.4,8
2018-02-19 21:00:00,-11.1,49.1,8
2018-02-19 22:00:00,-11.6,53.2,8
2018-02-19 23:00:00,-11.7,55.2,8
2018-02-20 00:00:00,-11.5,55.6,8
2018-02-20 01:00:00,-11.9,56.1,8
2018-02-20 02:00:00,-12.7,58.4,8
2018-02-20 03:00:00,-13.0,59.7,8
2018-02-20 04:00:00,-12.6,58.5,8
2018-02-20 05:00:00,-13.7,64.0,8
2018-02-20 06:00:00,-13.5,66.2,8
2018-02-20 07:00:00,-13.8,64.0,8
2018-02-20 08:00:00,-14.1,64.8,8
2018-02-20 09:00:00,-13.6,64.9,8
2018-02-20 10:00:00,-12.7,67.3,8
2018-02-20 11:00:00,-12.2,63.0,8
2018-02-20 12:00:00,-11.1,57.5,8
2018-02-20 13:00:00,-9.7,54.8,8
2018-02-20 14:00:00,-8.3,47.1,8
2018-02-20 15:00:00,-7.5,42.2,8
2018-02-20 16:00:00,-6.9,39.8,8
2018-02-20 17:00:00,-8.3,43.5,8
2018-02-20 18:00:00,-9.4,47.5,8
2018-02-20 19:00:00,-9.6,47.5,8
2018-02-20 20:00:00,-9.9,51.3,8
2018-02-20 21:00:00,-10.4,52.0,8
2018-02-20 22:00:00,-10.8,53.1,8
2018-02-20 23:00:00,-10.8,54.7,8
2018-02-21 00:00:00,-10.7,54.8,8
2018-02-21 01:00:00,-10.4,54.1,8
2018-02-21 02:00:00,-9.5,52.7,8
2018-02-21 03:00:00,-8.7,54.0,8
2018-02-21 04:00:00,-9.0,65.3,8
2018-02-21 05:00:00,-9.4,72.4,8
2018-02-21 06:00:00,-9.6,75.0,8
2018-02-21 07:00:00,-9.9,81.7,8
2018-02-21 08:00:00,-9.9,83.4,8
2018-02-21 09:00:00,-9.6,81.4,8
2018-02-21 10:00:00,-9.1,80.4,8
2018-02-21 11:00:00,-8.2,84.1,8
2018-02-21 12:00:00,-6.9,77.9,8
