WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
86.1,11.0, None,95.9,2018-08-13 00:00:00,33
49.9,10.3, None,96.3,2018-08-13 01:00:00,33
227.2,10.0, None,97.2,2018-08-13 02:00:00,33
356.7,9.9, None,97.6,2018-08-13 03:00:00,33
320.8,9.8, None,97.8,2018-08-13 04:00:00,33
320.5,9.7, None,97.9,2018-08-13 05:00:00,33
178.4,9.8, None,97.9,2018-08-13 06:00:00,33
204.9,10.0, None,98.0,2018-08-13 07:00:00,33
129.3,10.9, None,96.6,2018-08-13 08:00:00,33
157.1,13.3, None,83.0,2018-08-13 09:00:00,33
170.4,14.6, None,75.0,2018-08-13 10:00:00,33
166.8,16.2, None,67.6,2018-08-13 11:00:00,33
161.7,17.5, None,63.1,2018-08-13 12:00:00,33
174.6,19.2, None,55.2,2018-08-13 13:00:00,33
181.7,20.7, None,45.8,2018-08-13 14:00:00,33
193.8,22.2, None,40.9,2018-08-13 15:00:00,33
188.8,23.1, None,38.4,2018-08-13 16:00:00,33
151.6,23.9, None,34.5,2018-08-13 17:00:00,33
185.0,24.2, None,34.9,2018-08-13 18:00:00,33
188.8,24.0, None,37.0,2018-08-13 19:00:00,33
47.1,20.7, None,54.6,2018-08-13 20:00:00,33
38.2,17.5, None,73.5,2018-08-13 21:00:00,33
73.9,15.6, None,79.0,2018-08-13 22:00:00,33
143.8,14.3, None,83.2,2018-08-13 23:00:00,33
105.1,13.1, None,87.3,2018-08-14 00:00:00,33
144.1,12.1, None,89.3,2018-08-14 01:00:00,33
99.2,11.4, None,91.7,2018-08-14 02:00:00,33
117.1,11.9, None,89.0,2018-08-14 03:00:00,33
118.1,12.9, None,83.8,2018-08-14 04:00:00,33
120.3,12.6, None,84.0,2018-08-14 05:00:00,33
120.8,12.0, None,86.3,2018-08-14 06:00:00,33
111.6,11.0, None,90.7,2018-08-14 07:00:00,33
102.3,11.3, None,89.8,2018-08-14 08:00:00,33
134.2,11.7, None,89.3,2018-08-14 09:00:00,33
139.1,14.0, None,81.0,2018-08-14 10:00:00,33
160.8,14.8, None,77.6,2018-08-14 11:00:00,33
145.4,16.0, None,72.8,2018-08-14 12:00:00,33
121.2,17.5, None,67.0,2018-08-14 13:00:00,33
129.7,18.6, None,62.5,2018-08-14 14:00:00,33
145.8,18.9, None,61.9,2018-08-14 15:00:00,33
159.0,19.0, None,61.6,2018-08-14 16:00:00,33
139.1,19.4, None,59.6,2018-08-14 17:00:00,33
158.8,19.3, None,59.7,2018-08-14 18:00:00,33
139.2,18.8, None,61.8,2018-08-14 19:00:00,33
141.9,18.0, None,65.3,2018-08-14 20:00:00,33
127.6,16.9, None,70.1,2018-08-14 21:00:00,33
144.9,15.3, None,76.7,2018-08-14 22:00:00,33
146.4,14.4, None,79.4,2018-08-14 23:00:00,33
161.3,13.4, None,82.5,2018-08-15 00:00:00,33
121.7,12.0, None,88.0,2018-08-15 01:00:00,33
144.5,11.8, None,89.0,2018-08-15 02:00:00,33
95.1,10.4, None,92.9,2018-08-15 03:00:00,33
358.1,9.2, None,95.1,2018-08-15 04:00:00,33
85.1,8.4, None,95.7,2018-08-15 05:00:00,33
221.4,7.8, None,95.6,2018-08-15 06:00:00,33
324.1,7.6, None,95.4,2018-08-15 07:00:00,33
337.9,9.0, None,94.2,2018-08-15 08:00:00,33
302.1,11.1, None,89.8,2018-08-15 09:00:00,33
332.3,14.1, None,80.1,2018-08-15 10:00:00,33
222.6,16.6, None,68.0,2018-08-15 11:00:00,33
304.6,18.2, None,63.5,2018-08-15 12:00:00,33
327.8,19.4, None,59.8,2018-08-15 13:00:00,33
325.7,20.6, None,53.2,2018-08-15 14:00:00,33
329.0,20.6, None,51.0,2018-08-15 15:00:00,33
