RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None,6.249,107.9, None, None, None, None, None, None, None, None, None, None, None,6.865, None, None, None, None,23.68, None, None, None, None,2018-10-08 00:00:00, None,41
None, None, None, None,6.463,95.8, None, None, None, None, None, None, None, None, None, None, None,7.17, None, None, None, None,23.1, None, None, None, None,2018-10-08 01:00:00, None,41
None, None, None, None,5.96,109.2, None, None, None, None, None, None, None, None, None, None, None,6.467, None, None, None, None,23.39, None, None, None, None,2018-10-08 02:00:00, None,41
None, None, None, None,7.78,103.8, None, None, None, None, None, None, None, None, None, None, None,6.708, None, None, None, None,21.38, None, None, None, None,2018-10-08 03:00:00, None,41
None, None, None, None,6.485,100.8, None, None, None, None, None, None, None, None, None, None, None,6.748, None, None, None, None,21.48, None, None, None, None,2018-10-08 04:00:00, None,41
None, None, None, None,10.25,100.1, None, None, None, None, None, None, None, None, None, None, None,6.738, None, None, None, None,18.73, None, None, None, None,2018-10-08 05:00:00, None,41
None, None, None, None,8.91,103.0, None, None, None, None, None, None, None, None, None, None, None,6.632, None, None, None, None,18.91, None, None, None, None,2018-10-08 06:00:00, None,41
None, None, None, None,9.13,101.0, None, None, None, None, None, None, None, None, None, None, None,6.505, None, None, None, None,18.71, None, None, None, None,2018-10-08 07:00:00, None,41
None, None, None, None,8.46,96.0, None, None, None, None, None, None, None, None, None, None, None,6.563, None, None, None, None,19.94, None, None, None, None,2018-10-08 08:00:00, None,41
None, None, None, None,6.675,95.5, None, None, None, None, None, None, None, None, None, None, None,6.361, None, None, None, None,22.04, None, None, None, None,2018-10-08 09:00:00, None,41
None, None, None, None,6.743,94.9, None, None, None, None, None, None, None, None, None, None, None,6.292, None, None, None, None,23.99, None, None, None, None,2018-10-08 10:00:00, None,41
None, None, None, None,6.913,97.8, None, None, None, None, None, None, None, None, None, None, None,6.244, None, None, None, None,22.49, None, None, None, None,2018-10-08 11:00:00, None,41
None, None, None, None,8.15,100.2, None, None, None, None, None, None, None, None, None, None, None,6.467, None, None, None, None,18.98, None, None, None, None,2018-10-08 12:00:00, None,41
None, None, None, None,7.4,103.9, None, None, None, None, None, None, None, None, None, None, None,6.282, None, None, None, None,19.85, None, None, None, None,2018-10-08 13:00:00, None,41
None, None, None, None,5.089,104.4, None, None, None, None, None, None, None, None, None, None, None,6.67, None, None, None, None,22.88, None, None, None, None,2018-10-08 14:00:00, None,41
None, None, None, None,6.214,105.4, None, None, None, None, None, None, None, None, None, None, None,6.582, None, None, None, None,19.41, None, None, None, None,2018-10-08 15:00:00, None,41
None, None, None, None,4.525,105.5, None, None, None, None, None, None, None, None, None, None, None,7.09, None, None, None, None,20.5, None, None, None, None,2018-10-08 16:00:00, None,41
None, None, None, None,6.145,104.5, None, None, None, None, None, None, None, None, None, None, None,6.639, None, None, None, None,16.93, None, None, None, None,2018-10-08 17:00:00, None,41
None, None, None, None,6.873,103.2, None, None, None, None, None, None, None, None, None, None, None,6.369, None, None, None, None,16.56, None, None, None, None,2018-10-08 18:00:00, None,41
None, None, None, None,3.744,95.6, None, None, None, None, None, None, None, None, None, None, None,6.457, None, None, None, None,20.28, None, None, None, None,2018-10-08 19:00:00, None,41
None, None, None, None,3.11,92.3, None, None, None, None, None, None, None, None, None, None, None,6.525, None, None, None, None,20.44, None, None, None, None,2018-10-08 20:00:00, None,41
None, None, None, None,2.64,63.39, None, None, None, None, None, None, None, None, None, None, None,6.458, None, None, None, None,23.84, None, None, None, None,2018-10-08 21:00:00, None,41
None, None, None, None,1.238,52.42, None, None, None, None, None, None, None, None, None, None, None,6.311, None, None, None, None,52.67, None, None, None, None,2018-10-08 22:00:00, None,41
None, None, None, None,3.998,73.5, None, None, None, None, None, None, None, None, None, None, None,5.972, None, None, None, None,23.53, None, None, None, None,2018-10-08 23:00:00, None,41
None, None, None, None,2.914,64.27, None, None, None, None, None, None, None, None, None, None, None,5.818, None, None, None, None,38.57, None, None, None, None,2018-10-09 00:00:00, None,41
None, None, None, None,1.259,73.0, None, None, None, None, None, None, None, None, None, None, None,5.248, None, None, None, None,39.93, None, None, None, None,2018-10-09 01:00:00, None,41
None, None, None, None,0.549,359.2, None, None, None, None, None, None, None, None, None, None, None,5.364, None, None, None, None,52.12, None, None, None, None,2018-10-09 02:00:00, None,41
None, None, None, None,1.215,23.94, None, None, None, None, None, None, None, None, None, None, None,4.815, None, None, None, None,34.91, None, None, None, None,2018-10-09 03:00:00, None,41
None, None, None, None,2.087,82.5, None, None, None, None, None, None, None, None, None, None, None,3.968, None, None, None, None,30.77, None, None, None, None,2018-10-09 04:00:00, None,41
None, None, None, None,0.665,88.6, None, None, None, None, None, None, None, None, None, None, None,3.919, None, None, None, None,44.73, None, None, None, None,2018-10-09 05:00:00, None,41
None, None, None, None,0.558,41.47, None, None, None, None, None, None, None, None, None, None, None,3.768, None, None, None, None,46.87, None, None, None, None,2018-10-09 06:00:00, None,41
None, None, None, None,2.466,88.5, None, None, None, None, None, None, None, None, None, None, None,2.454, None, None, None, None,23.63, None, None, None, None,2018-10-09 07:00:00, None,41
None, None, None, None,2.599,94.8, None, None, None, None, None, None, None, None, None, None, None,1.814, None, None, None, None,15.17, None, None, None, None,2018-10-09 08:00:00, None,41
None, None, None, None,0.559,94.9, None, None, None, None, None, None, None, None, None, None, None,1.777, None, None, None, None,51.53, None, None, None, None,2018-10-09 09:00:00, None,41
None, None, None, None,2.995,91.6, None, None, None, None, None, None, None, None, None, None, None,2.56, None, None, None, None,18.65, None, None, None, None,2018-10-09 10:00:00, None,41
None, None, None, None,4.61,103.2, None, None, None, None, None, None, None, None, None, None, None,2.502, None, None, None, None,17.75, None, None, None, None,2018-10-09 11:00:00, None,41
