pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 4.859, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-08 13:00:00, None, 1.125,41
None, None, 5.266, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-08 14:00:00, None, 1.762,41
None, None, 5.393, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-08 15:00:00, None, 1.38,41
None, None, 5.682, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-08 16:00:00, None, 1.449,41
None, None, 5.59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-08 17:00:00, None, 1.345,41
None, None, 5.236, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-08 18:00:00, None, 1.459,41
None, None, 5.184, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-08 19:00:00, None, 1.307,41
None, None, 5.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-08 20:00:00, None, 1.273,41
None, None, 4.92, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-08 21:00:00, None, 1.288,41
None, None, 4.768, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-08 22:00:00, None, 1.308,41
None, None, 4.688, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-08 23:00:00, None, 1.347,41
None, None, 4.585, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 00:00:00, None, 1.207,41
None, None, 4.43, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 01:00:00, None, 1.259,41
None, None, 4.26, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 02:00:00, None, 1.244,41
None, None, 3.543, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 03:00:00, None, 1.233,41
None, None, 3.354, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 04:00:00, None, 1.267,41
None, None, 3.01, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 05:00:00, None, 1.266,41
None, None, 3.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 06:00:00, None, 1.242,41
None, None, 3.046, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 07:00:00, None, 1.234,41
None, None, 2.623, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 08:00:00, None, 1.258,41
None, None, 2.508, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 09:00:00, None, 1.326,41
None, None, 2.585, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 10:00:00, None, 1.354,41
None, None, 3.375, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 11:00:00, None, 1.547,41
None, None, 3.962, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 12:00:00, None, 1.633,41
None, None, 3.808, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 13:00:00, None, 1.682,41
None, None, 4.332, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 14:00:00, None, 1.509,41
None, None, 4.503, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 15:00:00, None, 1.343,41
None, None, 4.621, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 16:00:00, None, 1.3,41
None, None, 4.512, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 17:00:00, None, 1.371,41
None, None, 4.231, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 18:00:00, None, 1.28,41
None, None, 3.454, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 19:00:00, None, 1.38,41
None, None, 2.85, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 20:00:00, None, 1.164,41
None, None, 2.898, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 21:00:00, None, 1.169,41
None, None, 3.091, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 22:00:00, None, 1.151,41
None, None, 2.893, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-09 23:00:00, None, 1.185,41
None, None, 2.88, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-10 00:00:00, None, None,41
None, None, 2.844, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-10 01:00:00, None, 1.264,41
None, None, 2.79, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-10 02:00:00, None, 1.324,41
