pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,snwfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None, 13.27, None, None, None, None, -1.0, None, None, 13.3, 13.3, 0.0, None, None, 16.0, None, None,2021-08-20 00:00:00, 13.0, None, None,34
None, None, 13.19, None, None, None, None, -1.0, None, None, 13.2, 13.2, 0.0, None, None, 16.0, None, None,2021-08-20 01:00:00, 12.0, None, None,34
None, None, 13.09, None, None, None, None, 1.0, None, None, 13.1, 13.1, 0.0, None, None, 16.0, None, None,2021-08-20 02:00:00, 12.0, None, None,34
None, None, 12.87, None, None, None, None, 0.0, None, None, 12.9, 12.8, -0.1, None, None, 16.0, None, None,2021-08-20 03:00:00, 12.0, None, None,34
None, None, 12.06, None, None, None, None, -4.0, None, None, 12.1, 12.0, 0.1, None, None, 16.0, None, None,2021-08-20 04:00:00, 8.0, None, None,34
None, None, 11.88, None, None, None, None, -1.0, None, None, 11.9, 11.8, -0.2, None, None, 16.0, None, None,2021-08-20 05:00:00, 7.0, None, None,34
None, None, 11.52, None, None, None, None, -7.0, None, None, 11.5, 11.4, -0.1, None, None, 16.0, None, None,2021-08-20 06:00:00, 0.0, None, None,34
None, None, 11.99, None, None, None, None, -9.0, None, None, 12.0, 11.5, 0.0, None, None, 12.0, None, None,2021-08-20 07:00:00, -8.0, None, None,34
None, None, 12.23, None, None, None, None, 8.0, None, None, 12.2, 11.5, 0.0, None, None, 12.2, None, None,2021-08-20 08:00:00, 0.0, None, None,34
None, None, 12.45, None, None, None, None, 20.0, None, None, 12.5, 11.5, 0.0, None, None, 12.5, None, None,2021-08-20 09:00:00, 19.0, None, None,34
None, None, 12.59, None, None, None, None, -8.0, None, None, 12.6, 11.5, -0.2, None, None, 12.7, None, None,2021-08-20 10:00:00, 12.0, None, None,34
None, None, 12.66, None, None, None, None, 1.0, None, None, 12.7, 11.5, -0.1, None, None, 13.5, None, None,2021-08-20 11:00:00, 12.0, None, None,34
None, None, 14.02, None, None, None, None, 1.0, None, None, 14.0, 11.5, 0.3, None, None, 14.8, None, None,2021-08-20 12:00:00, 13.0, None, None,34
None, None, 16.54, None, None, None, None, 0.0, None, None, 16.5, 11.5, 0.0, None, None, 16.5, None, None,2021-08-20 13:00:00, 13.0, None, None,34
None, None, 17.54, None, None, None, None, 5.0, None, None, 17.5, 11.5, 1.0, None, None, 17.9, None, None,2021-08-20 14:00:00, 17.0, None, None,34
None, None, 20.51, None, None, None, None, 13.0, None, None, 20.5, 11.5, 0.3, None, None, 20.6, None, None,2021-08-20 15:00:00, 30.0, None, None,34
None, None, 19.52, None, None, None, None, -4.0, None, None, 19.5, 11.5, 0.7, None, None, 20.7, None, None,2021-08-20 16:00:00, 26.0, None, None,34
None, None, 16.93, None, None, None, None, -11.0, None, None, 16.9, 11.5, -0.3, None, None, 20.7, None, None,2021-08-20 17:00:00, 15.0, None, None,34
None, None, 17.11, None, None, None, None, -1.0, None, None, 17.1, 11.5, -0.1, None, None, 20.7, None, None,2021-08-20 18:00:00, 14.0, None, None,34
None, None, 16.14, None, None, None, None, 0.0, None, None, 16.1, 16.1, -0.7, None, None, 17.1, None, None,2021-08-20 19:00:00, 14.0, None, None,34
None, None, 15.61, None, None, None, None, 6.0, None, None, 15.6, 15.6, 0.0, None, None, 17.1, None, None,2021-08-20 20:00:00, 19.0, None, None,34
None, None, 14.92, None, None, None, None, 18.0, None, None, 14.9, 14.8, -0.3, None, None, 17.1, None, None,2021-08-20 21:00:00, 37.0, None, None,34
None, None, 14.49, None, None, None, None, -2.0, None, None, 14.5, 14.5, 0.0, None, None, 17.1, None, None,2021-08-20 22:00:00, 35.0, None, None,34
None, None, 13.79, None, None, None, None, -1.0, None, None, 13.8, 13.7, 0.0, None, None, 17.1, None, None,2021-08-20 23:00:00, 35.0, None, None,34
None, None, 13.71, None, None, None, None, -18.0, None, None, 13.7, 13.7, 0.0, None, None, 17.1, None, None,2021-08-21 00:00:00, 16.0, None, None,34
None, None, 13.66, None, None, None, None, 7.0, None, None, 13.7, 13.6, -0.3, None, None, 17.1, None, None,2021-08-21 01:00:00, 24.0, None, None,34
None, None, 13.83, None, None, None, None, -1.0, None, None, 13.8, 13.6, 0.0, None, None, 17.1, None, None,2021-08-21 02:00:00, 23.0, None, None,34
None, None, 14.0, None, None, None, None, 1.0, None, None, 14.0, 13.6, 0.0, None, None, 17.1, None, None,2021-08-21 03:00:00, 23.0, None, None,34
None, None, 13.69, None, None, None, None, -11.0, None, None, 13.7, 13.6, 0.0, None, None, 17.1, None, None,2021-08-21 04:00:00, 12.0, None, None,34
None, None, 13.22, None, None, None, None, -15.0, None, None, 13.2, 13.2, -0.1, None, None, 17.1, None, None,2021-08-21 05:00:00, -3.0, None, None,34
None, None, 14.06, None, None, None, None, -2.0, None, None, 14.1, 13.1, -0.2, None, None, 17.1, None, None,2021-08-21 06:00:00, -5.0, None, None,34
None, None, 14.58, None, None, None, None, 1.0, None, None, 14.6, 13.9, 0.0, None, None, 14.6, None, None,2021-08-21 07:00:00, -3.0, None, None,34
None, None, 14.29, None, None, None, None, 1.0, None, None, 14.3, 13.9, 0.0, None, None, 14.6, None, None,2021-08-21 08:00:00, -2.0, None, None,34
None, None, 14.62, None, None, None, None, -4.0, None, None, 14.6, 13.9, 0.0, None, None, 14.8, None, None,2021-08-21 09:00:00, -6.0, None, None,34
None, None, 15.17, None, None, None, None, 0.0, None, None, 15.2, 13.9, 0.1, None, None, 15.3, None, None,2021-08-21 10:00:00, -6.0, None, None,34
None, None, 15.01, None, None, None, None, 6.0, None, None, 15.0, 13.9, 0.0, None, None, 15.3, None, None,2021-08-21 11:00:00, -1.0, None, None,34
None, None, 15.23, None, None, None, None, -1.0, None, None, 15.2, 13.9, 0.0, None, None, 15.3, None, None,2021-08-21 12:00:00, -1.0, None, None,34
