pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, 4.491, 94.7, 15.1, 95.0, 4.0, 4.5, 4.5, 4.0, 0.0, None,2021-08-20 00:00:00, None, None,34
None, 3.746, 95.2, 15.1, 95.0, 3.0, 3.7, 3.7, 3.0, 0.1, None,2021-08-20 01:00:00, None, None,34
None, 3.018, 96.1, 15.1, 96.0, 2.0, 3.0, 3.0, 2.0, 0.0, None,2021-08-20 02:00:00, None, None,34
None, 2.241, 97.7, 15.1, 98.0, 2.0, 2.2, 2.1, 2.0, 0.0, None,2021-08-20 03:00:00, None, None,34
None, 1.623, 96.4, 15.1, 96.0, 1.0, 1.6, 1.7, 1.0, 0.0, None,2021-08-20 04:00:00, None, None,34
None, 0.958, 97.4, 15.1, 97.0, 1.0, 1.0, 1.0, 1.0, 0.0, None,2021-08-20 05:00:00, None, None,34
None, 0.403, 97.4, 15.1, 97.0, 0.0, 0.4, 0.4, 0.0, 0.0, None,2021-08-20 06:00:00, None, None,34
None, 0.593, 98.3, 0.5, 98.0, 0.0, 0.6, 0.3, 0.0, 0.0, None,2021-08-20 07:00:00, None, None,34
None, 1.29, 98.7, 1.3, 99.0, 1.0, 1.3, 0.3, 1.0, 0.1, None,2021-08-20 08:00:00, None, None,34
None, 5.252, 99.2, 5.3, 99.0, 5.0, 5.3, 0.3, 5.0, 0.4, None,2021-08-20 09:00:00, None, None,34
None, 8.91, 95.7, 8.8, 96.0, 8.0, 8.9, 0.3, 8.0, 0.5, None,2021-08-20 10:00:00, None, None,34
None, 13.98, 73.08, 13.9, 73.0, 9.0, 14.0, 0.3, 9.0, 0.2, None,2021-08-20 11:00:00, None, None,34
None, 16.85, 60.73, 16.8, 61.0, 8.0, 16.9, 0.3, 8.0, 0.6, None,2021-08-20 12:00:00, None, None,34
None, 18.0, 45.87, 18.3, 46.0, 6.0, 18.0, 0.3, 6.0, -0.2, None,2021-08-20 13:00:00, None, None,34
None, 18.91, 43.38, 19.5, 43.0, 6.0, 18.9, 0.3, 6.0, -0.3, None,2021-08-20 14:00:00, None, None,34
None, 20.19, 41.91, 19.9, 42.0, 7.0, 20.2, 0.3, 7.0, -0.4, None,2021-08-20 15:00:00, None, None,34
None, 19.6, 36.7, 20.3, 37.0, 4.0, 19.6, 0.3, 4.0, -0.2, None,2021-08-20 16:00:00, None, None,34
None, 19.18, 40.21, 20.3, 40.0, 6.0, 19.2, 0.3, 6.0, 0.2, None,2021-08-20 17:00:00, None, None,34
None, 19.18, 38.66, 20.3, 39.0, 5.0, 19.2, 0.3, 5.0, 0.0, None,2021-08-20 18:00:00, None, None,34
None, 17.31, 59.74, 19.2, 60.0, 9.0, 17.3, 17.4, 9.0, None, None,2021-08-20 19:00:00, None, None,34
None, 13.17, 77.58, 19.2, 78.0, 10.0, 13.2, 13.3, 10.0, -0.7, None,2021-08-20 20:00:00, None, None,34
None, 9.98, 80.2, 19.2, 80.0, 7.0, 10.0, 9.9, 7.0, -0.5, None,2021-08-20 21:00:00, None, None,34
None, 8.27, 85.5, 19.2, 86.0, 6.0, 8.3, 8.3, 6.0, -0.4, None,2021-08-20 22:00:00, None, None,34
None, 6.963, 88.3, 19.2, 88.0, 5.0, 7.0, 7.0, 5.0, -0.3, None,2021-08-20 23:00:00, None, None,34
None, 5.838, 90.6, 19.2, 91.0, 4.0, 5.8, 5.7, 4.0, -0.1, None,2021-08-21 00:00:00, None, None,34
None, 5.664, 90.7, 19.2, 91.0, 4.0, 5.7, 5.6, 4.0, 0.1, None,2021-08-21 01:00:00, None, None,34
None, 5.917, 90.2, 19.2, 90.0, 5.0, 5.9, 5.6, 5.0, 0.0, None,2021-08-21 02:00:00, None, None,34
None, None, None, 19.2, 93.0, 3.0, 4.7, 4.6, None, 0.0, None,2021-08-21 03:00:00, None, None,34
None, 3.857, 94.0, 19.2, 94.0, 3.0, 3.9, 3.9, 3.0, -0.1, None,2021-08-21 04:00:00, None, None,34
None, 3.984, 94.8, 19.2, 95.0, 3.0, 4.0, 3.5, 3.0, 0.0, None,2021-08-21 05:00:00, None, None,34
None, 4.618, 95.9, 19.2, 96.0, 4.0, 4.6, 3.5, 4.0, 0.2, None,2021-08-21 06:00:00, None, None,34
None, 5.569, 93.8, 5.6, 94.0, 5.0, 5.6, 4.7, 5.0, 0.2, None,2021-08-21 07:00:00, None, None,34
None, 7.153, 93.9, 7.2, 94.0, 6.0, 7.2, 4.7, 6.0, 0.3, None,2021-08-21 08:00:00, None, None,34
None, 10.21, 86.9, 10.2, 87.0, 8.0, 10.2, 4.7, 8.0, 0.3, None,2021-08-21 09:00:00, None, None,34
None, 11.49, 83.7, 11.3, 84.0, 9.0, 11.5, 4.7, 9.0, 0.1, None,2021-08-21 10:00:00, None, None,34
None, 15.22, 69.71, 17.3, 70.0, 10.0, 15.2, 4.7, 10.0, 0.5, None,2021-08-21 11:00:00, None, None,34
None, 15.5, 67.71, 17.3, 68.0, 9.0, 15.5, 4.7, 9.0, 0.0, None,2021-08-21 12:00:00, None, None,34
None, 15.98, 60.12, 17.3, 60.0, 9.0, 16.0, 4.7, 9.0, -0.1, None,2021-08-21 13:00:00, None, None,34
None, 18.65, 39.84, 19.0, 40.0, 4.0, 18.7, 4.7, 4.0, 0.3, None,2021-08-21 14:00:00, None, None,34
None, 18.75, 38.5, 20.7, 39.0, 5.0, 18.8, 4.7, 5.0, -0.3, None,2021-08-21 15:00:00, None, None,34
None, 19.59, 30.54, 20.9, 31.0, 1.0, 19.6, 4.7, 1.0, -0.1, None,2021-08-21 16:00:00, None, None,34
None, 20.13, 32.74, 20.9, 33.0, 4.0, 20.1, 4.7, 4.0, -0.4, None,2021-08-21 17:00:00, None, None,34
None, 17.83, 41.96, 20.9, 42.0, 6.0, 17.8, 4.7, 6.0, -0.4, None,2021-08-21 18:00:00, None, None,34
None, 15.87, 63.63, 17.8, 64.0, 9.0, 15.9, 15.9, 9.0, -0.4, None,2021-08-21 19:00:00, None, None,34
None, 10.84, 87.6, 17.8, 88.0, 9.0, 10.8, 10.9, 9.0, -0.5, None,2021-08-21 20:00:00, None, None,34
None, 9.86, 94.3, 17.8, 94.0, 9.0, 9.9, 9.9, 9.0, 1.0, None,2021-08-21 21:00:00, None, None,34
None, 9.36, 97.1, 17.8, 97.0, 9.0, 9.4, 9.3, 9.0, 0.8, None,2021-08-21 22:00:00, None, None,34
None, 8.71, 97.1, 17.8, 97.0, 8.0, 8.7, 8.7, 8.0, 0.0, None,2021-08-21 23:00:00, None, None,34
None, 8.1, 97.5, 17.8, 98.0, 7.0, 8.1, 8.1, 7.0, -0.1, None,2021-08-22 00:00:00, None, None,34
