station_observations
TempC, SolarRadiationWm, RH, WindSpeedms, Pressurembar, Rainmm, GustSpeedms, time, WindDirection, DewPtC
-18.607, 0.6, 86.9, None, 779.65, 0.0, None, 2018-01-01 00:00:00, 109.5, -20.3
-17.51, 0.6, 86.7, None, 779.95, 0.0, None, 2018-01-01 01:00:00, 132.0, -19.2
-17.295, 0.6, 85.4, None, 780.25, 0.0, None, 2018-01-01 02:00:00, 137.6, -19.2
-14.746, 0.6, 59.9, None, 780.35, 0.0, None, 2018-01-01 03:00:00, 150.2, -20.8
-12.159, 0.6, 32.6, None, 780.05, 0.0, None, 2018-01-01 04:00:00, 150.2, -25.3
-11.577, 0.6, 24.5, None, 780.15, 0.0, None, 2018-01-01 05:00:00, 153.0, -27.9
-11.147, 0.6, 20.7, None, 780.35, 0.0, None, 2018-01-01 06:00:00, 150.2, -29.3
-9.1, 0.6, 19.8, None, 780.45, 0.0, None, 2018-01-01 07:00:00, 147.4, -28.0
-8.397, 18.1, 22.5, None, 780.65, 0.0, None, 2018-01-01 08:00:00, 144.6, -26.0
-7.187, 39.4, 25.8, None, 781.05, 0.0, None, 2018-01-01 09:00:00, 154.4, -23.5
-5.854, 74.4, 24.6, None, 781.75, 0.0, None, 2018-01-01 10:00:00, 146.0, -22.9
-5.418, 239.4, 24.5, None, 782.45, 0.0, None, 2018-01-01 11:00:00, 157.2, -22.6
-5.049, 248.1, 28.4, None, 782.45, 0.0, None, 2018-01-01 12:00:00, 147.4, -20.6
-6.168, 234.4, 42.7, None, 782.75, 0.0, None, 2018-01-01 13:00:00, 160.0, -16.8
-5.885, 170.6, 53.7, None, 782.85, 0.0, None, 2018-01-01 14:00:00, 153.0, -13.8
-5.264, 61.9, 63.9, None, 783.25, 0.0, None, 2018-01-01 15:00:00, 146.0, -11.0
-6.547, 1.9, 70.5, None, 783.75, 0.0, None, 2018-01-01 16:00:00, 153.0, -11.0
-6.073, 0.6, 75.3, None, 784.05, 0.0, None, 2018-01-01 17:00:00, 144.6, -9.7
-5.233, 0.6, 77.3, None, 784.55, 0.0, None, 2018-01-01 18:00:00, 147.4, -8.6
-3.866, 0.6, 75.1, None, 784.35, 0.0, None, 2018-01-01 19:00:00, 148.8, -7.6
-3.956, 0.6, 74.9, None, 783.95, 0.0, None, 2018-01-01 20:00:00, 144.6, -7.8
-4.318, 0.6, 77.5, None, 784.35, 0.0, None, 2018-01-01 21:00:00, 147.4, -7.7
-3.807, 0.6, 77.7, None, 784.95, 0.0, None, 2018-01-01 22:00:00, 141.8, -7.1
-4.712, 0.6, 79.3, None, 785.05, 0.0, None, 2018-01-01 23:00:00, 136.2, -7.8
-3.986, 0.6, 82.6, None, 785.45, 0.0, None, 2018-01-02 00:00:00, 134.8, -6.5
-4.773, 0.6, 82.7, None, 785.65, 0.0, None, 2018-01-02 01:00:00, 139.0, -7.3
-3.866, 0.6, 83.2, None, 786.25, 0.0, None, 2018-01-02 02:00:00, 141.8, -6.3
-3.836, 0.6, 82.0, None, 787.05, 0.0, None, 2018-01-02 03:00:00, 147.4, -6.5
-3.896, 0.6, 81.9, None, 787.35, 0.0, None, 2018-01-02 04:00:00, 143.2, -6.5
-4.743, 0.6, 84.4, None, 787.45, 0.0, None, 2018-01-02 05:00:00, 8.4, -7.0
-4.046, 0.6, 86.7, None, 787.25, 0.0, None, 2018-01-02 06:00:00, 109.5, -5.9
-4.016, 0.6, 85.9, None, 787.05, 0.0, None, 2018-01-02 07:00:00, 113.7, -6.0
-4.197, 4.4, 85.0, None, 786.75, 0.0, None, 2018-01-02 08:00:00, 122.1, -6.3
-2.247, 85.6, 81.1, None, 786.65, 0.0, None, 2018-01-02 09:00:00, 151.6, -5.1
-3.419, 176.9, 78.3, None, 786.65, 0.0, None, 2018-01-02 10:00:00, 147.4, -6.7
-3.183, 231.9, 79.9, None, 786.45, 0.0, None, 2018-01-02 11:00:00, 148.8, -6.2
-2.305, 248.1, 80.1, None, 785.85, 0.0, None, 2018-01-02 12:00:00, 148.8, -5.3
-1.498, 226.9, 74.0, None, 785.65, 0.0, None, 2018-01-02 13:00:00, 154.4, -5.5
-1.242, 43.1, 68.6, None, 785.25, 0.0, None, 2018-01-02 14:00:00, 158.6, -6.3
-1.527, 34.4, 64.4, None, 784.65, 0.0, None, 2018-01-02 15:00:00, 157.2, -7.4
-1.814, 0.6, 66.9, None, 784.05, 0.0, None, 2018-01-02 16:00:00, 144.6, -7.1
-2.45, 0.6, 72.9, None, 783.65, 0.0, None, 2018-01-02 17:00:00, 144.6, -6.6
-1.641, 0.6, 73.7, None, 783.45, 0.0, None, 2018-01-02 18:00:00, 155.8, -5.7
-1.384, 0.6, 75.0, None, 783.15, 0.0, None, 2018-01-02 19:00:00, 157.2, -5.2
-1.556, 0.6, 69.5, None, 782.95, 0.0, None, 2018-01-02 20:00:00, 158.6, -6.4
