WDIR_VECT,TEMP_MEAN,WSPD_SCLR,PRECIP_TOTAL,avg_rel_hum_pst1hr,time,HUMIDITY,avg_air_temp_pst1hr,week_of_year
127.4, 0.6, 0.771, None,95.9,2018-10-22 00:00:00, 93.0,0.037,43
131.3, 0.0, 0.916998, None,97.0,2018-10-22 01:00:00, 95.9,-0.441,43
171.7, -0.4, 0.727998, None,97.7,2018-10-22 02:00:00, 97.0,-0.811999,43
244.2, -0.8, 0.634998, None,97.8,2018-10-22 03:00:00, 97.7,-0.981998,43
171.8, -1.0, 0.985, None,98.3,2018-10-22 04:00:00, 97.8,-1.293,43
181.4, -1.3, 1.091, None,99.3,2018-10-22 05:00:00, 98.3,-1.816,43
233.0, -1.8, 1.149, None,99.3,2018-10-22 06:00:00, 99.3,-1.894,43
230.2, -1.9, 1.368, None,99.8,2018-10-22 07:00:00, 99.3,-2.373,43
229.3, -2.4, 1.261, None,100.0,2018-10-22 08:00:00, 99.8,-2.566,43
223.1, -2.6, 1.544, None,100.0,2018-10-22 09:00:00, 100.0,-2.426,43
215.0, -2.4, 1.223, None,100.0,2018-10-22 10:00:00, 100.0,-1.586,43
218.0, -1.6, 1.41, None,96.1,2018-10-22 11:00:00, 100.0,0.632,43
216.0, 0.6, 0.995, None,72.6,2018-10-22 12:00:00, 96.1,4.279,43
230.2, 4.3, 1.284, None,59.66,2018-10-22 13:00:00, 72.6,7.41,43
217.3, 7.4, 1.522, None,50.14,2018-10-22 14:00:00, 59.7,10.03,43
242.6, 10.0, 1.007, None,44.01,2018-10-22 15:00:00, 50.1,12.58,43
280.1, 12.6, 1.226, None,41.19,2018-10-22 16:00:00, 44.0,13.7,43
285.2, 13.7, 0.745998, None,43.05,2018-10-22 17:00:00, 41.2,13.29,43
313.7, 13.3, 0.611, None,63.15,2018-10-22 18:00:00, 43.1,8.47,43
337.3, 8.5, 0.428, None,77.4,2018-10-22 19:00:00, 63.2,5.873,43
254.6, 5.9, 0.239998, None,81.0,2018-10-22 20:00:00, 77.4,4.628,43
326.8, 4.6, 0.791, None,79.2,2018-10-22 21:00:00, 81.0,3.943,43
33.7, 3.9, 1.045, None,88.0,2018-10-22 22:00:00, 79.2,2.909,43
171.1, 2.9, 0.237, None,90.8,2018-10-22 23:00:00, 88.0,1.71,43
212.7, 1.7, 0.927999, None,96.6,2018-10-23 00:00:00, 90.8,0.967998,43
206.2, 1.0, 0.883, None,97.2,2018-10-23 01:00:00, 96.6,0.305,43
222.1, 0.3, 0.661, None,97.8,2018-10-23 02:00:00, 97.2,-0.157,43
230.1, -0.2, 0.592, None,98.2,2018-10-23 03:00:00, 97.8,-0.488999,43
236.4, -0.5, 0.912998, None,98.9,2018-10-23 04:00:00, 98.2,-0.922999,43
233.2, -0.9, 0.742999, None,99.1,2018-10-23 05:00:00, 98.9,-1.487,43
249.7, -1.5, 0.898998, None,100.0,2018-10-23 06:00:00, 99.1,-1.9,43
240.4, -1.9, 1.129, None,100.0,2018-10-23 07:00:00, 100.0,-2.185,43
231.5, -2.2, 1.189, None,100.0,2018-10-23 08:00:00, 100.0,-2.34,43
239.5, -2.3, 1.028, None,100.0,2018-10-23 09:00:00, 100.0,-1.757,43
234.5, -1.8, 0.634, None,100.0,2018-10-23 10:00:00, 100.0,-0.296999,43
231.0, -0.3, 0.862999, None,92.5,2018-10-23 11:00:00, 100.0,2.83,43
235.4, 2.8, 0.847, None,68.06,2018-10-23 12:00:00, 92.5,6.788,43
226.6, 6.8, 0.984, None,56.35,2018-10-23 13:00:00, 68.1,9.87,43
246.0, 9.9, 0.908999, None,48.86,2018-10-23 14:00:00, 56.4,12.26,43
251.6, 12.3, 0.755999, None,43.55,2018-10-23 15:00:00, 48.9,14.16,43
260.2, 14.2, 0.976, None,42.59,2018-10-23 16:00:00, 43.6,15.16,43
197.0, 15.2, 0.333999, None,51.85,2018-10-23 17:00:00, 42.6,13.24,43
226.9, 13.2, 0.638998, None,60.93,2018-10-23 18:00:00, 51.9,11.08,43
348.1, 11.1, 0.358999, None,71.0,2018-10-23 19:00:00, 60.9,9.29,43
307.8, 9.3, 0.354, None,76.7,2018-10-23 20:00:00, 71.0,8.35,43
251.3, 8.4, 0.605, None,79.1,2018-10-23 21:00:00, 76.7,7.61,43
284.4, 7.6, 0.287999, None,81.4,2018-10-23 22:00:00, 79.1,7.14,43
231.8, 7.1, 1.048, None,82.4,2018-10-23 23:00:00, 81.4,6.841,43
237.0, 6.8, 0.787998, None,83.4,2018-10-24 00:00:00, 82.4,6.391,43
296.5, 6.4, 0.935998, None,85.5,2018-10-24 01:00:00, 83.4,5.816,43
260.8, 5.8, 0.732999, None,88.0,2018-10-24 02:00:00, 85.5,5.697,43
317.2, 5.7, 0.705999, None,88.8,2018-10-24 03:00:00, 88.0,5.572,43
242.4, 5.6, 0.446999, None,89.0,2018-10-24 04:00:00, 88.8,5.584,43
31.6, 5.6, 0.266999, None,88.2,2018-10-24 05:00:00, 89.0,5.692,43
266.3, 5.7, 0.536, None,88.8,2018-10-24 06:00:00, 88.2,5.645,43
241.6, 5.6, 0.763, None,86.8,2018-10-24 07:00:00, 88.8,5.461,43
250.1, 5.5, 0.892, None,89.0,2018-10-24 08:00:00, 86.8,5.229,43
262.1, 5.2, 0.192, None,88.9,2018-10-24 09:00:00, 89.0,5.555,43
265.1, 5.6, 0.245, None,80.1,2018-10-24 10:00:00, 88.9,7.35,43
252.8, 7.3, 0.643998, None,62.51,2018-10-24 11:00:00, 80.1,10.52,43
260.0, 10.5, 1.204, None,50.74,2018-10-24 12:00:00, 62.5,13.3,43
218.2, 13.3, 1.842, None,42.81,2018-10-24 13:00:00, 50.7,14.83,43
226.4, 14.8, 2.44, None,39.99,2018-10-24 14:00:00, 42.8,15.71,43
191.2, 15.7, 4.632, None,34.66,2018-10-24 15:00:00, 40.0,16.73,43
174.7, 16.7, 5.223, None,32.32,2018-10-24 16:00:00, 34.7,16.74,43
170.3, 16.7, 2.967, None,34.15,2018-10-24 17:00:00, 32.3,15.62,43
141.3, 15.6, 1.612, None,40.09,2018-10-24 18:00:00, 34.2,14.03,43
140.9, 14.0, 0.342999, None,49.58,2018-10-24 19:00:00, 40.1,11.73,43
87.1, 11.7, 0.518, None,65.62,2018-10-24 20:00:00, 49.6,9.39,43
241.5, 9.4, 0.352999, None,68.97,2018-10-24 21:00:00, 65.6,9.05,43
243.8, 9.1, 1.023, None,64.69,2018-10-24 22:00:00, 69.0,9.88,43
167.9, 9.9, 2.144, None,49.02,2018-10-24 23:00:00, 64.7,11.12,43
97.4, 11.1, 1.604, None,49.36,2018-10-25 00:00:00, 49.0,11.15,43
137.5, 11.2, 1.757, None,47.43,2018-10-25 01:00:00, 49.4,11.32,43
120.6, 11.3, 2.401, None,49.42,2018-10-25 02:00:00, 47.4,11.38,43
129.3, 11.4, 2.192, None,52.89,2018-10-25 03:00:00, 49.4,10.77,43
136.4, 10.8, 3.183, None,55.21,2018-10-25 04:00:00, 52.9,10.4,43
142.1, 10.4, 3.292, None,56.09,2018-10-25 05:00:00, 55.2,10.27,43
155.6, 10.3, 3.99, None,56.21,2018-10-25 06:00:00, 56.1,9.81,43
145.5, 9.8, 3.089, None,58.0,2018-10-25 07:00:00, 56.2,9.16,43
132.2, 9.2, 2.546, None,60.21,2018-10-25 08:00:00, 58.0,8.25,43
119.5, 8.3, 2.065, None,62.07,2018-10-25 09:00:00, 60.2,8.83,43
133.2, 8.8, 2.475, None,56.19,2018-10-25 10:00:00, 62.1,10.46,43
131.1, 10.5, 2.301, None,52.6,2018-10-25 11:00:00, 56.2,11.5,43
117.8, 11.5, 3.229, None,53.07,2018-10-25 12:00:00, 52.6,12.38,43
143.7, 12.4, 5.749, None,51.2,2018-10-25 13:00:00, 53.1,13.14,43
168.2, 13.1, 4.548, None,50.14,2018-10-25 14:00:00, 51.2,13.43,43
183.7, 13.4, 1.563, None,43.95,2018-10-25 15:00:00, 50.1,13.91,43
358.1, 13.9, 0.936999, None,39.93,2018-10-25 16:00:00, 44.0,14.61,43
2.5, 14.6, 1.364, None,48.66,2018-10-25 17:00:00, 39.9,13.45,43
84.9, 13.5, 1.221, None,65.43,2018-10-25 18:00:00, 48.7,10.13,43
33.0, 10.1, 0.967, None,76.4,2018-10-25 19:00:00, 65.4,7.35,43
71.3, 7.3, 1.378, None,80.2,2018-10-25 20:00:00, 76.4,5.968,43
22.2, 6.0, 1.827, None,77.4,2018-10-25 21:00:00, 80.2,5.129,43
326.5, 5.1, 1.335, None,78.8,2018-10-25 22:00:00, 77.4,3.938,43
327.0, 3.9, 0.906, None,84.5,2018-10-25 23:00:00, 78.8,2.742,43
217.8, 2.7, 1.174, None,83.4,2018-10-26 00:00:00, 84.5,1.467,43
211.0, 1.5, 0.911, None,84.7,2018-10-26 01:00:00, 83.4,0.725,43
