WDIR_VECT,TEMP_MEAN,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
169.8, 0.9, 76.8, None,2020-01-29 00:00:00, None,5
161.3, 2.7, 67.0, None,2020-01-29 01:00:00, None,5
167.9, 3.7, 62.6, None,2020-01-29 02:00:00, None,5
168.5, 4.1, 60.2, None,2020-01-29 03:00:00, None,5
167.9, 4.6, 56.8, None,2020-01-29 04:00:00, None,5
170.0, 4.7, 57.7, None,2020-01-29 05:00:00, None,5
171.0, 4.9, 57.6, None,2020-01-29 06:00:00, None,5
171.0, 4.9, 57.9, None,2020-01-29 07:00:00, None,5
171.0, 4.9, 59.8, None,2020-01-29 08:00:00, None,5
174.1, 5.0, 59.8, None,2020-01-29 09:00:00, None,5
179.4, 5.4, 59.1, None,2020-01-29 10:00:00, None,5
185.6, 5.6, 59.1, None,2020-01-29 11:00:00, None,5
183.4, 5.6, 59.7, None,2020-01-29 12:00:00, None,5
189.9, 5.6, 61.3, None,2020-01-29 13:00:00, None,5
180.9, 5.0, 70.0, None,2020-01-29 14:00:00, None,5
161.4, 5.3, 68.7, None,2020-01-29 15:00:00, None,5
199.1, 5.7, 64.9, None,2020-01-29 16:00:00, None,5
254.3, 6.2, 41.2, None,2020-01-29 17:00:00, None,5
245.1, 5.6, 42.1, None,2020-01-29 18:00:00, None,5
234.9, 4.9, 38.1, None,2020-01-29 19:00:00, None,5
231.0, 3.8, 39.6, None,2020-01-29 20:00:00, None,5
208.1, 3.1, 43.7, None,2020-01-29 21:00:00, None,5
201.9, 2.3, 45.5, None,2020-01-29 22:00:00, None,5
155.5, 1.3, 49.2, None,2020-01-29 23:00:00, None,5
134.9, 0.3, 52.2, None,2020-01-30 00:00:00, None,5
136.9, 0.0, 50.6, None,2020-01-30 01:00:00, None,5
153.7, -1.7, 59.4, None,2020-01-30 02:00:00, None,5
163.4, -2.2, 63.7, None,2020-01-30 03:00:00, None,5
165.6, -0.6, 57.7, None,2020-01-30 04:00:00, None,5
169.7, 0.2, 56.4, None,2020-01-30 05:00:00, None,5
161.6, 0.4, 54.9, None,2020-01-30 06:00:00, None,5
