pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 11.41, 98.7,2022-10-01 00:00:00, 14.0, None, 11.0, 11.4, 11.2, 0.1, None, 99.0, None, None, None, None,40
None, None, 11.89, 98.9,2022-10-01 01:00:00, 14.0, None, 12.0, 11.9, 10.9, 0.2, None, 99.0, None, None, None, None,40
None, None, 11.54, 98.5,2022-10-01 02:00:00, 14.0, None, 11.0, 11.5, 10.9, 0.8, None, 99.0, None, None, None, None,40
None, None, 11.46, 99.0,2022-10-01 03:00:00, 14.0, None, 11.0, 11.5, 10.9, 0.8, None, 99.0, None, None, None, None,40
None, None, 11.64, 98.9,2022-10-01 04:00:00, 14.0, None, 11.0, 11.6, 10.9, 0.4, None, 99.0, None, None, None, None,40
None, None, 11.75, 98.5,2022-10-01 05:00:00, 14.0, None, 12.0, 11.8, 10.9, 0.2, None, 99.0, None, None, None, None,40
None, None, 11.81, 98.2,2022-10-01 06:00:00, 14.0, None, 11.0, 11.8, 10.9, 0.1, None, 98.0, None, None, None, None,40
None, None, 11.35, 98.8,2022-10-01 07:00:00, 11.8, None, 11.0, 11.4, 11.1, 0.3, None, 99.0, None, None, None, None,40
None, None, 10.94, 98.7,2022-10-01 08:00:00, 11.8, None, 11.0, 10.9, 10.9, 0.5, None, 99.0, None, None, None, None,40
None, None, 11.03, 99.0,2022-10-01 09:00:00, 11.8, None, 11.0, 11.0, 10.5, 0.4, None, 99.0, None, None, None, None,40
None, None, 11.5, 99.0,2022-10-01 10:00:00, 11.8, None, 11.0, 11.5, 10.5, 0.9, None, 99.0, None, None, None, None,40
None, None, 11.83, 97.3,2022-10-01 11:00:00, 12.1, None, 11.0, 11.8, 10.5, 0.6, None, 97.0, None, None, None, None,40
None, None, 11.96, 96.2,2022-10-01 12:00:00, 12.7, None, 11.0, 12.0, 10.5, 0.6, None, 96.0, None, None, None, None,40
None, None, 12.15, 93.4,2022-10-01 13:00:00, 12.7, None, 11.0, 12.2, 10.5, 0.3, None, 93.0, None, None, None, None,40
None, None, 11.55, 97.7,2022-10-01 14:00:00, 12.7, None, 11.0, 11.6, 10.5, 1.3, None, 98.0, None, None, None, None,40
None, None, 11.35, 98.2,2022-10-01 15:00:00, 12.7, None, 11.0, 11.4, 10.5, 1.5, None, 98.0, None, None, None, None,40
None, None, 11.6, 98.1,2022-10-01 16:00:00, 12.7, None, 11.0, 11.6, 10.5, 1.4, None, 98.0, None, None, None, None,40
None, None, 11.3, 96.4,2022-10-01 17:00:00, 12.7, None, 11.0, 11.3, 10.5, 1.6, None, 96.0, None, None, None, None,40
None, None, 10.85, 97.7,2022-10-01 18:00:00, 12.7, None, 10.0, 10.9, 10.5, 0.2, None, 98.0, None, None, None, None,40
None, None, 9.85, 96.9,2022-10-01 19:00:00, 10.9, None, 9.0, 9.9, 9.9, 0.0, None, 97.0, None, None, None, None,40
12.2, None, 8.84, 97.9,2022-10-01 20:00:00, 10.9, None, 8.0, 8.8, 8.9, 0.2, None, 98.0, None, None, None, None,40
12.2, None, 8.41, 96.6,2022-10-01 21:00:00, 10.9, None, 8.0, 8.4, 8.5, 0.0, None, 97.0, None, None, None, None,40
12.2, None, 7.737, 96.3,2022-10-01 22:00:00, 10.9, None, 7.0, 7.7, 7.7, 0.1, None, 96.0, None, None, None, None,40
12.2, None, 6.468, 97.9,2022-10-01 23:00:00, 10.9, None, 6.0, 6.5, 6.4, 0.1, None, 98.0, None, None, None, None,40
12.2, None, 5.653, 98.1,2022-10-02 00:00:00, 10.9, None, 5.0, 5.7, 5.6, 0.0, None, 98.0, None, None, None, None,40
