CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, 9.52, 17.59, None, None, None, None, 0.0, 0.0, 0.0, -14.0, None, 9.5, 9.5, -0.3, -14.0, None, None, 16.4, None, None, 18.0, None,2022-10-01 00:00:00, None, None, None, None,40
None, 8.98, 17.76, None, None, None, None, 0.0, 0.0, 0.0, -14.0, None, 9.0, 9.0, -0.2, -14.0, None, None, 16.4, None, None, 18.0, None,2022-10-01 01:00:00, None, None, None, None,40
None, 8.28, 17.97, None, None, None, None, 0.002, 0.0, 74.8, -15.0, None, 8.3, 8.3, -0.2, -15.0, None, None, 16.4, None, None, 18.0, None,2022-10-01 02:00:00, None, None, None, None,40
None, 8.02, 18.04, None, None, None, None, 0.0, 0.0, 0.0, -15.0, None, 8.0, 8.0, -0.1, -15.0, None, None, 16.4, None, None, 18.0, None,2022-10-01 03:00:00, None, None, None, None,40
None, 8.02, 18.04, None, None, None, None, 0.016, 0.0, 106.4, -15.0, None, 8.0, 7.9, -0.1, -15.0, None, None, 16.4, None, None, 18.0, None,2022-10-01 04:00:00, None, None, None, None,40
None, 7.62, 18.16, None, None, None, None, 0.0, 0.0, 0.0, -15.0, None, 7.6, 7.6, 0.0, -15.0, None, None, 16.4, None, None, 18.0, None,2022-10-01 05:00:00, None, None, None, None,40
None, 7.35, 18.24, None, None, None, None, 0.0, 0.0, 0.0, -15.0, None, 7.4, 7.3, 0.0, -15.0, None, None, 16.4, None, None, 18.0, None,2022-10-01 06:00:00, None, None, None, None,40
None, 7.78, 18.12, None, None, None, None, 5.949, 0.948, 120.8, -15.0, None, 7.8, 7.0, -0.1, -15.0, None, None, 7.8, None, None, 18.0, None,2022-10-01 07:00:00, None, None, None, None,40
None, 7.99, 18.05, None, None, None, None, 5.719, 0.56, 115.5, -15.0, None, 8.0, 7.0, 0.0, -15.0, None, None, 8.3, None, None, 18.0, None,2022-10-01 08:00:00, None, None, None, None,40
None, 11.77, 16.92, None, None, None, None, 7.87, 0.035, 125.1, -13.0, None, 11.8, 7.0, 0.5, -13.0, None, None, 11.8, None, None, 17.0, None,2022-10-01 09:00:00, None, None, None, None,40
None, 13.34, 16.45, None, None, None, None, 12.9, 0.485, 183.1, -12.0, None, 13.3, 7.0, 1.3, -12.0, None, None, 13.3, None, None, 16.0, None,2022-10-01 10:00:00, None, None, None, None,40
None, 14.75, 16.03, None, None, None, None, 20.57, 2.458, 159.9, -11.0, None, 14.8, 7.0, 1.3, -11.0, None, None, 14.8, None, None, 16.0, None,2022-10-01 11:00:00, None, None, None, None,40
None, 16.12, 15.61, None, None, None, None, 21.22, 3.936, 171.2, -10.0, None, 16.1, 7.0, 0.8, -10.0, None, None, 16.1, None, None, 16.0, None,2022-10-01 12:00:00, None, None, None, None,40
None, 18.24, 14.98, None, None, None, None, 18.81, 4.517, 189.1, -9.0, None, 18.2, 7.0, 0.2, -9.0, None, None, 18.2, None, None, 15.0, None,2022-10-01 13:00:00, None, None, None, None,40
None, 18.79, 14.81, None, None, None, None, 23.28, 5.406, 192.1, -9.0, None, 18.8, 7.0, 0.4, -9.0, None, None, 18.8, None, None, 15.0, None,2022-10-01 14:00:00, None, None, None, None,40
None, 20.26, 14.37, None, None, None, None, 22.27, 8.18, 192.6, -8.0, None, 20.3, 7.0, 0.7, -8.0, None, None, 20.3, None, None, 14.0, None,2022-10-01 15:00:00, None, None, None, None,40
None, 20.19, 14.39, None, None, None, None, 23.08, 8.25, 199.0, -8.0, None, 20.2, 7.0, 0.7, -8.0, None, None, 20.6, None, None, 14.0, None,2022-10-01 16:00:00, None, None, None, None,40
