time,tasmin,tasmax,pcp,week_of_year
2018-01-29,-12.4,-2.4,39.0,5
2018-01-30,-5.0,-2.9,36.2,5
2018-01-31,-6.6,-1.8,7.9,5
2018-02-01,-9.3,-1.7,10.8,5
2018-02-02,-6.5,1.5,20.4,5
2018-02-03,-15.4,-0.4,1.9,5
2018-02-04,-17.1,-13.4,27.8,5
