pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None, -10.25, 71.16, -10.3, 71.0, -14.0, -10.3, -11.8, -14.0, 0.0, None,2022-12-24 00:00:00, None, 960.0,52
None, -10.19, 69.45, -9.9, 69.0, -14.0, -10.2, -11.8, -14.0, 0.0, None,2022-12-24 01:00:00, None, 960.0,52
None, -9.87, 66.53, -9.8, 67.0, -14.0, -9.9, -11.8, -14.0, 0.0, None,2022-12-24 02:00:00, None, 960.0,52
None, -9.5, 66.43, -9.6, 66.0, -14.0, -9.5, -11.8, -14.0, 0.0, None,2022-12-24 03:00:00, None, 960.0,52
None, -9.66, 67.96, -9.5, 68.0, -14.0, -9.7, -11.8, -14.0, 0.0, None,2022-12-24 04:00:00, None, 960.0,52
None, -9.19, 70.68, -9.1, 71.0, -13.0, -9.2, -11.8, -13.0, 0.0, None,2022-12-24 06:00:00, None, 959.0,52
None, -8.95, 72.51, -8.9, 73.0, -13.0, -9.0, -9.3, -13.0, 0.0, None,2022-12-24 07:00:00, None, 958.0,52
None, -8.33, 76.51, -8.3, 77.0, -11.0, -8.3, -9.3, -11.0, 0.0, None,2022-12-24 11:00:00, None, 955.0,52
None, None, None, -7.8, 81.0, -10.0, -7.9, -9.3, None, 0.1, None,2022-12-24 13:00:00, None, 955.0,52
None, -7.05, 77.51, -6.9, 78.0, -10.0, -7.1, -9.3, -10.0, 0.0, None,2022-12-24 14:00:00, None, 953.0,52
None, -7.03, 76.59, -6.9, 77.0, -10.0, -7.0, -9.3, -10.0, 0.0, None,2022-12-24 15:00:00, None, 953.0,52
None, -7.007, 77.53, -6.7, 78.0, -10.0, -7.0, -9.3, -10.0, 0.1, None,2022-12-24 16:00:00, None, 953.0,52
None, -7.007, 79.94, -6.7, 80.0, -10.0, -7.0, -9.3, -10.0, 0.1, None,2022-12-24 17:00:00, None, 954.0,52
None, -6.686, 79.54, -6.6, 80.0, -10.0, -6.7, -9.3, -10.0, 0.0, None,2022-12-24 18:00:00, None, 954.0,52
None, -6.9, 84.1, -6.6, 84.0, -9.0, -6.9, -7.1, -9.0, 0.4, None,2022-12-24 19:00:00, None, 956.0,52
None, -6.686, 82.4, -6.6, 82.0, -9.0, -6.7, -7.3, -9.0, 0.0, None,2022-12-24 20:00:00, None, 958.0,52
None, -7.37, 83.5, -6.6, 84.0, -9.0, -7.4, -7.3, -9.0, 0.0, None,2022-12-24 21:00:00, None, 958.0,52
None, -7.809, 83.9, -6.6, 84.0, -10.0, -7.8, -8.0, -10.0, 0.0, None,2022-12-24 22:00:00, None, 957.0,52
None, -8.15, 84.8, -6.6, 85.0, -10.0, -8.2, -8.2, -10.0, 0.0, None,2022-12-24 23:00:00, None, 957.0,52
None, -8.15, 86.0, -6.6, 86.0, -10.0, -8.2, -8.5, -10.0, 0.0, None,2022-12-25 00:00:00, None, 958.0,52
None, -8.32, 86.9, -6.6, 87.0, -10.0, -8.3, -8.5, -10.0, 0.0, None,2022-12-25 01:00:00, None, 959.0,52
None, -8.41, 87.0, -6.6, 87.0, -10.0, -8.4, -8.6, -10.0, 0.0, None,2022-12-25 02:00:00, None, 960.0,52
None, -8.3, 87.1, -6.6, 87.0, -10.0, -8.3, -8.6, -10.0, 0.0, None,2022-12-25 03:00:00, None, 961.0,52
None, -8.11, 86.6, -6.6, 87.0, -10.0, -8.1, -8.6, -10.0, 0.0, None,2022-12-25 04:00:00, None, 962.0,52
0.4, -7.861, 85.8, -6.6, 86.0, -10.0, -7.9, -8.6, -10.0, 0.0, None,2022-12-25 05:00:00, None, 961.0,52
None, None, None, -7.7, 86.0, -10.0, -7.8, -7.9, None, 0.0, None,2022-12-25 07:00:00, None, 962.0,52
0.4, None, None, -7.6, 85.0, -9.0, -7.7, -7.9, None, 0.0, None,2022-12-25 08:00:00, None, 962.0,52
