RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
86.8, None, None, None, None, None, -16.0, -15.8, None, None, None, None, None, 66.0, None, 66.34, None, None, -13.93, None, -14.0, 87.0, None, None, None, -13.9, 0.1, 0.0,2022-12-24 00:00:00,52
86.6, None, None, None, 1.675, 52.3, -15.0, -15.8, None, None, None, None, None, 66.0, None, 65.87, None, None, -13.7, None, -13.7, 87.0, None, 72.92, None, -13.7, 0.0, -1.0,2022-12-24 01:00:00,52
86.8, None, None, None, 4.844, 347.6, -15.0, -15.8, None, None, None, None, None, 66.0, None, 65.68, None, None, -13.54, None, -13.4, 87.0, None, 27.49, None, -13.5, 0.0, 0.0,2022-12-24 02:00:00,52
88.3, None, None, None, 4.604, 297.1, -14.0, -15.8, None, None, None, None, None, 66.0, None, 65.89, None, None, -12.65, None, -12.7, 88.0, None, 54.65, None, -12.7, 0.0, 0.0,2022-12-24 03:00:00,52
87.6, None, None, None, 3.998, 237.8, -14.0, -15.8, None, None, None, None, None, 66.0, None, 65.64, None, None, -12.44, None, -12.2, 88.0, None, 64.06, None, -12.4, -0.1, 0.0,2022-12-24 04:00:00,52
87.4, None, None, None, 3.477, 328.1, -14.0, -15.8, None, None, None, None, None, 64.0, None, 64.46, None, None, -12.12, None, -11.8, 87.0, None, 64.04, None, -12.1, 0.2, -1.0,2022-12-24 05:00:00,52
88.5, None, None, None, 4.592, 313.4, -13.0, -15.8, None, None, None, None, None, 65.0, None, 65.09, None, None, -11.84, None, -11.8, 89.0, None, 45.36, None, -11.8, 0.1, 1.0,2022-12-24 06:00:00,52
88.3, None, None, None, 3.886, 296.1, -12.0, -12.0, None, None, None, None, None, 64.0, None, 64.32, None, None, -11.04, None, -10.7, 88.0, None, 50.48, None, -11.0, 0.1, -1.0,2022-12-24 07:00:00,52
89.2, None, None, None, 1.959, 309.1, -12.0, -12.0, None, None, None, None, None, 65.0, None, 64.8, None, None, -11.06, None, -10.7, 89.0, None, 75.6, None, -11.1, 0.1, 1.0,2022-12-24 08:00:00,52
90.0, None, None, None, None, None, -12.0, -12.0, None, None, None, None, None, 64.0, None, 64.45, None, None, -10.43, None, -10.5, 90.0, None, None, None, -10.4, 0.0, 0.0,2022-12-24 09:00:00,52
90.2, None, None, None, 3.819, 230.5, -11.0, -12.0, None, None, None, None, None, 64.0, None, 64.34, None, None, -9.79, None, -9.7, 90.0, None, 62.95, None, -9.8, 0.1, 0.0,2022-12-24 10:00:00,52
92.1, None, None, None, 6.334, 220.7, -10.0, -12.0, None, None, None, None, None, 65.0, None, 64.95, None, None, -8.82, None, -9.0, 92.0, None, 49.96, None, -8.8, 0.0, 1.0,2022-12-24 11:00:00,52
91.8, None, None, None, 8.44, 204.0, -10.0, -12.0, None, None, None, None, None, 66.0, None, 65.77, None, None, -8.5, None, -8.5, 92.0, None, 33.14, None, -8.5, 0.0, 1.0,2022-12-24 12:00:00,52
91.4, None, None, None, 14.72, 212.7, -9.0, -12.0, None, None, None, None, None, 66.0, None, 65.64, None, None, -8.1, None, -8.1, 91.0, None, 15.87, None, -8.1, 0.5, 0.0,2022-12-24 13:00:00,52
93.5, None, None, None, 15.74, 212.2, -7.0, -12.0, None, None, None, None, None, 67.0, None, 66.53, None, None, -6.538, None, -6.5, 94.0, None, 12.58, None, -6.5, 1.7, 1.0,2022-12-24 14:00:00,52
92.9, None, None, None, 17.21, 211.4, -8.0, -12.0, None, None, None, None, None, 67.0, None, 67.24, None, None, -6.759, None, -6.1, 93.0, None, 16.09, None, -6.8, 2.4, 1.0,2022-12-24 15:00:00,52
93.0, None, None, None, None, None, -7.0, -12.0, None, None, None, None, None, 67.0, None, 67.42, None, None, -6.171, None, -4.7, 93.0, None, None, None, -6.2, 0.0, 0.0,2022-12-24 16:00:00,52
92.8, None, None, None, 3.943, 195.3, -7.0, -12.0, None, None, None, None, None, 68.0, None, 67.72, None, None, -6.562, None, -4.7, 93.0, None, 61.69, None, -6.6, 0.0, 1.0,2022-12-24 17:00:00,52
92.4, None, None, None, 3.401, 192.2, -8.0, -12.0, None, None, None, None, None, 68.0, None, 67.66, None, None, -7.111, None, -4.7, 92.0, None, 45.42, None, -7.1, -0.1, 0.0,2022-12-24 18:00:00,52
92.6, None, None, None, 5.165, 197.6, -8.0, -7.4, None, None, None, None, None, 69.0, None, 69.45, None, None, -7.182, None, -7.0, 93.0, None, 39.79, None, -7.2, 0.2, 2.0,2022-12-24 19:00:00,52
92.5, None, None, None, 2.867, 215.5, -8.0, -7.4, None, None, None, None, None, 69.0, None, 69.25, None, None, -7.281, None, -7.0, 93.0, None, 51.9, None, -7.3, 0.2, 0.0,2022-12-24 20:00:00,52
92.6, None, None, None, 6.577, 207.8, -8.0, -7.4, None, None, None, None, None, 69.0, None, 68.78, None, None, -7.151, None, -7.0, 93.0, None, 35.26, None, -7.2, 0.2, -1.0,2022-12-24 21:00:00,52
93.8, None, None, None, 9.34, 218.6, -7.0, -7.4, None, None, None, None, None, 69.0, None, 69.18, None, None, -6.414, None, -6.4, 94.0, None, 7.919, None, -6.4, 0.2, 1.0,2022-12-24 22:00:00,52
95.4, None, None, None, 5.402, 215.2, -5.0, -7.4, None, None, None, None, None, 68.0, None, 67.67, None, None, -4.388, None, -4.3, 95.0, None, 26.77, None, -4.4, 0.2, -2.0,2022-12-24 23:00:00,52
93.4, None, None, None, 2.926, 285.4, -6.0, -7.4, None, None, None, None, None, 67.0, None, 67.1, None, None, -5.553, None, -4.2, 93.0, None, 78.16, None, -5.6, -0.3, -1.0,2022-12-25 00:00:00,52
95.9, None, None, None, 2.599, 217.7, -5.0, -7.4, None, None, None, None, None, 68.0, None, 67.76, None, None, -4.326, None, -4.2, 96.0, None, 53.65, None, -4.3, 0.4, 1.0,2022-12-25 01:00:00,52
92.3, None, None, None, 4.122, 203.0, -8.0, -7.4, None, None, None, None, None, 67.0, None, 67.2, None, None, -6.511, None, -4.2, 92.0, None, 37.82, None, -6.5, -0.5, -1.0,2022-12-25 02:00:00,52
95.4, None, None, None, 2.722, 268.4, -5.0, -7.4, None, None, None, None, None, 67.0, None, 67.4, None, None, -4.91, None, -4.2, 95.0, None, 71.87, None, -4.9, 0.5, 0.0,2022-12-25 03:00:00,52
95.8, None, None, None, 2.779, 289.3, -5.0, -7.4, None, None, None, None, None, 68.0, None, 67.54, None, None, -4.02, None, -4.1, 96.0, None, 56.77, None, -4.0, 0.0, 0.0,2022-12-25 04:00:00,52
97.2, None, None, None, 2.334, 246.3, -3.0, -7.4, None, None, None, None, None, 67.0, None, 67.29, None, None, -2.671, None, -2.7, 97.0, None, 72.5, None, -2.7, 0.1, 0.0,2022-12-25 05:00:00,52
97.5, None, None, None, 4.666, 202.5, -2.0, -7.4, None, None, None, None, None, 67.0, None, 67.34, None, None, -1.898, None, -1.8, 98.0, None, 34.87, None, -1.9, 0.2, 0.0,2022-12-25 06:00:00,52
