CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None,-5.21, 51.26, None, None, None, None,7.05,1.429,108.6, None, None, None, None, None, -13.0, None, None, None, None, None, None, None,2016-02-05 00:00:00, None, None, None, None,6
None,-5.42, 51.55, None, None, None, None,12.31,1.352,123.9, None, None, None, None, None, -13.0, None, None, None, None, None, None, None,2016-02-05 01:00:00, None, None, None, None,6
None,-5.401, 58.78, None, None, None, None,7.28,2.288,109.6, None, None, None, None, None, -11.0, None, None, None, None, None, None, None,2016-02-05 02:00:00, None, None, None, None,6
None,-5.611, 69.38, None, None, None, None,3.601,0.286,111.3, None, None, None, None, None, -10.0, None, None, None, None, None, None, None,2016-02-05 03:00:00, None, None, None, None,6
None,-5.458, 69.19, None, None, None, None,5.226,0.45,117.7, None, None, None, None, None, -10.0, None, None, None, None, None, None, None,2016-02-05 04:00:00, None, None, None, None,6
None,-4.905, 64.75, None, None, None, None,4.24,2.008,110.6, None, None, None, None, None, -10.0, None, None, None, None, None, None, None,2016-02-05 05:00:00, None, None, None, None,6
None,-4.042, 57.34, None, None, None, None,18.05,2.24,91.6, None, None, None, None, None, -10.0, None, None, None, None, None, None, None,2016-02-05 06:00:00, None, None, None, None,6
None,-3.637, 53.21, None, None, None, None,11.46,4.085,100.2, None, None, None, None, None, -11.0, None, None, None, None, None, None, None,2016-02-05 07:00:00, None, None, None, None,6
None,-3.278, 53.95, None, None, None, None,18.65,6.981,98.2, None, None, None, None, None, -10.0, None, None, None, None, None, None, None,2016-02-05 08:00:00, None, None, None, None,6
None,-3.326, 59.76, None, None, None, None,18.33,9.08,104.7, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2016-02-05 09:00:00, None, None, None, None,6
None,-3.089, 66.65, None, None, None, None,22.29,9.03,98.1, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-02-05 10:00:00, None, None, None, None,6
None,-2.704, 62.83, None, None, None, None,20.31,5.815,100.7, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-02-05 11:00:00, None, None, None, None,6
None,-2.376, 67.24, None, None, None, None,23.71,4.437,104.8, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-02-05 12:00:00, None, None, None, None,6
None,-2.132, 67.93, None, None, None, None,23.96,6.17,99.6, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-02-05 13:00:00, None, None, None, None,6
None,-2.1, 67.04, None, None, None, None,24.24,6.033,86.8, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-02-05 14:00:00, None, None, None, None,6
None,-2.166, 67.7, None, None, None, None,23.85,9.94,97.8, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-02-05 15:00:00, None, None, None, None,6
None,-1.895, 62.25, None, None, None, None,22.06,14.08,97.1, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-02-05 16:00:00, None, None, None, None,6
None,-1.774, 62.55, None, None, None, None,20.41,15.57,96.2, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-02-05 17:00:00, None, None, None, None,6
None,-2.035, 68.07, None, None, None, None,25.77,17.7,97.2, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-02-05 18:00:00, None, None, None, None,6
None,-2.325, 73.6, None, None, None, None,31.51,20.29,91.9, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-02-05 19:00:00, None, None, None, None,6
None,-1.737, 67.42, None, None, None, None,22.64,30.75,102.8, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-02-05 20:00:00, None, None, None, None,6
None,-1.398, 62.92, None, None, None, None,26.21,26.37,105.9, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-02-05 21:00:00, None, None, None, None,6
None,-1.698, 69.4, None, None, None, None,28.64,17.64,97.9, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-02-05 22:00:00, None, None, None, None,6
None,-1.557, 59.04, None, None, None, None,28.63,15.08,89.2, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-02-05 23:00:00, None, None, None, None,6
None,-1.642, 54.36, None, None, None, None,22.54,17.99,103.5, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2016-02-06 00:00:00, None, None, None, None,6
None,-1.951, 51.4, None, None, None, None,32.58,16.42,125.5, None, None, None, None, None, -10.0, None, None, None, None, None, None, None,2016-02-06 01:00:00, None, None, None, None,6
None,-3.022, 80.9, None, None, None, None,30.43,2.715,148.7, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-02-06 02:00:00, None, None, None, None,6
None,-3.37, 81.2, None, None, None, None,14.8,2.355,130.3, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-02-06 03:00:00, None, None, None, None,6
None,-3.456, 80.9, None, None, None, None,10.91,0.452,160.7, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-02-06 04:00:00, None, None, None, None,6
None,-3.786, 93.6, None, None, None, None,7.9,0.68,192.1, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-02-06 05:00:00, None, None, None, None,6
None,-4.696, 55.14, None, None, None, None,71.8,1.351,290.0, None, None, None, None, None, -11.0, None, None, None, None, None, None, None,2016-02-06 06:00:00, None, None, None, None,6
None,-5.753, 65.6, None, None, None, None,53.03,3.039,356.5, None, None, None, None, None, -11.0, None, None, None, None, None, None, None,2016-02-06 07:00:00, None, None, None, None,6
None,-6.167, 79.4, None, None, None, None,53.21,0.705,6.166, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2016-02-06 08:00:00, None, None, None, None,6
