RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
36.6, None, None, None,2.984,222.0, None, None, -14.0, None, None, None, None, None, None, 203.2, None,-3.087, None, None, None, None,36.06, None, None, None, None,2016-02-05 00:00:00, None,6
37.75, None, None, None,2.635,220.6, None, None, -14.0, None, None, None, None, None, None, 206.0, None,-2.897, None, None, None, None,40.48, None, None, None, None,2016-02-05 01:00:00, None,6
36.12, None, None, None,3.348,219.3, None, None, -14.0, None, None, None, None, None, None, 208.5, None,-2.746, None, None, None, None,33.43, None, None, None, None,2016-02-05 02:00:00, None,6
36.54, None, None, None,3.145,219.4, None, None, -14.0, None, None, None, None, None, None, 210.3, None,-2.63, None, None, None, None,33.43, None, None, None, None,2016-02-05 03:00:00, None,6
36.06, None, None, None,3.459,223.6, None, None, -14.0, None, None, None, None, None, None, 210.8, None,-2.412, None, None, None, None,30.65, None, None, None, None,2016-02-05 04:00:00, None,6
36.84, None, None, None,4.541,222.3, None, None, -14.0, None, None, None, None, None, None, 209.3, None,-2.147, None, None, None, None,28.86, None, None, None, None,2016-02-05 05:00:00, None,6
36.38, None, None, None,3.473,229.3, None, None, -14.0, None, None, None, None, None, None, 211.4, None,-2.099, None, None, None, None,25.58, None, None, None, None,2016-02-05 06:00:00, None,6
36.08, None, None, None,2.39,233.2, None, None, -14.0, None, None, None, None, None, None, 212.8, None,-2.089, None, None, None, None,29.74, None, None, None, None,2016-02-05 07:00:00, None,6
36.2, None, None, None,2.072,222.3, None, None, -14.0, None, None, None, None, None, None, 211.6, None,-1.985, None, None, None, None,28.1, None, None, None, None,2016-02-05 08:00:00, None,6
36.23, None, None, None,2.026,223.8, None, None, -14.0, None, None, None, None, None, None, 213.4, None,-1.957, None, None, None, None,21.47, None, None, None, None,2016-02-05 09:00:00, None,6
36.59, None, None, None,1.539,222.8, None, None, -13.0, None, None, None, None, None, None, 214.6, None,-1.673, None, None, None, None,19.91, None, None, None, None,2016-02-05 10:00:00, None,6
37.33, None, None, None,1.385,225.6, None, None, -12.0, None, None, None, None, None, None, 216.6, None,-1.152, None, None, None, None,22.74, None, None, None, None,2016-02-05 11:00:00, None,6
38.71, None, None, None,0.697,225.6, None, None, -11.0, None, None, None, None, None, None, 216.6, None,-0.49, None, None, None, None,18.72, None, None, None, None,2016-02-05 12:00:00, None,6
45.97, None, None, None,0.05,260.5, None, None, -10.0, None, None, None, None, None, None, 216.3, None,0.097, None, None, None, None,43.76, None, None, None, None,2016-02-05 13:00:00, None,6
44.41, None, None, None,0.065,243.9, None, None, -10.0, None, None, None, None, None, None, 214.5, None,0.41, None, None, None, None,22.46, None, None, None, None,2016-02-05 14:00:00, None,6
42.03, None, None, None,0.061,227.5, None, None, -10.0, None, None, None, None, None, None, 216.8, None,-0.062, None, None, None, None,30.45, None, None, None, None,2016-02-05 15:00:00, None,6
39.43, None, None, None,1.299,229.4, None, None, -11.0, None, None, None, None, None, None, 216.2, None,-0.26, None, None, None, None,24.0, None, None, None, None,2016-02-05 16:00:00, None,6
47.81, None, None, None,0.408,319.5, None, None, -10.0, None, None, None, None, None, None, 215.3, None,-0.998, None, None, None, None,43.52, None, None, None, None,2016-02-05 17:00:00, None,6
50.08, None, None, None,2.403,346.0, None, None, -10.0, None, None, None, None, None, None, 214.7, None,-2.144, None, None, None, None,26.4, None, None, None, None,2016-02-05 18:00:00, None,6
46.19, None, None, None,5.038,349.5, None, None, -12.0, None, None, None, None, None, None, 216.4, None,-3.047, None, None, None, None,28.59, None, None, None, None,2016-02-05 19:00:00, None,6
50.99, None, None, None,5.019,359.2, None, None, -11.0, None, None, None, None, None, None, 214.5, None,-3.466, None, None, None, None,25.72, None, None, None, None,2016-02-05 20:00:00, None,6
50.53, None, None, None,5.287,359.4, None, None, -12.0, None, None, None, None, None, None, 217.6, None,-3.714, None, None, None, None,28.74, None, None, None, None,2016-02-05 21:00:00, None,6
51.41, None, None, None,4.411,359.7, None, None, -12.0, None, None, None, None, None, None, 217.1, None,-4.211, None, None, None, None,36.19, None, None, None, None,2016-02-05 22:00:00, None,6
51.51, None, None, None,1.576,356.4, None, None, -12.0, None, None, None, None, None, None, 217.4, None,-4.451, None, None, None, None,58.02, None, None, None, None,2016-02-05 23:00:00, None,6
51.7, None, None, None,1.668,348.9, None, None, -13.0, None, None, None, None, None, None, 216.7, None,-5.096, None, None, None, None,55.59, None, None, None, None,2016-02-06 00:00:00, None,6
