pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
691.0, 501.0, None, None,2016-01-29 00:00:00,-3.0, None, None,5
691.0, 502.0, None, None,2016-01-29 01:00:00,-3.9, None, None,5
695.0, 508.0, None, None,2016-01-29 02:00:00,-4.9, None, None,5
697.0, 510.0, None, None,2016-01-29 03:00:00,-6.2, None, None,5
700.0, 511.0, None, None,2016-01-29 04:00:00,-6.0, None, None,5
700.0, 511.0, None, None,2016-01-29 05:00:00,-6.1, None, None,5
701.0, 511.0, None, None,2016-01-29 06:00:00,-6.4, None, None,5
701.0, 511.0, None, None,2016-01-29 07:00:00,-6.6, None, None,5
701.0, 511.0, None, None,2016-01-29 08:00:00,-6.9, None, None,5
702.0, 511.0, None, None,2016-01-29 09:00:00,-6.7, None, None,5
702.0, 511.0, None, None,2016-01-29 10:00:00,-7.0, None, None,5
702.0, 512.0, None, None,2016-01-29 11:00:00,-7.2, None, None,5
702.0, 512.0, None, None,2016-01-29 12:00:00,-7.4, None, None,5
702.0, 513.0, None, None,2016-01-29 13:00:00,-7.5, None, None,5
703.0, 513.0, None, None,2016-01-29 14:00:00,-8.3, None, None,5
704.0, 514.0, None, None,2016-01-29 15:00:00,-9.3, None, None,5
703.0, 514.0, None, None,2016-01-29 16:00:00,-8.5, None, None,5
702.0, 514.0, None, None,2016-01-29 17:00:00,-8.1, None, None,5
700.0, 514.0, None, None,2016-01-29 18:00:00,-6.7, None, None,5
699.0, 515.0, None, None,2016-01-29 19:00:00,-6.5, None, None,5
699.0, 515.0, None, None,2016-01-29 20:00:00,-6.6, None, None,5
698.0, 515.0, None, None,2016-01-29 21:00:00,-6.2, None, None,5
699.0, 515.0, None, None,2016-01-29 22:00:00,-6.8, None, None,5
699.0, 515.0, None, None,2016-01-29 23:00:00,-7.1, None, None,5
699.0, 515.0, None, None,2016-01-30 00:00:00,-7.7, None, None,5
701.0, 515.0, None, None,2016-01-30 01:00:00,-8.2, None, None,5
702.0, 516.0, None, None,2016-01-30 02:00:00,-8.6, None, None,5
702.0, 516.0, None, None,2016-01-30 03:00:00,-9.0, None, None,5
702.0, 516.0, None, None,2016-01-30 04:00:00,-9.1, None, None,5
703.0, 516.0, None, None,2016-01-30 05:00:00,-9.2, None, None,5
703.0, 516.0, None, None,2016-01-30 06:00:00,-9.3, None, None,5
702.0, 516.0, None, None,2016-01-30 07:00:00,-9.1, None, None,5
701.0, 516.0, None, None,2016-01-30 08:00:00,-8.9, None, None,5
703.0, 516.0, None, None,2016-01-30 09:00:00,-9.1, None, None,5
702.0, 516.0, None, None,2016-01-30 10:00:00,-8.7, None, None,5
702.0, 516.0, None, None,2016-01-30 11:00:00,-7.9, None, None,5
703.0, 516.0, None, None,2016-01-30 12:00:00,-8.2, None, None,5
703.0, 516.0, None, None,2016-01-30 13:00:00,-8.8, None, None,5
703.0, 516.0, None, None,2016-01-30 14:00:00,-8.9, None, None,5
703.0, 516.0, None, None,2016-01-30 15:00:00,-9.1, None, None,5
704.0, 516.0, None, None,2016-01-30 16:00:00,-9.4, None, None,5
703.0, 516.0, None, None,2016-01-30 17:00:00,-9.1, None, None,5
703.0, 516.0, None, None,2016-01-30 18:00:00,-8.9, None, None,5
701.0, 515.0, None, None,2016-01-30 19:00:00,-8.6, None, None,5
701.0, 515.0, None, None,2016-01-30 20:00:00,-8.5, None, None,5
701.0, 515.0, None, None,2016-01-30 21:00:00,-8.2, None, None,5
700.0, 515.0, None, None,2016-01-30 22:00:00,-8.3, None, None,5
702.0, 515.0, None, None,2016-01-30 23:00:00,-8.9, None, None,5
703.0, 515.0, None, None,2016-01-31 00:00:00,-9.5, None, None,5
704.0, 515.0, None, None,2016-01-31 01:00:00,-10.4, None, None,5
705.0, 515.0, None, None,2016-01-31 02:00:00,-10.7, None, None,5
705.0, 515.0, None, None,2016-01-31 03:00:00,-10.5, None, None,5
705.0, 515.0, None, None,2016-01-31 04:00:00,-10.3, None, None,5
705.0, 516.0, None, None,2016-01-31 05:00:00,-10.7, None, None,5
706.0, 516.0, None, None,2016-01-31 06:00:00,-11.5, None, None,5
706.0, 516.0, None, None,2016-01-31 07:00:00,-12.1, None, None,5
707.0, 516.0, None, None,2016-01-31 08:00:00,-12.4, None, None,5
707.0, 516.0, None, None,2016-01-31 09:00:00,-12.3, None, None,5
