AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1
,0.0, None,2018-04-09,-1.8,5.6,15,,,,,
,2.0, None,2018-04-10,-3.0,4.5,15,,,,,
,0.0, None,2018-04-11,-4.6,5.6,15,,,,,
,16.0, None,2018-04-12,-8.8,-0.8,15,,,,,
,3.0, None,2018-04-13,-10.4,-0.1,15,,,,,
,6.0, None,2018-04-14,-1.9,3.5,15,,,,,
,7.0, None,2018-04-15,-1.1,4.7,15,,,,,
,,,2018-04-09 00:00:00, None, None,15,336.0,829.0, None, None,2.2
,,,2018-04-09 01:00:00, None, None,15,337.0,830.0, None, None,1.7
,,,2018-04-09 02:00:00, None, None,15,337.0,830.0, None, None,1.3
,,,2018-04-09 03:00:00, None, None,15,337.0,830.0, None, None,0.3
,,,2018-04-09 04:00:00, None, None,15,337.0,831.0, None, None,-0.6
,,,2018-04-09 05:00:00, None, None,15,337.0,831.0, None, None,0.0
,,,2018-04-09 06:00:00, None, None,15,337.0,831.0, None, None,-0.2
,,,2018-04-09 07:00:00, None, None,15,337.0,831.0, None, None,-0.3
,,,2018-04-09 08:00:00, None, None,15,337.0,831.0, None, None,-0.2
,,,2018-04-09 09:00:00, None, None,15,337.0,831.0, None, None,-0.6
,,,2018-04-09 10:00:00, None, None,15,337.0,831.0, None, None,-0.6
,,,2018-04-09 11:00:00, None, None,15,337.0,831.0, None, None,-0.2
,,,2018-04-09 12:00:00, None, None,15,337.0,831.0, None, None,-1.1
,,,2018-04-09 13:00:00, None, None,15,337.0,831.0, None, None,-1.2
,,,2018-04-09 14:00:00, None, None,15,337.0,831.0, None, None,-0.6
,,,2018-04-09 15:00:00, None, None,15,337.0,831.0, None, None,0.5
,,,2018-04-09 16:00:00, None, None,15,337.0,831.0, 0.0, None,0.9
,,,2018-04-09 17:00:00, None, None,15,337.0,832.0, None, None,2.9
,,,2018-04-09 18:00:00, None, None,15,336.0,832.0, None, None,4.3
,,,2018-04-09 19:00:00, None, None,15,336.0,832.0, None, None,3.9
,,,2018-04-09 20:00:00, None, None,15,336.0,832.0, None, None,4.6
,,,2018-04-09 21:00:00, None, None,15,336.0,832.0, None, None,5.1
,,,2018-04-09 22:00:00, None, None,15,336.0,832.0, None, None,4.4
,,,2018-04-09 23:00:00, None, None,15,336.0,832.0, None, None,4.4
,,,2018-04-10 00:00:00, None, None,15,336.0,832.0, None, None,4.3
,,,2018-04-10 01:00:00, None, None,15,336.0,832.0, None, None,3.5
,,,2018-04-10 02:00:00, None, None,15,336.0,832.0, None, None,2.2
,,,2018-04-10 03:00:00, None, None,15,337.0,832.0, None, None,0.7
,,,2018-04-10 04:00:00, None, None,15,337.0,832.0, None, None,-1.1
,,,2018-04-10 05:00:00, None, None,15,337.0,832.0, None, None,-1.3
,,,2018-04-10 06:00:00, None, None,15,337.0,832.0, None, None,-1.8
,,,2018-04-10 07:00:00, None, None,15,337.0,832.0, None, None,-1.6
,,,2018-04-10 08:00:00, None, None,15,337.0,833.0, None, None,-1.3
,,,2018-04-10 09:00:00, None, None,15,337.0,833.0, None, None,-1.4
,,,2018-04-10 10:00:00, None, None,15,337.0,833.0, None, None,-1.5
,,,2018-04-10 11:00:00, None, None,15,337.0,833.0, None, None,-0.8
,,,2018-04-10 12:00:00, None, None,15,337.0,833.0, None, None,-0.3
