ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,week_of_year
1.4,1.4,0.0,2017-09-17, None,38
3.6,3.6,0.0,2017-09-19, 0.0,38
