station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
30.07, None, None, None, 0.498, 198.5, -34.0, -21.9, -34.0, None, None, None, None, None, None, None, None, None, -21.84, None, -20.3, 30.0, None, 51.89, None, -21.8, 0.0, None, 2022-01-01 00:00:00, None
30.26, None, None, None, 0.018, 108.4, -33.0, -21.9, -33.0, None, None, None, None, None, None, None, None, None, -21.68, None, -20.3, 30.0, None, 39.95, None, -21.7, 0.0, None, 2022-01-01 01:00:00, None
30.25, None, None, None, 0.855, 71.2, -33.0, -21.9, -33.0, None, None, None, None, None, None, None, None, None, -21.65, None, -20.3, 30.0, None, 23.72, None, -21.7, 0.0, None, 2022-01-01 02:00:00, None
30.04, None, None, None, 4.575, 57.08, -33.0, -21.9, -33.0, None, None, None, None, None, None, None, None, None, -21.76, None, -20.3, 30.0, None, 17.32, None, -21.8, 0.0, None, 2022-01-01 03:00:00, None
30.44, None, None, None, 6.46, 57.61, -33.0, -21.9, -33.0, None, None, None, None, None, None, None, None, None, -21.52, None, -20.3, 30.0, None, 13.66, None, -21.5, 0.0, None, 2022-01-01 04:00:00, None
30.26, None, None, None, 7.47, 61.88, -33.0, -21.9, -33.0, None, None, None, None, None, None, None, None, None, -21.3, None, -20.3, 30.0, None, 13.1, None, -21.3, -0.2, None, 2022-01-01 05:00:00, None
30.62, None, None, None, 11.87, 66.34, -33.0, -21.9, -33.0, None, None, None, None, None, None, None, None, None, -20.97, None, -20.3, 31.0, None, 12.03, None, -21.0, -0.8, None, 2022-01-01 06:00:00, None
30.32, None, None, None, 15.42, 59.96, -33.0, -21.0, -33.0, None, None, None, None, None, None, None, None, None, -20.91, None, -20.8, 30.0, None, 10.98, None, -20.9, 0.8, None, 2022-01-01 07:00:00, None
30.29, None, None, None, 14.97, 59.54, -33.0, -21.0, -33.0, None, None, None, None, None, None, None, None, None, -20.82, None, -20.8, 30.0, None, 12.02, None, -20.8, -0.1, None, 2022-01-01 08:00:00, None
31.08, None, None, None, 20.41, 54.57, -32.0, -21.0, -32.0, None, None, None, None, None, None, None, None, None, -20.03, None, -20.0, 31.0, None, 11.85, None, -20.0, -0.5, None, 2022-01-01 09:00:00, None
