station_observations
pcpn_amt_pst24hrs, air_temp, CURRENT_AIR_TEMPERATURE1, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, max_air_temp_snc_last_reset, rel_hum, time, dwpt_temp
None, -5.4, -5.425, -5.4, -0.1, -4.7, None, 2022-01-05 07:00:00, None
None, -5.5, -5.53, -5.5, 0.3, -4.7, None, 2022-01-05 08:00:00, None
None, -4.7, -4.718, -5.5, 0.9, -4.7, None, 2022-01-05 09:00:00, None
None, -5.1, -5.084, -5.5, 0.3, -4.7, None, 2022-01-05 10:00:00, None
None, -4.7, -4.748, -5.5, 0.9, -4.6, None, 2022-01-05 11:00:00, None
None, -3.9, -3.946, -5.5, 1.4, -3.5, None, 2022-01-05 12:00:00, None
None, -4.2, -4.22, -5.5, -1.1, -3.5, None, 2022-01-05 13:00:00, None
None, -4.2, -4.172, -5.5, -0.1, -3.5, None, 2022-01-05 14:00:00, None
None, -4.2, -4.166, -5.5, -0.7, -3.5, None, 2022-01-05 15:00:00, None
None, -3.9, -3.903, -5.5, 0.3, -3.5, None, 2022-01-05 16:00:00, None
None, -4.0, -3.977, -5.5, -0.9, -3.5, None, 2022-01-05 17:00:00, None
None, -4.1, -4.071, -5.5, -7.4, -3.5, None, 2022-01-05 18:00:00, None
None, -4.6, -4.564, -5.0, 7.2, -3.8, None, 2022-01-05 19:00:00, None
None, -4.8, -4.768, -5.0, 0.4, -3.8, None, 2022-01-05 20:00:00, None
None, -5.2, -5.158, -5.3, -4.2, -3.8, None, 2022-01-05 21:00:00, None
None, -5.5, -5.46, -5.5, -18.2, -3.8, None, 2022-01-05 22:00:00, None
None, -5.9, -5.864, -6.1, 3.0, -3.8, None, 2022-01-05 23:00:00, None
None, -5.4, -5.399, -6.1, 3.6, -3.8, None, 2022-01-06 00:00:00, None
None, -5.6, -5.611, -6.1, 1.2, -3.8, None, 2022-01-06 01:00:00, None
None, -5.4, -5.378, -6.1, 1.4, -3.8, None, 2022-01-06 02:00:00, None
None, -5.2, -5.209, -6.1, 1.8, -3.8, None, 2022-01-06 03:00:00, None
None, -4.2, -4.157, -6.1, 2.7, -3.8, None, 2022-01-06 04:00:00, None
None, -4.1, -4.129, -6.1, -0.4, -3.8, None, 2022-01-06 05:00:00, None
None, -4.0, -4.028, -6.1, -0.7, -3.7, None, 2022-01-06 06:00:00, None
None, -4.0, -3.98, -4.0, 0.2, -3.7, None, 2022-01-06 07:00:00, None
None, -4.0, -4.025, -4.7, -1.0, -3.7, None, 2022-01-06 08:00:00, None
None, -4.0, -4.035, -4.7, 0.1, -3.7, None, 2022-01-06 09:00:00, None
None, -4.3, -4.288, -4.7, -1.5, -3.7, None, 2022-01-06 10:00:00, None
None, -4.0, -3.957, -4.7, 2.3, -3.7, None, 2022-01-06 11:00:00, None
None, -3.6, -3.582, -4.7, 1.2, -3.5, None, 2022-01-06 12:00:00, None
None, -3.6, -3.637, -4.7, -2.0, -3.5, None, 2022-01-06 13:00:00, None
None, -3.0, -2.958, -4.7, 2.9, -3.0, None, 2022-01-06 14:00:00, None
None, -2.6, -2.63, -4.7, -0.9, -2.5, None, 2022-01-06 15:00:00, None
None, -2.6, -2.571, -4.7, -0.4, -2.5, None, 2022-01-06 16:00:00, None
None, -2.3, -2.337, -4.7, 1.2, -2.3, None, 2022-01-06 17:00:00, None
None, -2.1, -2.085, -4.7, 0.6, -2.1, None, 2022-01-06 18:00:00, None
None, -1.4, -1.352, -2.1, 1.9, -1.3, None, 2022-01-06 19:00:00, None
None, -0.6, -0.565, -2.1, 5.7, -0.6, None, 2022-01-06 20:00:00, None
None, -0.1, -0.11, -2.1, 11.9, -0.1, None, 2022-01-06 21:00:00, None
None, 0.1, 0.126, -2.1, 8.7, 0.2, None, 2022-01-06 22:00:00, None
None, 0.4, 0.387, -2.1, 7.1, 0.4, None, 2022-01-06 23:00:00, None
None, 0.5, 0.452, -2.1, 3.8, 1.0, None, 2022-01-07 00:00:00, None
None, 0.7, 0.718, -2.1, 0.8, 1.1, None, 2022-01-07 02:00:00, None
None, 0.8, 0.767, -2.1, 2.0, 1.1, None, 2022-01-07 03:00:00, None
None, 0.6, 0.638, -2.1, 0.6, 1.1, None, 2022-01-07 04:00:00, None
None, 0.6, 0.613, -2.1, 1.1, 1.1, None, 2022-01-07 05:00:00, None
None, 0.6, 0.645, -2.1, 1.4, 1.1, None, 2022-01-07 06:00:00, None
None, 0.8, 0.84, 0.5, 0.0, 0.8, None, 2022-01-07 07:00:00, None
None, 0.9, 0.94, 0.5, 0.0, 1.0, None, 2022-01-07 08:00:00, None
None, 1.4, 1.352, 0.5, 0.2, 1.8, None, 2022-01-07 09:00:00, None
None, 1.8, 1.802, 0.5, 0.1, 1.9, None, 2022-01-07 10:00:00, None
None, 2.1, 2.128, 0.5, 0.1, 2.1, None, 2022-01-07 11:00:00, None
None, 1.6, 1.56, 0.5, -0.3, 2.3, None, 2022-01-07 12:00:00, None
None, 2.5, 2.543, 0.5, -0.6, 4.4, None, 2022-01-07 13:00:00, None
None, 4.4, 4.436, 0.5, -1.5, 4.4, None, 2022-01-07 14:00:00, None
None, 4.2, 4.239, 0.5, -0.5, 5.4, None, 2022-01-07 15:00:00, None
None, 3.7, 3.683, 0.5, -0.5, 5.4, None, 2022-01-07 16:00:00, None
None, 2.4, 2.448, 0.5, -0.1, 5.4, None, 2022-01-07 17:00:00, None
None, 0.7, 0.74, 0.5, -0.4, 5.4, None, 2022-01-07 18:00:00, None
None, 0.2, 0.213, 0.1, 0.5, 0.8, None, 2022-01-07 19:00:00, None
None, 1.4, 1.446, 0.0, 1.8, 2.4, None, 2022-01-07 20:00:00, None
None, 2.9, 2.887, 0.0, -1.2, 2.9, None, 2022-01-07 21:00:00, None
None, 1.0, 0.998, 0.0, 0.4, 3.0, None, 2022-01-07 22:00:00, None
None, 1.6, 1.588, 0.0, -0.1, 3.0, None, 2022-01-07 23:00:00, None
None, 0.0, -0.039, 0.0, -0.9, 3.0, None, 2022-01-08 00:00:00, None
None, -0.2, -0.197, -0.5, -1.4, 3.0, None, 2022-01-08 01:00:00, None
None, -0.2, -0.24, -0.5, 0.9, 3.0, None, 2022-01-08 02:00:00, None
None, -1.1, -1.103, -1.3, -3.8, 3.0, None, 2022-01-08 03:00:00, None
None, -0.9, -0.883, -1.3, 1.5, 3.0, None, 2022-01-08 04:00:00, None
None, -2.0, -1.994, -2.0, -0.7, 3.0, None, 2022-01-08 06:00:00, None
None, -1.5, -1.51, -2.3, 0.6, -1.5, None, 2022-01-08 08:00:00, None
None, -0.7, -0.695, -2.3, 1.9, -0.7, None, 2022-01-08 10:00:00, None
None, -0.7, -0.718, -2.3, -3.3, 0.2, None, 2022-01-08 12:00:00, None
None, -0.9, -0.921, -2.3, -0.4, 0.2, None, 2022-01-08 14:00:00, None
None, -0.6, -0.636, -2.3, -1.8, 0.2, None, 2022-01-08 16:00:00, None
None, -0.5, -0.492, -2.3, 0.5, 0.2, None, 2022-01-08 18:00:00, None
None, -0.5, -0.49, -0.5, -0.1, -0.4, None, 2022-01-08 20:00:00, None
None, -0.4, -0.379, -0.6, 0.1, -0.3, None, 2022-01-08 22:00:00, None
None, -0.1, -0.137, -0.6, 0.2, -0.1, None, 2022-01-09 00:00:00, None
None, 0.1, 0.056, -0.6, 0.6, 0.1, None, 2022-01-09 02:00:00, None
None, 0.3, 0.32, -0.6, -0.8, 0.5, None, 2022-01-09 04:00:00, None
None, 0.3, 0.305, -0.6, -0.5, 0.6, None, 2022-01-09 05:00:00, None
None, 0.5, 0.473, -0.6, 0.1, 0.9, None, 2022-01-09 06:00:00, None
None, 0.3, 0.297, 0.0, 0.4, 0.9, None, 2022-01-09 07:00:00, None
None, 0.8, 0.781, 0.0, 0.4, 1.0, None, 2022-01-09 08:00:00, None
None, 1.3, 1.342, 0.0, 0.2, 2.0, None, 2022-01-09 09:00:00, None
None, 1.9, 1.858, 0.0, -0.4, 2.0, None, 2022-01-09 10:00:00, None
None, 2.1, 2.146, 0.0, 0.9, 2.5, None, 2022-01-09 11:00:00, None
None, 2.2, 2.18, 0.0, 1.1, 2.8, None, 2022-01-09 12:00:00, None
None, 2.8, 2.823, 0.0, 1.1, 3.1, None, 2022-01-09 13:00:00, None
None, 3.9, 3.9, 0.0, 6.4, 4.1, None, 2022-01-09 14:00:00, None
None, 4.4, 4.362, 0.0, 4.6, 4.4, None, 2022-01-09 15:00:00, None
None, 3.4, 3.358, 0.0, -1.8, 5.0, None, 2022-01-09 16:00:00, None
None, 2.1, 2.052, 0.0, -0.6, 5.0, None, 2022-01-09 17:00:00, None
None, 2.2, 2.15, 0.0, -0.3, 5.0, None, 2022-01-09 18:00:00, None
None, 2.3, 2.26, 1.9, 0.2, 3.0, None, 2022-01-09 19:00:00, None
None, 1.9, 1.947, 1.7, 0.0, 3.0, None, 2022-01-09 20:00:00, None
None, 1.6, 1.627, 1.3, -0.3, 3.0, None, 2022-01-09 21:00:00, None
None, 1.9, 1.943, 1.3, 0.1, 3.0, None, 2022-01-09 22:00:00, None
None, 1.4, 1.376, 1.1, 0.0, 3.0, None, 2022-01-09 23:00:00, None
None, 1.4, 1.411, 0.8, -0.1, 3.0, None, 2022-01-10 00:00:00, None
None, 0.9, 0.935, 0.7, 0.2, 3.0, None, 2022-01-10 01:00:00, None
None, 1.0, 0.993, 0.7, -0.4, 3.0, None, 2022-01-10 02:00:00, None
None, 0.8, 0.842, 0.5, 0.4, 3.0, None, 2022-01-10 03:00:00, None
None, 1.3, 1.323, 0.5, -0.4, 3.0, None, 2022-01-10 04:00:00, None
None, 1.6, 1.555, 0.5, 0.7, 3.0, None, 2022-01-10 05:00:00, None
None, 1.7, 1.749, 0.5, 0.5, 3.0, None, 2022-01-10 06:00:00, None
None, 3.0, 3.027, 1.6, 0.2, 2.9, None, 2022-01-10 07:00:00, None
None, 2.8, 2.827, 1.6, 0.2, 3.0, None, 2022-01-10 08:00:00, None
None, 2.5, 2.468, 1.6, 0.3, 3.0, None, 2022-01-10 09:00:00, None
None, 2.7, 2.677, 1.6, 1.6, 3.0, None, 2022-01-10 10:00:00, None
None, 3.4, 3.363, 1.6, 3.1, 3.5, None, 2022-01-10 11:00:00, None
None, 3.1, 3.143, 1.6, 3.0, 3.9, None, 2022-01-10 12:00:00, None
None, 3.0, 2.962, 1.6, 0.8, 3.9, None, 2022-01-10 13:00:00, None
None, 3.0, 3.017, 1.6, 0.7, 3.9, None, 2022-01-10 14:00:00, None
None, 2.4, 2.431, 1.6, 0.6, 3.9, None, 2022-01-10 15:00:00, None
None, 3.0, 3.018, 1.6, 1.2, 3.9, None, 2022-01-10 16:00:00, None
None, 2.9, 2.872, 1.6, 0.2, 3.9, None, 2022-01-10 17:00:00, None
None, 2.4, 2.357, 1.6, 0.1, 3.9, None, 2022-01-10 18:00:00, None
None, 2.9, 2.896, 2.1, 0.7, 2.9, None, 2022-01-10 19:00:00, None
None, 2.5, 2.488, 2.1, 1.0, 3.2, None, 2022-01-10 20:00:00, None
None, 2.3, 2.334, 2.0, -0.2, 3.2, None, 2022-01-10 21:00:00, None
None, 2.9, 2.932, 2.0, 1.6, 3.3, None, 2022-01-10 22:00:00, None
None, 3.3, 3.273, 2.0, 4.9, 3.5, None, 2022-01-10 23:00:00, None
None, 2.8, 2.843, 2.0, 4.1, 3.6, None, 2022-01-11 00:00:00, None
None, 2.7, 2.663, 2.0, 1.8, 3.6, None, 2022-01-11 01:00:00, None
None, 2.8, 2.847, 2.0, 4.7, 3.6, None, 2022-01-11 02:00:00, None
None, 3.1, 3.067, 2.0, 0.7, 3.6, None, 2022-01-11 03:00:00, None
None, 2.7, 2.744, 2.0, 0.3, 3.6, None, 2022-01-11 04:00:00, None
None, 3.4, 3.403, 2.0, 0.1, 4.1, None, 2022-01-11 05:00:00, None
None, 3.2, 3.162, 2.0, 0.0, 4.1, None, 2022-01-11 06:00:00, None
None, 3.5, 3.549, 3.0, 0.2, 4.1, None, 2022-01-11 07:00:00, None
None, 3.5, 3.477, 3.0, 0.0, 4.1, None, 2022-01-11 08:00:00, None
None, 3.3, 3.297, 3.0, -0.1, 4.1, None, 2022-01-11 09:00:00, None
None, 3.5, 3.472, 3.0, 0.2, 4.1, None, 2022-01-11 10:00:00, None
None, 3.8, 3.817, 3.0, -0.2, 4.1, None, 2022-01-11 11:00:00, None
None, 4.1, 4.109, 3.0, 0.3, 4.2, None, 2022-01-11 12:00:00, None
None, 4.0, 3.983, 3.0, 0.0, 4.2, None, 2022-01-11 13:00:00, None
None, 3.6, 3.637, 3.0, 1.0, 4.3, None, 2022-01-11 14:00:00, None
None, 4.2, 4.221, 3.0, 2.7, 4.3, None, 2022-01-11 15:00:00, None
None, 3.3, 3.337, 3.0, 2.7, 4.3, None, 2022-01-11 16:00:00, None
None, 3.6, 3.597, 3.0, 2.0, 4.3, None, 2022-01-11 17:00:00, None
None, 3.6, 3.594, 3.0, 1.5, 4.3, None, 2022-01-11 18:00:00, None
None, 3.6, 3.619, 2.9, 2.7, 3.7, None, 2022-01-11 19:00:00, None
None, 3.5, 3.502, 2.9, 1.6, 3.7, None, 2022-01-11 20:00:00, None
None, 3.7, 3.729, 2.9, 3.0, 4.3, None, 2022-01-11 21:00:00, None
None, 3.2, 3.159, 2.8, 0.3, 4.3, None, 2022-01-11 22:00:00, None
None, 3.6, 3.623, 2.8, 0.5, 4.3, None, 2022-01-11 23:00:00, None
None, 3.0, 3.028, 2.8, 0.5, 4.3, None, 2022-01-12 00:00:00, None
None, 3.1, 3.056, 2.8, 0.4, 4.3, None, 2022-01-12 01:00:00, None
None, 3.1, 3.125, 2.8, 0.8, 4.3, None, 2022-01-12 02:00:00, None
None, 3.4, 3.41, 2.8, 0.5, 4.3, None, 2022-01-12 03:00:00, None
None, 3.3, 3.29, 2.8, 0.3, 4.3, None, 2022-01-12 04:00:00, None
None, 3.4, 3.412, 2.8, 1.4, 4.3, None, 2022-01-12 05:00:00, None
None, 3.3, 3.321, 2.7, 1.0, 4.3, None, 2022-01-12 06:00:00, None
None, 3.5, 3.51, 3.2, 2.1, 3.9, None, 2022-01-12 07:00:00, None
None, 3.8, 3.783, 3.2, 2.4, 4.2, None, 2022-01-12 08:00:00, None
None, 3.6, 3.648, 3.2, 2.7, 4.2, None, 2022-01-12 09:00:00, None
None, 3.8, 3.786, 3.2, 4.3, 4.3, None, 2022-01-12 10:00:00, None
40.1, 4.1, 4.088, 3.2, 5.4, 4.3, None, 2022-01-12 11:00:00, None
44.9, 4.0, 4.019, 3.2, 5.1, 4.4, None, 2022-01-12 12:00:00, None
50.6, 4.6, 4.561, 3.2, 5.7, 4.6, None, 2022-01-12 13:00:00, None
55.0, 4.1, 4.123, 3.2, 5.4, 4.6, None, 2022-01-12 14:00:00, None
55.8, 4.5, 4.537, 3.2, 3.5, 4.6, None, 2022-01-12 15:00:00, None
54.3, 3.9, 3.856, 3.2, 1.2, 4.8, None, 2022-01-12 16:00:00, None
54.3, 4.1, 4.124, 3.2, 2.0, 4.8, None, 2022-01-12 17:00:00, None
53.2, 3.6, 3.643, 3.2, 0.4, 4.8, None, 2022-01-12 18:00:00, None
50.5, 4.4, 4.407, 3.6, 0.1, 4.4, None, 2022-01-12 19:00:00, None
48.9, 4.3, 4.26, 3.5, 0.1, 4.6, None, 2022-01-12 20:00:00, None
None, 4.0, 4.012, 3.5, -0.1, 4.6, None, 2022-01-12 21:00:00, None
None, 3.9, 3.944, 3.3, -0.3, 4.6, None, 2022-01-12 22:00:00, None
None, 3.6, 3.637, 3.3, 0.3, 4.6, None, 2022-01-12 23:00:00, None
None, 3.9, 3.87, 3.3, -0.2, 4.6, None, 2022-01-13 00:00:00, None
None, 4.7, 4.716, 3.3, 0.2, 5.4, None, 2022-01-13 01:00:00, None
None, 4.1, 4.138, 3.3, -0.1, 5.4, None, 2022-01-13 02:00:00, None
None, 5.2, 5.189, 3.3, 0.2, 5.4, None, 2022-01-13 03:00:00, None
None, 4.0, 3.959, 3.3, 0.0, 5.4, None, 2022-01-13 04:00:00, None
None, 3.8, 3.782, 3.3, 0.2, 5.4, None, 2022-01-13 05:00:00, None
None, 3.9, 3.944, 3.3, -0.1, 5.4, None, 2022-01-13 06:00:00, None
None, 4.4, 4.442, 3.8, 0.8, 5.1, None, 2022-01-13 07:00:00, None
None, 4.3, 4.349, 3.8, 1.0, 5.1, None, 2022-01-13 08:00:00, None
None, 4.6, 4.648, 3.8, 0.2, 5.1, None, 2022-01-13 09:00:00, None
None, 5.6, 5.647, 3.8, 0.1, 5.6, None, 2022-01-13 10:00:00, None
None, 5.6, 5.557, 3.8, 0.1, 6.2, None, 2022-01-13 11:00:00, None
None, 5.4, 5.363, 3.8, -0.4, 6.2, None, 2022-01-13 12:00:00, None
None, 5.2, 5.208, 3.8, 0.4, 6.2, None, 2022-01-13 13:00:00, None
None, 5.6, 5.598, 3.8, 0.1, 6.2, None, 2022-01-13 14:00:00, None
None, 5.0, 4.988, 3.8, -0.8, 6.2, None, 2022-01-13 15:00:00, None
None, 4.7, 4.687, 3.8, 0.0, 6.2, None, 2022-01-13 16:00:00, None
None, 4.7, 4.748, 3.8, -0.2, 6.2, None, 2022-01-13 17:00:00, None
None, 4.9, 4.877, 3.8, 0.2, 6.2, None, 2022-01-13 18:00:00, None
None, 4.3, 4.273, 4.1, -0.3, 5.0, None, 2022-01-13 19:00:00, None
None, 4.5, 4.537, 4.1, 0.1, 5.0, None, 2022-01-13 20:00:00, None
None, 3.8, 3.785, 3.7, -0.4, 5.0, None, 2022-01-13 21:00:00, None
None, 3.6, 3.641, 3.5, -0.1, 5.0, None, 2022-01-13 22:00:00, None
None, 4.1, 4.105, 3.5, 0.5, 5.0, None, 2022-01-13 23:00:00, None
None, 4.4, 4.359, 3.5, -0.1, 5.0, None, 2022-01-14 00:00:00, None
None, 4.0, 4.047, 3.5, 0.0, 5.0, None, 2022-01-14 01:00:00, None
None, 4.4, 4.404, 3.5, 0.3, 5.0, None, 2022-01-14 02:00:00, None
None, 4.2, 4.172, 3.5, -0.1, 5.0, None, 2022-01-14 03:00:00, None
None, 4.2, 4.221, 3.5, 0.1, 5.0, None, 2022-01-14 04:00:00, None
None, 3.8, 3.761, 3.5, -0.2, 5.0, None, 2022-01-14 05:00:00, None
