station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
None, None, None, None, 2.047, 94.0, None, -7.8, None, None, None, None, None, 140.0, None, 139.8, None, -6.432, None, -6.3, None, None, 60.52, None, -6.4, 0.0, 3.0, None, 2022-01-01 00:00:00, None
None, None, None, None, 2.169, 62.71, None, -7.8, None, None, None, None, None, 140.0, None, 139.7, None, -5.91, None, -5.8, None, None, 60.06, None, -5.9, 0.0, 0.0, None, 2022-01-01 01:00:00, None
None, None, None, None, 2.103, 13.53, None, -7.8, None, None, None, None, None, 140.0, None, 140.1, None, -5.059, None, -4.7, None, None, 66.72, None, -5.1, 0.0, 0.0, None, 2022-01-01 02:00:00, None
None, None, None, None, 10.47, 123.3, None, -7.8, None, None, None, None, None, 140.0, None, 140.3, None, -4.025, None, -3.2, None, None, 26.02, None, -4.0, 0.0, 0.0, None, 2022-01-01 03:00:00, None
None, None, None, None, 11.82, 118.9, None, -7.8, None, None, None, None, None, 141.0, None, 140.9, None, -2.865, None, -2.7, None, None, 23.09, None, -2.9, 0.0, 1.0, None, 2022-01-01 04:00:00, None
None, None, None, None, 8.56, 115.4, None, -7.8, None, None, None, None, None, 145.0, None, 144.7, None, -3.201, None, -2.6, None, None, 28.44, None, -3.2, 0.0, 4.0, None, 2022-01-01 05:00:00, None
None, None, None, None, 8.57, 117.3, None, -7.8, None, None, None, None, None, 144.0, None, 144.2, None, -2.302, None, -2.3, None, None, 27.2, None, -2.3, 0.0, -1.0, None, 2022-01-01 06:00:00, None
None, None, None, None, 11.47, 128.9, None, -2.8, None, None, None, None, None, 149.0, None, 149.1, None, -2.327, None, -1.9, None, None, 23.55, None, -2.3, 0.0, 5.0, None, 2022-01-01 07:00:00, None
None, None, None, None, 22.0, 129.9, None, -2.8, None, None, None, None, None, 154.0, None, 154.3, None, -1.911, None, -1.9, None, None, 14.38, None, -1.9, 0.0, 5.0, None, 2022-01-01 08:00:00, None
None, None, None, None, 23.23, 144.1, None, -2.8, None, None, None, None, None, 163.0, None, 163.0, None, -2.005, None, -1.6, None, None, 19.54, None, -2.0, 0.0, 9.0, None, 2022-01-01 09:00:00, None
