station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
None, None, None, None, 11.66, 254.2, None, -14.2, None, None, None, None, None, None, None, None, None, -12.85, None, -12.4, None, None, 15.22, None, -12.9, 0.0, None, 2022-01-01 00:00:00, None
None, None, None, None, 5.512, 249.3, None, -14.2, None, None, None, None, None, None, None, None, None, -13.37, None, -12.4, None, None, 11.02, None, -13.4, 0.0, None, 2022-01-01 01:00:00, None
None, None, None, None, 1.959, 226.2, None, -14.2, None, None, None, None, None, None, None, None, None, -13.21, None, -12.4, None, None, 6.527, None, -13.2, 0.0, None, 2022-01-01 02:00:00, None
None, None, None, None, 2.701, 232.9, None, -14.2, None, None, None, None, None, None, None, None, None, -12.94, None, -12.4, None, None, 18.01, None, -12.9, 0.0, None, 2022-01-01 03:00:00, None
None, None, None, None, 8.55, 248.1, None, -14.2, None, None, None, None, None, None, None, None, None, -12.68, None, -12.4, None, None, 7.54, None, -12.7, 0.0, None, 2022-01-01 04:00:00, None
None, None, None, None, 8.07, 261.4, None, -14.2, None, None, None, None, None, None, None, None, None, -12.17, None, -12.0, None, None, 7.18, None, -12.2, 0.0, None, 2022-01-01 05:00:00, None
None, None, None, None, 6.665, 262.4, None, -14.2, None, None, None, None, None, None, None, None, None, -11.97, None, -11.8, None, None, 6.869, None, -12.0, 0.0, None, 2022-01-01 06:00:00, None
None, None, None, None, 4.217, 257.2, None, -12.2, None, None, None, None, None, None, None, None, None, -10.73, None, -10.7, None, None, 8.07, None, -10.7, 0.0, None, 2022-01-01 07:00:00, None
None, None, None, None, 2.898, 257.3, None, -12.2, None, None, None, None, None, None, None, None, None, -11.23, None, -10.1, None, None, 7.02, None, -11.2, 0.0, None, 2022-01-01 08:00:00, None
None, None, None, None, 2.779, 113.5, None, -12.7, None, None, None, None, None, None, None, None, None, -12.58, None, -10.0, None, None, 25.4, None, -12.6, 0.0, None, 2022-01-01 09:00:00, None
