station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, None, -18.81, 77.7, None, None, None, None, 8.91, 0.0, 16.44, 167.5, -21.0, None, -18.8, -19.9, 0.0, None, None, -18.6, None, None, 78.0, None, 2022-01-01 00:00:00, 130.0, None, 129.8
None, None, -18.04, 74.13, None, None, None, None, 26.51, 0.0, 10.34, 184.5, -21.0, None, -18.0, -19.9, 0.0, None, None, -17.5, None, None, 74.0, None, 2022-01-01 01:00:00, 130.0, None, 129.5
None, None, -17.04, 71.96, None, None, None, None, 35.62, 0.0, 8.1, 220.3, -20.0, None, -17.0, -19.9, 0.1, None, None, -16.7, None, None, 72.0, None, 2022-01-01 02:00:00, 130.0, None, 129.7
None, None, -16.48, 75.96, None, None, None, None, 47.02, 0.0, 6.136, 221.0, -19.0, None, -16.5, -19.9, 0.1, None, None, -16.0, None, None, 76.0, None, 2022-01-01 03:00:00, 130.0, None, 129.6
None, None, -15.64, 73.45, None, None, None, None, 49.81, 0.0, 4.295, 263.3, -19.0, None, -15.6, -19.9, 0.1, None, None, -15.4, None, None, 73.0, None, 2022-01-01 04:00:00, 130.0, None, 129.9
None, None, -15.42, 79.71, None, None, None, None, 28.72, 0.0, 8.81, 40.12, -17.0, None, -15.4, -19.9, 0.0, None, None, -15.3, None, None, 80.0, None, 2022-01-01 05:00:00, 129.0, None, 128.9
None, None, -15.32, 84.7, None, None, None, None, 77.58, 0.0, 4.173, 246.1, -17.0, None, -15.3, -19.9, 0.0, None, None, -14.8, None, None, 85.0, None, 2022-01-01 06:00:00, 128.0, None, 128.4
None, None, -14.83, 83.1, None, None, None, None, 29.4, 0.0, 8.42, 47.39, -16.0, None, -14.8, -15.3, 0.0, None, None, -14.6, None, None, 83.0, None, 2022-01-01 07:00:00, 129.0, None, 128.7
None, None, -14.38, 83.9, None, None, None, None, 27.04, 0.0, 6.394, 38.93, -16.0, None, -14.4, -15.3, 0.0, None, None, -14.0, None, None, 84.0, None, 2022-01-01 08:00:00, 128.0, None, 128.4
None, None, -13.66, 83.7, None, None, None, None, 64.29, 0.0, 4.878, 54.66, -15.0, None, -13.7, -15.3, 0.0, None, None, -13.3, None, None, 84.0, None, 2022-01-01 09:00:00, 128.0, None, 128.2
None, None, -13.01, 85.2, None, None, None, None, 42.51, 0.0, 5.957, 55.38, -14.0, None, -13.0, -15.3, 0.0, None, None, -12.6, None, None, 85.0, None, 2022-01-01 10:00:00, 128.0, None, 128.0
None, None, -12.57, 82.1, None, None, None, None, 49.22, 0.0, 9.15, 343.5, -15.0, None, -12.6, -15.3, 0.0, None, None, -12.1, None, None, 82.0, None, 2022-01-01 11:00:00, 128.0, None, 128.1
None, None, -12.32, 81.2, None, None, None, None, 19.59, 0.0, 13.9, 342.3, -14.0, None, -12.3, -15.3, 0.0, None, None, -11.6, None, None, 81.0, None, 2022-01-01 12:00:00, 128.0, None, 127.9
None, None, -12.41, 81.7, None, None, None, None, 18.83, 0.0, 15.2, 358.2, -15.0, None, -12.4, -15.3, 0.1, None, None, -11.6, None, None, 82.0, None, 2022-01-01 13:00:00, 128.0, None, 128.0
None, None, -12.36, 81.3, None, None, None, None, 18.93, 0.0, 18.7, 27.51, -15.0, None, -12.4, -15.3, 0.0, None, None, -11.6, None, None, 81.0, None, 2022-01-01 14:00:00, 128.0, None, 127.8
None, None, -11.94, 80.4, None, None, None, None, 27.77, 0.0, 19.86, 87.2, -14.0, None, -11.9, -15.3, 0.2, None, None, -11.5, None, None, 80.0, None, 2022-01-01 15:00:00, 127.0, None, 127.4
None, None, -11.3, 83.6, None, None, None, None, 14.64, 0.0, 22.72, 149.6, -13.0, None, -11.3, -15.3, 0.1, None, None, -10.8, None, None, 84.0, None, 2022-01-01 16:00:00, 127.0, None, 127.2
None, None, -11.19, 85.0, None, None, None, None, 9.57, 0.0, 23.65, 173.6, -13.0, None, -11.2, -15.3, 0.1, None, None, -10.7, None, None, 85.0, None, 2022-01-01 17:00:00, 127.0, None, 126.8
None, None, -11.56, 84.9, None, None, None, None, 13.44, 0.0, 20.99, 174.1, -13.0, None, -11.6, -15.3, 0.0, None, None, -10.7, None, None, 85.0, None, 2022-01-01 18:00:00, 127.0, None, 126.5
None, None, -11.91, 85.6, None, None, None, None, 10.42, 0.0, 21.44, 192.0, -14.0, None, -11.9, -12.3, 0.0, None, None, -11.0, None, None, 86.0, None, 2022-01-01 19:00:00, 126.0, None, 126.3
None, None, -11.14, 85.2, None, None, None, None, 15.82, 0.0, 21.77, 186.0, -12.0, None, -11.1, -12.3, 0.0, None, None, -10.4, None, None, 85.0, None, 2022-01-01 20:00:00, 126.0, None, 125.8
0.2, None, -10.59, 85.1, None, None, None, None, 29.04, 0.0, 24.05, 184.9, -12.0, None, -10.6, -12.3, 0.0, None, None, -10.4, None, None, 85.0, None, 2022-01-01 21:00:00, 128.0, None, 127.8
0.2, None, -10.12, 86.1, None, None, None, None, 14.83, 0.0, 26.66, 230.5, -12.0, None, -10.1, -12.3, 0.1, None, None, -9.6, None, None, 86.0, None, 2022-01-01 22:00:00, 128.0, None, 127.8
0.2, None, -9.28, 85.9, None, None, None, None, 15.93, 0.0, 29.79, 253.8, -10.0, None, -9.3, -12.3, 0.0, None, None, -8.7, None, None, 86.0, None, 2022-01-01 23:00:00, 127.0, None, 127.4
0.4, None, -8.17, 86.2, None, None, None, None, 10.11, 0.0, 30.37, 294.0, -9.0, None, -8.2, -12.3, 0.2, None, None, -7.6, None, None, 86.0, None, 2022-01-02 00:00:00, 127.0, None, 126.9
0.4, None, -7.435, 86.1, None, None, None, None, 7.633, 0.0, 25.9, 308.2, -9.0, None, -7.4, -12.3, 0.1, None, None, -7.0, None, None, 86.0, None, 2022-01-02 01:00:00, 127.0, None, 126.6
0.4, None, -6.781, 86.9, None, None, None, None, 10.7, 0.0, 28.93, 319.4, -8.0, None, -6.8, -12.3, 0.0, None, None, -6.4, None, None, 87.0, None, 2022-01-02 02:00:00, 126.0, None, 126.4
0.6, None, -5.874, 86.4, None, None, None, None, 27.55, 0.0, 32.05, 353.2, -7.0, None, -5.9, -12.3, 0.2, None, None, -5.3, None, None, 86.0, None, 2022-01-02 03:00:00, 126.0, None, 126.4
0.9, None, -5.21, 86.5, None, None, None, None, 21.46, 0.0, 32.8, 38.87, -6.0, None, -5.2, -12.3, 0.3, None, None, -5.0, None, None, 87.0, None, 2022-01-02 04:00:00, 126.0, None, 126.4
1.6, None, -5.263, 90.9, None, None, None, None, 15.0, 0.0, 27.77, 32.81, -6.0, None, -5.3, -12.3, 0.7, None, None, -5.0, None, None, 91.0, None, 2022-01-02 05:00:00, 125.0, None, 124.9
