station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, DEW_POINT, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, HEIGHT_OF_SNOW
None, None, None, None, None, None, None, 15.5, 1.0, 12.99, 55.2, None, None, None, None, None, None, None, None, None, 2022-02-12 18:00:00, 252.0, 252.4
None, None, None, None, None, None, None, 13.54, -1.0, 10.85, 54.59, None, None, None, None, None, None, None, None, None, 2022-02-12 19:00:00, 252.0, 251.8
None, None, None, None, None, None, None, 15.36, 0.0, 9.94, 58.68, None, None, None, None, None, None, None, None, None, 2022-02-12 20:00:00, 252.0, 251.9
None, None, None, None, None, None, None, 15.44, 0.0, 10.15, 58.34, None, None, None, None, None, None, None, None, None, 2022-02-12 21:00:00, 252.0, 251.6
None, None, None, None, None, None, None, 15.37, 0.0, 10.06, 56.65, None, None, None, None, None, None, None, None, None, 2022-02-12 22:00:00, 252.0, 251.8
None, None, None, None, None, None, None, 13.67, 1.0, 7.358, 60.25, None, None, None, None, None, None, None, None, None, 2022-02-12 23:00:00, 252.0, 252.1
None, None, None, None, None, None, None, 13.61, 1.0, 6.668, 61.66, None, None, None, None, None, None, None, None, None, 2022-02-13 00:00:00, 253.0, 252.9
None, None, None, None, None, None, None, 49.73, 1.0, 3.131, 82.9, None, None, None, None, None, None, None, None, None, 2022-02-13 01:00:00, 253.0, 253.4
None, None, None, None, None, None, None, 12.42, 0.0, 0.897, 209.2, None, None, None, None, None, None, None, None, None, 2022-02-13 02:00:00, 253.0, 253.1
None, None, None, None, None, None, None, 16.97, 0.0, 1.306, 221.9, None, None, None, None, None, None, None, None, None, 2022-02-13 03:00:00, 253.0, 252.9
None, None, None, None, None, None, None, 13.4, 0.0, 1.564, 213.2, None, None, None, None, None, None, None, None, None, 2022-02-13 05:00:00, 253.0, 252.9
None, None, None, None, None, None, None, 18.72, 0.0, 1.482, 223.8, None, None, None, None, None, None, None, None, None, 2022-02-13 06:00:00, 253.0, 252.6
None, None, None, None, None, None, None, 14.38, -1.0, 1.212, 211.6, None, None, None, None, None, None, None, None, None, 2022-02-13 07:00:00, 252.0, 251.6
None, None, None, None, None, None, None, 5.148, 0.0, 2.684, 230.0, None, None, None, None, None, None, None, None, None, 2022-02-13 08:00:00, 251.0, 251.3
None, None, None, None, None, None, None, 9.02, 1.0, 2.8, 230.4, None, None, None, None, None, None, None, None, None, 2022-02-13 09:00:00, 252.0, 252.2
None, None, None, None, None, None, None, 8.34, 0.0, 2.899, 228.1, None, None, None, None, None, None, None, None, None, 2022-02-13 10:00:00, 252.0, 251.9
None, None, None, None, None, None, None, 8.42, 0.0, 3.803, 229.9, None, None, None, None, None, None, None, None, None, 2022-02-13 11:00:00, 252.0, 252.2
None, None, None, None, None, None, None, 14.02, -2.0, 3.042, 234.6, None, None, None, None, None, None, None, None, None, 2022-02-13 12:00:00, 250.0, 250.2
None, None, None, None, None, None, None, 15.5, -3.0, 3.61, 231.6, None, None, None, None, None, None, None, None, None, 2022-02-13 13:00:00, 247.0, 246.9
None, None, None, None, None, None, None, 20.26, -2.0, 3.52, 236.4, None, None, None, None, None, None, None, None, None, 2022-02-13 14:00:00, 245.0, 244.7
None, None, None, None, None, None, None, 27.44, 0.0, 2.748, 236.5, None, None, None, None, None, None, None, None, None, 2022-02-13 15:00:00, 245.0, 244.8
None, None, None, None, None, None, None, 21.74, 3.0, 3.13, 234.2, None, None, None, None, None, None, None, None, None, 2022-02-13 16:00:00, 248.0, 247.7
None, None, None, None, None, None, None, 15.64, 2.0, 2.101, 231.4, None, None, None, None, None, None, None, None, None, 2022-02-13 17:00:00, 249.0, 248.8
None, None, None, None, None, None, None, 11.42, 2.0, 2.872, 224.9, None, None, None, None, None, None, None, None, None, 2022-02-13 18:00:00, 250.0, 250.4
None, None, None, None, None, None, None, 12.06, 1.0, 2.753, 229.1, None, None, None, None, None, None, None, None, None, 2022-02-13 19:00:00, 251.0, 250.9
None, None, None, None, None, None, None, 25.66, 0.0, 2.089, 233.1, None, None, None, None, None, None, None, None, None, 2022-02-13 20:00:00, 251.0, 251.0
None, None, None, None, None, None, None, 47.52, 0.0, 1.857, 224.5, None, None, None, None, None, None, None, None, None, 2022-02-13 21:00:00, 251.0, 250.8
None, None, None, None, None, None, None, 21.04, 0.0, 2.361, 222.7, None, None, None, None, None, None, None, None, None, 2022-02-13 22:00:00, 250.0, 250.4
None, None, None, None, None, None, None, 49.77, 1.0, 1.569, 216.0, None, None, None, None, None, None, None, None, None, 2022-02-13 23:00:00, 251.0, 250.9
None, None, None, None, None, None, None, 19.45, 0.0, 2.122, 224.7, None, None, None, None, None, None, None, None, None, 2022-02-14 00:00:00, 251.0, 251.1
None, None, None, None, None, None, None, 26.24, 0.0, 2.724, 208.8, None, None, None, None, None, None, None, None, None, 2022-02-14 01:00:00, 251.0, 250.9
None, None, None, None, None, None, None, 13.36, 0.0, 1.86, 223.6, None, None, None, None, None, None, None, None, None, 2022-02-14 02:00:00, 251.0, 251.2
None, None, None, None, None, None, None, 30.67, 1.0, 1.303, 222.4, None, None, None, None, None, None, None, None, None, 2022-02-14 03:00:00, 252.0, 251.6
None, None, None, None, None, None, None, 37.65, -1.0, 1.031, 225.4, None, None, None, None, None, None, None, None, None, 2022-02-14 04:00:00, 251.0, 250.7
None, None, None, None, None, None, None, 17.19, 0.0, 1.537, 213.8, None, None, None, None, None, None, None, None, None, 2022-02-14 05:00:00, 250.0, 250.4
None, None, None, None, None, None, None, 33.85, 0.0, 0.895, 235.6, None, None, None, None, None, None, None, None, None, 2022-02-14 06:00:00, 250.0, 250.2
None, None, None, None, None, None, None, 13.27, -1.0, 0.866, 227.4, None, None, None, None, None, None, None, None, None, 2022-02-14 07:00:00, 249.0, 249.2
None, None, None, None, None, None, None, 18.8, -1.0, 0.196, 232.0, None, None, None, None, None, None, None, None, None, 2022-02-14 08:00:00, 248.0, 248.2
None, None, None, None, None, None, None, 37.56, 0.0, 2.397, 69.26, None, None, None, None, None, None, None, None, None, 2022-02-14 09:00:00, 248.0, 248.0
None, None, None, None, None, None, None, 31.01, 2.0, 3.195, 36.38, None, None, None, None, None, None, None, None, None, 2022-02-14 10:00:00, 249.0, 249.4
None, None, None, None, None, None, None, 41.09, 4.0, 2.211, 225.5, None, None, None, None, None, None, None, None, None, 2022-02-14 11:00:00, 253.0, 253.1
None, None, None, None, None, None, None, 21.77, 3.0, 1.578, 228.8, None, None, None, None, None, None, None, None, None, 2022-02-14 12:00:00, 256.0, 255.5
None, None, None, None, None, None, None, 15.98, 1.0, 3.054, 216.9, None, None, None, None, None, None, None, None, None, 2022-02-14 13:00:00, 256.0, 256.1
None, None, None, None, None, None, None, 15.0, 0.0, 2.336, 221.4, None, None, None, None, None, None, None, None, None, 2022-02-14 15:00:00, 256.0, 256.2
None, None, None, None, None, None, None, 12.23, 0.0, 1.765, 221.9, None, None, -2.1, -2334.0, None, None, -1.3, None, None, 2022-02-14 16:00:00, 256.0, None
None, None, None, None, None, None, None, 10.61, None, 1.576, 220.7, None, None, -2.9, -2334.0, None, None, -1.3, None, None, 2022-02-14 17:00:00, -7999.0, None
None, -3.089, None, None, None, None, None, 10.65, None, 2.885, 214.9, None, None, -3.1, -3.1, None, None, -3.0, None, None, 2022-02-14 19:00:00, 260.0, 260.3
None, -3.214, None, None, None, None, None, 39.39, 0.0, 0.864, 232.3, None, None, -3.2, -3.4, None, None, -3.0, None, None, 2022-02-15 00:00:00, 261.0, 261.4
None, -3.892, None, None, None, None, None, 41.94, 0.0, 4.404, 178.6, None, None, -3.9, -4.1, None, None, -3.0, None, None, 2022-02-15 05:00:00, 261.0, 260.5
None, -4.472, None, None, None, None, None, 49.57, 0.0, 2.246, 233.6, None, None, -4.5, -5.2, None, None, -3.5, None, None, 2022-02-15 08:00:00, 260.0, 260.3
None, -3.291, None, None, None, None, None, 22.05, 0.0, 0.499, 238.8, None, None, -3.3, -5.2, None, None, -3.3, None, None, 2022-02-15 09:00:00, 260.0, 260.0
None, 0.084, None, None, None, None, None, 26.21, 1.0, 1.543, 240.0, None, None, 0.1, -5.2, None, None, 0.5, None, None, 2022-02-15 12:00:00, 259.0, 258.9
None, -0.94, None, None, None, None, None, 35.37, 2.0, 1.481, 235.0, None, None, -0.9, -5.2, None, None, 0.5, None, None, 2022-02-15 13:00:00, 260.0, 260.0
None, -1.848, None, None, None, None, None, 23.04, 1.0, 2.438, 228.7, None, None, -1.8, -5.2, None, None, 0.5, None, None, 2022-02-15 14:00:00, 260.0, 260.4
None, -3.387, None, None, None, None, None, 33.41, 1.0, 2.223, 230.1, None, None, -3.4, -5.2, None, None, 0.5, None, None, 2022-02-15 16:00:00, 261.0, 260.6
None, -3.955, None, None, None, None, None, 30.97, 0.0, 2.62, 228.4, None, None, -4.0, -5.2, None, None, 0.5, None, None, 2022-02-15 17:00:00, 261.0, 260.6
None, -4.051, None, None, None, None, None, 30.91, 0.0, 3.15, 229.9, None, None, -4.1, -5.2, None, None, 0.5, None, None, 2022-02-15 18:00:00, 261.0, 260.7
None, -4.129, None, None, None, None, None, 26.48, 0.0, 3.871, 228.3, None, None, -4.1, -4.1, None, None, -4.0, None, None, 2022-02-15 20:00:00, 261.0, 260.8
None, -4.149, None, None, None, None, None, 29.77, 0.0, 2.594, 231.5, None, None, -4.1, -4.2, None, None, -4.0, None, None, 2022-02-15 21:00:00, 261.0, 260.6
None, -4.131, None, None, None, None, None, 30.93, 1.0, 3.401, 225.8, None, None, -4.1, -4.2, None, None, -4.0, None, None, 2022-02-15 22:00:00, 261.0, 261.0
None, -4.019, None, None, None, None, None, 22.21, 1.0, 1.951, 234.1, None, None, -4.0, -4.2, None, None, -4.0, None, None, 2022-02-16 00:00:00, 262.0, 261.7
None, -4.018, None, None, None, None, None, 25.69, 0.0, 2.186, 235.3, None, None, -4.0, -4.2, None, None, -4.0, None, None, 2022-02-16 01:00:00, 262.0, 261.9
None, -4.038, None, None, None, None, None, 21.78, -2.0, 2.17, 223.4, None, None, -4.0, -4.2, None, None, -4.0, None, None, 2022-02-16 02:00:00, 260.0, 260.0
None, -4.089, None, None, None, None, None, 37.85, 2.0, 2.103, 224.9, None, None, -4.1, -4.2, None, None, -4.0, None, None, 2022-02-16 04:00:00, 262.0, 261.9
None, -4.119, None, None, None, None, None, 32.66, -1.0, 2.609, 224.2, None, None, -4.1, -4.2, None, None, -4.0, None, None, 2022-02-16 05:00:00, 261.0, 261.1
None, -2.982, None, None, None, None, None, 44.68, None, 0.719, 237.0, None, None, None, None, None, None, None, None, None, 2022-02-16 09:00:00, None, 260.6
None, -2.312, None, None, None, None, None, 51.56, -1.0, 1.037, 248.0, None, None, -2.3, -4.2, None, None, -1.8, None, None, 2022-02-16 11:00:00, 260.0, 260.1
None, -0.128, None, None, None, None, None, 39.19, -1.0, 1.397, 232.4, None, None, -0.1, -4.2, None, None, -0.1, None, None, 2022-02-16 12:00:00, 259.0, 259.2
None, 0.889, None, None, None, None, None, 25.03, 0.0, 1.581, 238.5, None, None, 0.9, -4.2, None, None, 1.3, None, None, 2022-02-16 13:00:00, 259.0, 259.2
None, -1.833, None, None, None, None, None, 21.53, 1.0, 1.091, 233.2, None, None, -1.8, -4.2, None, None, 1.7, None, None, 2022-02-16 14:00:00, 260.0, 259.8
None, -0.442, None, None, None, None, None, 37.87, 0.0, 0.816, 230.6, None, None, -0.4, -4.2, None, None, 1.7, None, None, 2022-02-16 15:00:00, 260.0, 260.0
None, -2.06, None, None, None, None, None, 22.25, 1.0, 1.031, 233.9, None, None, -2.1, -4.2, None, None, 1.7, None, None, 2022-02-16 16:00:00, 261.0, 260.5
None, -2.918, None, None, None, None, None, 25.73, -1.0, 1.056, 240.3, None, None, -2.9, -4.2, None, None, 1.7, None, None, 2022-02-16 17:00:00, 260.0, 259.7
None, -3.809, None, None, None, None, None, 9.29, 0.0, 1.064, 229.9, None, None, -3.8, -4.2, None, None, 1.7, None, None, 2022-02-16 18:00:00, 260.0, 259.7
None, -4.44, None, None, None, None, None, 46.82, 0.0, 2.01, 212.3, None, None, -4.4, -5.0, None, None, -3.8, None, None, 2022-02-16 19:00:00, 260.0, 259.6
None, -4.468, None, None, None, None, None, 13.14, 0.0, 2.747, 222.4, None, None, -4.5, -5.0, None, None, -3.8, None, None, 2022-02-16 20:00:00, 259.0, 259.4
None, -4.434, None, None, None, None, None, 19.48, 0.0, 2.059, 229.2, None, None, -4.4, -5.0, None, None, -3.8, None, None, 2022-02-16 21:00:00, 259.0, 259.4
None, -4.48, None, None, None, None, None, 17.92, 0.0, 2.507, 228.2, None, None, -4.5, -5.0, None, None, -3.8, None, None, 2022-02-16 22:00:00, 260.0, 259.7
None, -4.483, None, None, None, None, None, 20.03, 0.0, 2.289, 225.7, None, None, -4.5, -5.0, None, None, -3.8, None, None, 2022-02-16 23:00:00, 259.0, 259.3
None, -4.442, None, None, None, None, None, 24.32, -2.0, 2.345, 229.3, None, None, -4.4, -5.0, None, None, -3.8, None, None, 2022-02-17 00:00:00, 258.0, 257.5
None, -4.384, None, None, None, None, None, 17.48, 2.0, 4.094, 225.0, None, None, -4.4, -5.0, None, None, -3.8, None, None, 2022-02-17 01:00:00, 260.0, 259.5
None, -4.317, None, None, None, None, None, 23.04, 1.0, 3.553, 225.1, None, None, -4.3, -5.0, None, None, -3.8, None, None, 2022-02-17 02:00:00, 260.0, 259.9
None, -4.179, None, None, None, None, None, 38.76, -1.0, 2.581, 231.0, None, None, -4.2, -5.0, None, None, -3.8, None, None, 2022-02-17 03:00:00, 259.0, 259.3
None, -3.978, None, None, None, None, None, 32.18, 1.0, 3.53, 229.4, None, None, -4.0, -5.0, None, None, -3.8, None, None, 2022-02-17 04:00:00, 260.0, 259.8
None, -3.831, None, None, None, None, None, 26.71, -1.0, 3.743, 227.5, None, None, -3.8, -5.0, None, None, -3.8, None, None, 2022-02-17 05:00:00, 259.0, 258.7
None, -3.803, None, None, None, None, None, 23.14, 0.0, 4.735, 222.8, None, None, -3.8, -5.0, None, None, -3.8, None, None, 2022-02-17 06:00:00, 258.0, 258.3
None, -3.648, None, None, None, None, None, 29.18, 3.0, 5.188, 225.9, None, None, -3.6, -3.8, None, None, -3.7, None, None, 2022-02-17 07:00:00, 261.0, 260.8
None, -3.572, None, None, None, None, None, 33.01, 1.0, 4.72, 229.2, None, None, -3.6, -3.8, None, None, -3.6, None, None, 2022-02-17 08:00:00, 261.0, 261.4
None, -3.264, None, None, None, None, None, 37.52, 0.0, 3.951, 228.9, None, None, -3.3, -3.8, None, None, -3.3, None, None, 2022-02-17 09:00:00, 261.0, 261.4
None, -3.176, None, None, None, None, None, 34.3, 1.0, 3.658, 231.6, None, None, -3.2, -3.8, None, None, -3.2, None, None, 2022-02-17 10:00:00, 262.0, 261.8
None, -3.007, None, None, None, None, None, 31.32, 0.0, 4.642, 227.0, None, None, -3.0, -3.8, None, None, -3.0, None, None, 2022-02-17 11:00:00, 262.0, 261.9
None, -2.622, None, None, None, None, None, 28.05, 0.0, 4.258, 227.7, None, None, -2.6, -3.8, None, None, -2.0, None, None, 2022-02-17 13:00:00, 262.0, 262.1
None, -2.466, None, None, None, None, None, 24.91, 0.0, 4.558, 226.5, None, None, -2.5, -3.8, None, None, -2.0, None, None, 2022-02-17 14:00:00, 262.0, 261.9
None, -2.165, None, None, None, None, None, 32.85, 0.0, 2.786, 233.8, None, None, -2.2, -3.8, None, None, -1.7, None, None, 2022-02-17 15:00:00, 262.0, 262.0
None, -2.848, None, None, None, None, None, 29.68, 0.0, 2.779, 229.3, None, None, -2.8, -3.8, None, None, -1.7, None, None, 2022-02-17 16:00:00, 262.0, 262.1
None, -3.182, None, None, None, None, None, 23.86, 0.0, 2.45, 227.4, None, None, -3.2, -3.8, None, None, -1.7, None, None, 2022-02-17 17:00:00, 262.0, 262.0
None, -3.505, None, None, None, None, None, 21.83, -1.0, 2.521, 228.2, None, None, -3.5, -3.8, None, None, -1.7, None, None, 2022-02-17 18:00:00, 261.0, 261.4
None, -3.615, None, None, None, None, None, 15.75, 1.0, 2.437, 227.9, None, None, -3.6, -3.6, None, None, -3.5, None, None, 2022-02-17 19:00:00, 262.0, 261.7
None, -3.692, None, None, None, None, None, 18.71, 0.0, 2.193, 229.1, None, None, -3.7, -3.7, None, None, -3.5, None, None, 2022-02-17 20:00:00, 262.0, 261.7
None, -3.77, None, None, None, None, None, 14.68, 1.0, 2.434, 226.1, None, None, -3.8, -3.8, None, None, -3.5, None, None, 2022-02-17 21:00:00, 262.0, 262.1
None, -3.736, None, None, None, None, None, 14.59, -1.0, 3.164, 223.4, None, None, -3.7, -3.8, None, None, -3.5, None, None, 2022-02-17 22:00:00, 261.0, 261.3
None, -3.652, None, None, None, None, None, 21.86, 1.0, 2.105, 230.3, None, None, -3.7, -3.8, None, None, -3.5, None, None, 2022-02-17 23:00:00, 262.0, 261.7
None, -3.563, None, None, None, None, None, 22.28, 0.0, 1.806, 232.4, None, None, -3.6, -3.8, None, None, -3.5, None, None, 2022-02-18 00:00:00, 262.0, 261.9
None, -3.509, None, None, None, None, None, 23.68, 1.0, 2.211, 232.4, None, None, -3.5, -3.8, None, None, -3.5, None, None, 2022-02-18 01:00:00, 263.0, 262.5
None, -3.462, None, None, None, None, None, 18.19, 0.0, 2.698, 228.6, None, None, -3.5, -3.8, None, None, -3.5, None, None, 2022-02-18 02:00:00, 263.0, 262.7
None, -3.404, None, None, None, None, None, 26.58, 0.0, 2.595, 231.8, None, None, -3.4, -3.8, None, None, -3.4, None, None, 2022-02-18 03:00:00, 263.0, 262.7
None, -3.395, None, None, None, None, None, 24.3, 0.0, 1.696, 237.8, None, None, -3.4, -3.8, None, None, -3.4, None, None, 2022-02-18 04:00:00, 263.0, 262.7
None, -3.394, None, None, None, None, None, 19.94, -1.0, 1.61, 235.7, None, None, -3.4, -3.8, None, None, -3.4, None, None, 2022-02-18 05:00:00, 262.0, 262.1
None, -3.366, None, None, None, None, None, 24.92, -1.0, 1.041, 239.9, None, None, -3.4, -3.8, None, None, -3.4, None, None, 2022-02-18 06:00:00, 261.0, 261.1
None, -3.285, None, None, None, None, None, 16.33, 1.0, 0.647, 247.7, None, None, -3.3, -3.4, None, None, -3.3, None, None, 2022-02-18 07:00:00, 262.0, 261.9
None, -2.959, None, None, None, None, None, 18.85, 0.0, 0.909, 246.2, None, None, -3.0, -3.4, None, None, -3.0, None, None, 2022-02-18 08:00:00, 262.0, 262.1
None, -2.173, None, None, None, None, None, 14.57, -1.0, 0.681, 244.7, None, None, -2.2, -3.4, None, None, -2.2, None, None, 2022-02-18 09:00:00, 261.0, 261.2
None, -0.649, None, None, None, None, None, 19.88, -3.0, 0.285, 252.9, None, None, -0.6, -3.4, None, None, -0.5, None, None, 2022-02-18 10:00:00, 259.0, 258.5
None, -0.034, None, None, None, None, None, 22.56, 3.0, 0.545, 256.1, None, None, 0.0, -3.4, None, None, 0.0, None, None, 2022-02-18 11:00:00, 261.0, 260.8
None, 0.63, None, None, None, None, None, 20.64, 4.0, 1.921, 232.4, None, None, 0.6, -3.4, None, None, 0.8, None, None, 2022-02-18 14:00:00, 259.0, 258.7
None, -2.799, None, None, None, None, None, 38.91, 0.0, 1.507, 231.8, None, None, -2.8, -3.4, None, None, 0.8, None, None, 2022-02-18 17:00:00, 259.0, 259.0
None, -3.398, None, None, None, None, None, 20.29, 0.0, 3.597, 224.7, None, None, -3.4, -3.4, None, None, 0.8, None, None, 2022-02-18 18:00:00, 259.0, 258.8
None, -3.619, None, None, None, None, None, 20.79, 0.0, 3.582, 222.5, None, None, -3.6, -3.7, None, None, -3.4, None, None, 2022-02-18 19:00:00, 259.0, 258.6
None, -3.958, None, None, None, None, None, 39.1, 0.0, 2.738, 226.7, None, None, -4.0, -3.9, None, None, -3.4, None, None, 2022-02-18 20:00:00, 258.0, 258.4
None, -4.298, None, None, None, None, None, 57.45, 1.0, 1.335, 233.2, None, None, -4.3, -4.4, None, None, -3.4, None, None, 2022-02-18 21:00:00, 259.0, 258.8
None, -3.931, None, None, None, None, None, 50.84, 0.0, 2.036, 234.3, None, None, -3.9, -4.4, None, None, -3.4, None, None, 2022-02-18 22:00:00, 258.0, 258.4
None, -3.947, None, None, None, None, None, 43.3, 0.0, 2.344, 239.7, None, None, -3.9, -4.4, None, None, -3.4, None, None, 2022-02-18 23:00:00, 259.0, 258.7
None, -3.934, None, None, None, None, None, 25.47, 0.0, 4.929, 226.9, None, None, -3.9, -4.4, None, None, -3.4, None, None, 2022-02-19 01:00:00, 259.0, 259.2
None, -3.437, None, None, None, None, None, 27.44, 0.0, 4.396, 225.2, None, None, -3.4, -4.4, None, None, -3.4, None, None, 2022-02-19 02:00:00, 259.0, 259.2
None, -3.623, None, None, None, None, None, 28.12, 0.0, 4.853, 222.6, None, None, -3.6, -4.4, None, None, -3.4, None, None, 2022-02-19 03:00:00, 259.0, 259.2
None, -3.804, None, None, None, None, None, 29.54, 0.0, 4.251, 228.5, None, None, -3.8, -4.4, None, None, -3.4, None, None, 2022-02-19 04:00:00, 259.0, 259.4
