station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, -5.918, 79.43, -5.9, None, 23.91, 0.65, 1.9, -9.0, None, -5.9, -6.8, 1022.0, 0.2, -9.0, 980.0, None, 0.0, 79.0, 2022-01-01 00:00:00, 19.0, 18.58, 980.0
None, -5.657, 82.5, -5.8, None, 21.61, 0.069, 353.6, -8.0, None, -5.7, -6.8, 1022.0, -0.1, -8.0, 980.0, None, 0.0, 83.0, 2022-01-01 01:00:00, 19.0, 18.52, 980.0
None, -5.276, 84.3, -5.4, None, 16.18, 0.006, 344.2, -7.0, None, -5.3, -6.8, 1022.0, 0.0, -7.0, 980.0, None, 0.0, 84.0, 2022-01-01 02:00:00, 18.0, 18.46, 980.0
None, -4.732, 89.1, -4.8, None, 20.22, 0.272, 9.92, -6.0, None, -4.7, -6.8, 1023.0, -0.4, -6.0, 981.0, None, 0.0, 89.0, 2022-01-01 03:00:00, 18.0, 18.39, 981.0
None, -4.444, 91.7, -4.6, None, 28.22, 0.4, 17.11, -5.0, None, -4.4, -6.8, 1023.0, 0.2, -5.0, 981.0, None, 0.0, 92.0, 2022-01-01 04:00:00, 18.0, 18.33, 981.0
None, -4.328, 95.0, -4.4, None, 26.75, 0.854, 26.18, -5.0, None, -4.3, -6.8, 1022.1, -0.3, -5.0, 980.0, None, 0.0, 95.0, 2022-01-01 05:00:00, 18.0, 18.18, 980.0
None, -4.291, 95.1, -4.3, None, 25.03, 0.875, 14.2, -5.0, None, -4.3, -6.8, 1022.1, -0.3, -5.0, 980.0, None, 0.0, 95.0, 2022-01-01 06:00:00, 18.0, 18.17, 980.0
None, -3.946, 93.8, -4.1, None, 25.46, 0.813, 26.25, -5.0, None, -3.9, -4.4, 1022.1, 0.5, -5.0, 980.0, None, 0.0, 94.0, 2022-01-01 07:00:00, 18.0, 17.86, 980.0
None, -3.852, 96.0, -3.9, None, 18.85, 1.054, 26.38, -4.0, None, -3.9, -4.4, 1023.1, -0.7, -4.0, 981.0, None, 0.0, 96.0, 2022-01-01 08:00:00, 18.0, 17.83, 981.0
None, -3.636, 98.0, -3.8, None, 17.02, 2.238, 38.85, -4.0, None, -3.6, -4.4, 1022.1, 0.9, -4.0, 980.0, None, 0.0, 98.0, 2022-01-01 09:00:00, 18.0, 17.78, 980.0
None, -2.928, 96.4, -3.1, None, 25.61, 2.486, 49.65, -3.0, None, -2.9, -4.4, 1023.1, -0.2, -3.0, 981.0, None, 0.0, 96.0, 2022-01-01 10:00:00, 18.0, 17.75, 981.0
None, -2.461, 89.6, -2.6, None, 29.27, 2.777, 61.3, -4.0, None, -2.5, -4.4, 1022.0, -0.5, -4.0, 980.0, None, 0.0, 90.0, 2022-01-01 11:00:00, 18.0, 17.63, 980.0
None, -2.368, 91.0, -2.5, None, 23.06, 4.086, 62.08, -3.0, None, -2.4, -4.4, 1022.0, -0.1, -3.0, 980.0, None, 0.0, 91.0, 2022-01-01 12:00:00, 18.0, 17.58, 980.0
None, -2.014, 87.1, -2.1, None, 28.78, 3.966, 61.19, -4.0, None, -2.0, -4.4, 1020.9, 0.5, -4.0, 979.0, None, 0.0, 87.0, 2022-01-01 13:00:00, 17.0, 17.46, 979.0
