station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
27.64, None, None, None, 12.57, 222.8, -36.0, -24.9, -36.0, None, None, None, None, None, None, None, None, -23.98, None, -23.4, None, None, 25.78, None, -24.0, 0.0, None, 28.0, 2022-01-01 00:00:00, None
27.42, None, None, None, 12.95, 221.4, -36.0, -24.9, -36.0, None, None, None, None, None, None, None, None, -23.24, None, -23.2, None, None, 22.72, None, -23.2, 0.0, None, 27.0, 2022-01-01 01:00:00, None
27.23, None, None, None, 8.42, 225.2, -35.0, -24.9, -35.0, None, None, None, None, None, None, None, None, -22.81, None, -22.8, None, None, 26.07, None, -22.8, 0.0, None, 27.0, 2022-01-01 02:00:00, None
27.1, None, None, None, 5.564, 231.1, -35.0, -24.9, -35.0, None, None, None, None, None, None, None, None, -22.18, None, -22.2, None, None, 26.04, None, -22.2, 0.0, None, 27.0, 2022-01-01 03:00:00, None
26.96, None, None, None, 5.138, 238.1, -34.0, -24.9, -34.0, None, None, None, None, None, None, None, None, -21.69, None, -21.7, None, None, 27.91, None, -21.7, 0.0, None, 27.0, 2022-01-01 04:00:00, None
26.62, None, None, None, 7.01, 231.9, -34.0, -24.9, -34.0, None, None, None, None, None, None, None, None, -20.57, None, -20.6, None, None, 22.03, None, -20.6, 0.0, None, 27.0, 2022-01-01 05:00:00, None
26.45, None, None, None, 4.333, 239.5, -33.0, -24.9, -33.0, None, None, None, None, None, None, None, None, -20.22, None, -20.2, None, None, 25.28, None, -20.2, 0.0, None, 26.0, 2022-01-01 06:00:00, None
26.54, None, None, None, 5.312, 255.8, -33.0, -20.4, -33.0, None, None, None, None, None, None, None, None, -20.31, None, -20.2, None, None, 22.46, None, -20.3, 0.0, None, 27.0, 2022-01-01 07:00:00, None
26.43, None, None, None, 10.41, 208.4, -33.0, -20.4, -33.0, None, None, None, None, None, None, None, None, -19.93, None, -19.9, None, None, 14.72, None, -19.9, 0.0, None, 26.0, 2022-01-01 08:00:00, None
26.38, None, None, None, 6.253, 241.7, -33.0, -20.4, -33.0, None, None, None, None, None, None, None, None, -19.76, None, -19.8, None, None, 32.44, None, -19.8, 0.0, None, 26.0, 2022-01-01 09:00:00, None
