station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, max_air_temp_snc_last_reset, rel_hum, max_wnd_spd_10m_pst1hr, avg_wnd_spd_10m_pst10mts, dwpt_temp, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, time, snw_dpth, stn_pres
10.9, -9.0, -7.3, None, None, None, None, -9.0, -9.5, 0.0, None, None, 2022-01-03 16:00:00, None, None
10.4, -9.57, -7.3, None, None, None, None, -9.6, -9.6, 0.0, None, None, 2022-01-03 17:00:00, None, None
9.7, -10.08, -7.3, None, None, None, None, -10.1, -10.1, 0.2, None, None, 2022-01-03 18:00:00, None, None
None, -10.7, -10.1, None, None, None, None, -10.7, -10.7, -0.2, None, None, 2022-01-03 19:00:00, None, None
None, -10.94, -10.1, None, None, None, None, -10.9, -11.0, 0.2, None, None, 2022-01-03 20:00:00, None, None
None, -11.76, -10.1, None, None, None, None, -11.8, -11.8, 0.3, None, None, 2022-01-03 21:00:00, None, None
None, -12.02, -10.1, None, None, None, None, -12.0, -12.0, 0.3, None, None, 2022-01-03 22:00:00, None, None
None, -12.31, -10.1, None, None, None, None, -12.3, -12.3, 0.2, None, None, 2022-01-03 23:00:00, None, None
None, -12.81, -10.1, None, None, None, None, -12.8, -12.8, 0.0, None, None, 2022-01-04 00:00:00, None, None
None, -13.09, -10.1, None, None, None, None, -13.1, -13.1, 0.4, None, None, 2022-01-04 01:00:00, None, None
None, -13.35, -10.1, None, None, None, None, -13.4, -13.4, 0.3, None, None, 2022-01-04 02:00:00, None, None
None, -13.38, -10.1, None, None, None, None, -13.4, -13.5, 0.5, None, None, 2022-01-04 03:00:00, None, None
None, -13.69, -10.1, None, None, None, None, -13.7, -13.7, 0.0, None, None, 2022-01-04 04:00:00, None, None
None, -13.59, -10.1, None, None, None, None, -13.6, -13.7, 0.1, None, None, 2022-01-04 05:00:00, None, None
None, -13.73, -10.1, None, None, None, None, -13.7, -13.7, -0.2, None, None, 2022-01-04 06:00:00, None, None
None, -13.73, -13.7, None, None, None, None, -13.7, -13.9, 0.3, None, None, 2022-01-04 07:00:00, None, None
None, -14.15, -13.7, None, None, None, None, -14.2, -14.3, -0.2, None, None, 2022-01-04 08:00:00, None, None
None, -13.95, -13.7, None, None, None, None, -14.0, -14.3, 0.0, None, None, 2022-01-04 09:00:00, None, None
None, -14.06, -13.7, None, None, None, None, -14.1, -14.3, 0.3, None, None, 2022-01-04 10:00:00, None, None
None, -13.79, -13.7, None, None, None, None, -13.8, -14.3, 0.0, None, None, 2022-01-04 11:00:00, None, None
None, None, -13.7, None, None, None, None, -13.8, -14.3, -0.2, None, None, 2022-01-04 12:00:00, None, None
None, -13.63, -13.6, None, None, None, None, -13.6, -14.3, 0.0, None, None, 2022-01-04 13:00:00, None, None
None, -13.32, -13.3, None, None, None, None, -13.3, -14.3, 0.1, None, None, 2022-01-04 14:00:00, None, None
None, -13.58, -13.3, None, None, None, None, -13.6, -14.3, 0.0, None, None, 2022-01-04 15:00:00, None, None
None, -13.56, -13.3, None, None, None, None, -13.6, -14.3, 0.0, None, None, 2022-01-04 16:00:00, None, None
None, -13.51, -13.3, None, None, None, None, -13.5, -14.3, 0.1, None, None, 2022-01-04 17:00:00, None, None
None, -13.58, -13.3, None, None, None, None, -13.6, -14.3, 0.0, None, None, 2022-01-04 18:00:00, None, None
None, -13.68, -13.5, None, None, None, None, -13.7, -13.7, 0.3, None, None, 2022-01-04 19:00:00, None, None
None, -13.73, -13.5, None, None, None, None, -13.7, -13.8, 0.0, None, None, 2022-01-04 20:00:00, None, None
None, -13.83, -13.5, None, None, None, None, -13.8, -13.8, -0.1, None, None, 2022-01-04 21:00:00, None, None
None, -13.88, -13.5, None, None, None, None, -13.9, -13.9, 0.0, None, None, 2022-01-04 22:00:00, None, None
None, -13.74, -13.5, None, None, None, None, -13.7, -13.9, -0.3, None, None, 2022-01-04 23:00:00, None, None
None, -14.25, -13.5, None, None, None, None, -14.3, -14.3, 0.3, None, None, 2022-01-05 00:00:00, None, None
None, -14.53, -13.5, None, None, None, None, -14.5, -14.6, 0.1, None, None, 2022-01-05 01:00:00, None, None
None, -14.74, -13.5, None, None, None, None, -14.7, -14.8, 0.2, None, None, 2022-01-05 02:00:00, None, None
None, -15.07, -13.5, None, None, None, None, -15.1, -15.1, 0.0, None, None, 2022-01-05 03:00:00, None, None
None, -15.45, -13.5, None, None, None, None, -15.5, -15.5, -0.1, None, None, 2022-01-05 04:00:00, None, None
None, -15.74, -13.5, None, None, None, None, -15.7, -15.7, 0.0, None, None, 2022-01-05 05:00:00, None, None
None, -16.03, -13.5, None, None, None, None, -16.0, -16.1, 0.2, None, None, 2022-01-05 06:00:00, None, None
None, -15.91, -15.9, None, None, None, None, -15.9, -16.2, -0.2, None, None, 2022-01-05 07:00:00, None, None
None, -16.12, -15.9, None, None, None, None, -16.1, -16.2, 0.2, None, None, 2022-01-05 08:00:00, None, None
None, -16.16, -15.9, None, None, None, None, -16.2, -16.2, 0.0, None, None, 2022-01-05 09:00:00, None, None
None, -16.03, -15.9, None, None, None, None, -16.0, -16.2, -0.2, None, None, 2022-01-05 10:00:00, None, None
None, -15.71, -15.7, None, None, None, None, -15.7, -16.2, 0.2, None, None, 2022-01-05 11:00:00, None, None
None, -15.29, -15.3, None, None, None, None, -15.3, -16.2, -329.0, None, None, 2022-01-05 12:00:00, None, None
None, -15.0, -15.0, None, None, None, None, -15.0, -16.2, 0.5, None, None, 2022-01-05 13:00:00, None, None
None, -14.85, -14.8, None, None, None, None, -14.9, -16.2, 0.0, None, None, 2022-01-05 14:00:00, None, None
None, -14.94, None, None, None, None, None, None, None, None, None, None, 2022-01-05 15:00:00, None, None
None, -15.22, -14.8, None, None, None, None, -15.2, -16.2, 0.0, None, None, 2022-01-05 16:00:00, None, None
None, -16.8, -14.8, None, None, None, None, -16.8, -16.8, -0.1, None, None, 2022-01-05 17:00:00, None, None
None, -16.71, -14.8, None, None, None, None, -16.7, -17.0, 0.2, None, None, 2022-01-05 18:00:00, None, None
None, -17.43, -16.7, None, None, None, None, -17.4, -17.7, 0.1, None, None, 2022-01-05 19:00:00, None, None
None, -17.67, -16.7, None, None, None, None, -17.7, -17.7, 0.1, None, None, 2022-01-05 20:00:00, None, None
None, -17.9, -16.7, None, None, None, None, -17.9, -18.0, 0.0, None, None, 2022-01-05 21:00:00, None, None
None, -17.77, -16.7, None, None, None, None, -17.8, -18.4, 0.2, None, None, 2022-01-05 22:00:00, None, None
None, -18.19, -16.7, None, None, None, None, -18.2, -18.4, 0.0, None, None, 2022-01-05 23:00:00, None, None
None, -17.5, -16.7, None, None, None, None, -17.5, -18.4, 0.2, None, None, 2022-01-06 00:00:00, None, None
None, -17.24, -16.7, None, None, None, None, -17.2, -18.4, 0.0, None, None, 2022-01-06 01:00:00, None, None
None, -16.87, -16.7, None, None, None, None, -16.9, -18.4, 0.0, None, None, 2022-01-06 02:00:00, None, None
None, -16.27, -16.2, None, None, None, None, -16.3, -18.4, -0.1, None, None, 2022-01-06 03:00:00, None, None
None, -16.19, -16.1, None, None, None, None, -16.2, -18.4, 0.0, None, None, 2022-01-06 04:00:00, None, None
None, -15.85, -15.9, None, None, None, None, -15.9, -18.4, 0.0, None, None, 2022-01-06 05:00:00, None, None
None, -15.59, -15.6, None, None, None, None, -15.6, -18.4, 0.3, None, None, 2022-01-06 06:00:00, None, None
None, -15.39, -15.4, None, None, None, None, -15.4, -15.6, 0.2, None, None, 2022-01-06 07:00:00, None, None
None, -15.29, -15.3, None, None, None, None, -15.3, -15.6, 0.1, None, None, 2022-01-06 08:00:00, None, None
None, -14.91, -14.9, None, None, None, None, -14.9, -15.6, 0.0, None, None, 2022-01-06 09:00:00, None, None
None, -14.01, -14.0, None, None, None, None, -14.0, -15.6, 0.4, None, None, 2022-01-06 10:00:00, None, None
None, -13.05, -13.0, None, None, None, None, -13.1, -15.6, 0.3, None, None, 2022-01-06 11:00:00, None, None
None, -13.03, -12.9, None, None, None, None, -13.0, -15.6, 0.2, None, None, 2022-01-06 12:00:00, None, None
None, -12.78, -12.8, None, None, None, None, -12.8, -15.6, 0.9, None, None, 2022-01-06 13:00:00, None, None
None, -12.67, -12.6, None, None, None, None, -12.7, -15.6, 0.6, None, None, 2022-01-06 14:00:00, None, None
None, -12.71, -12.6, None, None, None, None, -12.7, -15.6, 0.6, None, None, 2022-01-06 15:00:00, None, None
None, -12.62, -12.6, None, None, None, None, -12.6, -15.6, 0.3, None, None, 2022-01-06 16:00:00, None, None
None, -12.62, -12.6, None, None, None, None, -12.6, -15.6, 0.3, None, None, 2022-01-06 17:00:00, None, None
None, -12.47, -12.4, None, None, None, None, -12.5, -15.6, 0.5, None, None, 2022-01-06 18:00:00, None, None
None, -12.39, -12.4, None, None, None, None, -12.4, -12.5, 0.3, None, None, 2022-01-06 19:00:00, None, None
None, -12.4, -12.3, None, None, None, None, -12.4, -12.5, 0.0, None, None, 2022-01-06 20:00:00, None, None
None, -12.31, -12.3, None, None, None, None, -12.3, -12.5, 0.3, None, None, 2022-01-06 21:00:00, None, None
None, -12.84, -12.3, None, None, None, None, -12.8, -12.9, 0.3, None, None, 2022-01-06 22:00:00, None, None
None, -12.75, -12.3, None, None, None, None, -12.8, -12.9, 0.9, None, None, 2022-01-06 23:00:00, None, None
None, -12.84, -12.3, None, None, None, None, -12.8, -13.0, 1.2, None, None, 2022-01-07 00:00:00, None, None
None, -12.84, -12.3, None, None, None, None, -12.8, -13.0, 1.4, None, None, 2022-01-07 01:00:00, None, None
None, -12.74, -12.3, None, None, None, None, -12.7, -13.0, 1.4, None, None, 2022-01-07 02:00:00, None, None
11.5, -12.7, -12.3, None, None, None, None, -12.7, -13.0, 1.1, None, None, 2022-01-07 03:00:00, None, None
12.5, -12.49, -12.3, None, None, None, None, -12.5, -13.0, 1.0, None, None, 2022-01-07 04:00:00, None, None
13.1, -12.43, -12.3, None, None, None, None, -12.4, -13.0, 0.6, None, None, 2022-01-07 05:00:00, None, None
12.8, -12.34, -12.3, None, None, None, None, -12.3, -13.0, 0.1, None, None, 2022-01-07 06:00:00, None, None
13.1, -12.32, -12.3, None, None, None, None, -12.3, -12.4, 0.5, None, None, 2022-01-07 07:00:00, None, None
13.4, -12.28, -12.3, None, None, None, None, -12.3, -12.4, 0.3, None, None, 2022-01-07 08:00:00, None, None
14.8, -12.03, -12.0, None, None, None, None, -12.0, -12.4, 1.4, None, None, 2022-01-07 09:00:00, None, None
15.3, -11.33, -11.3, None, None, None, None, -11.3, -12.4, 0.9, None, None, 2022-01-07 10:00:00, None, None
15.4, -10.58, -10.6, None, None, None, None, -10.6, -12.4, 0.4, None, None, 2022-01-07 11:00:00, None, None
15.5, -9.9, -9.9, None, None, None, None, -9.9, -12.4, 0.3, None, None, 2022-01-07 12:00:00, None, None
14.6, -8.59, -8.6, None, None, None, None, -8.6, -12.4, 0.0, None, None, 2022-01-07 13:00:00, None, None
None, -8.9, -8.4, None, None, None, None, -8.9, -12.4, -0.2, None, None, 2022-01-07 14:00:00, None, None
None, -9.31, -8.4, None, None, None, None, -9.3, -12.4, -0.1, None, None, 2022-01-07 15:00:00, None, None
None, -9.79, -8.4, None, None, None, None, -9.8, -12.4, 0.0, None, None, 2022-01-07 16:00:00, None, None
None, -10.63, -8.4, None, None, None, None, -10.6, -12.4, 0.0, None, None, 2022-01-07 17:00:00, None, None
None, -11.47, -8.4, None, None, None, None, -11.5, -12.4, 0.0, None, None, 2022-01-07 18:00:00, None, None
None, -11.64, -11.3, None, None, None, None, -11.6, -11.7, 0.1, None, None, 2022-01-07 19:00:00, None, None
None, -11.26, -11.2, None, None, None, None, -11.3, -11.7, 0.0, None, None, 2022-01-07 20:00:00, None, None
None, -10.58, -10.6, None, None, None, None, -10.6, -11.7, 0.0, None, None, 2022-01-07 21:00:00, None, None
None, -11.0, -10.5, None, None, None, None, -11.0, -11.7, 0.0, None, None, 2022-01-07 22:00:00, None, None
None, -11.39, -10.5, None, None, None, None, -11.4, -11.7, 0.0, None, None, 2022-01-07 23:00:00, None, None
None, -11.78, -10.5, None, None, None, None, -11.8, -11.8, 0.0, None, None, 2022-01-08 00:00:00, None, None
None, -12.43, -10.5, None, None, None, None, -12.4, -12.5, 0.0, None, None, 2022-01-08 01:00:00, None, None
None, -12.79, -10.5, None, None, None, None, -12.8, -12.8, 0.0, None, None, 2022-01-08 02:00:00, None, None
None, -14.26, -10.5, None, None, None, None, -14.3, -14.3, 0.2, None, None, 2022-01-08 03:00:00, None, None
None, -15.54, -10.5, None, None, None, None, -15.5, -15.5, 0.2, None, None, 2022-01-08 04:00:00, None, None
None, -15.19, -10.5, None, None, None, None, -15.2, -15.6, 0.2, None, None, 2022-01-08 05:00:00, None, None
None, -15.19, -10.5, None, None, None, None, -15.2, -15.8, 0.1, None, None, 2022-01-08 06:00:00, None, None
None, -15.12, -14.2, None, None, None, None, -15.1, -15.2, 0.0, None, None, 2022-01-08 07:00:00, None, None
None, -15.21, -14.2, None, None, None, None, -15.2, -15.3, 0.1, None, None, 2022-01-08 08:00:00, None, None
None, -14.32, -14.2, None, None, None, None, -14.3, -15.4, 0.0, None, None, 2022-01-08 09:00:00, None, None
None, -12.77, -12.8, None, None, None, None, -12.8, -15.4, 0.0, None, None, 2022-01-08 10:00:00, None, None
None, -11.12, -11.1, None, None, None, None, -11.1, -15.4, 0.0, None, None, 2022-01-08 11:00:00, None, None
None, -10.01, -10.0, None, None, None, None, -10.0, -15.4, -0.2, None, None, 2022-01-08 12:00:00, None, None
None, -9.19, -9.1, None, None, None, None, -9.2, -15.4, -0.2, None, None, 2022-01-08 13:00:00, None, None
None, -8.64, -8.5, None, None, None, None, -8.6, -15.4, -0.2, None, None, 2022-01-08 14:00:00, None, None
None, -8.58, -8.5, None, None, None, None, -8.6, -15.4, -0.1, None, None, 2022-01-08 15:00:00, None, None
None, -8.79, -8.5, None, None, None, None, -8.8, -15.4, 0.0, None, None, 2022-01-08 16:00:00, None, None
None, -8.99, -8.5, None, None, None, None, -9.0, -15.4, 0.0, None, None, 2022-01-08 17:00:00, None, None
None, -9.0, -8.5, None, None, None, None, -9.0, -15.4, 0.4, None, None, 2022-01-08 18:00:00, None, None
None, -8.98, -9.0, None, None, None, None, -9.0, -9.1, 0.3, None, None, 2022-01-08 19:00:00, None, None
None, -9.0, -9.0, None, None, None, None, -9.0, -9.1, 0.4, None, None, 2022-01-08 20:00:00, None, None
None, -8.96, -9.0, None, None, None, None, -9.0, -9.1, 0.4, None, None, 2022-01-08 21:00:00, None, None
None, -8.83, -8.8, None, None, None, None, -8.8, -9.1, 0.5, None, None, 2022-01-08 22:00:00, None, None
None, -8.68, -8.7, None, None, None, None, -8.7, -9.1, 0.6, None, None, 2022-01-08 23:00:00, None, None
None, -8.5, -8.5, None, None, None, None, -8.5, -9.1, 0.4, None, None, 2022-01-09 00:00:00, None, None
None, -8.38, -8.4, None, None, None, None, -8.4, -9.1, 0.4, None, None, 2022-01-09 01:00:00, None, None
None, -8.24, -8.2, None, None, None, None, -8.2, -9.1, 0.3, None, None, 2022-01-09 02:00:00, None, None
None, -8.09, -8.1, None, None, None, None, -8.1, -9.1, 0.3, None, None, 2022-01-09 03:00:00, None, None
None, -7.94, -7.9, None, None, None, None, -7.9, -9.1, 1.8, None, None, 2022-01-09 04:00:00, None, None
None, -7.74, -7.7, None, None, None, None, -7.7, -9.1, 0.1, None, None, 2022-01-09 05:00:00, None, None
None, -7.66, -7.7, None, None, None, None, -7.7, -9.1, 0.0, None, None, 2022-01-09 06:00:00, None, None
None, -7.55, -7.6, None, None, None, None, -7.6, -7.7, 0.1, None, None, 2022-01-09 07:00:00, None, None
None, -7.57, -7.5, None, None, None, None, -7.6, -7.7, 0.0, None, None, 2022-01-09 08:00:00, None, None
None, -7.18, -7.2, None, None, None, None, -7.2, -7.7, 0.0, None, None, 2022-01-09 09:00:00, None, None
None, -6.775, -6.8, None, None, None, None, -6.8, -7.7, 0.0, None, None, 2022-01-09 10:00:00, None, None
None, -5.989, -6.0, None, None, None, None, -6.0, -7.7, 0.1, None, None, 2022-01-09 11:00:00, None, None
None, -5.286, -5.3, None, None, None, None, -5.3, -7.7, 0.0, None, None, 2022-01-09 12:00:00, None, None
None, -4.635, -4.6, None, None, None, None, -4.6, -7.7, -0.2, None, None, 2022-01-09 13:00:00, None, None
None, -4.885, -4.6, None, None, None, None, -4.9, -7.7, -0.1, None, None, 2022-01-09 14:00:00, None, None
None, -4.827, -4.6, None, None, None, None, -4.8, -7.7, 0.0, None, None, 2022-01-09 15:00:00, None, None
None, -4.952, -4.6, None, None, None, None, -5.0, -7.7, -0.2, None, None, 2022-01-09 16:00:00, None, None
None, -5.21, -4.6, None, None, None, None, -5.2, -7.7, 0.0, None, None, 2022-01-09 17:00:00, None, None
None, None, -4.6, None, None, None, None, -5.2, -7.7, 0.1, None, None, 2022-01-09 18:00:00, None, None
None, None, -5.1, None, None, None, None, -5.2, -5.3, None, None, None, 2022-01-09 20:00:00, None, None
None, -5.143, -5.1, None, None, None, None, -5.1, -5.3, 0.0, None, None, 2022-01-09 21:00:00, None, None
None, -5.047, -5.0, None, None, None, None, -5.0, -5.3, 0.0, None, None, 2022-01-09 22:00:00, None, None
None, -4.874, -4.9, None, None, None, None, -4.9, -5.3, 0.0, None, None, 2022-01-09 23:00:00, None, None
None, -4.817, -4.8, None, None, None, None, -4.8, -5.3, 0.0, None, None, 2022-01-10 00:00:00, None, None
None, -4.502, -4.4, None, None, None, None, -4.5, -5.3, 0.0, None, None, 2022-01-10 01:00:00, None, None
None, -4.406, -4.2, None, None, None, None, -4.4, -5.3, -0.1, None, None, 2022-01-10 02:00:00, None, None
None, -4.454, -4.2, None, None, None, None, -4.5, -5.3, 0.0, None, None, 2022-01-10 03:00:00, None, None
None, -4.683, -4.2, None, None, None, None, -4.7, -5.3, 0.0, None, None, 2022-01-10 04:00:00, None, None
None, -4.693, -4.2, None, None, None, None, -4.7, -5.3, 0.0, None, None, 2022-01-10 05:00:00, None, None
None, -4.683, -4.2, None, None, None, None, -4.7, -5.3, 0.0, None, None, 2022-01-10 06:00:00, None, None
None, -4.645, -4.6, None, None, None, None, -4.6, -4.7, 0.0, None, None, 2022-01-10 07:00:00, None, None
None, -4.722, -4.6, None, None, None, None, -4.7, -4.7, 0.0, None, None, 2022-01-10 08:00:00, None, None
None, -4.483, -4.5, None, None, None, None, -4.5, -4.8, 0.0, None, None, 2022-01-10 09:00:00, None, None
None, -4.206, -4.2, None, None, None, None, -4.2, -4.8, 0.0, None, None, 2022-01-10 10:00:00, None, None
None, -3.493, -3.4, None, None, None, None, -3.5, -4.8, 0.0, None, None, 2022-01-10 11:00:00, None, None
None, -3.313, -3.0, None, None, None, None, -3.3, -4.8, 0.0, None, None, 2022-01-10 12:00:00, None, None
None, -3.437, -3.0, None, None, None, None, -3.4, -4.8, 0.4, None, None, 2022-01-10 13:00:00, None, None
None, -3.105, -3.0, None, None, None, None, -3.1, -4.8, 0.9, None, None, 2022-01-10 14:00:00, None, None
None, -3.352, -3.0, None, None, None, None, -3.4, -4.8, 1.1, None, None, 2022-01-10 15:00:00, None, None
None, -3.428, -3.0, None, None, None, None, -3.4, -4.8, 1.0, None, None, 2022-01-10 16:00:00, None, None
None, -3.304, -3.0, None, None, None, None, -3.3, -4.8, 0.5, None, None, 2022-01-10 17:00:00, None, None
None, -3.456, -3.0, None, None, None, None, -3.5, -4.8, 0.0, None, None, 2022-01-10 18:00:00, None, None
None, -1.095, -1.1, None, None, None, None, -1.1, -3.5, None, None, None, 2022-01-11 15:00:00, None, None
None, -1.105, -1.0, None, None, None, None, -1.1, -3.5, 0.0, None, None, 2022-01-11 16:00:00, None, None
None, -0.964, -0.9, None, None, None, None, -1.0, -3.5, 0.0, None, None, 2022-01-11 17:00:00, None, None
