station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, -15.95, 86.9, None, None, None, None, 68.18, 1.0, 2.796, 254.1, -17.0, None, -16.0, -17.6, None, None, None, None, -15.7, None, None, 87.0, None, 2022-01-01 00:00:00, 108.0, None, 107.8
None, -15.84, 86.2, None, None, None, None, 30.72, 0.0, 6.752, 212.3, -17.0, None, -15.8, -17.6, None, None, None, None, -15.6, None, None, 86.0, None, 2022-01-01 01:00:00, 108.0, None, 108.1
None, -16.09, 85.4, None, None, None, None, 30.71, 0.0, 9.37, 215.7, -18.0, None, -16.1, -17.6, None, None, None, None, -15.6, None, None, 85.0, None, 2022-01-01 02:00:00, 108.0, None, 108.0
None, -15.22, 86.9, None, None, None, None, 32.92, 1.0, 10.28, 221.6, -17.0, None, -15.2, -17.6, None, None, None, None, -15.2, None, None, 87.0, None, 2022-01-01 03:00:00, 109.0, None, 108.9
None, -14.51, 87.2, None, None, None, None, 30.91, 1.0, 12.35, 221.4, -16.0, None, -14.5, -17.6, None, None, None, None, -14.4, None, None, 87.0, None, 2022-01-01 04:00:00, 109.0, None, 109.2
None, -14.64, 88.2, None, None, None, None, 35.79, 0.0, 10.34, 220.2, -16.0, None, -14.6, -17.6, None, None, None, None, -14.4, None, None, 88.0, None, 2022-01-01 05:00:00, 109.0, None, 109.3
None, -14.09, 89.0, None, None, None, None, 48.67, 0.0, 7.102, 226.3, -15.0, None, -14.1, -17.6, None, None, None, None, -14.1, None, None, 89.0, None, 2022-01-01 06:00:00, 109.0, None, 109.2
None, -12.45, 89.9, None, None, None, None, 37.78, 0.0, 11.74, 230.1, -14.0, None, -12.5, -14.1, None, None, None, None, -12.4, None, None, 90.0, None, 2022-01-01 07:00:00, 109.0, None, 109.3
None, -11.76, 90.8, None, None, None, None, 32.4, -1.0, 12.64, 220.2, -13.0, None, -11.8, -14.1, None, None, None, None, -11.8, None, None, 91.0, None, 2022-01-01 08:00:00, 108.0, None, 108.4
None, -10.74, 89.6, None, None, None, None, 29.28, -1.0, 15.98, 215.1, -12.0, None, -10.7, -14.1, None, None, None, None, -10.6, None, None, 90.0, None, 2022-01-01 09:00:00, 107.0, None, 107.2
None, -10.46, 88.5, None, None, None, None, 30.33, -2.0, 15.75, 215.1, -12.0, None, -10.5, -14.1, None, None, None, None, -10.1, None, None, 89.0, None, 2022-01-01 10:00:00, 105.0, None, 104.9
None, -9.76, 90.9, None, None, None, None, 51.76, 2.0, 11.28, 219.6, -11.0, None, -9.8, -14.1, None, None, None, None, -9.8, None, None, 91.0, None, 2022-01-01 11:00:00, 106.0, None, 106.3
None, -9.96, 88.1, None, None, None, None, 35.25, -1.0, 16.11, 211.8, -11.0, None, -10.0, -14.1, None, None, None, None, -9.1, None, None, 88.0, None, 2022-01-01 12:00:00, 105.0, None, 105.4
None, -10.35, 88.0, None, None, None, None, 32.96, -2.0, 17.57, 203.6, -12.0, None, -10.4, -14.1, None, None, None, None, -9.1, None, None, 88.0, None, 2022-01-01 13:00:00, 103.0, None, 102.9
None, -10.15, 88.4, None, None, None, None, 54.82, 1.0, 10.97, 212.0, -12.0, None, -10.2, -14.1, None, None, None, None, -9.1, None, None, 88.0, None, 2022-01-01 14:00:00, 104.0, None, 103.5
None, -10.65, 87.0, None, None, None, None, 74.36, -1.0, 8.75, 205.7, -12.0, None, -10.7, -14.1, None, None, None, None, -9.1, None, None, 87.0, None, 2022-01-01 15:00:00, 103.0, None, 102.7
None, -10.6, 86.8, None, None, None, None, 46.06, -1.0, 13.59, 204.4, -12.0, None, -10.6, -14.1, None, None, None, None, -9.1, None, None, 87.0, None, 2022-01-01 16:00:00, 102.0, None, 101.8
