station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, PRECIP_DETECTOR_RATIO, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
None, None, 87.5, None, None, None, 22.98, 12.04, None, 156.3, -44.0, None, -43.0, -43.1, 0.0, -44.0, None, None, -42.4, None, None, 88.0, None, 2022-01-04 16:00:00, None, None, None, None
None, None, 87.3, None, None, None, 5.243, 17.62, None, 144.9, -44.0, None, -43.2, -43.2, 0.0, -44.0, None, None, -42.4, None, None, 87.0, None, 2022-01-04 17:00:00, None, None, None, None
None, None, 87.3, None, None, None, 8.38, 17.28, None, 154.5, -44.0, None, -43.2, -43.2, 0.0, -44.0, None, None, -42.4, None, None, 87.0, None, 2022-01-04 18:00:00, None, None, None, None
None, None, 87.1, None, None, None, 6.84, 17.71, None, 143.5, -44.0, None, -43.2, -43.2, 0.0, -44.0, None, None, -43.2, None, None, 87.0, None, 2022-01-04 19:00:00, None, None, None, None
None, None, 87.1, None, None, None, 5.062, 19.17, None, 146.5, -44.0, None, -43.3, -43.3, 0.0, -44.0, None, None, -43.2, None, None, 87.0, None, 2022-01-04 20:00:00, None, None, None, None
None, None, 87.3, None, None, None, 4.202, 16.91, None, 149.5, -44.0, None, -43.2, -43.3, 0.0, -44.0, None, None, -43.1, None, None, 87.0, None, 2022-01-04 21:00:00, None, None, None, None
None, None, 87.0, None, None, None, 6.713, 7.09, None, 147.8, -44.0, None, -43.3, -43.3, 0.0, -44.0, None, None, -43.0, None, None, 87.0, None, 2022-01-04 22:00:00, None, None, None, None
None, None, 86.7, None, None, None, 28.05, 2.547, None, 158.1, -45.0, None, -43.6, -43.6, 0.0, -45.0, None, None, -43.0, None, None, 87.0, None, 2022-01-04 23:00:00, None, None, None, None
None, None, 86.7, None, None, None, 13.59, 6.678, None, 314.3, -45.0, None, -43.3, -43.6, 0.0, -45.0, None, None, -43.0, None, None, 87.0, None, 2022-01-05 00:00:00, None, None, None, None
None, None, 86.7, None, None, None, 10.82, 8.12, None, 312.9, -45.0, None, -43.4, -43.6, 0.0, -45.0, None, None, -43.0, None, None, 87.0, None, 2022-01-05 01:00:00, None, None, None, None
None, None, 86.6, None, None, None, 19.59, 9.71, None, 323.0, -45.0, None, -43.6, -43.6, 0.0, -45.0, None, None, -43.0, None, None, 87.0, None, 2022-01-05 02:00:00, None, None, None, None
None, None, 86.1, None, None, None, 16.86, 6.863, None, 307.2, -45.0, None, -43.9, -43.9, 0.0, -45.0, None, None, -43.0, None, None, 86.0, None, 2022-01-05 03:00:00, None, None, None, None
None, None, 85.9, None, None, None, 7.14, 6.288, None, 359.8, -45.0, None, -44.2, -44.2, 0.0, -45.0, None, None, -43.0, None, None, 86.0, None, 2022-01-05 04:00:00, None, None, None, None
None, None, 85.5, None, None, None, 9.86, 6.771, None, 10.42, -45.0, None, -44.2, -44.2, 0.0, -45.0, None, None, -43.0, None, None, 86.0, None, 2022-01-05 05:00:00, None, None, None, None
None, None, 85.7, None, None, None, 21.65, 8.59, None, 39.46, -45.0, None, -44.2, -44.2, 0.0, -45.0, None, None, -43.0, None, None, 86.0, None, 2022-01-05 06:00:00, None, None, None, None
None, None, 85.0, None, None, None, 15.29, 6.377, None, 76.7, -46.0, None, -44.6, -44.6, 0.0, -46.0, None, None, -44.2, None, None, 85.0, None, 2022-01-05 07:00:00, None, None, None, None
None, None, 85.0, None, None, None, 18.6, 4.897, None, 29.89, -46.0, None, -44.5, -44.6, 0.0, -46.0, None, None, -44.2, None, None, 85.0, None, 2022-01-05 08:00:00, None, None, None, None
None, None, 85.4, None, None, None, 11.11, 7.62, None, 39.08, -46.0, None, -44.2, -44.6, 0.0, -46.0, None, None, -44.2, None, None, 85.0, None, 2022-01-05 09:00:00, None, None, None, None
None, None, 86.3, None, None, None, 11.0, 6.241, None, 33.11, -45.0, None, -43.8, -44.6, 0.0, -45.0, None, None, -43.8, None, None, 86.0, None, 2022-01-05 10:00:00, None, None, None, None
None, None, 88.2, None, None, None, 10.97, 5.735, None, 62.27, -44.0, None, -43.1, -44.6, 0.0, -44.0, None, None, -43.1, None, None, 88.0, None, 2022-01-05 11:00:00, None, None, None, None
None, None, 88.6, None, None, None, 25.62, 3.223, None, 121.4, -44.0, None, -42.8, -44.6, 0.0, -44.0, None, None, -42.8, None, None, 89.0, None, 2022-01-05 12:00:00, None, None, None, None
None, None, 88.3, None, None, None, 5.255, 5.663, None, 152.7, -44.0, None, -43.0, -44.6, 0.0, -44.0, None, None, -42.7, None, None, 88.0, None, 2022-01-05 13:00:00, None, None, None, None
None, None, 87.7, None, None, None, 9.08, 6.265, None, 156.5, -44.0, None, -43.1, -44.6, 0.0, -44.0, None, None, -42.7, None, None, 88.0, None, 2022-01-05 14:00:00, None, None, None, None
None, None, 86.7, None, None, None, 4.384, 9.18, None, 138.0, -45.0, None, -43.7, -44.6, 0.0, -45.0, None, None, -42.7, None, None, 87.0, None, 2022-01-05 15:00:00, None, None, None, None
None, None, 86.1, None, None, None, 6.474, 11.31, None, 142.1, -45.0, None, -43.9, -44.6, 0.0, -45.0, None, None, -42.7, None, None, 86.0, None, 2022-01-05 16:00:00, None, None, None, None
None, None, 86.1, None, None, None, 4.574, 13.15, None, 138.2, -45.0, None, -44.0, -44.6, 0.0, -45.0, None, None, -42.7, None, None, 86.0, None, 2022-01-05 17:00:00, None, None, None, None
None, None, 86.0, None, None, None, 4.831, 20.66, None, 144.5, -45.0, None, -44.0, -44.6, 0.0, -45.0, None, None, -42.7, None, None, 86.0, None, 2022-01-05 18:00:00, None, None, None, None
None, None, 86.0, None, None, None, 7.73, 20.61, None, 147.4, -45.0, None, -44.0, -44.0, 0.0, -45.0, None, None, -44.0, None, None, 86.0, None, 2022-01-05 19:00:00, None, None, None, None
None, None, 86.1, None, None, None, 5.41, 21.56, None, 140.8, -45.0, None, -44.0, -44.1, 0.0, -45.0, None, None, -43.9, None, None, 86.0, None, 2022-01-05 20:00:00, None, None, None, None
None, None, 86.3, None, None, None, 5.906, 23.04, None, 147.6, -45.0, None, -44.0, -44.1, 0.0, -45.0, None, None, -43.9, None, None, 86.0, None, 2022-01-05 21:00:00, None, None, None, None
None, None, 86.2, None, None, None, 4.385, 28.25, None, 143.7, -45.0, None, -44.0, -44.1, 0.0, -45.0, None, None, -43.9, None, None, 86.0, None, 2022-01-05 22:00:00, None, None, None, None
None, None, 86.6, None, None, None, 4.29, 33.87, None, 143.6, -45.0, None, -43.7, -44.1, 0.0, -45.0, None, None, -43.7, None, None, 87.0, None, 2022-01-05 23:00:00, None, None, None, None
None, None, 86.7, None, None, None, 4.35, 32.34, None, 141.0, -45.0, None, -43.7, -44.1, 0.0, -45.0, None, None, -43.6, None, None, 87.0, None, 2022-01-06 00:00:00, None, None, None, None
None, None, 87.4, None, None, None, 3.819, 30.67, None, 139.5, -44.0, None, -43.2, -44.1, 0.0, -44.0, None, None, -43.2, None, None, 87.0, None, 2022-01-06 01:00:00, None, None, None, None
None, None, 88.2, None, None, None, 4.347, 31.8, None, 145.5, -44.0, None, -42.7, -44.1, 0.0, -44.0, None, None, -42.7, None, None, 88.0, None, 2022-01-06 02:00:00, None, None, None, None
None, None, 89.0, None, None, None, 9.76, 26.17, None, 151.2, -43.0, None, -42.0, -44.1, 0.0, -43.0, None, None, -41.9, None, None, 89.0, None, 2022-01-06 03:00:00, None, None, None, None
None, None, 90.2, None, None, None, 17.91, 24.1, None, 168.6, -42.0, None, -41.1, -44.1, 0.0, -42.0, None, None, -41.0, None, None, 90.0, None, 2022-01-06 04:00:00, None, None, None, None
None, None, 90.3, None, None, None, 10.08, 28.46, None, 195.4, -42.0, None, -40.8, -44.1, 0.0, -42.0, None, None, -40.8, None, None, 90.0, None, 2022-01-06 05:00:00, None, None, None, None
None, None, 90.7, None, None, None, 13.02, 18.76, None, 204.3, -41.0, None, -40.5, -44.1, 0.0, -41.0, None, None, -40.5, None, None, 91.0, None, 2022-01-06 06:00:00, None, None, None, None
None, None, 91.3, None, None, None, 11.27, 20.03, None, 215.7, -41.0, None, -40.0, -40.5, 0.0, -41.0, None, None, -40.0, None, None, 91.0, None, 2022-01-06 07:00:00, None, None, None, None
None, None, 91.9, None, None, None, 9.74, 26.2, None, 212.9, -40.0, None, -39.6, -40.5, 0.0, -40.0, None, None, -39.6, None, None, 92.0, None, 2022-01-06 08:00:00, None, None, None, None
None, None, 92.3, None, None, None, 11.22, 30.01, None, 213.7, -40.0, None, -39.4, -40.5, 0.0, -40.0, None, None, -39.4, None, None, 92.0, None, 2022-01-06 09:00:00, None, None, None, None
