station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
91.8, None, None, None, 1.184, 184.1, -12.0, -13.2, -12.0, 973.0, None, None, None, 49.0, None, 49.32, None, None, -11.14, None, -10.6, None, None, 50.47, None, -11.1, 1008.1, 0.0, 3.0, 92.0, 2022-01-01 00:00:00, 973.0
93.9, None, None, None, 0.591, 261.0, -11.0, -13.2, -11.0, 971.0, None, None, None, 49.0, None, 48.83, None, None, -9.94, None, -9.8, None, None, 46.42, None, -9.9, 1006.0, 1.0, 0.0, 94.0, 2022-01-01 01:00:00, 971.0
94.8, None, None, None, 0.698, 299.3, -9.0, -13.2, -9.0, 970.0, None, None, None, 50.0, None, 49.79, None, None, -8.77, None, -8.8, None, None, 63.88, None, -8.8, 1004.9, 1.0, 1.0, 95.0, 2022-01-01 02:00:00, 970.0
95.4, None, None, None, 1.378, 237.0, -8.0, -13.2, -8.0, 968.0, None, None, None, 50.0, None, 50.12, None, None, -7.156, None, -7.1, None, None, 63.18, None, -7.2, None, 0.0, 1.0, 95.0, 2022-01-01 03:00:00, 968.0
95.4, None, None, None, 2.034, 273.0, -7.0, -13.2, -7.0, 965.0, None, None, None, 50.0, None, 50.34, None, None, -6.326, None, -6.3, None, None, 69.28, None, -6.3, None, 1.0, 0.0, 95.0, 2022-01-01 04:00:00, 965.0
97.5, None, None, None, 4.345, 184.2, -4.0, -13.2, -4.0, 963.0, None, None, None, 50.0, None, 50.18, None, None, -4.081, None, -4.1, None, None, 48.58, None, -4.1, None, 0.9, 0.0, 98.0, 2022-01-01 05:00:00, 963.0
96.8, None, None, None, 1.818, 241.3, -5.0, -13.2, -5.0, 960.0, None, None, None, 51.0, None, 51.16, None, None, -4.605, None, -4.1, None, None, 70.3, None, -4.6, None, 0.1, 1.0, 97.0, 2022-01-01 06:00:00, 960.0
97.2, None, None, None, 2.628, 322.5, -5.0, -4.7, -5.0, 959.0, None, None, None, 52.0, None, 52.48, None, None, -4.256, None, -3.9, None, None, 72.16, None, -4.3, 993.3, 2.0, 2.0, 97.0, 2022-01-01 07:00:00, 959.0
97.7, None, None, None, 1.222, 196.6, -5.0, -4.7, -5.0, 958.0, None, None, None, 60.0, None, 60.05, None, None, -4.25, None, -3.9, None, None, 62.42, None, -4.3, 992.3, 4.0, 8.0, 98.0, 2022-01-01 08:00:00, 958.0
97.8, None, None, None, 0.0, 206.7, -4.0, -4.7, -4.0, 958.0, None, None, None, 66.0, None, 66.45, None, None, -3.901, None, -3.9, None, None, 48.89, None, -3.9, 992.2, 6.0, 7.0, 98.0, 2022-01-01 09:00:00, 958.0
98.0, None, None, None, 0.0, 172.4, -4.0, -4.7, -4.0, 958.0, None, None, None, 72.0, None, 72.22, None, None, -3.722, None, -3.7, None, None, 39.85, None, -3.7, 992.2, 5.0, 6.0, 98.0, 2022-01-01 10:00:00, 958.0
98.5, None, None, None, 0.0, 181.0, -3.0, -4.7, -3.0, 958.0, None, None, None, 74.0, None, 73.97, None, None, -2.626, None, -2.7, None, None, 49.54, None, -2.6, 992.1, 4.0, 2.0, 99.0, 2022-01-01 11:00:00, 958.0
98.9, None, None, None, 0.0, 161.1, -1.0, -4.7, -1.0, 958.0, None, None, None, 77.0, None, 76.79, None, None, -1.23, None, -1.2, None, None, 57.48, None, -1.2, 992.1, 1.0, 3.0, 99.0, 2022-01-01 12:00:00, 958.0
